case_id,tick,side,enemy_cohesion_v2,enemy_cohesion_v1,collapse_threshold_theta,collapse_margin_v2,collapse_event_v2,frag,disp,out,elong,exploitability,N_alive_enemy,LCC_ratio_enemy,Q50_dist_enemy,Q90_dist_enemy,IQR_dist_enemy,lambda1_enemy,lambda2_enemy
FR8_MB5_PD8,7,A,0.07975883063943345,1.0,0.7777777777777778,0.8974529320350141,True,0.4,0.4149845461197159,0.0,0.7727728669091561,0.9202411693605665,100,0.6,7.915155013640517,13.529822094684786,6.230183308024841,66.27192818022496,15.058780244795049
FR8_MB5_PD8,7,B,0.10337781570552895,1.0,0.7777777777777778,0.8670856655214628,True,0.33999999999999997,0.40760473482245096,0.0,0.735593676542399,0.896622184294471,100,0.66,7.574192807903289,12.785707876368996,5.588101704581675,58.36167703994404,15.431196456951753
FR8_MB5_PD8,8,A,0.0813563345295466,1.0,0.7777777777777778,0.8953989984620115,True,0.4,0.4142519103623902,0.0,0.7685115952038926,0.9186436654704534,100,0.6,7.8852778176059255,13.461892504822991,6.1208527463333695,65.62328187159702,15.191028837941538
FR8_MB5_PD8,8,B,0.1107962881764949,1.0,0.7777777777777778,0.8575476294873637,True,0.31999999999999995,0.4085796793980032,0.0,0.7245009813988796,0.8892037118235051,100,0.68,7.539099873832613,12.747448153556324,5.490418490017885,57.083898835694676,15.726558107159796
FR8_MB5_PD8,9,A,0.06816904858799155,1.0,0.7777777777777778,0.912354080386868,True,0.5,0.4272299429345744,0.0,0.7619671358616262,0.9318309514120084,100,0.5,7.618999854792175,13.302021921028743,5.759975921265423,64.47078949766103,15.346166677390677
FR8_MB5_PD8,9,B,0.11382014151758901,1.0,0.7777777777777778,0.8536598180488141,True,0.33999999999999997,0.403167355664668,0.0,0.711050054798543,0.886179858482411,100,0.66,7.554727477545189,12.658033284958096,5.37493921306955,55.80299712457298,16.124272961222715
FR8_MB5_PD8,10,A,0.07484452899812521,1.0,0.7777777777777778,0.9037713198595533,True,0.48,0.4106937902052359,0.0,0.755760614528425,0.9251554710018748,100,0.52,7.800170043930312,13.236191837598069,5.881963698751178,63.644200874047726,15.544420510307138
FR8_MB5_PD8,10,B,0.12345033282841511,1.0,0.7777777777777778,0.8412781435063235,True,0.33999999999999997,0.3830951103334618,0.0,0.6967993576253906,0.8765496671715849,100,0.66,7.68260654557346,12.45347001500866,5.358930958370025,54.380407966513935,16.48817462804066
FR8_MB5_PD8,11,A,0.08381034460489056,1.0,0.7777777777777778,0.892243842650855,True,0.42000000000000004,0.4224429264347007,0.0,0.7498072471793116,0.9161896553951094,100,0.58,7.736113636180171,13.394544003115769,5.773174759439089,62.91886517624609,15.741844082799012
FR8_MB5_PD8,11,B,0.11682332587468935,1.0,0.7777777777777778,0.8497985810182566,True,0.4,0.38656651585582036,0.0,0.6825971386349701,0.8831766741253106,100,0.6,7.59620616595727,12.383096720838406,5.453901460722051,53.215811653267316,16.89085088860987
FR8_MB5_PD8,12,A,0.04958289850956832,1.0,0.7777777777777778,0.9362505590591265,True,0.6699999999999999,0.413686396853568,0.0,0.743735763935146,0.9504171014904317,100,0.33,7.807732990637117,13.316649910113263,5.591840998774314,62.455900387298215,16.005213600493857
FR8_MB5_PD8,12,B,0.13427651746541924,1.0,0.7777777777777778,0.8273587632587467,True,0.32999999999999996,0.3937287562823616,0.0,0.6694339131012896,0.8657234825345808,100,0.67,7.540442477714066,12.43740744073112,5.238741105951911,52.009668046264736,17.19263244695496
FR8_MB5_PD8,13,A,0.062025916453367747,1.0,0.7777777777777778,0.9202523931313843,True,0.6,0.4116716696541052,0.0,0.7364315414791393,0.9379740835466323,100,0.4,7.8215748685453095,13.294574585500218,5.62602208886347,61.86100419225946,16.304609517506595
FR8_MB5_PD8,13,B,0.12887952735168196,1.0,0.7777777777777778,0.8342977505478375,True,0.39,0.39086193778001543,0.0,0.653152664732054,0.871120472648318,100,0.61,7.463252252821875,12.252152206058652,4.93941618787395,50.918478359979275,17.660938535057728
FR8_MB5_PD8,14,A,0.08369004570189409,1.0,0.7777777777777778,0.8923985126689933,True,0.48,0.40683895489287214,0.0,0.7286699844702403,0.9163099542981059,100,0.52,7.823693086780804,13.189829560315793,5.432107303398602,61.1147990814399,16.5822793838655
FR8_MB5_PD8,14,B,0.15225872514929184,1.0,0.7777777777777778,0.8042387819509105,True,0.32999999999999996,0.37709162008149477,0.0,0.6351761576706291,0.8477412748507082,100,0.67,7.586517845775523,12.179187325701193,5.087025093522262,49.84183753921483,18.183490679812998
FR8_MB5_PD8,15,A,0.08973307958380938,1.0,0.7777777777777778,0.8846288976779594,True,0.45999999999999996,0.4063663625417874,0.0,0.7200758866846655,0.9102669204161906,100,0.54,7.7465751614606,13.04942084250895,5.58627955925786,60.204275790232415,16.85262851837295
