tick,side,enemy_cohesion_v2,enemy_cohesion_v1,theta,collapse_margin_v2,collapse_event_v2,frag,disp,out,elong,exploitability
28,B,0.3308250922808502,1.0,0.4444444444444444,0.25564354236808695,True,0.39,0.3072172986366093,0.0,0.21716258823071122,0.6691749077191498
29,A,0.19770339865152442,1.0,0.4444444444444444,0.55516735303407,True,0.43000000000000005,0.34438628444978825,0.0,0.4709566630731541,0.8022966013484756
29,B,0.34159286409837686,1.0,0.4444444444444444,0.231416055778652,True,0.4,0.30493007039502373,0.0,0.180914875014778,0.6584071359016231
30,A,0.17467865655316683,1.0,0.4444444444444444,0.6069730227553746,True,0.53,0.3280333648740448,0.0,0.44691194972663595,0.8253213434468332
30,B,0.3089136292190775,1.0,0.4444444444444444,0.30494433425707557,True,0.48,0.3134541653679801,0.0,0.1347050093260559,0.6910863707809225
31,A,0.20485696162969347,1.0,0.4444444444444444,0.5390718363331897,True,0.47,0.33835525832745106,0.0,0.4158155505996284,0.7951430383703065
31,B,0.3971475237081903,1.0,0.4444444444444444,0.1064180716565718,True,0.36,0.3109330527395874,0.0,0.09944453400181563,0.6028524762918097
32,A,0.24393707287329458,1.0,0.4444444444444444,0.45114158603508714,True,0.42000000000000004,0.3185618827764123,0.0,0.3828035892093008,0.7560629271267054
32,B,0.35709243181682027,1.0,0.4444444444444444,0.19654202841215435,True,0.43000000000000005,0.31539465854795057,0.0,0.08490642327291242,0.6429075681831797
33,A,0.236299198666315,1.0,0.4444444444444444,0.4683268030007912,True,0.44999999999999996,0.3342582969880822,0.0,0.35465225518802135,0.763700801333685
33,B,0.36901305405039,1.0,0.4444444444444444,0.1697206283866225,True,0.4,0.317057054730595,0.0,0.09945367909461567,0.63098694594961
34,A,0.28180403120197717,1.0,0.4444444444444444,0.3659409297955513,True,0.38,0.3286240278158854,0.0,0.322998364847223,0.7181959687980228
34,B,0.367972285826891,1.0,0.4444444444444444,0.17206235688949517,True,0.37,0.3326956225252522,0.0,0.12471278011641651,0.632027714173109
35,A,0.3145233769331748,1.0,0.4444444444444444,0.2923224019003567,True,0.31999999999999995,0.3453791147747569,0.0,0.29343168193640135,0.6854766230668252
35,B,0.39311060037846435,1.0,0.4444444444444444,0.11550114914845516,True,0.31000000000000005,0.3272225448222086,0.0,0.15317390110178764,0.6068893996215357
36,A,0.2621013194682139,1.0,0.4444444444444444,0.41027203119651867,True,0.48,0.31603982577801715,0.0,0.2630550462229907,0.7378986805317861
36,B,0.3639539432943524,1.0,0.4444444444444444,0.1811036275877071,True,0.31999999999999995,0.3338803717815141,0.0,0.196501102018234,0.6360460567056476
37,A,0.3006563989837965,1.0,0.4444444444444444,0.32352310228645786,True,0.43000000000000005,0.3171330514328585,0.0,0.22756934166308196,0.6993436010162035
37,B,0.31133385906187305,1.0,0.4444444444444444,0.2994988171107856,True,0.37,0.35050715919149034,0.0,0.23912828961368127,0.688666140938127
38,A,0.31913446518646815,1.0,0.4444444444444444,0.28194745333044663,True,0.42000000000000004,0.31768770434130067,0.0,0.19357772089215597,0.6808655348135318
38,B,0.29356787165847453,1.0,0.4444444444444444,0.3394722887684323,True,0.33999999999999997,0.3816009807902231,0.0,0.280723623864197,0.7064321283415255
39,A,0.33651048728273014,1.0,0.4444444444444444,0.24285140361385713,True,0.41000000000000003,0.3189030906399294,0.0,0.16259088792194776,0.6634895127172699
39,B,0.2864108792141338,1.0,0.4444444444444444,0.35557552176819895,True,0.32999999999999996,0.3817163669709278,0.0,0.3086038488421392,0.7135891207858662
40,A,0.3402561368729702,1.0,0.4444444444444444,0.23442369203581703,True,0.42000000000000004,0.3213090202795972,0.0,0.1356176383961557,0.6597438631270298
40,B,0.27034384140844936,1.0,0.4444444444444444,0.3917263568309889,True,0.35,0.3663693034582025,0.0,0.3436025046816691,0.7296561585915506
41,A,0.31450711130118225,1.0,0.4444444444444444,0.2923589995723399,True,0.48,0.3138881463061908,0.0,0.11847993205375773,0.6854928886988177
41,B,0.23314554361255857,1.0,0.4444444444444444,0.4754225268717432,True,0.38,0.3885867835590219,0.01,0.3787514153857916,0.7668544563874414
42,A,0.31629734548534216,1.0,0.4444444444444444,0.2883309726579801,True,0.49,0.308243351224913,0.0,0.10345513180269361,0.6837026545146578
42,B,0.24974168117845075,1.0,0.4444444444444444,0.43808121734848576,True,0.29000000000000004,0.3806400711871508,0.01,0.4263402444115596,0.7502583188215493
43,A,0.2876322138246534,1.0,0.4444444444444444,0.35282751889452973,True,0.54,0.30867104854042315,0.0,0.09552837323274777,0.7123677861753466
43,B,0.23690146211408858,1.0,0.4444444444444444,0.46697171024330064,True,0.30000000000000004,0.3795090959033154,0.01,0.44906661899025224,0.7630985378859114
44,A,0.2957007611875424,1.0,0.4444444444444444,0.33467328732802953,True,0.53,0.30010742027184634,0.0,0.1010755451035863,0.7042992388124576
44,B,0.2093423743527386,1.0,0.4444444444444444,0.5289796577063381,True,0.37,0.364966281082038,0.01,0.4714517788177569,0.7906576256472614
45,A,0.34553697449445375,1.0,0.4444444444444444,0.222541807387479,True,0.43999999999999995,0.30147787733352727,0.0,0.1166631784805251,0.6544630255055462
45,B,0.21912387296971902,1.0,0.4444444444444444,0.5069712858181322,True,0.31999999999999995,0.36422429505109677,0.01,0.4880333636230405,0.780876127030281
46,A,0.29762375002911523,1.0,0.4444444444444444,0.3303465624344907,True,0.52,0.2904245197302634,0.0,0.12616839720614503,0.7023762499708848
46,B,0.21131547412331997,1.0,0.4444444444444444,0.52454018322253,True,0.30000000000000004,0.37618411345835523,0.01,0.5111882517468904,0.78868452587668
47,A,0.23692820705198692,1.0,0.4444444444444444,0.4669115341330294,True,0.61,0.29165622731844254,0.0,0.14235397184280207,0.7630717929480131
47,B,0.18203093946630655,1.0,0.4444444444444444,0.5904303862008102,True,0.36,0.3761720663450555,0.02,0.5347628965019502,0.8179690605336934
48,A,0.29354562272124807,1.0,0.4444444444444444,0.3395223488771918,True,0.5,0.30068505003891,0.0,0.16047662719757105,0.7064543772787519
