run_id,case_id,A_id,B_id,FR,MB,PD,seed_or_config_digest,first_contact_tick,first_kill_tick,end_tick,cut_tick_T,pocket_tick_T,cut_tick_G,pocket_tick_G,cut_precontact_G,delta_cutT_to_contact,delta_pocketT_to_cutT,tactical_cut_exists,tactical_pocket_exists
FR2_MB2_PD5_R01_bittenfeld_vs_grillparzer,FR2_MB2_PD5,bittenfeld,grillparzer,2.0,2.0,5.0,49690115c6553eb1434a853fa0a039b5a9049bff8b9507f26210bf8e730bca45,105,115,300,224,172,224,172,false,119,-52,true,true
FR2_MB2_PD5_R02_bittenfeld_vs_kircheis,FR2_MB2_PD5,bittenfeld,kircheis,2.0,2.0,5.0,1d42e09d34c4c1ad8ed8f6fa036ab4a2bcee7117e0aceb779ea4d05d4db0e6d2,104,113,300,225,170,82,170,true,121,-55,true,true
FR2_MB2_PD5_R03_bittenfeld_vs_knappstein,FR2_MB2_PD5,bittenfeld,knappstein,2.0,2.0,5.0,9e070fe2043b1e84479f323a6573021ed5ec9ec8f8b6948871d32bc6859f8904,104,113,300,282,199,282,199,false,178,-83,true,true
FR2_MB2_PD5_R04_bittenfeld_vs_mittermeyer,FR2_MB2_PD5,bittenfeld,mittermeyer,2.0,2.0,5.0,7c29854b1368a2baa48a15fa6ce4ebbb8deef29f44a49269b1c85385e26dc61c,106,115,300,125,170,90,170,true,19,45,true,true
FR2_MB2_PD5_R05_bittenfeld_vs_muller,FR2_MB2_PD5,bittenfeld,muller,2.0,2.0,5.0,d78aa115b04fab082b3132d3556829aba9a491d90590a3c2589fe1ec69c0d1f6,104,113,300,282,199,282,199,false,178,-83,true,true
FR2_MB2_PD5_R06_bittenfeld_vs_reinhard,FR2_MB2_PD5,bittenfeld,reinhard,2.0,2.0,5.0,2ac81c988e19a9356c02d8c8323d30a464f3f216181ad924079da378b913b5c8,105,114,300,N/A,169,108,169,false,N/A,N/A,false,true
FR2_MB2_PD5_R07_bittenfeld_vs_reuenthal,FR2_MB2_PD5,bittenfeld,reuenthal,2.0,2.0,5.0,0ea7ff003ee11d08608737f35b61a16fa6fae9e4146648d684186b1fadb560c1,109,117,300,137,198,70,198,true,28,61,true,true
FR2_MB2_PD5_R08_grillparzer_vs_bittenfeld,FR2_MB2_PD5,grillparzer,bittenfeld,2.0,2.0,5.0,b84e381f04744a0b020c1db72841799353a475901991d26e2cafc631c9b808bc,105,114,300,124,160,76,160,true,19,36,true,true
FR2_MB2_PD5_R09_grillparzer_vs_kircheis,FR2_MB2_PD5,grillparzer,kircheis,2.0,2.0,5.0,1d097ee20221464c96af1b1ab3fa7071425bb7ba996b92d99826bc0994c8d0b3,105,114,300,124,160,76,160,true,19,36,true,true
FR2_MB2_PD5_R10_grillparzer_vs_knappstein,FR2_MB2_PD5,grillparzer,knappstein,2.0,2.0,5.0,2a7fb30f5dc0be870ff7074d7cd81ce32ab3979048dbd0ad54adcf060ee6ceed,105,113,300,206,179,81,179,true,101,-27,true,true
FR2_MB2_PD5_R11_grillparzer_vs_mittermeyer,FR2_MB2_PD5,grillparzer,mittermeyer,2.0,2.0,5.0,8630fd1f8dea73b8541f4512a8d24568fa1471b845d4f41ddcb13085023bcb11,107,116,300,126,160,99,160,true,19,34,true,true
FR2_MB2_PD5_R12_grillparzer_vs_muller,FR2_MB2_PD5,grillparzer,muller,2.0,2.0,5.0,97ca7a26032a9c80dc12d2c97806945aab8b00a274d8dfbe3f08c622133886e0,105,113,300,206,179,81,179,true,101,-27,true,true
FR2_MB2_PD5_R13_grillparzer_vs_reinhard,FR2_MB2_PD5,grillparzer,reinhard,2.0,2.0,5.0,a3bde31e35ac45b08cfe49384ff3e94c673dadef28c5b4c4aa590ba9df201971,106,114,300,125,181,80,181,true,19,56,true,true
FR2_MB2_PD5_R14_grillparzer_vs_reuenthal,FR2_MB2_PD5,grillparzer,reuenthal,2.0,2.0,5.0,564100ec022303d4720b4602ddaef4713635aef36e386d60573e93f8d9314203,110,117,300,144,175,94,175,true,34,31,true,true
FR2_MB2_PD5_R15_kircheis_vs_bittenfeld,FR2_MB2_PD5,kircheis,bittenfeld,2.0,2.0,5.0,616cee2ebc08b1d9fd9290eb5463c0763daebc91d09830dbf80611ba390a0c29,104,113,300,225,170,82,170,true,121,-55,true,true
FR2_MB2_PD5_R16_kircheis_vs_grillparzer,FR2_MB2_PD5,kircheis,grillparzer,2.0,2.0,5.0,2b94dd3adf5fffbf9a53ef327061833ed2634110deca55b2200a656fcc0af708,105,115,300,224,172,224,172,false,119,-52,true,true
FR2_MB2_PD5_R17_kircheis_vs_knappstein,FR2_MB2_PD5,kircheis,knappstein,2.0,2.0,5.0,e1f915030e5e810b985ed2daea161338c29d5237fc2938f00ac532cf10498c3d,104,113,300,282,199,282,199,false,178,-83,true,true
FR2_MB2_PD5_R18_kircheis_vs_mittermeyer,FR2_MB2_PD5,kircheis,mittermeyer,2.0,2.0,5.0,81e2c4c7b731c180002181212f565d612d06333da0becfb877f3105b4c81ea97,106,115,300,125,170,90,170,true,19,45,true,true
FR2_MB2_PD5_R19_kircheis_vs_muller,FR2_MB2_PD5,kircheis,muller,2.0,2.0,5.0,f0694bbf1c5a91bfa480ffb6e0941b6aa4edd50632788e64681f3bdc03773226,104,113,300,282,199,282,199,false,178,-83,true,true
FR2_MB2_PD5_R20_kircheis_vs_reinhard,FR2_MB2_PD5,kircheis,reinhard,2.0,2.0,5.0,f97a7f006422daf9d5fd97c1800c1611a3c583eaf505375372d8523646a8b5ae,105,114,300,N/A,169,108,169,false,N/A,N/A,false,true
FR2_MB2_PD5_R21_kircheis_vs_reuenthal,FR2_MB2_PD5,kircheis,reuenthal,2.0,2.0,5.0,4a45fe31d349bd1fb31274c91bff6f221dfea0b77d7fd575232795ed7d8af101,109,117,300,137,198,70,198,true,28,61,true,true
FR2_MB2_PD5_R22_knappstein_vs_bittenfeld,FR2_MB2_PD5,knappstein,bittenfeld,2.0,2.0,5.0,efb3e81daef92524d9ed3256cdd6fd9f32ad84d81f8560553da2d084535a269e,103,113,300,122,207,82,207,true,19,85,true,true
FR2_MB2_PD5_R23_knappstein_vs_grillparzer,FR2_MB2_PD5,knappstein,grillparzer,2.0,2.0,5.0,62f94e16f13a2a17588148a75761fc315895d83e44fdffe77d88a5ee579198ce,105,113,300,191,175,94,175,true,86,-16,true,true
FR2_MB2_PD5_R24_knappstein_vs_kircheis,FR2_MB2_PD5,knappstein,kircheis,2.0,2.0,5.0,31e176bb7a642d6d3059480b3ced6cf048166340876e004dde2e718af49b297f,103,113,300,122,207,82,207,true,19,85,true,true
FR2_MB2_PD5_R25_knappstein_vs_mittermeyer,FR2_MB2_PD5,knappstein,mittermeyer,2.0,2.0,5.0,07659bd11011b9df8da075ee2650bcd27945f42bee6cbc64c5c2a39d80d8040e,107,115,300,126,183,72,183,true,19,57,true,true
FR2_MB2_PD5_R26_knappstein_vs_muller,FR2_MB2_PD5,knappstein,muller,2.0,2.0,5.0,e5cadcc0197af80e0fef953b7012f32b3f66e5b8f19b0c71e9f75e2f49b46b14,103,113,300,286,163,111,163,false,183,-123,true,true
FR2_MB2_PD5_R27_knappstein_vs_reinhard,FR2_MB2_PD5,knappstein,reinhard,2.0,2.0,5.0,6473e59ba6ab159e807d0a73787ea85c922ea84ab84bfbafd7f3cc265a12463e,104,113,300,124,192,124,192,false,20,68,true,true
FR2_MB2_PD5_R28_knappstein_vs_reuenthal,FR2_MB2_PD5,knappstein,reuenthal,2.0,2.0,5.0,bfad5083583d2645beebf1180e8219bb51eb1d4ec06e91b0786b91f7063d9165,109,117,300,135,135,64,135,true,26,0,true,true
FR2_MB2_PD5_R29_mittermeyer_vs_bittenfeld,FR2_MB2_PD5,mittermeyer,bittenfeld,2.0,2.0,5.0,394f76c1eb6d5958f1ee5bb3c0d4fb3bf77a3879004890783df3ac6a5f556802,106,114,300,125,190,82,190,true,19,65,true,true
FR2_MB2_PD5_R30_mittermeyer_vs_grillparzer,FR2_MB2_PD5,mittermeyer,grillparzer,2.0,2.0,5.0,2202cec7e92dc245d46118b0b5ddbba20c342bcb9b9ffbafe9b86f03a054eb29,108,115,300,127,150,82,150,true,19,23,true,true
FR2_MB5_PD5_R01_bittenfeld_vs_grillparzer,FR2_MB5_PD5,bittenfeld,grillparzer,2.0,5.0,5.0,347fd3497fbf387a423a97b496b982d353ef0b12b6d3032ca8b040b07f73a7fb,105,114,300,N/A,207,97,207,true,N/A,N/A,false,true
FR2_MB5_PD5_R02_bittenfeld_vs_kircheis,FR2_MB5_PD5,bittenfeld,kircheis,2.0,5.0,5.0,129cb0d8e60cd5f6b06ee27dafd0e0e7bce2ddcbb24c18d97916da3c7136fc36,104,114,300,123,193,83,193,true,19,70,true,true
FR2_MB5_PD5_R03_bittenfeld_vs_knappstein,FR2_MB5_PD5,bittenfeld,knappstein,2.0,5.0,5.0,d4cdd142017747e8602f8e8d3de9abaf79ad0a9e5755d6716142c14ba13e2be6,103,115,300,299,173,299,173,false,196,-126,true,true
FR2_MB5_PD5_R04_bittenfeld_vs_mittermeyer,FR2_MB5_PD5,bittenfeld,mittermeyer,2.0,5.0,5.0,584f466bf33e1b4a0f93d98e9192cbe8e93a1cbd006e4cd17b52d3c05131c4f1,107,116,300,126,174,74,174,true,19,48,true,true
FR2_MB5_PD5_R05_bittenfeld_vs_muller,FR2_MB5_PD5,bittenfeld,muller,2.0,5.0,5.0,1f2df77445f923551731cf3ba68b1dec06fd4a18102489e5d884c5f07b77286e,103,115,300,299,173,299,173,false,196,-126,true,true
FR2_MB5_PD5_R06_bittenfeld_vs_reinhard,FR2_MB5_PD5,bittenfeld,reinhard,2.0,5.0,5.0,63f8a1adda7bafceef9f5ab964d0018442699c2c24fc73c6c9aa8b2e873cc9dd,105,115,300,124,189,102,189,true,19,65,true,true
FR2_MB5_PD5_R07_bittenfeld_vs_reuenthal,FR2_MB5_PD5,bittenfeld,reuenthal,2.0,5.0,5.0,d123b491d3f08824a44c87c8499aaf21f3ef643e7e3bfdcdc0a2095101680c69,109,117,300,143,206,117,206,false,34,63,true,true
FR2_MB5_PD5_R08_grillparzer_vs_bittenfeld,FR2_MB5_PD5,grillparzer,bittenfeld,2.0,5.0,5.0,62dba4d7a77aa8e65776f285fc01a7bee36ead5778beaf0a614b7242c0c89e21,105,114,300,297,222,86,222,true,192,-75,true,true
FR2_MB5_PD5_R09_grillparzer_vs_kircheis,FR2_MB5_PD5,grillparzer,kircheis,2.0,5.0,5.0,11f024668ee53abfd428a65753243b39b76c2006ba997e38f7bbb852047079a1,105,114,300,297,222,86,222,true,192,-75,true,true
FR2_MB5_PD5_R10_grillparzer_vs_knappstein,FR2_MB5_PD5,grillparzer,knappstein,2.0,5.0,5.0,912782b3339544483e39c22b710a94da6cca3f1f2e41b25cd2228cc668c8d7e0,105,114,300,124,202,81,202,true,19,78,true,true
FR2_MB5_PD5_R11_grillparzer_vs_mittermeyer,FR2_MB5_PD5,grillparzer,mittermeyer,2.0,5.0,5.0,c1f8030dd7bda5e9336c0251e29709a8b35f8d32520293a22e13583d2f16f025,107,116,300,N/A,199,97,199,true,N/A,N/A,false,true
FR2_MB5_PD5_R12_grillparzer_vs_muller,FR2_MB5_PD5,grillparzer,muller,2.0,5.0,5.0,5402790b3c468ed01df4d81bc62100c1c974578fd700f4daa47d1b982ae6be4d,105,114,300,124,202,81,202,true,19,78,true,true
FR2_MB5_PD5_R13_grillparzer_vs_reinhard,FR2_MB5_PD5,grillparzer,reinhard,2.0,5.0,5.0,8e1d19f753476a361b3137891f83fc0fde8ab63ec159de31239def073fe7ff26,105,115,300,124,181,83,181,true,19,57,true,true
FR2_MB5_PD5_R14_grillparzer_vs_reuenthal,FR2_MB5_PD5,grillparzer,reuenthal,2.0,5.0,5.0,f298d09b9f56a84c379d9809787e4d9eb17286beb30fe0e9c7b8c1b500f926e8,110,118,300,129,138,94,138,true,19,9,true,true
FR2_MB5_PD5_R15_kircheis_vs_bittenfeld,FR2_MB5_PD5,kircheis,bittenfeld,2.0,5.0,5.0,6008d85a44bc86024be006769e11933050b03024ef2976f067c750d258f88e9a,104,114,300,123,193,83,193,true,19,70,true,true
FR2_MB5_PD5_R16_kircheis_vs_grillparzer,FR2_MB5_PD5,kircheis,grillparzer,2.0,5.0,5.0,20d255500f41f59a3c1be2472ad49088537ac826605c9d91c183bf2b53f75eb3,105,114,300,N/A,207,97,207,true,N/A,N/A,false,true
FR2_MB5_PD5_R17_kircheis_vs_knappstein,FR2_MB5_PD5,kircheis,knappstein,2.0,5.0,5.0,ee78ac58c43fbf36c6f19a38953b3274b0b24ebd1ac71a68154a1773204eb1a6,103,115,300,299,173,299,173,false,196,-126,true,true
FR2_MB5_PD5_R18_kircheis_vs_mittermeyer,FR2_MB5_PD5,kircheis,mittermeyer,2.0,5.0,5.0,9b5c7093290f2f7a9ae21428b1f740ebb38a1811874b21ea255c6dfc0619af1e,107,116,300,126,174,74,174,true,19,48,true,true
FR2_MB5_PD5_R19_kircheis_vs_muller,FR2_MB5_PD5,kircheis,muller,2.0,5.0,5.0,dba5d84616f256a41c7d4dd3100b819c927f79544a51e2947a427d28a28a75f8,103,115,300,299,173,299,173,false,196,-126,true,true
FR2_MB5_PD5_R20_kircheis_vs_reinhard,FR2_MB5_PD5,kircheis,reinhard,2.0,5.0,5.0,948d302cb99839d24a9582523abc9e558099a969ddc1deb549b4d4d07cbdb411,105,115,300,124,189,102,189,true,19,65,true,true
FR2_MB5_PD5_R21_kircheis_vs_reuenthal,FR2_MB5_PD5,kircheis,reuenthal,2.0,5.0,5.0,365ab367889f459397186eb4ead0df8aa82e0d53e09f01ce69ba7599f69ddd04,109,117,300,143,206,117,206,false,34,63,true,true
FR2_MB5_PD5_R22_knappstein_vs_bittenfeld,FR2_MB5_PD5,knappstein,bittenfeld,2.0,5.0,5.0,55845ca0e143b2c87bd5bf4b33893559de5f15bc3f370e8fc6db02278f0018a3,104,116,300,232,173,232,173,false,128,-59,true,true
FR2_MB5_PD5_R23_knappstein_vs_grillparzer,FR2_MB5_PD5,knappstein,grillparzer,2.0,5.0,5.0,ca868b9a7e2312c545a196a63c62cc10c09bc1b18cd0e7d92e4c6cff87d723a0,104,114,300,123,160,81,160,true,19,37,true,true
FR2_MB5_PD5_R24_knappstein_vs_kircheis,FR2_MB5_PD5,knappstein,kircheis,2.0,5.0,5.0,64eb25c072e6efea04c7c358ed23c066615c95ced1a871683b8a37cf881aabc0,104,116,300,232,173,232,173,false,128,-59,true,true
FR2_MB5_PD5_R25_knappstein_vs_mittermeyer,FR2_MB5_PD5,knappstein,mittermeyer,2.0,5.0,5.0,61e171ec648033214e828e32e17798d56f6cc58a74c0b28f47656efbe20113c1,106,115,300,234,188,87,188,true,128,-46,true,true
FR2_MB5_PD5_R26_knappstein_vs_muller,FR2_MB5_PD5,knappstein,muller,2.0,5.0,5.0,587d1e67d3010c990996b3abf42518e4e02c8c8a9ea644a146b12e15e38c98e5,102,114,300,177,168,177,168,false,75,-9,true,true
FR2_MB5_PD5_R27_knappstein_vs_reinhard,FR2_MB5_PD5,knappstein,reinhard,2.0,5.0,5.0,9bbdc2a2345bd1c03c90e646256d7e247846a07c8403fb9e1813fac95ce5628d,103,113,300,242,156,242,156,false,139,-86,true,true
FR2_MB5_PD5_R28_knappstein_vs_reuenthal,FR2_MB5_PD5,knappstein,reuenthal,2.0,5.0,5.0,96790bcd194d0e9972d1d75d7289379ca8cfba7c8192bd3d8d45627b0f37bccf,109,118,300,142,188,142,188,false,33,46,true,true
FR2_MB5_PD5_R29_mittermeyer_vs_bittenfeld,FR2_MB5_PD5,mittermeyer,bittenfeld,2.0,5.0,5.0,662fb1cb1b6ffc6890c302e9f393d4ba33c6bc82bda0af67e75880057772a36b,107,116,300,126,201,86,201,true,19,75,true,true
FR2_MB5_PD5_R30_mittermeyer_vs_grillparzer,FR2_MB5_PD5,mittermeyer,grillparzer,2.0,5.0,5.0,faf99902d92827ae1d54d0ac2b30600f72559ca3f6468d441364167e084e511b,108,116,300,127,180,98,180,true,19,53,true,true
FR2_MB8_PD5_R01_bittenfeld_vs_grillparzer,FR2_MB8_PD5,bittenfeld,grillparzer,2.0,8.0,5.0,be3e3e45e5896230c793e6ad7d72518eefc1a1e8a23bcd9133c198660b2cab63,105,116,300,124,181,75,181,true,19,57,true,true
FR2_MB8_PD5_R02_bittenfeld_vs_kircheis,FR2_MB8_PD5,bittenfeld,kircheis,2.0,8.0,5.0,1e0e2ccf5a38614d39cb4560a5ceb0ae28e4c21f5454e3abb6896f42a2966f8b,102,117,300,121,165,91,165,true,19,44,true,true
FR2_MB8_PD5_R03_bittenfeld_vs_knappstein,FR2_MB8_PD5,bittenfeld,knappstein,2.0,8.0,5.0,3e7d69cfb8f574a0b4cfe4f21db91b61ea0a8519fd001402d7d20f9c48583ba7,102,114,300,121,164,93,164,true,19,43,true,true
FR2_MB8_PD5_R04_bittenfeld_vs_mittermeyer,FR2_MB8_PD5,bittenfeld,mittermeyer,2.0,8.0,5.0,ed599097e6aa456773fb4af146a98a62c556d9d9118f55fdb577e2f4cd460de7,107,117,300,N/A,164,82,164,true,N/A,N/A,false,true
FR2_MB8_PD5_R05_bittenfeld_vs_muller,FR2_MB8_PD5,bittenfeld,muller,2.0,8.0,5.0,a47dd5b3ec68fd7f0c3c9ca792ca4406ac324a64bc8e759500032a8980a86172,102,114,300,121,164,93,164,true,19,43,true,true
FR2_MB8_PD5_R06_bittenfeld_vs_reinhard,FR2_MB8_PD5,bittenfeld,reinhard,2.0,8.0,5.0,9197becb8e00697462668a0dd08deb9d6f4737b7f5c42a498805a0034919f727,105,117,300,124,175,92,175,true,19,51,true,true
