run_id,case_id,A_id,B_id,FR,MB,PD,seed_or_config_digest,first_contact_tick,first_kill_tick,end_tick,cut_tick_T,pocket_tick_T,cut_tick_G,pocket_tick_G,cut_precontact_G,delta_cutT_to_contact,delta_pocketT_to_cutT,tactical_cut_exists,tactical_pocket_exists
FR5_MB8_PD5_R21_kircheis_vs_reuenthal,FR5_MB8_PD5,kircheis,reuenthal,5.0,8.0,5.0,26ef5a63c09554195e63f5b78974873756acf565177c9cd5dae92c9739eb2541,109,117,300,140,208,77,208,true,31,68,true,true
FR5_MB8_PD5_R22_knappstein_vs_bittenfeld,FR5_MB8_PD5,knappstein,bittenfeld,5.0,8.0,5.0,e66cf549c2ec47494c39a8d73cf02061507acccdda6b38e54f680d28c5917876,101,114,300,120,164,90,164,true,19,44,true,true
FR5_MB8_PD5_R23_knappstein_vs_grillparzer,FR5_MB8_PD5,knappstein,grillparzer,5.0,8.0,5.0,5240348ae6865eaeb6c3458610b61cd44a2324c67af47a20c02729fbff6d2a0a,104,115,300,123,171,69,171,true,19,48,true,true
FR5_MB8_PD5_R24_knappstein_vs_kircheis,FR5_MB8_PD5,knappstein,kircheis,5.0,8.0,5.0,f33fbfcdcf2d6daf41f47f5887e144754bd8f15db403e7c025b26450739bf22f,101,114,300,120,164,90,164,true,19,44,true,true
FR5_MB8_PD5_R25_knappstein_vs_mittermeyer,FR5_MB8_PD5,knappstein,mittermeyer,5.0,8.0,5.0,e1726821b9629894106cf026489f2f9e98fccb6d41d1d14ac4cc88af50dd5c7f,106,115,300,249,207,85,207,true,143,-42,true,true
FR5_MB8_PD5_R26_knappstein_vs_muller,FR5_MB8_PD5,knappstein,muller,5.0,8.0,5.0,883d7929bc7fbc577c61d476d90c02bba3deb97c5d1cdf3b7438eefe2162c01a,99,116,300,118,176,75,176,true,19,58,true,true
FR5_MB8_PD5_R27_knappstein_vs_reinhard,FR5_MB8_PD5,knappstein,reinhard,5.0,8.0,5.0,b9b6afe4c7e875faf5ac9e13a6a658f6cbbb77a3dbde66b9e5fc9f09c17bf832,102,113,300,121,181,82,181,true,19,60,true,true
FR5_MB8_PD5_R28_knappstein_vs_reuenthal,FR5_MB8_PD5,knappstein,reuenthal,5.0,8.0,5.0,93bca07107aa829bb8f8781f13fed762f53c79e4c83ac6db8c09dac937e07125,110,119,300,138,165,95,165,true,28,27,true,true
FR5_MB8_PD5_R29_mittermeyer_vs_bittenfeld,FR5_MB8_PD5,mittermeyer,bittenfeld,5.0,8.0,5.0,d0bde1fad525d7ab324fb8522d0986b1ebe7623dc906f01c418d07e33b9d41bb,106,115,300,125,181,89,181,true,19,56,true,true
FR5_MB8_PD5_R30_mittermeyer_vs_grillparzer,FR5_MB8_PD5,mittermeyer,grillparzer,5.0,8.0,5.0,73243422f826c9a96300e51f3240c83ef8e9d0bfc59b3c93c54b7b6fbb186e0c,108,117,300,127,158,90,158,true,19,31,true,true
FR8_MB2_PD5_R01_bittenfeld_vs_grillparzer,FR8_MB2_PD5,bittenfeld,grillparzer,8.0,2.0,5.0,8cd54d46d494b2d8c13bc598f57cfd163ea09953e35942f0f3505312edb10332,105,115,300,224,172,224,172,false,119,-52,true,true
FR8_MB2_PD5_R02_bittenfeld_vs_kircheis,FR8_MB2_PD5,bittenfeld,kircheis,8.0,2.0,5.0,1afa115f7036673b0e49d900c37e5a267ce140e74b6707f626d7e2f9cdae4d6f,104,113,300,225,170,82,170,true,121,-55,true,true
FR8_MB2_PD5_R03_bittenfeld_vs_knappstein,FR8_MB2_PD5,bittenfeld,knappstein,8.0,2.0,5.0,af7a038a2ac341062a44907fdbd3f049fa8d436ddb5bb07cc2ff8b14f2204812,104,113,300,282,199,282,199,false,178,-83,true,true
FR8_MB2_PD5_R04_bittenfeld_vs_mittermeyer,FR8_MB2_PD5,bittenfeld,mittermeyer,8.0,2.0,5.0,b76df783d8723d3e1d46fa3f37337a0871fadd7c93696518c09e19c4263c8720,106,115,300,125,170,90,170,true,19,45,true,true
FR8_MB2_PD5_R05_bittenfeld_vs_muller,FR8_MB2_PD5,bittenfeld,muller,8.0,2.0,5.0,2141b87477456e5b29350214bb135a307eb9e44a297479ab816471ac4c00f71c,104,113,300,282,199,282,199,false,178,-83,true,true
FR8_MB2_PD5_R06_bittenfeld_vs_reinhard,FR8_MB2_PD5,bittenfeld,reinhard,8.0,2.0,5.0,f448309457d784fc7246a24663075eea0f926caaf2ebe301f42d2a2e36f70a4e,105,114,300,N/A,169,108,169,false,N/A,N/A,false,true
FR8_MB2_PD5_R07_bittenfeld_vs_reuenthal,FR8_MB2_PD5,bittenfeld,reuenthal,8.0,2.0,5.0,14f5fbbbed04f4b417ce8de4f47dd1117889a0b905dd042f9f6ad7f022c367dc,109,117,300,137,198,70,198,true,28,61,true,true
FR8_MB2_PD5_R08_grillparzer_vs_bittenfeld,FR8_MB2_PD5,grillparzer,bittenfeld,8.0,2.0,5.0,0d6ad2a2b22ebfdb66ccd5b8d962eb641f5a134ea12ceff07bcf99f3d79fad08,105,114,300,124,160,76,160,true,19,36,true,true
FR8_MB2_PD5_R09_grillparzer_vs_kircheis,FR8_MB2_PD5,grillparzer,kircheis,8.0,2.0,5.0,e10862dfcb625b6cf37f8a61bf07a971a73cbee0a3b7dbb4a0ae40c3c62bafd2,105,114,300,124,160,76,160,true,19,36,true,true
FR8_MB2_PD5_R10_grillparzer_vs_knappstein,FR8_MB2_PD5,grillparzer,knappstein,8.0,2.0,5.0,5438693be65ead2d7ceb80079853cd6c05d00a0f2b1eac48f481d3c9608645ee,105,113,300,206,179,81,179,true,101,-27,true,true
FR8_MB2_PD5_R11_grillparzer_vs_mittermeyer,FR8_MB2_PD5,grillparzer,mittermeyer,8.0,2.0,5.0,0c1bfb5f228683ddcd99c4a7bdbba97e7ae50923a198f2bd6d853924b545df5a,107,116,300,126,160,99,160,true,19,34,true,true
FR8_MB2_PD5_R12_grillparzer_vs_muller,FR8_MB2_PD5,grillparzer,muller,8.0,2.0,5.0,9da65074402f0b48f8513cb45ec3de089cd6a751d6b574eae07f2ea4388c387b,105,113,300,206,179,81,179,true,101,-27,true,true
FR8_MB2_PD5_R13_grillparzer_vs_reinhard,FR8_MB2_PD5,grillparzer,reinhard,8.0,2.0,5.0,1bf0ae1c6d092fee47248c06fc730d642d618e5476eac600336f1f1036516f65,106,114,300,125,181,80,181,true,19,56,true,true
FR8_MB2_PD5_R14_grillparzer_vs_reuenthal,FR8_MB2_PD5,grillparzer,reuenthal,8.0,2.0,5.0,9add51b641d0bf6537f55413cad57bdd6bc29ad88719e5c24c30c789eccbe4d0,110,117,300,144,175,94,175,true,34,31,true,true
FR8_MB2_PD5_R15_kircheis_vs_bittenfeld,FR8_MB2_PD5,kircheis,bittenfeld,8.0,2.0,5.0,6055f48093b54de69bef2339e5589ab8cfea34c610a9af2d24184c260011a095,104,113,300,225,170,82,170,true,121,-55,true,true
FR8_MB2_PD5_R16_kircheis_vs_grillparzer,FR8_MB2_PD5,kircheis,grillparzer,8.0,2.0,5.0,fcd6513203668599a3cf293d9ad9e17fc566114008505ea4e7c2e4d3577cc3cd,105,115,300,224,172,224,172,false,119,-52,true,true
FR8_MB2_PD5_R17_kircheis_vs_knappstein,FR8_MB2_PD5,kircheis,knappstein,8.0,2.0,5.0,8937c47acaa6e5c0ae1b53b52826bba100e4b020457e5c82a97051730f490ea4,104,113,300,282,199,282,199,false,178,-83,true,true
FR8_MB2_PD5_R18_kircheis_vs_mittermeyer,FR8_MB2_PD5,kircheis,mittermeyer,8.0,2.0,5.0,ee730f256e2c787acff7aedd62496c2e121dcf83dc468a75f54d8d4483378c48,106,115,300,125,170,90,170,true,19,45,true,true
FR8_MB2_PD5_R19_kircheis_vs_muller,FR8_MB2_PD5,kircheis,muller,8.0,2.0,5.0,4aa21038da1a02dcd1ec9a50afe75ae021ee0521579aace88f3c6356f16fd82e,104,113,300,282,199,282,199,false,178,-83,true,true
FR8_MB2_PD5_R20_kircheis_vs_reinhard,FR8_MB2_PD5,kircheis,reinhard,8.0,2.0,5.0,004535c7ec06f79fabe976cb7dc9b9d60114ddda973492bac68ddbe8e687b18a,105,114,300,N/A,169,108,169,false,N/A,N/A,false,true
FR8_MB2_PD5_R21_kircheis_vs_reuenthal,FR8_MB2_PD5,kircheis,reuenthal,8.0,2.0,5.0,45e00bfb2a15c5a7ca27e592366a009ec39df11454786771d3602e41624fade7,109,117,300,137,198,70,198,true,28,61,true,true
FR8_MB2_PD5_R22_knappstein_vs_bittenfeld,FR8_MB2_PD5,knappstein,bittenfeld,8.0,2.0,5.0,ef872352782ac79f93d278839ca4a910422985c6eb5b57a422347a488db4e587,103,113,300,122,207,82,207,true,19,85,true,true
FR8_MB2_PD5_R23_knappstein_vs_grillparzer,FR8_MB2_PD5,knappstein,grillparzer,8.0,2.0,5.0,05fce61aa7a7463e33be6fb5fd06ec75f2683d628139e2a6dd12e5b7a4a90508,105,113,300,191,175,94,175,true,86,-16,true,true
FR8_MB2_PD5_R24_knappstein_vs_kircheis,FR8_MB2_PD5,knappstein,kircheis,8.0,2.0,5.0,a40125cc1e7b2a6a51fc9e52df44f4ee4df19039bcf3e61de0e6c0960ef79294,103,113,300,122,207,82,207,true,19,85,true,true
FR8_MB2_PD5_R25_knappstein_vs_mittermeyer,FR8_MB2_PD5,knappstein,mittermeyer,8.0,2.0,5.0,99d83d8c3d5db867b366dd27321656be4ecde3f0e10a54f3f78f9e04a9350843,107,115,300,126,183,72,183,true,19,57,true,true
FR8_MB2_PD5_R26_knappstein_vs_muller,FR8_MB2_PD5,knappstein,muller,8.0,2.0,5.0,48f290e2759644960b1e47ad64d1eaea4da55f47109e99e0d0444880e40fbbed,103,113,300,286,163,111,163,false,183,-123,true,true
FR8_MB2_PD5_R27_knappstein_vs_reinhard,FR8_MB2_PD5,knappstein,reinhard,8.0,2.0,5.0,f11e7366bd1a20b41779b1f2b1292de4ee3bea666a9e346d4d5192e301b1aeb5,104,113,300,124,192,124,192,false,20,68,true,true
FR8_MB2_PD5_R28_knappstein_vs_reuenthal,FR8_MB2_PD5,knappstein,reuenthal,8.0,2.0,5.0,c7218be04976f68e6527f52c1c901452cfe717aff4e3493ee92e5c17e7313714,109,117,300,135,135,64,135,true,26,0,true,true
FR8_MB2_PD5_R29_mittermeyer_vs_bittenfeld,FR8_MB2_PD5,mittermeyer,bittenfeld,8.0,2.0,5.0,9643db068b9e73ea113a348f9fae08507143babbbaebc5157e39b168fa6c36fa,106,114,300,125,190,82,190,true,19,65,true,true
FR8_MB2_PD5_R30_mittermeyer_vs_grillparzer,FR8_MB2_PD5,mittermeyer,grillparzer,8.0,2.0,5.0,11385727ea007cc863c5889a657c1c8fdaa9bdc64333ff049294479b5a686588,108,115,300,127,150,82,150,true,19,23,true,true
FR8_MB5_PD5_R01_bittenfeld_vs_grillparzer,FR8_MB5_PD5,bittenfeld,grillparzer,8.0,5.0,5.0,c512163a4816b045c67234e9b16b8ca8b7cbf23323fecbcad34b3fdec662f2e2,105,114,300,N/A,207,97,207,true,N/A,N/A,false,true
FR8_MB5_PD5_R02_bittenfeld_vs_kircheis,FR8_MB5_PD5,bittenfeld,kircheis,8.0,5.0,5.0,30535b2cb760d322563fdff1bc14d730fc0967659ab794bf41fcc6810a75837e,104,114,300,123,193,83,193,true,19,70,true,true
FR8_MB5_PD5_R03_bittenfeld_vs_knappstein,FR8_MB5_PD5,bittenfeld,knappstein,8.0,5.0,5.0,a752ed31d7ad3ff197d8b1c5b44bde1b23533a17525f99149e039fa6f1965cf1,103,115,300,299,173,299,173,false,196,-126,true,true
FR8_MB5_PD5_R04_bittenfeld_vs_mittermeyer,FR8_MB5_PD5,bittenfeld,mittermeyer,8.0,5.0,5.0,e389dcce20cf19bba4e406e5530a6aa26e0f822bd55b4ce18d25da4dea968a30,107,116,300,126,174,74,174,true,19,48,true,true
FR8_MB5_PD5_R05_bittenfeld_vs_muller,FR8_MB5_PD5,bittenfeld,muller,8.0,5.0,5.0,7a884fef8c711caad855890b5201ab9a820a2aa1442627656d7a9dcc7f1500f1,103,115,300,299,173,299,173,false,196,-126,true,true
FR8_MB5_PD5_R06_bittenfeld_vs_reinhard,FR8_MB5_PD5,bittenfeld,reinhard,8.0,5.0,5.0,83497a0b44127d7460d62f159de734af081f2b00afaae7c05ee88a51243ccff8,105,115,300,124,189,102,189,true,19,65,true,true
FR8_MB5_PD5_R07_bittenfeld_vs_reuenthal,FR8_MB5_PD5,bittenfeld,reuenthal,8.0,5.0,5.0,929571770fcd61e0d5b71d04c3ef2bb40a0484ed73e31c15ddff949bd24cb256,109,117,300,143,206,117,206,false,34,63,true,true
FR8_MB5_PD5_R08_grillparzer_vs_bittenfeld,FR8_MB5_PD5,grillparzer,bittenfeld,8.0,5.0,5.0,0a038caf4c7cc25efdf66a494545af79d375e2244e2aaffd286418156729454f,105,114,300,297,222,86,222,true,192,-75,true,true
FR8_MB5_PD5_R09_grillparzer_vs_kircheis,FR8_MB5_PD5,grillparzer,kircheis,8.0,5.0,5.0,8bbd17d14e93a5502f611593ba91c24fa2895efac33a1912e2adedde696b3b18,105,114,300,297,222,86,222,true,192,-75,true,true
FR8_MB5_PD5_R10_grillparzer_vs_knappstein,FR8_MB5_PD5,grillparzer,knappstein,8.0,5.0,5.0,42a08b1b563f4f3fdacd7c19ac06c17e67021244cc7bdec19047d74c74ac82f3,105,114,300,124,202,81,202,true,19,78,true,true
FR8_MB5_PD5_R11_grillparzer_vs_mittermeyer,FR8_MB5_PD5,grillparzer,mittermeyer,8.0,5.0,5.0,73c4006be719a3361e450f8fe472f62ace2decc8a5e81c960a26e7b5e7c252b1,107,116,300,N/A,199,97,199,true,N/A,N/A,false,true
FR8_MB5_PD5_R12_grillparzer_vs_muller,FR8_MB5_PD5,grillparzer,muller,8.0,5.0,5.0,15954efc68954ffe8b6c2e59a3cbcf2271575432b847a5f8d575723ab8156855,105,114,300,124,202,81,202,true,19,78,true,true
FR8_MB5_PD5_R13_grillparzer_vs_reinhard,FR8_MB5_PD5,grillparzer,reinhard,8.0,5.0,5.0,d9bf2e1a3449e21d58f37ee65f2d2d85b37b5a544bb393b9d7c3c783b518646c,105,115,300,124,181,83,181,true,19,57,true,true
FR8_MB5_PD5_R14_grillparzer_vs_reuenthal,FR8_MB5_PD5,grillparzer,reuenthal,8.0,5.0,5.0,4e68b4435186e59b27a05ddb741d78e395f91142d7c2079bd3f7cc83601fb48d,110,118,300,129,138,94,138,true,19,9,true,true
FR8_MB5_PD5_R15_kircheis_vs_bittenfeld,FR8_MB5_PD5,kircheis,bittenfeld,8.0,5.0,5.0,9a76f8a4fa1c8a914df918304259fa089bfdeffe81d1e951fb003f7a58866fe0,104,114,300,123,193,83,193,true,19,70,true,true
FR8_MB5_PD5_R16_kircheis_vs_grillparzer,FR8_MB5_PD5,kircheis,grillparzer,8.0,5.0,5.0,cc3976258d56e0b115d8fa99e197d167161732483a54c53e3eecc025ac023734,105,114,300,N/A,207,97,207,true,N/A,N/A,false,true
FR8_MB5_PD5_R17_kircheis_vs_knappstein,FR8_MB5_PD5,kircheis,knappstein,8.0,5.0,5.0,760aafd2454988c51d4e6214d54b4690d30e0c96b95acaf5fd09aab94e8ed126,103,115,300,299,173,299,173,false,196,-126,true,true
FR8_MB5_PD5_R18_kircheis_vs_mittermeyer,FR8_MB5_PD5,kircheis,mittermeyer,8.0,5.0,5.0,413b474f73974e349b977e907d68256f764701e1ddc7f673450ccbdae8cec154,107,116,300,126,174,74,174,true,19,48,true,true
FR8_MB5_PD5_R19_kircheis_vs_muller,FR8_MB5_PD5,kircheis,muller,8.0,5.0,5.0,a349157ec7c54956d120b2313fa9b2a789936063a15f874b322bb88c70543290,103,115,300,299,173,299,173,false,196,-126,true,true
FR8_MB5_PD5_R20_kircheis_vs_reinhard,FR8_MB5_PD5,kircheis,reinhard,8.0,5.0,5.0,9c85bc09059d24946ba57393b7d4deaede7e71d758a37e74374a637e76153899,105,115,300,124,189,102,189,true,19,65,true,true
FR8_MB5_PD5_R21_kircheis_vs_reuenthal,FR8_MB5_PD5,kircheis,reuenthal,8.0,5.0,5.0,6d3d9ccafd3f5544918e79c1935f72a04c0f84cc45c2928a010c03232d5ee458,109,117,300,143,206,117,206,false,34,63,true,true
FR8_MB5_PD5_R22_knappstein_vs_bittenfeld,FR8_MB5_PD5,knappstein,bittenfeld,8.0,5.0,5.0,ca97c633c3b085cd2eabe35989692724dfc92b1eac386f8df8e55510cd059fe2,104,116,300,232,173,232,173,false,128,-59,true,true
FR8_MB5_PD5_R23_knappstein_vs_grillparzer,FR8_MB5_PD5,knappstein,grillparzer,8.0,5.0,5.0,c09f18e11bf9bc771668981538d373f4f908c5e2fe8d818ecd973ad971bbfd98,104,114,300,123,160,81,160,true,19,37,true,true
FR8_MB5_PD5_R24_knappstein_vs_kircheis,FR8_MB5_PD5,knappstein,kircheis,8.0,5.0,5.0,b0e548067f25569e2d9bbc3ede8b5e86c06a613f723da4142e27faa3af767cf4,104,116,300,232,173,232,173,false,128,-59,true,true
FR8_MB5_PD5_R25_knappstein_vs_mittermeyer,FR8_MB5_PD5,knappstein,mittermeyer,8.0,5.0,5.0,515a454072441ba7aea692f6d67cf89fb01d444ba6a211b4e1079d06292d2f29,106,115,300,234,188,87,188,true,128,-46,true,true
FR8_MB5_PD5_R26_knappstein_vs_muller,FR8_MB5_PD5,knappstein,muller,8.0,5.0,5.0,7d516eb639cf4df231f15c4fa354908c2c6aed6210bf3f04bda595fa92772577,102,114,300,177,168,177,168,false,75,-9,true,true
FR8_MB5_PD5_R27_knappstein_vs_reinhard,FR8_MB5_PD5,knappstein,reinhard,8.0,5.0,5.0,f4104ae4b8a3491eddb9d679767bbdd2347edb2b0f92f007f1e1fc974183ab4e,103,113,300,242,156,242,156,false,139,-86,true,true
FR8_MB5_PD5_R28_knappstein_vs_reuenthal,FR8_MB5_PD5,knappstein,reuenthal,8.0,5.0,5.0,990901d320c0b68605d45536cc8545f140cf5b5c50c0f17d621f1ef15c318bab,109,118,300,142,188,142,188,false,33,46,true,true
FR8_MB5_PD5_R29_mittermeyer_vs_bittenfeld,FR8_MB5_PD5,mittermeyer,bittenfeld,8.0,5.0,5.0,f806eeb9c5aec830d5b412b26c8803aab0a5e59b1677e6e3544cabbde25c3f12,107,116,300,126,201,86,201,true,19,75,true,true
FR8_MB5_PD5_R30_mittermeyer_vs_grillparzer,FR8_MB5_PD5,mittermeyer,grillparzer,8.0,5.0,5.0,ed25cea5a098bab707506ca0d02e1037d0718d0d719e14456f508bc4ed332929,108,116,300,127,180,98,180,true,19,53,true,true
FR8_MB8_PD5_R01_bittenfeld_vs_grillparzer,FR8_MB8_PD5,bittenfeld,grillparzer,8.0,8.0,5.0,5de96d021971454b6c282344ee450464e262cb2b71de05600c5442563f3ed8f4,105,116,300,124,181,75,181,true,19,57,true,true
FR8_MB8_PD5_R02_bittenfeld_vs_kircheis,FR8_MB8_PD5,bittenfeld,kircheis,8.0,8.0,5.0,cb09267d448aa0da237fc59de52779d856bfa60ac57df1d4bf3148187db0051a,102,117,300,121,165,91,165,true,19,44,true,true
FR8_MB8_PD5_R03_bittenfeld_vs_knappstein,FR8_MB8_PD5,bittenfeld,knappstein,8.0,8.0,5.0,2798e2324e4fde312c228c6996466ec843c55f67968f314d022864296e30a7e8,102,114,300,121,164,93,164,true,19,43,true,true
FR8_MB8_PD5_R04_bittenfeld_vs_mittermeyer,FR8_MB8_PD5,bittenfeld,mittermeyer,8.0,8.0,5.0,c2a333b5da64ed7e5be58659f994d1186c28d85aa43994eca8838411acf15117,107,117,300,N/A,164,82,164,true,N/A,N/A,false,true
FR8_MB8_PD5_R05_bittenfeld_vs_muller,FR8_MB8_PD5,bittenfeld,muller,8.0,8.0,5.0,ba0e46c28ed2a56afa993825725ac263132df3682aa0d20add9adf77037f2b14,102,114,300,121,164,93,164,true,19,43,true,true
FR8_MB8_PD5_R06_bittenfeld_vs_reinhard,FR8_MB8_PD5,bittenfeld,reinhard,8.0,8.0,5.0,33fbd45a3aa57527ce1a78c41b8031645a7ee3672108db176b1c5bcfc92d6caf,105,117,300,124,175,92,175,true,19,51,true,true
FR8_MB8_PD5_R07_bittenfeld_vs_reuenthal,FR8_MB8_PD5,bittenfeld,reuenthal,8.0,8.0,5.0,b6b83e207dd7636e6abb5133de84031072e39f78ede013aa93021c164a978386,109,117,300,140,208,77,208,true,31,68,true,true
FR8_MB8_PD5_R08_grillparzer_vs_bittenfeld,FR8_MB8_PD5,grillparzer,bittenfeld,8.0,8.0,5.0,e3e36bb34efb8d6a0191d337964daf74027ca0a9125a5fcf6007ab5a13f98792,105,115,300,124,209,76,209,true,19,85,true,true
FR8_MB8_PD5_R09_grillparzer_vs_kircheis,FR8_MB8_PD5,grillparzer,kircheis,8.0,8.0,5.0,f6633c06c9b723e2fffaed19f8460c4bf16045761b43c24750da2e5cd5b01d6b,105,115,300,124,209,76,209,true,19,85,true,true
FR8_MB8_PD5_R10_grillparzer_vs_knappstein,FR8_MB8_PD5,grillparzer,knappstein,8.0,8.0,5.0,1931cfc023915337fa441799d4d0bd81e43081bba7b7851bc2467443cd5c33b1,104,115,300,123,169,86,169,true,19,46,true,true
FR8_MB8_PD5_R11_grillparzer_vs_mittermeyer,FR8_MB8_PD5,grillparzer,mittermeyer,8.0,8.0,5.0,a28509306752f652c362c14b8b7015d2fd12708552a73d9be0ba6d68c8f30803,108,117,300,127,178,82,178,true,19,51,true,true
FR8_MB8_PD5_R12_grillparzer_vs_muller,FR8_MB8_PD5,grillparzer,muller,8.0,8.0,5.0,d55dd9632e543263ab7d5c94eccf5e0ca8aeeb5b490a19b3fff3cf0d8e2806b1,104,115,300,123,169,86,169,true,19,46,true,true
FR8_MB8_PD5_R13_grillparzer_vs_reinhard,FR8_MB8_PD5,grillparzer,reinhard,8.0,8.0,5.0,833e01acf5bcf6d00d15088da03965cd56b310b1145a8a25c7bf3699fff7b43d,106,117,300,125,156,79,156,true,19,31,true,true
FR8_MB8_PD5_R14_grillparzer_vs_reuenthal,FR8_MB8_PD5,grillparzer,reuenthal,8.0,8.0,5.0,d48ed8043b0dd3201f5ac4133df7dfc526074c0a05485f4fad568a48aa6ae5d0,111,119,300,157,230,91,230,true,46,73,true,true
FR8_MB8_PD5_R15_kircheis_vs_bittenfeld,FR8_MB8_PD5,kircheis,bittenfeld,8.0,8.0,5.0,65e5716515d5d6a3575379260a5f1511a8fcd54cc8a0adeb8c3b41c47a67a0cf,102,117,300,121,165,91,165,true,19,44,true,true
FR8_MB8_PD5_R16_kircheis_vs_grillparzer,FR8_MB8_PD5,kircheis,grillparzer,8.0,8.0,5.0,dbf0bb3590df1180839a21c8d6be2ee445a5ecfb63d09f9ac03feec1166fa001,105,116,300,124,181,75,181,true,19,57,true,true
FR8_MB8_PD5_R17_kircheis_vs_knappstein,FR8_MB8_PD5,kircheis,knappstein,8.0,8.0,5.0,d5fb6bb6d90c4f1630b765b959f7dd4ce70e402a7640e4645e1a4220fb3007fd,102,114,300,121,164,93,164,true,19,43,true,true
FR8_MB8_PD5_R18_kircheis_vs_mittermeyer,FR8_MB8_PD5,kircheis,mittermeyer,8.0,8.0,5.0,609db2d99c2e15eb26b5d2915869f090d95009b14cfea453d3540262994bf36a,107,117,300,N/A,164,82,164,true,N/A,N/A,false,true
FR8_MB8_PD5_R19_kircheis_vs_muller,FR8_MB8_PD5,kircheis,muller,8.0,8.0,5.0,a720fbcab9df45ffd60e557c094125290d06efdb45e020b1c37a7a45e1704308,102,114,300,121,164,93,164,true,19,43,true,true
FR8_MB8_PD5_R20_kircheis_vs_reinhard,FR8_MB8_PD5,kircheis,reinhard,8.0,8.0,5.0,f66e04754f44b4a2a2abd736a50accf8dfad8beec4015035367fccfa7a738e58,105,117,300,124,175,92,175,true,19,51,true,true
FR8_MB8_PD5_R21_kircheis_vs_reuenthal,FR8_MB8_PD5,kircheis,reuenthal,8.0,8.0,5.0,118407873c2ff58319ce59f15d0ae2745367316890a679168b07608649b5b8a7,109,117,300,140,208,77,208,true,31,68,true,true
FR8_MB8_PD5_R22_knappstein_vs_bittenfeld,FR8_MB8_PD5,knappstein,bittenfeld,8.0,8.0,5.0,8178cb45692d9b9814aeea2496962f4fdb19e55391d1282874fdaba9ceb1ffb5,101,114,300,120,164,90,164,true,19,44,true,true
FR8_MB8_PD5_R23_knappstein_vs_grillparzer,FR8_MB8_PD5,knappstein,grillparzer,8.0,8.0,5.0,260f590bbcab4f158d7ff1de4319a6912baa7057f2fe37fab5ff246411d467dc,104,115,300,123,171,69,171,true,19,48,true,true
FR8_MB8_PD5_R24_knappstein_vs_kircheis,FR8_MB8_PD5,knappstein,kircheis,8.0,8.0,5.0,b4d8811fcdf880c6a6bb719312fcdc8ca72b881fe7d5d36f5589b308a42729d2,101,114,300,120,164,90,164,true,19,44,true,true
FR8_MB8_PD5_R25_knappstein_vs_mittermeyer,FR8_MB8_PD5,knappstein,mittermeyer,8.0,8.0,5.0,5140cad9ca68504fa5997486c7e712c47497eae46f06ad82d0902dcbf3e9de68,106,115,300,249,207,85,207,true,143,-42,true,true
FR8_MB8_PD5_R26_knappstein_vs_muller,FR8_MB8_PD5,knappstein,muller,8.0,8.0,5.0,9d363d8feb4d77428f4c8fa3953c752991750d2086442a67c0a83b2cdce272dd,99,116,300,118,176,75,176,true,19,58,true,true
FR8_MB8_PD5_R27_knappstein_vs_reinhard,FR8_MB8_PD5,knappstein,reinhard,8.0,8.0,5.0,05b66a777cbd6345bf5d8451b0ca5f191ce834729bb000efd5f9564cc90c3a72,102,113,300,121,181,82,181,true,19,60,true,true
FR8_MB8_PD5_R28_knappstein_vs_reuenthal,FR8_MB8_PD5,knappstein,reuenthal,8.0,8.0,5.0,c9dbd8c98860a485fcccf6d3a9d5dedb132147a95e6d9e63542349403f81af12,110,119,300,138,165,95,165,true,28,27,true,true
FR8_MB8_PD5_R29_mittermeyer_vs_bittenfeld,FR8_MB8_PD5,mittermeyer,bittenfeld,8.0,8.0,5.0,1b8c1e7ffb2a123c3e96001f72aa246e88f9f98d211facbc27c9da71dd34c384,106,115,300,125,181,89,181,true,19,56,true,true
FR8_MB8_PD5_R30_mittermeyer_vs_grillparzer,FR8_MB8_PD5,mittermeyer,grillparzer,8.0,8.0,5.0,2e955263efa09ad76c63247b22e9466c2751cc702b1961e389394d3b27d3db1d,108,117,300,127,158,90,158,true,19,31,true,true
