tick,cohesion_v1_A,cohesion_v1_B,cohesion_v2_A,cohesion_v2_B,enemy_collapse_v1_for_A,enemy_collapse_v1_for_B,enemy_collapse_v2_for_A,enemy_collapse_v2_for_B,alive_A,alive_B,pocket_count_A,pocket_count_B
1,1.0,1.0,0.04052646724512632,0.004912299060015335,0.0,0.0,0.9950877009399847,0.9594735327548737,100,100,0,0
2,0.04719313391179299,0.006578965726682002,0.11449233937138736,0.030555642515344372,0.993421034273318,0.952806866088207,0.9694443574846556,0.8855076606286126,100,100,0,0
3,0.12115900603805403,0.03222230918201104,0.1050342124487671,0.08448811302287451,0.9677776908179889,0.8788409939619459,0.9155118869771255,0.8949657875512329,100,100,0,0
4,0.11170087911543376,0.08615477968954117,0.10628012569252632,0.08870534700526223,0.9138452203104588,0.8882991208845662,0.9112946529947378,0.8937198743074737,100,100,0,0
5,0.11294679235919299,0.09037201367192889,0.11422341877123443,0.06700643434039821,0.9096279863280711,0.887053207640807,0.9329935656596018,0.8857765812287656,100,100,0,0
6,0.1208900854379011,0.06867310100706488,0.08532956085849541,0.0565321957050382,0.9313268989929351,0.8791099145620989,0.9434678042949618,0.9146704391415046,100,100,0,0
7,0.09199622752516208,0.05819886237170487,0.08687525263245421,0.07064380917210766,0.9418011376282951,0.9080037724748379,0.9293561908278923,0.9131247473675458,100,100,0,0
8,0.09354191929912088,0.07231047583877433,0.10287277030034137,0.06236604992998196,0.9276895241612256,0.9064580807008791,0.937633950070018,0.8971272296996586,100,100,0,0
9,0.10953943696700803,0.06403271659664862,0.1123602966995968,0.08193067994412451,0.9359672834033513,0.8904605630329919,0.9180693200558755,0.8876397033004032,100,100,0,0
10,0.11902696336626346,0.08359734661079117,0.12086059692828532,0.06731650619195739,0.9164026533892088,0.8809730366337365,0.9326834938080426,0.8791394030717147,100,100,0,0
11,0.12752726359495198,0.06898317285862406,0.12978965098464634,0.04921135055537795,0.9310168271413759,0.872472736405048,0.950788649444622,0.8702103490153537,100,100,0,0
12,0.136456317651313,0.05087801722204462,0.10778158205754007,0.08632113268444808,0.9491219827779553,0.8635436823486871,0.9136788673155519,0.8922184179424599,100,100,0,0
13,0.11444824872420674,0.08798779935111474,0.14571986568822315,0.07766591824444324,0.9120122006488852,0.8855517512757932,0.9223340817555568,0.8542801343117769,100,100,0,0
14,0.1523865323548898,0.07933258491110991,0.11494946731271305,0.09229038010269175,0.92066741508889,0.8476134676451101,0.9077096198973083,0.885050532687287,100,100,0,0
15,0.12161613397937972,0.09395704676935841,0.14927969497462212,0.0886424167390446,0.9060429532306415,0.8783838660206202,0.9113575832609554,0.8507203050253779,100,100,0,0
