tick,cohesion_v1_A,cohesion_v1_B,cohesion_v2_A,cohesion_v2_B,enemy_collapse_v1_for_A,enemy_collapse_v1_for_B,enemy_collapse_v2_for_A,enemy_collapse_v2_for_B,alive_A,alive_B,pocket_count_A,pocket_count_B
1,1.0,1.0,0.04052646724512632,0.004912299060015335,0.0,0.0,0.9950877009399847,0.9594735327548737,100,100,0,0
2,0.04719313391179299,0.006578965726682002,0.11459010013644955,0.03546646368487416,0.993421034273318,0.952806866088207,0.9645335363151258,0.8854098998635505,100,100,0,0
3,0.12125676680311621,0.03713313035154083,0.10451055051479752,0.09097370819203632,0.9628668696484591,0.8787432331968837,0.9090262918079637,0.8954894494852025,100,100,0,0
4,0.11117721718146419,0.09264037485870298,0.10392656846123283,0.10003615362667806,0.907359625141297,0.8888227828185358,0.8999638463733219,0.8960734315387672,100,100,0,0
5,0.1105932351278995,0.10170282029334472,0.11167368052121873,0.10549680763485858,0.8982971797066552,0.8894067648721005,0.8945031923651414,0.8883263194787813,100,100,0,0
6,0.1183403471878854,0.10716347430152524,0.09945089422946096,0.07117340550700113,0.8928365256984747,0.8816596528121146,0.9288265944929989,0.900549105770539,100,100,0,1
7,0.10611756089612763,0.0728400721736678,0.10283836760341436,0.09918638773450428,0.9271599278263322,0.8938824391038723,0.9008136122654957,0.8971616323965856,100,100,1,1
8,0.10950503427008103,0.10085305440117094,0.12149735872763445,0.11196528547138129,0.899146945598829,0.8904949657299189,0.8880347145286187,0.8785026412723655,100,100,1,1
9,0.1281640253943011,0.11363195213804796,0.1329450940741035,0.08599438876615673,0.886368047861952,0.871835974605699,0.9140056112338433,0.8670549059258965,100,100,1,0
10,0.13961176074077014,0.08766105543282339,0.14611480372057573,0.11620995000945888,0.9123389445671766,0.8603882392592299,0.8837900499905411,0.8538851962794243,100,100,1,0
11,0.15278147038724238,0.11787661667612555,0.17448368793488234,0.13666320459172243,0.8821233833238744,0.8472185296127577,0.8633367954082776,0.8255163120651177,100,100,1,0
12,0.181150354601549,0.1383298712583891,0.1955336514493966,0.12147012401976265,0.8616701287416109,0.8188496453984511,0.8785298759802374,0.8044663485506034,100,100,1,0
13,0.20220031811606326,0.12313679068642931,0.2152402920364287,0.14542938191717658,0.8768632093135706,0.7977996818839368,0.8545706180828234,0.7847597079635713,100,100,1,0
14,0.22190695870309535,0.14709604858384326,0.22147685530410366,0.1260368299257858,0.8529039514161567,0.7780930412969047,0.8739631700742142,0.7785231446958963,100,100,1,0
15,0.2281435219707703,0.12770349659245248,0.25120770556598804,0.14739813617425135,0.8722965034075475,0.7718564780292296,0.8526018638257487,0.748792294434012,100,100,1,0
16,0.2578743722326547,0.14906480284091803,0.24909264650946994,0.1616988665115925,0.850935197159082,0.7421256277673454,0.8383011334884075,0.7509073534905301,100,100,1,0
17,0.2557593131761366,0.16336553317825916,0.2743781318820129,0.18978777432078753,0.8366344668217408,0.7442406868238634,0.8102122256792125,0.7256218681179871,100,100,1,0
