tick,side,split_separation,angle_coverage,split_cond,env_cond,in_contact_count,sustain_split_geom,sustain_split_tactical,sustain_env_geom,sustain_env_tactical,cut_event_geom,cut_event_tactical,pocket_event_geom,pocket_event_tactical
41,A,1.6991511075584864,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
41,B,1.6841778645820862,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
42,A,1.6876711396654738,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
42,B,1.6823005052769624,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
43,A,1.6888092517007944,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
43,B,1.6788367751176951,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
44,A,1.684106658824477,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
44,B,1.6820212102801804,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
45,A,1.6837045529493209,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
45,B,1.6813271461478578,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
46,A,1.6815941759564814,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
46,B,1.6808820067009147,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
47,A,1.680673395155781,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
47,B,1.6795651474799742,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
48,A,1.6784612727913681,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
48,B,1.6828214208382901,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
49,A,1.680227345377265,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
49,B,1.6779327405806348,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
50,A,1.6846188067167742,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
50,B,1.6829240775947063,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
51,A,1.6751074802044108,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
51,B,1.6818418125930708,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
52,A,1.6792157986394756,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
52,B,1.687410886666578,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
53,A,1.6754029719843004,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
53,B,1.6898379098112557,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
54,A,1.6752339388399107,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
54,B,1.6885518719375714,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
55,A,1.6707113433563263,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
55,B,1.6962494249526214,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
56,A,1.7161061511981799,0.08333333333333333,1,0,0,1,0,0,0,0,0,0,0
56,B,1.6689040446913541,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
57,A,1.7170512364371202,0.08333333333333333,1,0,0,2,0,0,0,0,0,0,0
57,B,1.649138175602154,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
58,A,1.7176965753760949,0.08333333333333333,1,0,0,3,0,0,0,0,0,0,0
58,B,1.668089352397976,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
59,A,1.717949036717368,0.08333333333333333,1,0,0,4,0,0,0,0,0,0,0
59,B,1.6887993395287446,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
60,A,1.719229397681581,0.08333333333333333,1,0,0,5,0,0,0,0,0,0,0
60,B,1.6975681819022799,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
61,A,1.718199343376666,0.08333333333333333,1,0,0,6,0,0,0,0,0,0,0
61,B,1.706579403745469,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
62,A,1.7194552362102977,0.08333333333333333,1,0,0,7,0,0,0,0,0,0,0
62,B,1.7135129929840733,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
63,A,1.719601323311912,0.08333333333333333,1,0,0,8,0,0,0,0,0,0,0
63,B,1.7127229536412412,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
64,A,1.718504335002537,0.08333333333333333,1,0,0,9,0,0,0,0,0,0,0
64,B,1.7195065873937418,0.08333333333333333,1,0,0,1,0,0,0,0,0,0,0
65,A,1.718890225063549,0.08333333333333333,1,0,0,10,0,0,0,0,0,0,0
65,B,1.7203965406581523,0.08333333333333333,1,0,0,2,0,0,0,0,0,0,0
66,A,1.719290145264635,0.08333333333333333,1,0,0,11,0,0,0,0,0,0,0
66,B,1.7194498838005845,0.08333333333333333,1,0,0,3,0,0,0,0,0,0,0
67,A,1.7197855518391263,0.08333333333333333,1,0,0,12,0,0,0,0,0,0,0
67,B,1.7192713303733547,0.08333333333333333,1,0,0,4,0,0,0,0,0,0,0
68,A,1.7184495997292377,0.08333333333333333,1,0,0,13,0,0,0,0,0,0,0
68,B,1.7159468837285885,0.08333333333333333,1,0,0,5,0,0,0,0,0,0,0
69,A,1.7193867587932858,0.08333333333333333,1,0,0,14,0,0,0,0,0,0,0
69,B,1.7159021135223187,0.08333333333333333,1,0,0,6,0,0,0,0,0,0,0
70,A,1.718810557975451,0.08333333333333333,1,0,0,15,0,0,0,0,0,0,0
70,B,1.7154943623364447,0.08333333333333333,1,0,0,7,0,0,0,0,0,0,0
71,A,1.7167672004748307,0.08333333333333333,1,0,0,16,0,0,0,0,0,0,0
71,B,1.7153076493448352,0.08333333333333333,1,0,0,8,0,0,0,0,0,0,0
72,A,1.7163930375266594,0.08333333333333333,1,0,0,17,0,0,0,0,0,0,0
72,B,1.7153533675528585,0.08333333333333333,1,0,0,9,0,0,0,0,0,0,0
73,A,1.7164292258114218,0.08333333333333333,1,0,0,18,0,0,0,0,0,0,0
73,B,1.7170226075173722,0.08333333333333333,1,0,0,10,0,0,0,0,0,0,0
74,A,1.7178372297516518,0.08333333333333333,1,0,0,19,0,0,0,0,0,0,0
74,B,1.7221181330318558,0.08333333333333333,1,0,0,11,0,0,0,0,0,0,0
75,A,1.7170978250708315,0.08333333333333333,1,0,0,20,0,0,0,1,0,0,0
75,B,1.721697931403569,0.08333333333333333,1,0,0,12,0,0,0,0,0,0,0
76,A,1.7161451402336512,0.08333333333333333,1,0,0,21,0,0,0,0,0,0,0
76,B,1.7208697587653372,0.08333333333333333,1,0,0,13,0,0,0,0,0,0,0
77,A,1.7152587657700324,0.08333333333333333,1,0,0,22,0,0,0,0,0,0,0
77,B,1.7221382531555158,0.08333333333333333,1,0,0,14,0,0,0,0,0,0,0
78,A,1.7150902243190864,0.08333333333333333,1,0,0,23,0,0,0,0,0,0,0
78,B,1.7218315259560797,0.08333333333333333,1,0,0,15,0,0,0,0,0,0,0
79,A,1.7154747597555153,0.08333333333333333,1,0,0,24,0,0,0,0,0,0,0
79,B,1.7208674884420125,0.08333333333333333,1,0,0,16,0,0,0,0,0,0,0
80,A,1.716216713459307,0.08333333333333333,1,0,0,25,0,0,0,0,0,0,0
80,B,1.72300701525694,0.08333333333333333,1,0,0,17,0,0,0,0,0,0,0
81,A,1.7270327203599791,0.08333333333333333,1,0,0,26,0,0,0,0,0,0,0
81,B,1.7223370264556035,0.08333333333333333,1,0,0,18,0,0,0,0,0,0,0
82,A,1.727251521375867,0.08333333333333333,1,0,0,27,0,0,0,0,0,0,0
82,B,1.7220957906374461,0.08333333333333333,1,0,0,19,0,0,0,0,0,0,0
83,A,1.7273432016000991,0.08333333333333333,1,0,0,28,0,0,0,0,0,0,0
83,B,1.7228146205140742,0.08333333333333333,1,0,0,20,0,0,0,1,0,0,0
84,A,1.7280156503871138,0.08333333333333333,1,0,0,29,0,0,0,0,0,0,0
84,B,1.7231069947324582,0.08333333333333333,1,0,0,21,0,0,0,0,0,0,0
85,A,1.7214217682872965,0.08333333333333333,1,0,0,30,0,0,0,0,0,0,0
85,B,1.7228230291981907,0.08333333333333333,1,0,0,22,0,0,0,0,0,0,0
86,A,1.7204585779009767,0.08333333333333333,1,0,0,31,0,0,0,0,0,0,0
86,B,1.721926870566726,0.08333333333333333,1,0,0,23,0,0,0,0,0,0,0
87,A,1.7208369143487532,0.08333333333333333,1,0,0,32,0,0,0,0,0,0,0
87,B,1.7214765752275045,0.08333333333333333,1,0,0,24,0,0,0,0,0,0,0
88,A,1.7250914481716781,0.08333333333333333,1,0,0,33,0,0,0,0,0,0,0
88,B,1.7209403647642567,0.08333333333333333,1,0,0,25,0,0,0,0,0,0,0
89,A,1.725845420985164,0.08333333333333333,1,0,0,34,0,0,0,0,0,0,0
89,B,1.7213549317695125,0.08333333333333333,1,0,0,26,0,0,0,0,0,0,0
90,A,1.7259275785577828,0.08333333333333333,1,0,0,35,0,0,0,0,0,0,0
90,B,1.7225372715164127,0.08333333333333333,1,0,0,27,0,0,0,0,0,0,0
91,A,1.7257950455101683,0.08333333333333333,1,0,0,36,0,0,0,0,0,0,0
91,B,1.7230635836233417,0.08333333333333333,1,0,0,28,0,0,0,0,0,0,0
92,A,1.7271643595742046,0.08333333333333333,1,0,0,37,0,0,0,0,0,0,0
92,B,1.7226979631797916,0.08333333333333333,1,0,0,29,0,0,0,0,0,0,0
93,A,1.727088880977469,0.08333333333333333,1,0,0,38,0,0,0,0,0,0,0
93,B,1.722231522034535,0.08333333333333333,1,0,0,30,0,0,0,0,0,0,0
94,A,1.7314333777960493,0.08333333333333333,1,0,0,39,0,0,0,0,0,0,0
94,B,1.7210122662997107,0.08333333333333333,1,0,0,31,0,0,0,0,0,0,0
95,A,1.7317982191778287,0.08333333333333333,1,0,0,40,0,0,0,0,0,0,0
95,B,1.7208264575674224,0.08333333333333333,1,0,0,32,0,0,0,0,0,0,0
96,A,1.732019955836848,0.08333333333333333,1,0,0,41,0,0,0,0,0,0,0
96,B,1.7219094622820672,0.08333333333333333,1,0,0,33,0,0,0,0,0,0,0
97,A,1.732890774597347,0.08333333333333333,1,0,0,42,0,0,0,0,0,0,0
97,B,1.7217999419379282,0.08333333333333333,1,0,0,34,0,0,0,0,0,0,0
98,A,1.7313344593430064,0.08333333333333333,1,0,0,43,0,0,0,0,0,0,0
98,B,1.7217525889917384,0.08333333333333333,1,0,0,35,0,0,0,0,0,0,0
99,A,1.7305896035008703,0.08333333333333333,1,0,0,44,0,0,0,0,0,0,0
99,B,1.72146928030472,0.08333333333333333,1,0,0,36,0,0,0,0,0,0,0
100,A,1.724831567033868,0.08333333333333333,1,0,0,45,0,0,0,0,0,0,0
100,B,1.7230581574758908,0.08333333333333333,1,0,0,37,0,0,0,0,0,0,0
101,A,1.725806599935695,0.08333333333333333,1,0,0,46,0,0,0,0,0,0,0
101,B,1.7234264894481086,0.08333333333333333,1,0,0,38,0,0,0,0,0,0,0
102,A,1.7259434298834957,0.08333333333333333,1,0,0,47,0,0,0,0,0,0,0
102,B,1.7239415909105897,0.08333333333333333,1,0,0,39,0,0,0,0,0,0,0
103,A,1.7303400185391067,0.08333333333333333,1,0,0,48,0,0,0,0,0,0,0
103,B,1.7232741057657557,0.08333333333333333,1,0,0,40,0,0,0,0,0,0,0
104,A,1.7304001172053887,0.08333333333333333,1,0,0,49,0,0,0,0,0,0,0
104,B,1.7232417018960111,0.08333333333333333,1,0,0,41,0,0,0,0,0,0,0
105,A,1.7464244931170076,0.16666666666666666,1,0,0,50,0,0,0,0,0,0,0
105,B,1.7224554447862468,0.08333333333333333,1,0,0,42,0,0,0,0,0,0,0
106,A,1.7394924717245028,0.16666666666666666,1,0,0,51,0,0,0,0,0,0,0
106,B,1.7280877846703777,0.16666666666666666,1,0,0,43,0,0,0,0,0,0,0
107,A,1.7413884724894981,0.16666666666666666,1,0,5,52,1,0,0,0,0,0,0
107,B,1.7288253530382724,0.16666666666666666,1,0,5,44,1,0,0,0,0,0,0
108,A,1.7428433198731423,0.16666666666666666,1,0,13,53,2,0,0,0,0,0,0
108,B,1.7299081796461506,0.16666666666666666,1,0,13,45,2,0,0,0,0,0,0
109,A,1.7414458690728556,0.16666666666666666,1,0,21,54,3,0,0,0,0,0,0
109,B,1.7293333718095105,0.16666666666666666,1,0,21,46,3,0,0,0,0,0,0
110,A,1.7273468953742481,0.25,1,0,27,55,4,0,0,0,0,0,0
110,B,1.730118604692998,0.25,1,0,27,47,4,0,0,0,0,0,0
111,A,1.727239390906724,0.25,1,0,41,56,5,0,0,0,0,0,0
111,B,1.7291297469285802,0.25,1,0,41,48,5,0,0,0,0,0,0
112,A,1.7246999140888497,0.25,1,0,49,57,6,0,0,0,0,0,0
112,B,1.7311969384218078,0.25,1,0,49,49,6,0,0,0,0,0,0
113,A,1.7270693793905727,0.25,1,0,62,58,7,0,0,0,0,0,0
113,B,1.7291513117778752,0.25,1,0,62,50,7,0,0,0,0,0,0
114,A,1.7199329741282483,0.25,1,0,76,59,8,0,0,0,0,0,0
114,B,1.7312085011315896,0.25,1,0,76,51,8,0,0,0,0,0,0
115,A,1.7288690993903058,0.25,1,0,85,60,9,0,0,0,0,0,0
115,B,1.7325920595933089,0.25,1,0,85,52,9,0,0,0,0,0,0
116,A,1.7223960908084333,0.4166666666666667,1,0,89,61,10,0,0,0,0,0,0
116,B,1.7379766718769805,0.3333333333333333,1,0,89,53,10,0,0,0,0,0,0
117,A,1.7291006969274494,0.5,1,0,104,62,11,0,0,0,0,0,0
117,B,1.7372244938415051,0.5,1,0,104,54,11,0,0,0,0,0,0
118,A,1.7349374452667166,0.5,1,0,107,63,12,0,0,0,0,0,0
118,B,1.7388341027951888,0.5,1,0,107,55,12,0,0,0,0,0,0
119,A,1.7428827499948605,0.5,1,0,105,64,13,0,0,0,0,0,0
119,B,1.7343001538308676,0.5,1,0,105,56,13,0,0,0,0,0,0
120,A,1.7324079457902666,0.5,1,0,107,65,14,0,0,0,0,0,0
120,B,1.717727134769236,0.5,1,0,107,57,14,0,0,0,0,0,0
121,A,1.7314044878784958,0.5,1,0,106,66,15,0,0,0,0,0,0
121,B,1.709315719837664,0.5,0,0,106,0,0,0,0,0,0,0,0
122,A,1.7312634942618503,0.5833333333333334,1,1,102,67,16,1,1,0,0,0,0
122,B,1.7132710672554443,0.5,0,0,102,0,0,0,0,0,0,0,0
123,A,1.7350682386205478,0.5,1,0,106,68,17,0,0,0,0,0,0
123,B,1.7140458391915308,0.4166666666666667,0,0,106,0,0,0,0,0,0,0,0
124,A,1.7352199342915573,0.5,1,0,105,69,18,0,0,0,0,0,0
124,B,1.7464241617634153,0.5,1,0,105,1,1,0,0,0,0,0,0
125,A,1.7289807322170252,0.5,1,0,109,70,19,0,0,0,0,0,0
125,B,1.7360479175722883,0.5833333333333334,1,1,109,2,2,1,1,0,0,0,0
126,A,1.728532737402257,0.5,1,0,111,71,20,0,0,0,1,0,0
126,B,1.726722042663101,0.5,1,0,111,3,3,0,0,0,0,0,0
127,A,1.7198546543149626,0.5,1,0,111,72,21,0,0,0,0,0,0
127,B,1.733736895887813,0.4166666666666667,1,0,111,4,4,0,0,0,0,0,0
128,A,1.7259785387300064,0.5833333333333334,1,1,116,73,22,1,1,0,0,0,0
128,B,1.7146794584576635,0.5833333333333334,0,1,116,0,0,1,1,0,0,0,0
129,A,1.7355700114361052,0.5833333333333334,1,1,118,74,23,2,2,0,0,0,0
129,B,1.7285161550853545,0.5833333333333334,1,1,118,1,1,2,2,0,0,0,0
130,A,1.748197113467356,0.5,1,0,105,75,24,0,0,0,0,0,0
130,B,1.746932029641406,0.4166666666666667,1,0,105,2,2,0,0,0,0,0,0
131,A,1.721597681824317,0.5,1,0,106,76,25,0,0,0,0,0,0
131,B,1.7476948145956297,0.4166666666666667,1,0,106,3,3,0,0,0,0,0,0
132,A,1.6948988511185419,0.5,0,0,101,0,0,0,0,0,0,0,0
132,B,1.7349196194826142,0.4166666666666667,1,0,101,4,4,0,0,0,0,0,0
133,A,1.7031275361585174,0.5,0,0,102,0,0,0,0,0,0,0,0
133,B,1.72847925534829,0.4166666666666667,1,0,102,5,5,0,0,0,0,0,0
134,A,1.702119770369411,0.5,0,0,104,0,0,0,0,0,0,0,0
134,B,1.7320539531456203,0.4166666666666667,1,0,104,6,6,0,0,0,0,0,0
135,A,1.7247256140589546,0.5,1,0,107,1,1,0,0,0,0,0,0
135,B,1.7060674430762535,0.5833333333333334,0,1,107,0,0,1,1,0,0,0,0
136,A,1.7056094654990968,0.5,0,0,111,0,0,0,0,0,0,0,0
136,B,1.697613593587397,0.6666666666666666,0,1,111,0,0,2,2,0,0,0,0
137,A,1.7311660179122657,0.4166666666666667,1,0,94,1,1,0,0,0,0,0,0
137,B,1.6917740521273816,0.4166666666666667,0,0,94,0,0,0,0,0,0,0,0
138,A,1.7354924696334115,0.5,1,0,92,2,2,0,0,0,0,0,0
138,B,1.729909913397705,0.5,1,0,92,1,1,0,0,0,0,0,0
139,A,1.7251454071250796,0.4166666666666667,1,0,95,3,3,0,0,0,0,0,0
139,B,1.715840191722162,0.4166666666666667,1,0,95,2,2,0,0,0,0,0,0
140,A,1.6878973056984359,0.5833333333333334,0,1,96,0,0,1,1,0,0,0,0
140,B,1.6819602958747601,0.5,0,0,96,0,0,0,0,0,0,0,0
141,A,1.6913366049243568,0.5833333333333334,0,1,104,0,0,2,2,0,0,0,0
141,B,1.669854570750372,0.5,0,0,104,0,0,0,0,0,0,0,0
142,A,1.7008350984310634,0.5833333333333334,0,1,103,0,0,3,3,0,0,0,0
142,B,1.6693540735883752,0.5,0,0,103,0,0,0,0,0,0,0,0
143,A,1.6833058281397761,0.6666666666666666,0,1,114,0,0,4,4,0,0,0,0
143,B,1.6953720203329807,0.6666666666666666,0,1,114,0,0,1,1,0,0,0,0
144,A,1.7207560856349895,0.5833333333333334,1,1,104,1,1,5,5,0,0,0,0
144,B,1.664359659628358,0.5,0,0,104,0,0,0,0,0,0,0,0
145,A,1.6847316648750534,0.6666666666666666,0,1,107,0,0,6,6,0,0,0,0
145,B,1.7001403734910117,0.5,0,0,107,0,0,0,0,0,0,0,0
146,A,1.6803341126636429,0.6666666666666666,0,1,111,0,0,7,7,0,0,0,0
146,B,1.6911985732465928,0.5,0,0,111,0,0,0,0,0,0,0,0
147,A,1.6620932122684815,0.6666666666666666,0,1,108,0,0,8,8,0,0,0,0
147,B,1.6945864753796585,0.5,0,0,108,0,0,0,0,0,0,0,0
148,A,1.6932227648928662,0.5833333333333334,0,1,111,0,0,9,9,0,0,0,0
148,B,1.657810917106532,0.5,0,0,111,0,0,0,0,0,0,0,0
149,A,1.6668563427769818,0.5,0,0,98,0,0,0,0,0,0,0,0
149,B,1.6442288424956406,0.5,0,0,98,0,0,0,0,0,0,0,0
150,A,1.6718924135235744,0.5,0,0,90,0,0,0,0,0,0,0,0
150,B,1.6473179180780277,0.5,0,0,90,0,0,0,0,0,0,0,0
151,A,1.6745512467341988,0.5,0,0,93,0,0,0,0,0,0,0,0
151,B,1.6602960533929194,0.5,0,0,93,0,0,0,0,0,0,0,0
152,A,1.68958495683016,0.5,0,0,96,0,0,0,0,0,0,0,0
152,B,1.6679151512570085,0.5,0,0,96,0,0,0,0,0,0,0,0
153,A,1.683068535661062,0.4166666666666667,0,0,92,0,0,0,0,0,0,0,0
153,B,1.6648148641522393,0.5,0,0,92,0,0,0,0,0,0,0,0
154,A,1.7043198351605509,0.5833333333333334,0,1,102,0,0,1,1,0,0,0,0
154,B,1.665279494563144,0.5833333333333334,0,1,102,0,0,1,1,0,0,0,0
155,A,1.7098169505241547,0.5,0,0,107,0,0,0,0,0,0,0,0
155,B,1.7013741956456747,0.5,0,0,107,0,0,0,0,0,0,0,0
156,A,1.703755399152645,0.5,0,0,93,0,0,0,0,0,0,0,0
156,B,1.678866974789813,0.5,0,0,93,0,0,0,0,0,0,0,0
157,A,1.6906369680589601,0.5,0,0,93,0,0,0,0,0,0,0,0
157,B,1.690437441472743,0.5,0,0,93,0,0,0,0,0,0,0,0
158,A,1.7167263439722673,0.5833333333333334,1,1,86,1,1,1,1,0,0,0,0
158,B,1.6708521732546953,0.5,0,0,86,0,0,0,0,0,0,0,0
159,A,1.69732849489469,0.5,0,0,91,0,0,0,0,0,0,0,0
159,B,1.6737681344608595,0.5,0,0,91,0,0,0,0,0,0,0,0
160,A,1.6931211863744546,0.5,0,0,83,0,0,0,0,0,0,0,0
160,B,1.6601866322696561,0.5,0,0,83,0,0,0,0,0,0,0,0
