tick,side,split_separation,angle_coverage,split_cond,env_cond,in_contact_count,sustain_split_geom,sustain_split_tactical,sustain_env_geom,sustain_env_tactical,cut_event_geom,cut_event_tactical,pocket_event_geom,pocket_event_tactical
161,A,1.6925605598656572,0.5,0,0,89,0,0,0,0,0,0,0,0
161,B,1.6504404142048996,0.5,0,0,89,0,0,0,0,0,0,0,0
162,A,1.727683321334986,0.5833333333333334,1,1,92,1,1,1,1,0,0,0,0
162,B,1.6359039790410665,0.5,0,0,92,0,0,0,0,0,0,0,0
163,A,1.712607624485204,0.5833333333333334,0,1,83,0,0,2,2,0,0,0,0
163,B,1.6317675892626224,0.5,0,0,83,0,0,0,0,0,0,0,0
164,A,1.681029230241142,0.5833333333333334,0,1,82,0,0,3,3,0,0,0,0
164,B,1.6571950061540976,0.5,0,0,82,0,0,0,0,0,0,0,0
165,A,1.6804852310977076,0.5833333333333334,0,1,82,0,0,4,4,0,0,0,0
165,B,1.6770753532241782,0.4166666666666667,0,0,82,0,0,0,0,0,0,0,0
166,A,1.6806284604300705,0.5,0,0,87,0,0,0,0,0,0,0,0
166,B,1.6501118165310664,0.4166666666666667,0,0,87,0,0,0,0,0,0,0,0
167,A,1.6778329686899898,0.5,0,0,86,0,0,0,0,0,0,0,0
167,B,1.668534224696124,0.4166666666666667,0,0,86,0,0,0,0,0,0,0,0
168,A,1.6676091116283065,0.4166666666666667,0,0,87,0,0,0,0,0,0,0,0
168,B,1.6821876702082206,0.4166666666666667,0,0,87,0,0,0,0,0,0,0,0
169,A,1.6702039307155396,0.4166666666666667,0,0,77,0,0,0,0,0,0,0,0
169,B,1.6245171376566092,0.5,0,0,77,0,0,0,0,0,0,0,0
170,A,1.6979593200756278,0.5,0,0,95,0,0,0,0,0,0,0,0
170,B,1.6366827906714598,0.5,0,0,95,0,0,0,0,0,0,0,0
171,A,1.7000614044088525,0.5833333333333334,0,1,100,0,0,1,1,0,0,0,0
171,B,1.6347755988167891,0.5833333333333334,0,1,100,0,0,1,1,0,0,0,0
172,A,1.7002077259135289,0.75,0,1,120,0,0,2,2,0,0,0,0
172,B,1.6446193628603947,0.75,0,1,120,0,0,2,2,0,0,0,0
173,A,1.6881862177258824,0.5833333333333334,0,1,115,0,0,3,3,0,0,0,0
173,B,1.641936537739789,0.5833333333333334,0,1,115,0,0,3,3,0,0,0,0
174,A,1.6768418686077722,0.75,0,1,115,0,0,4,4,0,0,0,0
174,B,1.6342363633301251,0.75,0,1,115,0,0,4,4,0,0,0,0
175,A,1.690046457416091,0.5,0,0,114,0,0,0,0,0,0,0,0
175,B,1.67304096834962,0.6666666666666666,0,1,114,0,0,5,5,0,0,0,0
176,A,1.6678399449078938,0.5,0,0,91,0,0,0,0,0,0,0,0
176,B,1.6751021187243194,0.6666666666666666,0,1,91,0,0,6,6,0,0,0,0
177,A,1.6561479066595124,0.5,0,0,92,0,0,0,0,0,0,0,0
177,B,1.6296949037799777,0.6666666666666666,0,1,92,0,0,7,7,0,0,0,0
178,A,1.656500355805826,0.5,0,0,97,0,0,0,0,0,0,0,0
178,B,1.61998364383367,0.6666666666666666,0,1,97,0,0,8,8,0,0,0,0
179,A,1.663372911741154,0.5,0,0,98,0,0,0,0,0,0,0,0
179,B,1.633362539612643,0.6666666666666666,0,1,98,0,0,9,9,0,0,0,0
180,A,1.6603748479774987,0.5,0,0,100,0,0,0,0,0,0,0,0
180,B,1.632944212955954,0.5833333333333334,0,1,100,0,0,10,10,0,0,0,0
181,A,1.665977788171121,0.5,0,0,94,0,0,0,0,0,0,0,0
181,B,1.6308066520152156,0.5833333333333334,0,1,94,0,0,11,11,0,0,0,0
182,A,1.6771863646867011,0.5,0,0,97,0,0,0,0,0,0,0,0
182,B,1.6381394630227641,0.5833333333333334,0,1,97,0,0,12,12,0,0,0,0
183,A,1.6800472525477503,0.5,0,0,90,0,0,0,0,0,0,0,0
183,B,1.632829679899798,0.5833333333333334,0,1,90,0,0,13,13,0,0,0,0
184,A,1.6816140864742488,0.5,0,0,90,0,0,0,0,0,0,0,0
184,B,1.6310015185029816,0.5833333333333334,0,1,90,0,0,14,14,0,0,0,0
185,A,1.6855130555076745,0.5,0,0,90,0,0,0,0,0,0,0,0
185,B,1.6443690680089935,0.5833333333333334,0,1,90,0,0,15,15,0,0,0,0
186,A,1.6943883335454732,0.5,0,0,87,0,0,0,0,0,0,0,0
186,B,1.6470989472394881,0.5,0,0,87,0,0,0,0,0,0,0,0
187,A,1.6943849634570216,0.5,0,0,83,0,0,0,0,0,0,0,0
187,B,1.6386922364866734,0.5,0,0,83,0,0,0,0,0,0,0,0
188,A,1.6926732395571262,0.6666666666666666,0,1,92,0,0,1,1,0,0,0,0
188,B,1.652396619576889,0.5,0,0,92,0,0,0,0,0,0,0,0
189,A,1.6888870459683696,0.8333333333333334,0,1,101,0,0,2,2,0,0,0,0
189,B,1.6590361130959967,0.5,0,0,101,0,0,0,0,0,0,0,0
190,A,1.6871282814391466,0.75,0,1,97,0,0,3,3,0,0,0,0
190,B,1.6478841307347238,0.5,0,0,97,0,0,0,0,0,0,0,0
191,A,1.6766878805896324,0.75,0,1,100,0,0,4,4,0,0,0,0
191,B,1.6597011475313195,0.5,0,0,100,0,0,0,0,0,0,0,0
192,A,1.6742540439354596,0.6666666666666666,0,1,96,0,0,5,5,0,0,0,0
192,B,1.6548947456994774,0.5,0,0,96,0,0,0,0,0,0,0,0
193,A,1.6718183795720227,0.6666666666666666,0,1,78,0,0,6,6,0,0,0,0
193,B,1.651814707852238,0.5,0,0,78,0,0,0,0,0,0,0,0
194,A,1.6926871685450564,0.75,0,1,87,0,0,7,7,0,0,0,0
194,B,1.6488764741320532,0.5,0,0,87,0,0,0,0,0,0,0,0
195,A,1.6749347912364023,0.5833333333333334,0,1,87,0,0,8,8,0,0,0,0
195,B,1.6670945145866811,0.5,0,0,87,0,0,0,0,0,0,0,0
196,A,1.6849536573727497,0.6666666666666666,0,1,90,0,0,9,9,0,0,0,0
196,B,1.6534816237841807,0.5,0,0,90,0,0,0,0,0,0,0,0
197,A,1.6777866035432711,0.5,0,0,89,0,0,0,0,0,0,0,0
197,B,1.6695725958459866,0.5,0,0,89,0,0,0,0,0,0,0,0
198,A,1.6803071199966162,0.75,0,1,85,0,0,1,1,0,0,0,0
198,B,1.6512806970109983,0.5833333333333334,0,1,85,0,0,1,1,0,0,0,0
199,A,1.6895519632769842,0.5,0,0,78,0,0,0,0,0,0,0,0
199,B,1.655753787834559,0.4166666666666667,0,0,78,0,0,0,0,0,0,0,0
200,A,1.6870830445009442,0.75,0,1,83,0,0,1,1,0,0,0,0
200,B,1.647347973714552,0.5,0,0,83,0,0,0,0,0,0,0,0
