tick,side,split_separation,angle_coverage,split_cond,env_cond,in_contact_count,sustain_split_geom,sustain_split_tactical,sustain_env_geom,sustain_env_tactical,cut_event_geom,cut_event_tactical,pocket_event_geom,pocket_event_tactical
155,B,1.6567642446824276,0.75,0,1,114,0,0,12,12,0,0,0,0
156,A,1.6873484764233213,0.75,0,1,115,0,0,14,14,0,0,0,0
156,B,1.6491050661732003,0.6666666666666666,0,1,115,0,0,13,13,0,0,0,0
157,A,1.6936681111226946,0.75,0,1,108,0,0,15,15,0,0,0,0
157,B,1.64741874046404,0.5833333333333334,0,1,108,0,0,14,14,0,0,0,0
158,A,1.681589092676016,0.5833333333333334,0,1,109,0,0,16,16,0,0,0,0
158,B,1.6645378273600544,0.6666666666666666,0,1,109,0,0,15,15,0,0,0,0
159,A,1.6926553171073482,0.6666666666666666,0,1,105,0,0,17,17,0,0,0,0
159,B,1.661693150851842,0.5,0,0,105,0,0,0,0,0,0,0,0
160,A,1.693680366154261,0.5833333333333334,0,1,100,0,0,18,18,0,0,0,0
160,B,1.6545034255788196,0.5833333333333334,0,1,100,0,0,1,1,0,0,0,0
161,A,1.6888612247246335,0.75,0,1,105,0,0,19,19,0,0,0,0
161,B,1.6573519146113014,0.5,0,0,105,0,0,0,0,0,0,0,0
162,A,1.6913584516490234,0.5833333333333334,0,1,104,0,0,20,20,0,0,1,1
162,B,1.654958415031728,0.5833333333333334,0,1,104,0,0,1,1,0,0,0,0
163,A,1.6753760079403952,0.75,0,1,116,0,0,21,21,0,0,0,0
163,B,1.6744399166981085,0.4166666666666667,0,0,116,0,0,0,0,0,0,0,0
164,A,1.6709805284795336,0.75,0,1,104,0,0,22,22,0,0,0,0
164,B,1.6603058684531962,0.6666666666666666,0,1,104,0,0,1,1,0,0,0,0
165,A,1.6664640666800004,0.6666666666666666,0,1,108,0,0,23,23,0,0,0,0
165,B,1.6749620404852208,0.5,0,0,108,0,0,0,0,0,0,0,0
166,A,1.6750888445864642,0.6666666666666666,0,1,107,0,0,24,24,0,0,0,0
166,B,1.681288545634023,0.5,0,0,107,0,0,0,0,0,0,0,0
167,A,1.670548336848301,0.6666666666666666,0,1,100,0,0,25,25,0,0,0,0
167,B,1.696359691571167,0.5,0,0,100,0,0,0,0,0,0,0,0
168,A,1.7006167237371856,0.6666666666666666,0,1,98,0,0,26,26,0,0,0,0
168,B,1.696648177744645,0.5,0,0,98,0,0,0,0,0,0,0,0
169,A,1.7173548137434607,0.5833333333333334,1,1,105,1,1,27,27,0,0,0,0
169,B,1.700775502357559,0.5,0,0,105,0,0,0,0,0,0,0,0
170,A,1.7111813956455146,0.5833333333333334,0,1,89,0,0,28,28,0,0,0,0
170,B,1.7015061374429548,0.5833333333333334,0,1,89,0,0,1,1,0,0,0,0
171,A,1.7005181966876668,0.3333333333333333,0,0,89,0,0,0,0,0,0,0,0
171,B,1.704981107409801,0.4166666666666667,0,0,89,0,0,0,0,0,0,0,0
172,A,1.7035919608213845,0.5,0,0,90,0,0,0,0,0,0,0,0
172,B,1.7087829543623767,0.5833333333333334,0,1,90,0,0,1,1,0,0,0,0
173,A,1.7019869109735721,0.5,0,0,92,0,0,0,0,0,0,0,0
173,B,1.6987150969917246,0.5833333333333334,0,1,92,0,0,2,2,0,0,0,0
174,A,1.6766482604521609,0.5,0,0,89,0,0,0,0,0,0,0,0
174,B,1.6923397030737002,0.5833333333333334,0,1,89,0,0,3,3,0,0,0,0
175,A,1.6851259629777455,0.5,0,0,90,0,0,0,0,0,0,0,0
175,B,1.695091906511157,0.5833333333333334,0,1,90,0,0,4,4,0,0,0,0
176,A,1.6842566646525268,0.5,0,0,88,0,0,0,0,0,0,0,0
176,B,1.6890241803184436,0.4166666666666667,0,0,88,0,0,0,0,0,0,0,0
177,A,1.6946436027785041,0.5,0,0,83,0,0,0,0,0,0,0,0
177,B,1.6869852513175443,0.5,0,0,83,0,0,0,0,0,0,0,0
178,A,1.7048619784639312,0.5833333333333334,0,1,91,0,0,1,1,0,0,0,0
178,B,1.6798130947412997,0.5833333333333334,0,1,91,0,0,1,1,0,0,0,0
179,A,1.6934992536396096,0.5,0,0,89,0,0,0,0,0,0,0,0
179,B,1.6789728653633555,0.4166666666666667,0,0,89,0,0,0,0,0,0,0,0
180,A,1.691785940064716,0.5,0,0,90,0,0,0,0,0,0,0,0
180,B,1.676745181718631,0.5,0,0,90,0,0,0,0,0,0,0,0
181,A,1.6718429718042385,0.5,0,0,83,0,0,0,0,0,0,0,0
181,B,1.6838336450086,0.5,0,0,83,0,0,0,0,0,0,0,0
182,A,1.6798302803238319,0.5,0,0,91,0,0,0,0,0,0,0,0
182,B,1.67837957595351,0.5,0,0,91,0,0,0,0,0,0,0,0
183,A,1.6790076180141147,0.5,0,0,89,0,0,0,0,0,0,0,0
183,B,1.6805136966317278,0.5,0,0,89,0,0,0,0,0,0,0,0
184,A,1.6700928016384822,0.5,0,0,80,0,0,0,0,0,0,0,0
184,B,1.6809390246856095,0.5,0,0,80,0,0,0,0,0,0,0,0
185,A,1.6694993557866442,0.5,0,0,74,0,0,0,0,0,0,0,0
185,B,1.6729033291964903,0.5,0,0,74,0,0,0,0,0,0,0,0
186,A,1.6727882385094062,0.5,0,0,77,0,0,0,0,0,0,0,0
186,B,1.6661510624195002,0.5,0,0,77,0,0,0,0,0,0,0,0
187,A,1.6751832280831325,0.5,0,0,76,0,0,0,0,0,0,0,0
187,B,1.6662262709611753,0.5,0,0,76,0,0,0,0,0,0,0,0
188,A,1.675240541654174,0.4166666666666667,0,0,79,0,0,0,0,0,0,0,0
188,B,1.6792341086798457,0.5,0,0,79,0,0,0,0,0,0,0,0
189,A,1.6994422338501554,0.5,0,0,84,0,0,0,0,0,0,0,0
189,B,1.6704374164928912,0.5,0,0,84,0,0,0,0,0,0,0,0
190,A,1.6891402049266735,0.5833333333333334,0,1,92,0,0,1,1,0,0,0,0
190,B,1.6858616298953748,0.5833333333333334,0,1,92,0,0,1,1,0,0,0,0
191,A,1.6809418122844,0.5833333333333334,0,1,94,0,0,2,2,0,0,0,0
191,B,1.6772522886275025,0.5833333333333334,0,1,94,0,0,2,2,0,0,0,0
192,A,1.68662731146811,0.5,0,0,102,0,0,0,0,0,0,0,0
192,B,1.6831000274089694,0.5833333333333334,0,1,102,0,0,3,3,0,0,0,0
193,A,1.6931806130109,0.5,0,0,100,0,0,0,0,0,0,0,0
193,B,1.6823214301395302,0.5833333333333334,0,1,100,0,0,4,4,0,0,0,0
194,A,1.686157833396255,0.5,0,0,99,0,0,0,0,0,0,0,0
194,B,1.682019570785148,0.5833333333333334,0,1,99,0,0,5,5,0,0,0,0
195,A,1.6889519628913476,0.5,0,0,86,0,0,0,0,0,0,0,0
195,B,1.674124823430906,0.5,0,0,86,0,0,0,0,0,0,0,0
196,A,1.667195845929882,0.5833333333333334,0,1,86,0,0,1,1,0,0,0,0
196,B,1.675326639699667,0.5833333333333334,0,1,86,0,0,1,1,0,0,0,0
197,A,1.6748620074631004,0.5,0,0,86,0,0,0,0,0,0,0,0
197,B,1.6733135154828502,0.5833333333333334,0,1,86,0,0,2,2,0,0,0,0
198,A,1.6696073779498812,0.5,0,0,84,0,0,0,0,0,0,0,0
198,B,1.671181463360259,0.75,0,1,84,0,0,3,3,0,0,0,0
199,A,1.667192535123252,0.5,0,0,88,0,0,0,0,0,0,0,0
199,B,1.6693515745216563,0.5833333333333334,0,1,88,0,0,4,4,0,0,0,0
200,A,1.669691475849665,0.5,0,0,92,0,0,0,0,0,0,0,0
200,B,1.66417670137916,0.6666666666666666,0,1,92,0,0,5,5,0,0,0,0
