tick,side,split_separation,angle_coverage,split_cond,env_cond,in_contact_count,sustain_split_geom,sustain_split_tactical,sustain_env_geom,sustain_env_tactical,cut_event_geom,cut_event_tactical,pocket_event_geom,pocket_event_tactical
132,B,1.7000684733870823,0.5833333333333334,0,1,106,0,0,2,2,0,0,0,0
133,A,1.6769103327329358,0.4166666666666667,0,0,101,0,0,0,0,0,0,0,0
133,B,1.6960247983278411,0.5,0,0,101,0,0,0,0,0,0,0,0
134,A,1.6707049406939414,0.4166666666666667,0,0,101,0,0,0,0,0,0,0,0
134,B,1.684825048172214,0.5,0,0,101,0,0,0,0,0,0,0,0
135,A,1.675446795985935,0.4166666666666667,0,0,102,0,0,0,0,0,0,0,0
135,B,1.686142663389918,0.5,0,0,102,0,0,0,0,0,0,0,0
136,A,1.6857182613860964,0.4166666666666667,0,0,99,0,0,0,0,0,0,0,0
136,B,1.703728795861027,0.4166666666666667,0,0,99,0,0,0,0,0,0,0,0
137,A,1.686018941534638,0.4166666666666667,0,0,93,0,0,0,0,0,0,0,0
137,B,1.7006971169946934,0.4166666666666667,0,0,93,0,0,0,0,0,0,0,0
138,A,1.648057693992008,0.4166666666666667,0,0,93,0,0,0,0,0,0,0,0
138,B,1.6972495561360057,0.5,0,0,93,0,0,0,0,0,0,0,0
139,A,1.6524253805280418,0.3333333333333333,0,0,94,0,0,0,0,0,0,0,0
139,B,1.6984320432354558,0.4166666666666667,0,0,94,0,0,0,0,0,0,0,0
140,A,1.674621616403299,0.4166666666666667,0,0,94,0,0,0,0,0,0,0,0
140,B,1.6818822671418183,0.4166666666666667,0,0,94,0,0,0,0,0,0,0,0
141,A,1.677227646422754,0.5,0,0,102,0,0,0,0,0,0,0,0
141,B,1.6823658834595239,0.4166666666666667,0,0,102,0,0,0,0,0,0,0,0
142,A,1.671128429159278,0.4166666666666667,0,0,91,0,0,0,0,0,0,0,0
142,B,1.6753644596700494,0.4166666666666667,0,0,91,0,0,0,0,0,0,0,0
143,A,1.6708034082342345,0.5833333333333334,0,1,104,0,0,1,1,0,0,0,0
143,B,1.6772464285135367,0.5,0,0,104,0,0,0,0,0,0,0,0
144,A,1.6719971110419098,0.5833333333333334,0,1,112,0,0,2,2,0,0,0,0
144,B,1.6786508001491958,0.5833333333333334,0,1,112,0,0,1,1,0,0,0,0
145,A,1.680182263231431,0.6666666666666666,0,1,114,0,0,3,3,0,0,0,0
145,B,1.6881911421101428,0.6666666666666666,0,1,114,0,0,2,2,0,0,0,0
146,A,1.680121295496855,0.5833333333333334,0,1,113,0,0,4,4,0,0,0,0
146,B,1.6872593667099296,0.6666666666666666,0,1,113,0,0,3,3,0,0,0,0
147,A,1.683707480711637,0.5833333333333334,0,1,109,0,0,5,5,0,0,0,0
147,B,1.7025357141667894,0.6666666666666666,0,1,109,0,0,4,4,0,0,0,0
148,A,1.6575158129380176,0.6666666666666666,0,1,119,0,0,6,6,0,0,0,0
148,B,1.7033111099468703,0.6666666666666666,0,1,119,0,0,5,5,0,0,0,0
149,A,1.630049012706007,0.6666666666666666,0,1,122,0,0,7,7,0,0,0,0
149,B,1.6918789514232988,0.6666666666666666,0,1,122,0,0,6,6,0,0,0,0
150,A,1.66674962812687,0.8333333333333334,0,1,129,0,0,8,8,0,0,0,0
150,B,1.6941124061035326,0.8333333333333334,0,1,129,0,0,7,7,0,0,0,0
151,A,1.6724064614037122,0.6666666666666666,0,1,128,0,0,9,9,0,0,0,0
151,B,1.6780242450307534,0.75,0,1,128,0,0,8,8,0,0,0,0
152,A,1.668083583595421,0.75,0,1,115,0,0,10,10,0,0,0,0
152,B,1.6546525287832883,0.75,0,1,115,0,0,9,9,0,0,0,0
153,A,1.6732674762437945,0.6666666666666666,0,1,112,0,0,11,11,0,0,0,0
153,B,1.6682756809044903,0.75,0,1,112,0,0,10,10,0,0,0,0
154,A,1.664622830997067,0.75,0,1,118,0,0,12,12,0,0,0,0
154,B,1.6569410067487926,0.75,0,1,118,0,0,11,11,0,0,0,0
155,A,1.6841099515549873,0.75,0,1,114,0,0,13,13,0,0,0,0
