tick,side,split_separation,angle_coverage,split_cond,env_cond,sustain_split_geom,sustain_env_geom,sustain_split_tactical,sustain_env_tactical,in_contact_count,cut_event_geom,cut_event_tactical,pocket_event_geom,pocket_event_tactical
131,B,1.6650361580792485,0.4166666666666667,0,0,0,0,0,0,99,0,0,0,0
132,A,1.7041141075437642,0.4166666666666667,0,0,0,0,0,0,102,0,0,0,0
132,B,1.749890451079061,0.5,1,0,1,0,1,0,102,0,0,0,0
133,A,1.692429451256338,0.5,0,0,0,0,0,0,100,0,0,0,0
133,B,1.7029656174672214,0.4166666666666667,0,0,0,0,0,0,100,0,0,0,0
134,A,1.6698297365536714,0.5,0,0,0,0,0,0,104,0,0,0,0
134,B,1.717025805566847,0.5833333333333334,1,1,1,1,1,1,104,0,0,0,0
135,A,1.6616483879604511,0.5,0,0,0,0,0,0,105,0,0,0,0
135,B,1.7156700661655706,0.5833333333333334,1,1,2,2,2,2,105,0,0,0,0
136,A,1.6605205981141715,0.5,0,0,0,0,0,0,105,0,0,0,0
136,B,1.678096226455836,0.5833333333333334,0,1,0,3,0,3,105,0,0,0,0
137,A,1.6753305122673448,0.5,0,0,0,0,0,0,113,0,0,0,0
137,B,1.6717777874910578,0.6666666666666666,0,1,0,4,0,4,113,0,0,0,0
138,A,1.6577260897569965,0.5,0,0,0,0,0,0,117,0,0,0,0
138,B,1.6657259753773546,0.6666666666666666,0,1,0,5,0,5,117,0,0,0,0
139,A,1.6815462025966021,0.5,0,0,0,0,0,0,109,0,0,0,0
139,B,1.6759497245511863,0.6666666666666666,0,1,0,6,0,6,109,0,0,0,0
140,A,1.6646056572721755,0.5,0,0,0,0,0,0,109,0,0,0,0
140,B,1.6689213911567282,0.6666666666666666,0,1,0,7,0,7,109,0,0,0,0
141,A,1.6646783647756889,0.5,0,0,0,0,0,0,108,0,0,0,0
141,B,1.6699434822568693,0.6666666666666666,0,1,0,8,0,8,108,0,0,0,0
142,A,1.654555687636091,0.5,0,0,0,0,0,0,116,0,0,0,0
142,B,1.6873549926981264,0.5833333333333334,0,1,0,9,0,9,116,0,0,0,0
143,A,1.67203628121966,0.5,0,0,0,0,0,0,108,0,0,0,0
143,B,1.6685235351578112,0.5,0,0,0,0,0,0,108,0,0,0,0
144,A,1.666706511996056,0.5,0,0,0,0,0,0,98,0,0,0,0
144,B,1.6868222682608216,0.5833333333333334,0,1,0,1,0,1,98,0,0,0,0
145,A,1.6409163972669727,0.5,0,0,0,0,0,0,101,0,0,0,0
145,B,1.6754878585732487,0.5,0,0,0,0,0,0,101,0,0,0,0
146,A,1.6538417046056086,0.5,0,0,0,0,0,0,108,0,0,0,0
146,B,1.6641563839162412,0.5833333333333334,0,1,0,1,0,1,108,0,0,0,0
147,A,1.6562582466894544,0.5833333333333334,0,1,0,1,0,1,122,0,0,0,0
147,B,1.6818364679090991,0.6666666666666666,0,1,0,2,0,2,122,0,0,0,0
148,A,1.650187704030621,0.6666666666666666,0,1,0,2,0,2,125,0,0,0,0
148,B,1.6852271302476785,0.6666666666666666,0,1,0,3,0,3,125,0,0,0,0
149,A,1.6478181714664093,0.6666666666666666,0,1,0,3,0,3,128,0,0,0,0
149,B,1.6770998943233129,0.8333333333333334,0,1,0,4,0,4,128,0,0,0,0
150,A,1.6637723085259117,0.6666666666666666,0,1,0,4,0,4,128,0,0,0,0
150,B,1.6718332968295888,0.8333333333333334,0,1,0,5,0,5,128,0,0,0,0
151,A,1.6598977553233099,0.5833333333333334,0,1,0,5,0,5,130,0,0,0,0
151,B,1.6646563843081417,0.9166666666666666,0,1,0,6,0,6,130,0,0,0,0
152,A,1.6619403994255117,0.5833333333333334,0,1,0,6,0,6,128,0,0,0,0
152,B,1.6627035929522567,0.8333333333333334,0,1,0,7,0,7,128,0,0,0,0
153,A,1.657789561328659,0.5833333333333334,0,1,0,7,0,7,118,0,0,0,0
153,B,1.664164580956867,0.75,0,1,0,8,0,8,118,0,0,0,0
154,A,1.6641281209087047,0.5833333333333334,0,1,0,8,0,8,121,0,0,0,0
154,B,1.6635957814265598,0.75,0,1,0,9,0,9,121,0,0,0,0
155,A,1.664654783990844,0.5833333333333334,0,1,0,9,0,9,117,0,0,0,0
