case,fr,mb,pd,determinism_pass,digest_run1,digest_run2,survivors_A,survivors_B,first_contact_tick,collapse_tick_v1_A,collapse_tick_v1_B,collapse_tick_v2_A,collapse_tick_v2_B,mean_abs_cohesion_diff_all,mean_abs_cohesion_diff_A,mean_abs_cohesion_diff_B,var_cohesion_v2_A,var_cohesion_v2_B,mirror_M_ab,mirror_M_ba,mirror_abs_antisym_error,mirror_curve_error_v1,mirror_curve_error_v2,mirror_curve_drift_ratio,jitter_count,no_new_attractor_proxy,oscillatory_v2_A,oscillatory_v2_B,oscillation_ratio_A,oscillation_ratio_B,component_mean_A_fragmentation,component_mean_A_dispersion,component_mean_A_outlier_mass,component_mean_A_elongation,component_mean_B_fragmentation,component_mean_B_dispersion,component_mean_B_outlier_mass,component_mean_B_elongation,ticks,elapsed_seconds,per_tick_seconds,mirror_curve_drift_abs
FR2_MB2_PD5,2.0,2.0,5.0,True,6ac432416ac097c63fc1adcf43a63251deda0834edaea1f57da01a2340bebff1,6ac432416ac097c63fc1adcf43a63251deda0834edaea1f57da01a2340bebff1,49,26,107,,150,1,1,0.604118025200215,0.4424263371264372,0.7658097132739926,0.0008308555728853704,0.011051617354895777,0.30666666666666664,-0.2564102564102564,0.050256410256410255,0.0,0.03815065695927124,,3712,True,False,False,0.0,0.6174496644295302,0.790804907630388,0.34010390773458776,4.6296296296296294e-05,0.4720207284700993,0.32512494364736755,0.3681009408188156,0.014426147373151212,0.4491208911863173,300,7.23158759996295,0.0241052919998765,0.03815065695927124
FR2_MB5_PD5,2.0,5.0,5.0,True,b6a95a1cc9f1711ea91777b631b07c1137bd245ec4206fa6ed169dff8f1f5fbd,b6a95a1cc9f1711ea91777b631b07c1137bd245ec4206fa6ed169dff8f1f5fbd,34,25,107,,150,1,1,0.6175652657968811,0.44318975736068505,0.7919407742330772,0.0008260206006499059,0.00946343645006961,0.15254237288135594,-0.16666666666666666,0.014124293785310715,0.0,0.03857239046316668,,4493,True,False,False,0.0,0.6101694915254238,0.8222782187557597,0.30642061525218295,0.0,0.42560815744462027,0.34372250965436535,0.3850806739028235,0.0110623711234147,0.47876543494159646,300,7.126950800069608,0.02375650266689869,0.03857239046316668
FR2_MB8_PD5,2.0,8.0,5.0,True,1fb5eff6bd6ca28aef1688339b9324c88e548d4e86c536037f66b02a6c5b3001,1fb5eff6bd6ca28aef1688339b9324c88e548d4e86c536037f66b02a6c5b3001,28,33,108,,150,1,1,0.6218455534010094,0.4385109748018746,0.8051801320001442,0.0012211265854207046,0.008303045258032363,-0.08196721311475409,-0.05263157894736842,0.1345987920621225,0.0,0.03520537945947557,,4625,True,False,False,0.0,0.6127946127946128,0.786655882256966,0.3588910209567546,0.003833051385702151,0.47431175291571587,0.37558928185654805,0.3769824019497235,0.017463301960780275,0.49765859540762997,300,6.765507000032812,0.022551690000109374,0.03520537945947557
FR5_MB2_PD5,5.0,2.0,5.0,True,5ef909f09a01aa99f41f8ca85b0f8ced1bc1b2119886993fec66dcb31dc82dff,5ef909f09a01aa99f41f8ca85b0f8ced1bc1b2119886993fec66dcb31dc82dff,30,20,104,,,1,1,0.8416554322444261,0.8519406961383891,0.8313701683504632,0.005079131097766744,0.006957694956341879,0.2,0.08333333333333333,0.2833333333333333,0.0,0.04058122566108126,,6073,True,False,False,0.6308724832214765,0.5723905723905723,0.35982406211599294,0.3925399241519608,0.01589843873589613,0.613181330296907,0.36525017695459644,0.3912012526600837,0.021693477159301814,0.5609770375786806,300,7.178087499924004,0.023926958333080013,0.04058122566108126
FR5_MB5_PD5,5.0,5.0,5.0,True,749d5360997014acbf19381e74e329c6d21992d765d6ffdd362613a08308c32f,749d5360997014acbf19381e74e329c6d21992d765d6ffdd362613a08308c32f,26,24,105,,,1,1,0.8241074764511946,0.8305391581582169,0.8176757947441723,0.0062532127623635145,0.007606599246167282,0.04,0.04,0.08,0.0,0.0408948715647995,,6183,True,False,False,0.5993265993265994,0.6060606060606061,0.37722143966420485,0.4009661146955786,0.011744053216611117,0.5357008342320242,0.3844906604416818,0.39463748658039033,0.015404462863504944,0.4980755044499936,300,7.0450172000564635,0.023483390666854877,0.0408948715647995
FR5_MB8_PD5,5.0,8.0,5.0,True,82284dc3b1750a6990b3ee62e0ad6dfc51082aecf7131c33d984d37f77069b26,82284dc3b1750a6990b3ee62e0ad6dfc51082aecf7131c33d984d37f77069b26,27,24,102,,,1,1,0.8219286096740441,0.7980771895160842,0.845780029832004,0.007357450920842492,0.00674112146320014,0.058823529411764705,-0.14814814814814814,0.08932461873638343,0.0,0.052290687922893306,,6318,True,False,False,0.6375838926174496,0.6081081081081081,0.3718657479294213,0.3729511787055468,0.015049674244269097,0.47415173043898806,0.4084435710433914,0.39062255645666366,0.021588128317445093,0.5665161514185028,300,6.99970389995724,0.023332346333190798,0.052290687922893306
FR8_MB2_PD5,8.0,2.0,5.0,True,99710aa39988daf62c1cfe67caa587f0845fd4b59293383f60e8e3afde05d8b5,99710aa39988daf62c1cfe67caa587f0845fd4b59293383f60e8e3afde05d8b5,15,34,99,,,1,1,0.8356792930699121,0.8393435930246099,0.8320149931152142,0.007396050082916595,0.005842897346748524,-0.3877551020408163,0.11538461538461539,0.2723704866562009,0.0,0.046659004617685726,,6681,True,False,False,0.5805369127516778,0.5858585858585859,0.2394776427450165,0.4346268490948832,0.026404001837632432,0.612334628655396,0.45105143774939516,0.36236081332390113,0.01823218750430871,0.4855131026348679,300,6.875375699950382,0.022917918999834606,0.046659004617685726
FR8_MB5_PD5,8.0,5.0,5.0,True,a0ee97f5b2452d0f2d86661edcabf8ce491e64926620f42d739e094352ec5b36,a0ee97f5b2452d0f2d86661edcabf8ce491e64926620f42d739e094352ec5b36,30,25,101,,,1,1,0.8449043187945467,0.8363143572508126,0.8534942803382809,0.006300276064150512,0.004517269040472439,0.09090909090909091,0.3870967741935484,0.4780058651026393,0.0,0.04515515082124727,,6789,True,False,False,0.5420875420875421,0.610738255033557,0.17020156471575643,0.4217020404923627,0.035979140799051235,0.6483258715458329,0.41247999520736656,0.3824576935760056,0.02424523762426786,0.566759490114487,300,7.8411449999548495,0.026137149999849497,0.04515515082124727
FR8_MB8_PD5,8.0,8.0,5.0,True,5a086d0f0c66b330c0d2f2d565908613aba787a6a2a2b136c04a241f2ccc8a56,5a086d0f0c66b330c0d2f2d565908613aba787a6a2a2b136c04a241f2ccc8a56,25,32,99,,,1,1,0.8251630655307338,0.797530369042543,0.8527957620189247,0.009050750936185431,0.005255306845061973,-0.12280701754385964,-0.15254237288135594,0.27534939042521556,0.0,0.04529751736254273,,6662,True,False,False,0.5728813559322034,0.6094276094276094,0.1522625992752839,0.40747199382862315,0.03060139889448795,0.5856478732599314,0.40693895681967646,0.37890828928023795,0.028576187336829897,0.5596439141525368,300,7.375026800087653,0.024583422666958843,0.04529751736254273
