case_id,win_rate_A_v1_pct,win_rate_A_v3a_pct,delta_win_rate_A_v3a_minus_v1_pct,cut_exists_v1_pct,cut_exists_v3a_pct,delta_cut_exists_v3a_minus_v1_pct,pocket_no_cut_v1_pct,pocket_no_cut_v3a_pct,delta_pocket_no_cut_v3a_minus_v1_pct,precontact_geom_cut_v1_pct,precontact_geom_cut_v3a_pct,delta_precontact_geom_cut_v3a_minus_v1_pct,decision_tag
FR2_MB2_PD5,50.0,63.333333333333336,13.333333333333336,93.33333333333333,100.0,6.666666666666671,6.666666666666667,0.0,-6.666666666666667,66.66666666666667,96.66666666666667,30.0,hold_v1_default
FR2_MB5_PD5,46.666666666666664,33.333333333333336,-13.333333333333329,90.0,76.66666666666667,-13.333333333333329,10.0,23.333333333333332,13.333333333333332,63.333333333333336,93.33333333333333,29.999999999999993,hold_v1_default
FR2_MB8_PD5,43.333333333333336,36.666666666666664,-6.666666666666671,93.33333333333333,80.0,-13.333333333333329,6.666666666666667,20.0,13.333333333333332,100.0,100.0,0.0,hold_v1_default
FR5_MB2_PD5,50.0,63.333333333333336,13.333333333333336,93.33333333333333,100.0,6.666666666666671,6.666666666666667,0.0,-6.666666666666667,66.66666666666667,96.66666666666667,30.0,hold_v1_default
FR5_MB5_PD5,46.666666666666664,33.333333333333336,-13.333333333333329,90.0,76.66666666666667,-13.333333333333329,10.0,23.333333333333332,13.333333333333332,63.333333333333336,93.33333333333333,29.999999999999993,hold_v1_default
FR5_MB8_PD5,43.333333333333336,36.666666666666664,-6.666666666666671,93.33333333333333,80.0,-13.333333333333329,6.666666666666667,20.0,13.333333333333332,100.0,100.0,0.0,hold_v1_default
FR8_MB2_PD5,50.0,63.333333333333336,13.333333333333336,93.33333333333333,100.0,6.666666666666671,6.666666666666667,0.0,-6.666666666666667,66.66666666666667,96.66666666666667,30.0,hold_v1_default
FR8_MB5_PD5,46.666666666666664,33.333333333333336,-13.333333333333329,90.0,76.66666666666667,-13.333333333333329,10.0,23.333333333333332,13.333333333333332,63.333333333333336,93.33333333333333,29.999999999999993,hold_v1_default
FR8_MB8_PD5,43.333333333333336,36.666666666666664,-6.666666666666671,93.33333333333333,80.0,-13.333333333333329,6.666666666666667,20.0,13.333333333333332,100.0,100.0,0.0,hold_v1_default
