tick,side,C_conn_rel,C_v3p1,ForceRatio,AttritionMomentum,cond_conn,cond_coh,cond_force,cond_attr,pressure,pressure_run_length,collapse_v2_shadow,collapse_event_v2
140,B,0.7528089888,0.9438202247,0.9673913043,0.1500000000,0,1,1,1,1,13,1,1
141,A,0.7282608696,0.9673913043,1.0454545455,-0.2000000000,0,1,0,0,0,0,0,1
141,B,0.7500000000,0.9659090909,0.9565217391,0.2000000000,0,1,1,1,1,14,1,1
142,A,0.6703296703,0.9560439560,1.0340909091,-0.1000000000,0,1,0,0,0,0,0,1
142,B,0.7386363636,0.9772727273,0.9670329670,0.1000000000,0,1,1,1,1,15,1,1
143,A,0.5777777778,0.9777777778,1.0227272727,-0.0500000000,0,0,0,0,0,0,0,1
143,B,0.7500000000,0.9772727273,0.9777777778,0.0500000000,0,1,1,1,1,16,1,1
144,A,0.6292134831,0.9887640449,1.0229885057,-0.0500000000,0,0,0,0,0,0,0,1
144,B,0.6206896552,0.9425287356,0.9775280899,0.0500000000,0,1,1,1,1,17,1,1
145,A,0.6067415730,1.0000000000,1.0229885057,-0.0500000000,0,0,0,0,0,0,0,1
145,B,0.7356321839,0.9540229885,0.9775280899,0.0500000000,0,1,1,1,1,18,1,1
146,A,0.6853932584,0.9662921348,1.0229885057,-0.1000000000,0,1,0,0,0,0,0,1
146,B,0.7011494253,0.9425287356,0.9775280899,0.1000000000,0,1,1,1,1,19,1,1
147,A,0.6067415730,0.9662921348,1.0229885057,-0.1000000000,0,1,0,0,0,0,0,1
147,B,0.7126436782,0.9080459770,0.9775280899,0.1000000000,0,1,1,1,1,20,1,1
148,A,0.7272727273,1.0000000000,1.0232558140,-0.0500000000,0,0,0,0,0,0,0,1
148,B,0.6976744186,0.9186046512,0.9772727273,0.0500000000,0,1,1,1,1,21,1,1
149,A,0.6363636364,0.9318181818,1.0352941176,-0.1000000000,0,1,0,0,0,0,0,1
149,B,0.7176470588,0.8941176471,0.9659090909,0.1000000000,0,1,1,1,1,22,1,1
150,A,0.6896551724,0.9540229885,1.0235294118,0.0000000000,0,1,0,0,0,0,0,1
150,B,0.8352941176,0.9058823529,0.9770114943,0.0000000000,0,1,1,0,1,23,1,1
151,A,0.7011494253,0.9770114943,1.0235294118,0.0000000000,0,1,0,0,0,0,0,1
151,B,0.7058823529,0.9411764706,0.9770114943,0.0000000000,0,1,1,0,1,24,1,1
152,A,0.7209302326,0.9534883721,1.0238095238,0.0000000000,0,1,0,0,0,0,0,1
152,B,0.7023809524,0.9404761905,0.9767441860,0.0000000000,0,1,1,0,1,25,1,1
153,A,0.7209302326,0.9069767442,1.0361445783,-0.1000000000,0,1,0,0,0,0,0,1
153,B,0.7108433735,0.9156626506,0.9651162791,0.1000000000,0,1,1,1,1,26,1,1
154,A,0.6941176471,0.9411764706,1.0365853659,-0.1000000000,0,1,0,0,0,0,0,1
154,B,0.7195121951,0.9390185446,0.9647058824,0.1000000000,0,1,1,1,1,27,1,1
155,A,0.7176470588,0.9176470588,1.0365853659,-0.0500000000,0,1,0,0,0,0,0,1
155,B,0.7195121951,0.9268292683,0.9647058824,0.0500000000,0,1,1,1,1,28,1,1
156,A,0.6823529412,0.8941176471,1.0493827160,-0.1000000000,0,1,0,0,0,0,0,1
156,B,0.7777777778,0.9506172840,0.9529411765,0.1000000000,0,1,1,1,1,29,1,1
157,A,0.7261904762,0.9404761905,1.0500000000,-0.1000000000,0,1,0,0,0,0,0,1
157,B,0.7625000000,0.9625000000,0.9523809524,0.1000000000,0,1,1,1,1,30,1,1
158,A,0.5714285714,0.8928571429,1.0500000000,-0.1500000000,0,1,0,0,0,0,0,1
158,B,0.7125000000,0.9375000000,0.9523809524,0.1500000000,0,1,1,1,1,31,1,1
159,A,0.6547619048,0.9285714286,1.0632911392,-0.1000000000,0,1,0,0,0,0,0,1
159,B,0.7974683544,0.9240506329,0.9404761905,0.1000000000,0,1,1,1,1,32,1,1
160,A,0.6071428571,0.8690476190,1.0632911392,-0.1000000000,0,1,0,0,0,0,0,1
160,B,0.7721518987,0.8227848101,0.9404761905,0.1000000000,0,1,1,1,1,33,1,1
161,A,0.7108433735,0.8915662651,1.0506329114,0.0000000000,0,1,0,0,0,0,0,1
161,B,0.7974683544,0.8227848101,0.9518072289,0.0000000000,0,1,1,0,1,34,1,1
162,A,0.6172839506,0.8888888889,1.0253164557,0.0500000000,0,1,0,0,0,0,0,1
162,B,0.7721518987,0.8734177215,0.9753086420,-0.0500000000,0,1,1,0,1,35,1,1
163,A,0.6913580247,0.8641975309,1.0253164557,0.0000000000,0,1,0,0,0,0,0,1
163,B,0.5822784810,0.9367088608,0.9753086420,0.0000000000,0,1,1,0,1,36,1,1
164,A,0.4625000000,0.9500000000,1.0389610390,-0.0500000000,0,1,0,0,0,0,0,1
164,B,0.7662337662,0.9220779221,0.9625000000,0.0500000000,0,1,1,1,1,37,1,1
165,A,0.6125000000,0.7125000000,1.0526315789,-0.1000000000,0,1,0,0,0,0,0,1
165,B,0.7105263158,0.9473684211,0.9500000000,0.1000000000,0,1,1,1,1,38,1,1
166,A,0.6075949367,0.8607594937,1.0394736842,-0.0500000000,0,1,0,0,0,0,0,1
166,B,0.6710526316,0.8552631579,0.9620253165,0.0500000000,0,1,1,1,1,39,1,1
167,A,0.5443037975,0.7974683544,1.0533333333,-0.1000000000,0,1,0,0,0,0,0,1
167,B,0.7600000000,0.8533333333,0.9493670886,0.1000000000,0,1,1,1,1,40,1,1
168,A,0.6202531646,0.7341772152,1.0533333333,-0.1000000000,0,1,0,0,0,0,0,1
168,B,0.6933333333,0.8000000000,0.9493670886,0.1000000000,0,1,1,1,1,41,1,1
169,A,0.6282051282,0.8717948718,1.0400000000,0.0000000000,0,1,0,0,0,0,0,1
169,B,0.5866666667,0.8000000000,0.9615384615,0.0000000000,0,1,1,0,1,42,1,1
170,A,0.6753246753,0.8961038961,1.0405405405,-0.0500000000,0,1,0,0,0,0,0,1
170,B,0.5675675676,0.7702702703,0.9610389610,0.0500000000,0,1,1,1,1,43,1,1
171,A,0.6753246753,0.8831168831,1.0547945205,-0.1000000000,0,1,0,0,0,0,0,1
171,B,0.6575342466,0.8219178082,0.9480519481,0.1000000000,0,1,1,1,1,44,1,1
172,A,0.6883116883,0.8701298701,1.0547945205,-0.1000000000,0,1,0,0,0,0,0,1
172,B,0.5890410959,0.7808219178,0.9480519481,0.1000000000,0,1,1,1,1,45,1,1
173,A,0.6052631579,0.8421052632,1.0410958904,0.0000000000,0,1,0,0,0,0,0,1
173,B,0.6164383562,0.6164383562,0.9605263158,0.0000000000,0,1,1,0,1,46,1,1
174,A,0.6400000000,0.7466666667,1.0563380282,-0.0500000000,0,1,0,0,0,0,0,1
174,B,0.6619718310,0.7887323944,0.9466666667,0.0500000000,0,1,1,1,1,47,1,1
175,A,0.5810810811,0.8918918919,1.0422535211,0.0000000000,0,1,0,0,0,0,0,1
175,B,0.4647887324,0.9154929577,0.9594594595,0.0000000000,0,1,1,0,1,48,1,1
176,A,0.5270270270,0.7702702703,1.0571428571,0.0000000000,0,1,0,0,0,0,0,1
176,B,0.6428571429,0.8428571429,0.9459459459,0.0000000000,0,1,1,0,1,49,1,1
177,A,0.5479452055,0.8219178082,1.0428571429,0.0500000000,0,1,0,0,0,0,0,1
177,B,0.6142857143,0.9714285714,0.9589041096,-0.0500000000,0,1,1,0,1,50,1,1
178,A,0.5000000000,0.8055555556,1.0285714286,0.1000000000,0,1,0,0,0,0,0,1
178,B,0.5000000000,0.8142857143,0.9722222222,-0.1000000000,0,1,1,0,1,51,1,1
179,A,0.5694444444,0.7361111111,1.0434782609,0.1000000000,0,1,0,0,0,0,0,1
179,B,0.5507246377,0.8985507246,0.9583333333,-0.1000000000,0,1,1,0,1,52,1,1
180,A,0.5352112676,0.8591549296,1.0289855072,0.1500000000,0,1,0,1,1,1,0,1
180,B,0.6231884058,0.8115942029,0.9718309859,-0.1500000000,0,1,1,0,1,53,1,1
181,A,0.5352112676,0.8169014085,1.0441176471,0.0500000000,0,1,0,0,0,0,0,1
181,B,0.6323529412,0.8970588235,0.9577464789,-0.0500000000,0,1,1,0,1,54,1,1
182,A,0.4647887324,0.7183098592,1.0441176471,-0.0500000000,0,1,0,0,0,0,0,1
182,B,0.5147058824,0.6470588235,0.9577464789,0.0500000000,0,1,1,1,1,55,1,1
183,A,0.5915492958,0.8309859155,1.0597014925,-0.1000000000,0,1,0,0,0,0,0,1
183,B,0.5373134328,0.7910447761,0.9436619718,0.1000000000,0,1,1,1,1,56,1,1
184,A,0.4428571429,0.8857142857,1.0606060606,-0.0500000000,0,1,0,0,0,0,0,1
184,B,0.5151515152,0.7424242424,0.9428571429,0.0500000000,0,1,1,1,1,57,1,1
185,A,0.6428571429,0.8000000000,1.0769230769,-0.0500000000,0,1,0,0,0,0,0,1
185,B,0.4923076923,0.7076923077,0.9285714286,0.0500000000,0,1,1,1,1,58,1,1
186,A,0.4202898551,0.8405797101,1.0781250000,-0.1000000000,0,1,0,0,0,0,0,1
186,B,0.3125000000,0.9218750000,0.9275362319,0.1000000000,0,1,1,1,1,59,1,1
187,A,0.5735294118,0.8676470588,1.0793650794,-0.0500000000,0,1,0,0,0,0,0,1
187,B,0.2539682540,0.9365079365,0.9264705882,0.0500000000,0,1,1,1,1,60,1,1
188,A,0.4411764706,0.8676470588,1.0793650794,-0.0500000000,0,1,0,0,0,0,0,1
188,B,0.5555555556,0.7460317460,0.9264705882,0.0500000000,0,1,1,1,1,61,1,1
189,A,0.4705882353,0.8235294118,1.0793650794,-0.1000000000,0,1,0,0,0,0,0,1
189,B,0.5714285714,0.9365079365,0.9264705882,0.1000000000,0,1,1,1,1,62,1,1
190,A,0.4776119403,0.8507462687,1.0634920635,-0.0500000000,0,1,0,0,0,0,0,1
190,B,0.4603174603,0.8888888889,0.9402985075,0.0500000000,0,1,1,1,1,63,1,1
191,A,0.5000000000,0.8030303030,1.0476190476,0.0500000000,0,1,0,0,0,0,0,1
191,B,0.4444444444,0.7777777778,0.9545454545,-0.0500000000,0,1,1,0,1,64,1,1
192,A,0.5303030303,0.8333333333,1.0819672131,-0.0500000000,0,1,0,0,0,0,0,1
192,B,0.3934426230,0.6885245902,0.9242424242,0.0500000000,0,1,1,1,1,65,1,1
193,A,0.4545454545,0.8484848485,1.0819672131,-0.1000000000,0,1,0,0,0,0,0,1
193,B,0.4918032787,0.8688524590,0.9242424242,0.1000000000,0,1,1,1,1,66,1,1
194,A,0.4848484848,0.9090909091,1.1000000000,-0.1000000000,0,1,0,0,0,0,0,1
194,B,0.5000000000,0.9166666667,0.9090909091,0.1000000000,0,1,1,1,1,67,1,1
195,A,0.4923076923,0.6307692308,1.0833333333,-0.1000000000,0,1,0,0,0,0,0,1
195,B,0.3666666667,0.7500000000,0.9230769231,0.1000000000,0,1,1,1,1,68,1,1
196,A,0.5000000000,0.8750000000,1.0666666667,0.0000000000,0,1,0,0,0,0,0,1
196,B,0.3166666667,0.8166666667,0.9375000000,0.0000000000,0,1,1,0,1,69,1,1
197,A,0.4444444444,0.7936507937,1.0500000000,0.0000000000,0,1,0,0,0,0,0,1
197,B,0.4166666667,0.9666666667,0.9523809524,0.0000000000,0,1,1,0,1,70,1,1
198,A,0.5322580645,0.7580645161,1.0508474576,-0.0500000000,0,1,0,0,0,0,0,1
198,B,0.5254237288,0.9152542373,0.9516129032,0.0500000000,0,1,1,1,1,71,1,1
199,A,0.5737704918,0.7213114754,1.0517241379,0.0000000000,0,1,0,0,0,0,0,1
199,B,0.2068965517,0.3275862069,0.9508196721,0.0000000000,0,1,1,0,1,72,1,1
200,A,0.1967213115,0.8360655738,1.0701754386,-0.1000000000,0,1,0,0,0,0,0,1
200,B,0.2807017544,0.9122807018,0.9344262295,0.1000000000,0,1,1,1,1,73,1,1
