tick,side,C_conn_rel,C_v3p1,ForceRatio,AttritionMomentum,cond_conn,cond_coh,cond_force,cond_attr,pressure,pressure_run_length,collapse_v2_shadow,collapse_event_v2
17,A,0.4700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
17,B,0.1200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
18,A,0.4100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
18,B,0.0800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
19,A,0.4100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
19,B,0.0800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
20,A,0.3400000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
20,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
21,A,0.4900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
21,B,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
22,A,0.4000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
22,B,0.1200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
23,A,0.3200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
23,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
24,A,0.2500000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
24,B,0.1300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
25,A,0.2500000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
25,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
26,A,0.3300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
26,B,0.2800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
27,A,0.1800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
27,B,0.0900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
28,A,0.3200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
28,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
29,A,0.3100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
29,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
30,A,0.3300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
30,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
31,A,0.1200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
31,B,0.0900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
32,A,0.3000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
32,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
33,A,0.1600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
33,B,0.0800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
34,A,0.1700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
34,B,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
35,A,0.2400000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
35,B,0.1300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
36,A,0.2600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
36,B,0.2300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
37,A,0.1500000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
37,B,0.1600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
38,A,0.2000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
38,B,0.0800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
39,A,0.1500000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
39,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
40,A,0.1300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
40,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
41,A,0.1300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
41,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
42,A,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
42,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
43,A,0.1800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
43,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
44,A,0.1000000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
44,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
45,A,0.1700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
45,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
46,A,0.2300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
46,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
47,A,0.2300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
47,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
48,A,0.1200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
48,B,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
49,A,0.1900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
49,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
50,A,0.1200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
50,B,0.0900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
51,A,0.0900000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
51,B,0.2200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
52,A,0.1300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
52,B,0.0800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
53,A,0.2000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
53,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
54,A,0.1000000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
54,B,0.0900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
55,A,0.1000000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
55,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
56,A,0.1600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
56,B,0.1000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
57,A,0.1600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
57,B,0.0800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
58,A,0.1300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
58,B,0.0800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
59,A,0.1700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
59,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
60,A,0.0700000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
60,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
61,A,0.1500000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
61,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
62,A,0.1200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
62,B,0.1000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
63,A,0.0900000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
63,B,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
64,A,0.0700000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
64,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
65,A,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
65,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
66,A,0.0800000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
66,B,0.0900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
67,A,0.2300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
67,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
68,A,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
68,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
69,A,0.1200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
69,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
70,A,0.0800000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
70,B,0.0800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
71,A,0.1000000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
71,B,0.1300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
72,A,0.1000000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
72,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
73,A,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
73,B,0.1000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
74,A,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
74,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
75,A,0.1400000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
75,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
76,A,0.1400000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
76,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
77,A,0.1000000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
77,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
78,A,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
78,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
79,A,0.1000000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
79,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
80,A,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
80,B,0.0800000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
81,A,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
81,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
82,A,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
82,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
83,A,0.0600000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
83,B,0.0900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
84,A,0.0900000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
84,B,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
85,A,0.0900000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
85,B,0.0900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
86,A,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
86,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
87,A,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
87,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
88,A,0.0600000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
88,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
89,A,0.1000000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
89,B,0.0300000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
90,A,0.0700000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
90,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
91,A,0.0800000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
91,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
92,A,0.1200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
92,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
93,A,0.1400000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
93,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
94,A,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
94,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
95,A,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
95,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
96,A,0.0600000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
96,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
97,A,0.1300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
97,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
98,A,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
98,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
99,A,0.1700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
99,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
100,A,0.1200000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
100,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
101,A,0.0900000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
101,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
102,A,0.0600000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
102,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
103,A,0.0800000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
103,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
104,A,0.0900000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
104,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
105,A,0.0700000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
105,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
106,A,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
106,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
107,A,0.0800000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
107,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
108,A,0.1600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
108,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
109,A,0.0900000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
109,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
110,A,0.2500000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
110,B,0.0900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
111,A,0.1500000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
111,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
112,A,0.1700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
112,B,0.0500000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
113,A,0.2000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
113,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
114,A,0.1600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
114,B,0.0400000000,1.0000000000,1.0000000000,0.0000000000,1,0,0,0,0,0,0,1
115,A,0.1400000000,0.9900000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
115,B,0.0600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
116,A,0.1100000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
116,B,0.1500000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
117,A,0.2300000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
117,B,0.0700000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
118,A,0.1900000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
118,B,0.1400000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
119,A,0.1600000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
119,B,0.2000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
120,A,0.2020202020,0.9898989899,0.9900000000,0.0500000000,0,0,0,0,0,0,0,1
120,B,0.2400000000,1.0000000000,1.0101010101,-0.0500000000,0,0,0,0,0,0,0,1
121,A,0.4141414141,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
121,B,0.1313131313,1.0000000000,1.0000000000,0.0000000000,0,0,0,0,0,0,0,1
122,A,0.3775510204,0.9795918367,0.9898989899,0.0500000000,0,0,0,0,0,0,0,1
122,B,0.2121212121,1.0000000000,1.0102040816,-0.0500000000,0,0,0,0,0,0,0,1
123,A,0.3163265306,1.0000000000,0.9898989899,0.0500000000,0,0,0,0,0,0,0,1
123,B,0.1717171717,1.0000000000,1.0102040816,-0.0500000000,0,0,0,0,0,0,0,1
124,A,0.4742268041,1.0000000000,0.9797979798,0.1000000000,0,0,0,1,0,0,0,1
124,B,0.2020202020,1.0000000000,1.0206185567,-0.1000000000,0,0,0,0,0,0,0,1
125,A,0.2812500000,0.9895833333,0.9795918367,0.1000000000,0,0,0,1,0,0,0,1
125,B,0.1224489796,1.0000000000,1.0208333333,-0.1000000000,0,0,0,0,0,0,0,1
126,A,0.3789473684,1.0000000000,0.9693877551,0.1500000000,0,0,0,1,0,0,0,1
126,B,0.1224489796,1.0000000000,1.0315789474,-0.1500000000,0,0,0,0,0,0,0,1
127,A,0.4526315789,1.0000000000,0.9693877551,0.1500000000,0,0,0,1,0,0,0,1
127,B,0.2040816327,1.0000000000,1.0315789474,-0.1500000000,0,0,0,0,0,0,0,1
128,A,0.4315789474,0.9894736842,0.9793814433,0.1000000000,0,0,0,1,0,0,0,1
128,B,0.2268041237,1.0000000000,1.0210526316,-0.1000000000,0,0,0,0,0,0,0,1
129,A,0.3894736842,0.9894736842,0.9793814433,0.1000000000,0,0,0,1,0,0,0,1
129,B,0.1134020619,1.0000000000,1.0210526316,-0.1000000000,0,0,0,0,0,0,0,1
130,A,0.4193548387,0.9784946237,0.9587628866,0.2000000000,0,0,0,1,0,0,0,1
130,B,0.2783505155,1.0000000000,1.0430107527,-0.2000000000,0,0,0,0,0,0,0,1
131,A,0.1827956989,0.9677419355,0.9587628866,0.2000000000,0,1,0,1,1,1,0,1
131,B,0.2371134021,1.0000000000,1.0430107527,-0.2000000000,0,0,0,0,0,0,0,1
132,A,0.3548387097,0.9677419355,0.9789473684,0.1000000000,0,1,0,0,0,0,0,1
132,B,0.3368421053,1.0000000000,1.0215053763,-0.1000000000,0,0,0,0,0,0,0,1
133,A,0.1827956989,0.9892473118,0.9789473684,0.1000000000,0,0,0,0,0,0,0,1
133,B,0.2631578947,1.0000000000,1.0215053763,-0.1000000000,0,0,0,0,0,0,0,1
134,A,0.4456521739,0.9782608696,0.9684210526,0.1500000000,0,0,0,1,0,0,0,1
134,B,0.2105263158,1.0000000000,1.0326086957,-0.1500000000,0,0,0,0,0,0,0,1
135,A,0.2282608696,1.0000000000,0.9684210526,0.1500000000,0,0,0,1,0,0,0,1
135,B,0.1263157895,1.0000000000,1.0326086957,-0.1500000000,0,0,0,0,0,0,0,1
136,A,0.3333333333,0.9777777778,0.9473684211,0.2500000000,0,0,1,1,1,1,0,1
136,B,0.1368421053,1.0000000000,1.0555555556,-0.2500000000,0,0,0,0,0,0,0,1
137,A,0.4222222222,0.9888888889,0.9473684211,0.2500000000,0,0,1,1,1,2,0,1
137,B,0.1473684211,1.0000000000,1.0555555556,-0.2500000000,0,0,0,0,0,0,0,1
138,A,0.4719101124,0.9775280899,0.9368421053,0.3000000000,0,0,1,1,1,3,0,1
138,B,0.2210526316,1.0000000000,1.0674157303,-0.3000000000,0,0,0,0,0,0,0,1
139,A,0.5393258427,0.9775280899,0.9368421053,0.3000000000,0,0,1,1,1,4,0,1
139,B,0.0736842105,1.0000000000,1.0674157303,-0.3000000000,0,0,0,0,0,0,0,1
140,A,0.2808988764,0.9213483146,0.9368421053,0.2500000000,0,1,1,1,1,5,0,1
140,B,0.1368421053,1.0000000000,1.0674157303,-0.2500000000,0,0,0,0,0,0,0,1
141,A,0.2272727273,0.9318181818,0.9565217391,0.2000000000,0,1,0,1,1,6,0,1
141,B,0.1195652174,1.0000000000,1.0454545455,-0.2000000000,0,0,0,0,0,0,0,1
142,A,0.3837209302,0.9767441860,0.9555555556,0.1500000000,0,1,0,1,1,7,0,1
142,B,0.0777777778,1.0000000000,1.0465116279,-0.1500000000,0,0,0,0,0,0,0,1
143,A,0.3255813953,0.9534883721,0.9555555556,0.1500000000,0,1,0,1,1,8,0,1
