batch_name,run_id,movement_model,archetype_id,formation_rigidity,mobility_bias,offense_defense_weight,force_concentration_ratio,risk_appetite,time_preference,targeting_logic,perception_radius,pursuit_drive,retreat_threshold,objective_x,objective_y,origin_x,origin_y,facing_angle_deg,fleet_size,aspect_ratio,stop_radius,random_seed_effective,metatype_random_seed_effective,background_map_seed_effective,boundary_enabled,observer_enabled,objective_reached,objective_reached_tick,final_tick,initial_distance,final_distance,min_distance,final_rms_radius_ratio,max_rms_radius_ratio,mean_corrected_unit_ratio,peak_corrected_unit_ratio,peak_projection_pairs_count,peak_projection_mean_displacement,peak_projection_max_displacement
batch06_of07,neutral_transit_fixture_fr9_mb1_odw1_obj150_150,v3a,lobos,9.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,159,169,141.4213562373095,0.22346841240614113,0.19677770041516704,0.5123117379532198,0.9684652314779693,0.9876923076923076,1.0,260,0.43661879308549717,1.9471945221486429
batch06_of07,neutral_transit_fixture_fr9_mb1_odw3_obj150_150,v3a,lobos,9.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,151,161,141.4213562373095,0.16292790283103506,0.15156168221434657,0.5616551201829868,0.9725812393199024,0.9785093167701863,1.0,231,0.34677543079593937,1.6040000589240724
batch06_of07,neutral_transit_fixture_fr9_mb1_odw5_obj150_150,v3a,lobos,9.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,146,156,141.4213562373095,0.7084685945387214,0.25644310655004077,0.6401476804266089,0.977633192934675,0.9727564102564102,1.0,213,0.2652975400716589,1.0207529588871862
batch06_of07,neutral_transit_fixture_fr9_mb1_odw7_obj150_150,v3a,lobos,9.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,144,154,141.4213562373095,0.8136932771282395,0.16503145385322848,0.6621410860643194,0.981206879582745,0.978116883116883,1.0,213,0.2134515005395554,0.9388935775228417
batch06_of07,neutral_transit_fixture_fr9_mb1_odw9_obj150_150,v3a,lobos,9.0,1.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,143,153,141.4213562373095,0.6187377261136859,0.3652468710768281,0.6575472277942869,0.9828791886144784,0.9771241830065359,1.0,205,0.1914026830837808,0.8439408559137503
batch06_of07,neutral_transit_fixture_fr9_mb3_odw1_obj150_150,v3a,lobos,9.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,165,175,141.4213562373095,0.17315911447262483,0.17315911447262483,0.49360307305590223,0.9677044039373597,0.9842857142857143,1.0,277,0.48218897328022814,2.1826836556120432
batch06_of07,neutral_transit_fixture_fr9_mb3_odw3_obj150_150,v3a,lobos,9.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,155,165,141.4213562373095,0.5372525334521466,0.3634520268275746,0.5486653552283828,0.9715220999241556,0.9809090909090908,1.0,240,0.3976273855980129,1.749997532986572
batch06_of07,neutral_transit_fixture_fr9_mb3_odw5_obj150_150,v3a,lobos,9.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,148,158,141.4213562373095,0.5085038573637453,0.44551064760439535,0.6181775946990495,0.9763761792090591,0.9734177215189874,1.0,211,0.28434480089360603,1.1347827183655177
batch06_of07,neutral_transit_fixture_fr9_mb3_odw7_obj150_150,v3a,lobos,9.0,3.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,145,155,141.4213562373095,0.5165490506659874,0.4583883434967232,0.6487071462098967,0.9799303171514206,0.9736129032258064,1.0,206,0.24305192698305014,1.082646169075075
batch06_of07,neutral_transit_fixture_fr9_mb3_odw9_obj150_150,v3a,lobos,9.0,3.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,144,154,141.4213562373095,0.41949579797227815,0.4135631651512204,0.6533748896899859,0.9816261073616155,0.9650649350649351,1.0,201,0.2399019144972482,0.8102966366416606
batch06_of07,neutral_transit_fixture_fr9_mb5_odw1_obj150_150,v3a,lobos,9.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,172,182,141.4213562373095,0.312245288084677,0.2663099009239,0.4789945637045359,0.967243022026373,0.9883516483516483,1.0,286,0.5371629649864712,2.8258672405572414
batch06_of07,neutral_transit_fixture_fr9_mb5_odw3_obj150_150,v3a,lobos,9.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,160,170,141.4213562373095,0.27964610002139634,0.17806592643017186,0.5248648138943106,0.970619053917357,0.9828823529411765,1.0,246,0.43782139187668695,1.8751524645832653
batch06_of07,neutral_transit_fixture_fr9_mb5_odw5_obj150_150,v3a,lobos,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,151,161,141.4213562373095,0.298286944825267,0.29096598526836254,0.5910794794652052,0.9751497838309671,0.9654658385093168,1.0,213,0.34235627473548286,1.2412781723379134
batch06_of07,neutral_transit_fixture_fr9_mb5_odw7_obj150_150,v3a,lobos,9.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,147,157,141.4213562373095,0.4673955180406623,0.46121023835618336,0.6298137574161612,0.97861323041502,0.9655414012738853,1.0,206,0.2897794773370105,0.9699394700209965
batch06_of07,neutral_transit_fixture_fr9_mb5_odw9_obj150_150,v3a,lobos,9.0,5.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,146,156,141.4213562373095,0.6303976489327127,0.3365040771020942,0.6448099548132459,0.9803034856353388,0.9733333333333334,1.0,203,0.2550379596656939,1.0059796473154754
batch06_of07,neutral_transit_fixture_fr9_mb7_odw1_obj150_150,v3a,lobos,9.0,7.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,182,192,141.4213562373095,0.34113529914303187,0.27187112638457106,0.47518684097338176,0.967087490597187,0.9884895833333333,1.0,298,0.6044254762947707,2.56095241738736
batch06_of07,neutral_transit_fixture_fr9_mb7_odw3_obj150_150,v3a,lobos,9.0,7.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,167,177,141.4213562373095,0.20862231446402182,0.20862231446402182,0.49929727835154475,0.9699725045104145,0.9832203389830508,1.0,262,0.4867458056156439,2.0671819807253544
batch06_of07,neutral_transit_fixture_fr9_mb7_odw5_obj150_150,v3a,lobos,9.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,155,165,141.4213562373095,0.06537915365397337,0.023450730203902235,0.5284651327255142,0.9740140337286178,0.971939393939394,1.0,221,0.3589515377388524,1.7559565348333612
batch06_of07,neutral_transit_fixture_fr9_mb7_odw7_obj150_150,v3a,lobos,9.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,150,160,141.4213562373095,0.5346891130847181,0.4007934660746302,0.612450507792448,0.9772833525080209,0.966375,1.0,199,0.29586234989365606,1.196090243908118
batch06_of07,neutral_transit_fixture_fr9_mb7_odw9_obj150_150,v3a,lobos,9.0,7.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,148,158,141.4213562373095,0.4919013995583139,0.45855234599696865,0.6240635278354657,0.9789301903859149,0.9634810126582278,1.0,203,0.27635867544220466,1.2837547506279168
