batch_name,run_id,movement_model,archetype_id,formation_rigidity,mobility_bias,offense_defense_weight,force_concentration_ratio,risk_appetite,time_preference,targeting_logic,perception_radius,pursuit_drive,retreat_threshold,objective_x,objective_y,origin_x,origin_y,facing_angle_deg,fleet_size,aspect_ratio,stop_radius,random_seed_effective,metatype_random_seed_effective,background_map_seed_effective,boundary_enabled,observer_enabled,objective_reached,objective_reached_tick,final_tick,initial_distance,final_distance,min_distance,final_rms_radius_ratio,max_rms_radius_ratio,mean_corrected_unit_ratio,peak_corrected_unit_ratio,peak_projection_pairs_count,peak_projection_mean_displacement,peak_projection_max_displacement
batch05_of07,neutral_transit_fixture_fr7_mb3_odw1_obj150_150,v3a,lobos,7.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,157,167,141.4213562373095,0.11613706615318863,0.07961878489246395,0.5501489695706013,0.9742376671676948,0.9702395209580839,1.0,213,0.39028180669656715,1.523305366249488
batch05_of07,neutral_transit_fixture_fr7_mb3_odw3_obj150_150,v3a,lobos,7.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,151,161,141.4213562373095,0.3660713800603477,0.3643605266512867,0.60066424319174,0.9772745163645201,0.9650310559006211,1.0,201,0.30833454575658353,1.1748948779283745
batch05_of07,neutral_transit_fixture_fr7_mb3_odw5_obj150_150,v3a,lobos,7.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,146,156,141.4213562373095,0.05987746245074978,0.05460082848220464,0.6368938197726378,0.9812123368206208,0.9582051282051282,1.0,179,0.2611149931641594,1.0608764546065412
batch05_of07,neutral_transit_fixture_fr7_mb3_odw7_obj150_150,v3a,lobos,7.0,3.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,144,154,141.4213562373095,0.35759768369342565,0.35124816350083155,0.6374614867561906,0.984097629122985,0.9588961038961038,1.0,182,0.21583338893096327,0.9528878893266994
batch05_of07,neutral_transit_fixture_fr7_mb3_odw9_obj150_150,v3a,lobos,7.0,3.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,143,153,141.4213562373095,0.05895445391046294,0.03970686077800254,0.6352417001056487,0.9854711495657739,0.9710457516339869,1.0,184,0.2157725320293829,0.8196837916606989
batch05_of07,neutral_transit_fixture_fr7_mb5_odw1_obj150_150,v3a,lobos,7.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,163,173,141.4213562373095,0.20206618149283026,0.18919125630865904,0.5332548202081578,0.9740152684083397,0.9676300578034682,1.0,216,0.4424653212374853,1.755256102138248
batch05_of07,neutral_transit_fixture_fr7_mb5_odw3_obj150_150,v3a,lobos,7.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,155,165,141.4213562373095,0.17281107482952027,0.14737857577552724,0.5771650146785058,0.976594724029731,0.963030303030303,1.0,200,0.39581451960218117,1.4003308450367888
batch05_of07,neutral_transit_fixture_fr7_mb5_odw5_obj150_150,v3a,lobos,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,149,159,141.4213562373095,0.3395458112647795,0.3395458112647795,0.6325273810178094,0.980202369228232,0.9593710691823899,1.0,186,0.30666018550197977,1.2582120229257305
batch05_of07,neutral_transit_fixture_fr7_mb5_odw7_obj150_150,v3a,lobos,7.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,146,156,141.4213562373095,0.35477691917784093,0.35056182397588603,0.6422369996257266,0.9829948966007119,0.9585897435897436,1.0,175,0.24384298857850437,0.8867022680860144
batch05_of07,neutral_transit_fixture_fr7_mb5_odw9_obj150_150,v3a,lobos,7.0,5.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,150.0,150.0,50.0,50.0,45.0,100,4.0,2.0,20260321,20260322,20260323,False,True,True,145,155,141.4213562373095,0.44178245144267797,0.44070926681631045,0.6400351968997967,0.9843622514310453,0.9574193548387098,1.0,181,0.2338611556604179,0.7974435139973778
