run_id,seed_profile_id,opponent_archetype_name,runtime_decision_source_effective,semantic_connectivity_multiplier,v2_connect_radius_multiplier,v3_connect_radius_multiplier,v3_r_ref_radius_multiplier,movement_model_requested,movement_model_effective,movement_v3a_experiment_effective,centroid_probe_scale_effective,cell_FR,cell_MB,cell_PD,random_seed_effective,background_map_seed_effective,metatype_random_seed_effective,first_contact_tick,first_kill_tick,cut_tick,pocket_tick,first_deep_pursuit_tick_A,first_deep_pursuit_tick_B,pct_ticks_deep_pursuit_A,pct_ticks_deep_pursuit_B,mean_pursuit_intensity_A,mean_pursuit_intensity_B,mean_enemy_collapse_signal_A,mean_enemy_collapse_signal_B,p95_enemy_collapse_signal_A,p95_enemy_collapse_signal_B,ar_forward_p90_A,wedge_ratio_p10_A,split_separation_p90_A,missing_cut,pocket_without_cut,event_order_anomaly,A_v2_mean,A_fragmentation_mean,A_dispersion_mean,A_elongation_mean,A_v3_mean,A_c_conn_mean,A_c_scale_mean,A_rho_mean,B_v2_mean,B_fragmentation_mean,B_dispersion_mean,B_elongation_mean,B_v3_mean,B_c_conn_mean,B_c_scale_mean,B_rho_mean,determinism_digest
FR8_MB8_PD5_reinhard_v2_m3.0,SP01,reinhard,v2,3.0,3.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,8,5,1981813971,897304369,3095987153,107,116,126,143,1,1,77.32426303854875,97.27891156462584,0.269391852267133,0.4415235842530391,0.6545251616568795,0.6234318033904053,0.8436779486925224,0.9079576971597801,2.0569973306867735,0.6532431968860172,1.7509302486345697,False,False,False,0.30408346227694866,0.0,0.35736958307134564,0.5390314126205883,0.4598,0.4598,1.0,0.4365217224470962,0.3576521840360975,0.0,0.34784099570284055,0.4697348322999364,0.2183,0.2183,1.0,0.4424658174724294,22423e03d32e2c6f717c162cdad153b5083882669e3815cd455ca4add423861d
FR2_MB2_PD5_reinhard_v3_test_m1.0,SP01,reinhard,v3_test,1.0,1.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,2,5,1981813971,897304369,3095987153,111,119,130,136,1,1,69.61722488038278,99.52153110047847,0.34845449615414487,0.7108807105172564,0.6818113489022298,0.806622022271061,0.95,0.95,2.2187770668380393,1.0590392917581828,1.7168723646143333,False,False,False,0.022347672138793576,0.8270999999999996,0.4063171669012002,0.7621890286842816,0.17289999999999994,0.17289999999999994,1.0,0.46616266864181755,0.04124779911924542,0.8226999999999998,0.349472174564357,0.5003972942259973,0.17730000000000004,0.17730000000000004,1.0,0.4447728183019089,5072d697f24792178e714a1ac26c5a7a96fa7053a59696d89840c7888e9daa40
FR2_MB5_PD5_reinhard_v3_test_m1.0,SP01,reinhard,v3_test,1.0,1.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,5,5,1981813971,897304369,3095987153,111,119,130,136,1,1,75.85301837270342,99.21259842519684,0.3647417526588104,0.7575948018845193,0.694539340792881,0.8372941723849542,0.95,0.94,2.2447030816352753,1.0822307890373943,1.7167580625944605,False,False,False,0.01907808134394608,0.8533999999999999,0.40843939098208987,0.7647120446544773,0.14660000000000006,0.14660000000000006,1.0,0.46927082585611063,0.04153121332317054,0.8133000000000002,0.3592600833857407,0.528319313757611,0.18669999999999998,0.18669999999999998,1.0,0.4458286691863254,46e1fdcf7b35abbc001e17917c96a138ec41b0c345fcdb3f37b1376a6aea0309
FR2_MB8_PD5_reinhard_v3_test_m1.0,SP01,reinhard,v3_test,1.0,1.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,8,5,1981813971,897304369,3095987153,111,120,130,137,1,1,62.5,99.0909090909091,0.3123813344411217,0.7604769987569984,0.6415470691287196,0.8391740597773918,0.9404999999999994,0.95,2.2268163179722906,1.079465694870421,1.7225449031389197,False,False,False,0.02450576832121814,0.8282,0.3814378927786737,0.7317852193866069,0.17180000000000004,0.17180000000000004,1.0,0.47073048951676005,0.0498369222158962,0.7944,0.3499934121304796,0.4717435915565942,0.20559999999999992,0.20559999999999992,1.0,0.4440004319276812,79d70e4d6e16eb090af60f4c22be3f1da8ddc1d0060cd0ce792d797a57e8ed5b
FR5_MB2_PD5_reinhard_v3_test_m1.0,SP01,reinhard,v3_test,1.0,1.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,2,5,1981813971,897304369,3095987153,109,117,201,136,1,1,65.95238095238095,96.66666666666667,0.3275684208496255,0.5714644458022062,0.6575039982984411,0.7123403543921084,0.96,0.96,2.0849058715497084,1.138043712728228,1.7085678576492391,False,False,True,0.04354392712532554,0.7716999999999995,0.36390579468148354,0.5487495749662982,0.22829999999999992,0.22829999999999992,1.0,0.44615069870720636,0.048709560215451864,0.7984999999999998,0.3373502359713845,0.42959330820562214,0.20149999999999996,0.20149999999999996,1.0,0.442643846993266,2a6f00207ab0bb92d2efd711b0176df6d18040b3e44d44375b9327c40312abd8
FR5_MB5_PD5_reinhard_v3_test_m1.0,SP01,reinhard,v3_test,1.0,1.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,5,5,1981813971,897304369,3095987153,109,117,128,190,1,1,84.01486988847584,97.39776951672863,0.37313333139568855,0.5652696233867348,0.7059219520131641,0.7083716286168196,0.9299999999999999,0.96,2.08593170461736,1.139433491899927,1.7068752773105664,False,False,False,0.04590745206302449,0.7857999999999999,0.34598879236391666,0.4792448900096211,0.21419999999999997,0.21419999999999997,1.0,0.4445890298513063,0.05428573264824708,0.7884,0.33525978173286575,0.4444326128897874,0.2115999999999999,0.2115999999999999,1.0,0.44300358055992434,3bf63618b82843785b944a0fc9d9280a7aa7f3025e0c10aef259335db612cb21
FR5_MB8_PD5_reinhard_v3_test_m1.0,SP01,reinhard,v3_test,1.0,1.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,8,5,1981813971,897304369,3095987153,109,118,128,136,1,1,81.42857142857143,95.91836734693878,0.42904084311116086,0.5740709507013959,0.728114013044546,0.7134607122354234,0.96,0.96,2.094860520857855,0.9180632271955155,1.7161224079617516,False,False,False,0.0494702548583812,0.7792,0.3376402903193519,0.43987762254465457,0.22079999999999994,0.22079999999999994,1.0,0.4447271233393625,0.046814768519648414,0.7988999999999997,0.3472942546427121,0.43139962498197854,0.2010999999999999,0.2010999999999999,1.0,0.44227144967702486,dc4f9c8d55263fb3f4618b96438f5a07625ec2ddc94e4b2c7312a5b54370ec78
FR8_MB2_PD5_reinhard_v3_test_m1.0,SP01,reinhard,v3_test,1.0,1.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,2,5,1981813971,897304369,3095987153,107,116,126,150,1,1,69.50354609929079,79.19621749408984,0.3234047660312102,0.3165674616382967,0.6670686093472419,0.5228380861557999,0.94,0.91,1.9264470827263473,0.7800191497903144,1.7341809845929295,False,False,False,0.09469480548224085,0.6822000000000001,0.3419489931193379,0.4311760398268934,0.3178,0.3178,1.0,0.43778388391606327,0.055399632956824194,0.7761999999999998,0.3499051156765809,0.4494428475009876,0.22379999999999992,0.22379999999999992,1.0,0.44067100477280996,a2edabed3991ec5b4ef2b8c1da9d4ba6a7d5c7298f39f4b9ddaf6350e661f029
FR8_MB5_PD5_reinhard_v3_test_m1.0,SP01,reinhard,v3_test,1.0,1.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,5,5,1981813971,897304369,3095987153,107,116,126,144,1,1,88.78048780487805,95.1219512195122,0.4250554728095111,0.4010688452477463,0.7335524286080934,0.5975923795978957,0.9299999999999999,0.89,1.9220594582455988,0.7386886265872797,1.733182660483522,False,False,False,0.09548582357410718,0.6794,0.35781898528614564,0.447997876170186,0.32059999999999994,0.32059999999999994,1.0,0.437910877636544,0.06106145792390613,0.7764,0.34302645223110373,0.41815549056915197,0.22359999999999988,0.22359999999999988,1.0,0.4411149585966311,044dca41dc8ec79271b0b4edec512608b1883766a644d4d814295e72f809941a
FR8_MB8_PD5_reinhard_v3_test_m1.0,SP01,reinhard,v3_test,1.0,1.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,8,5,1981813971,897304369,3095987153,107,116,126,135,1,1,69.47791164658635,93.1726907630522,0.2793531610428571,0.3540675282440455,0.6435909501516911,0.5656836497167248,0.9199999999999999,0.8409230769230768,1.8932787556917232,0.6464261963781976,1.7543904030050474,False,False,False,0.11647414063518507,0.6387000000000003,0.353976620411091,0.4655033813471794,0.3612999999999998,0.3612999999999998,1.0,0.4372226333198935,0.06638385686541158,0.7495000000000002,0.3493326074416273,0.42498346378688345,0.2504999999999998,0.2504999999999998,1.0,0.44105148711874054,1a507c8e771f71b61377ca793c8e61035f569f7a671d5d827798d832c180bea7
FR2_MB2_PD5_reinhard_v3_test_m1.1,SP01,reinhard,v3_test,1.1,1.0,1.1,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,2,5,1981813971,897304369,3095987153,110,118,129,136,403,124,5.679862306368331,46.64371772805508,0.02746026563797648,0.11049768114853198,0.265458262670966,0.3078169142909561,0.6153846153846154,0.6153846153846154,2.2383896099084377,1.151451869625819,1.7210704256439255,False,False,False,0.023486866861826054,0.8255000000000001,0.39919994370852097,0.749887586110541,0.9790999999999996,0.9790999999999996,1.0,0.4226762034350519,0.10914773164138877,0.6465,0.3470187600415753,0.4785574115766999,0.8538000000000001,0.8538000000000001,1.0,0.39482567443266153,ee964d290101b40a20ec4c5e3afc48f36d5422e9ab15e50a413c68debb896053
FR2_MB5_PD5_reinhard_v3_test_m1.1,SP01,reinhard,v3_test,1.1,1.0,1.1,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,5,5,1981813971,897304369,3095987153,110,118,129,136,240,79,4.57516339869281,52.72331154684096,0.025401357134357594,0.12921553958593116,0.267945482101953,0.3319508640082004,0.5491039426523295,0.6363636363636364,2.233494396077644,1.1228587643110128,1.717635276131508,False,False,False,0.02488435702795786,0.826,0.384276058334854,0.7236170215421026,0.8982000000000001,0.8982000000000001,1.0,0.42272050332768196,0.11220233283645768,0.6347000000000002,0.3519052623709847,0.4831240307884654,0.8328,0.8328,1.0,0.3955089043199048,ddf0107cf0148ac43df0257ae4fcb9f59d8e8e9c546282a9ab2d754a2f45b08e
FR2_MB8_PD5_reinhard_v3_test_m1.1,SP01,reinhard,v3_test,1.1,1.0,1.1,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,8,5,1981813971,897304369,3095987153,110,119,129,136,301,49,3.3185840707964602,71.23893805309734,0.02443969844574998,0.2274195674390286,0.23629867655547948,0.4392363805105848,0.5,0.72,2.224498651144416,1.1353387604567737,1.716839103256297,False,False,False,0.0234167026826014,0.8473999999999998,0.3758656184351939,0.6892175716640488,0.7938999999999997,0.7938999999999997,1.0,0.4217721721574226,0.11340007095691197,0.6274000000000003,0.34820886278121493,0.4768287246139106,0.8363999999999998,0.8363999999999998,1.0,0.3952505374336787,b1b8751c8aed7237328b9e540a5716449d301dd620569cfd4bfce8c0c3d41238
FR5_MB2_PD5_reinhard_v3_test_m1.1,SP01,reinhard,v3_test,1.1,1.0,1.1,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,2,5,1981813971,897304369,3095987153,107,115,126,164,252,126,14.567901234567902,27.160493827160494,0.053293415486397946,0.06122722977446791,0.293676012364278,0.26543491061823654,0.7218181818181806,0.5903846153846146,2.0827711940692906,0.8764260760958362,1.7294900396598525,False,False,False,0.07691089843944557,0.7262000000000002,0.3464210308378822,0.4533767186637318,0.8568000000000001,0.8568000000000001,1.0,0.3965705127266117,0.1131539029784893,0.6330999999999998,0.3498021834642099,0.473949037424189,0.8458000000000002,0.8458000000000002,1.0,0.3951603944770974,cec631df0207daad3826cf95c46181814827d41977e555af531a09eb799c65c9
FR5_MB5_PD5_reinhard_v3_test_m1.1,SP01,reinhard,v3_test,1.1,1.0,1.1,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,5,5,1981813971,897304369,3095987153,107,116,126,172,372,60,4.979253112033195,34.024896265560166,0.008209404975893292,0.10770146151556205,0.2608928700822345,0.3096950648822233,0.5555555555555556,0.6666666666666667,2.0783928086805323,0.8687107624828323,1.7245889969762473,False,False,False,0.0879290198370846,0.6864,0.348826576134429,0.4597611000678109,0.8583,0.8583,1.0,0.39715897472410105,0.1084323569916189,0.6329999999999999,0.3497408389421593,0.48961078634116945,0.8489000000000001,0.8489000000000001,1.0,0.39534820886908,7d7af6bf83be8029ae8bc7876d941b5cb822eb4c70f09c73b81c1fc91a7ad2fe
FR5_MB8_PD5_reinhard_v3_test_m1.1,SP01,reinhard,v3_test,1.1,1.0,1.1,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,8,5,1981813971,897304369,3095987153,108,116,127,171,173,51,18.26923076923077,52.11538461538461,0.03733512009540117,0.1889465713597271,0.335735714750101,0.39025078830702853,0.7,0.75,2.053524534604498,0.7148007697353028,1.743720173731452,False,False,False,0.09565526088100387,0.6793,0.3430909580321186,0.464537453992787,0.8292999999999998,0.8292999999999998,1.0,0.3983831671796045,0.11350254520200939,0.6250000000000001,0.34868742834138594,0.49733657418379357,0.8590999999999994,0.8590999999999994,1.0,0.3948116687774778,5382d00f8597e2c325e51b3a9e89f077a5c5e24ccf2a23600fe4baf6d6a46801
FR8_MB2_PD5_reinhard_v3_test_m1.1,SP01,reinhard,v3_test,1.1,1.0,1.1,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,2,5,1981813971,897304369,3095987153,106,114,125,166,152,238,2.460850111856823,15.436241610738255,0.004937340318533051,0.06562829540659637,0.2235865760395218,0.2262005701737552,0.5,0.6666666666666667,2.071359265321614,0.6843788007308731,1.7278340902262606,False,False,False,0.15134573656422567,0.4523000000000001,0.36871093773300223,0.5368781499750991,0.9089999999999998,0.9089999999999998,1.0,0.391706196990648,0.10875261400776833,0.6439,0.34796302234646814,0.47139917224148525,0.8293,0.8293,1.0,0.3947459641822426,af4ddf417001542215eda11769268dc1aaf696640c6fead1604c768818fc0c2f
FR8_MB5_PD5_reinhard_v3_test_m1.1,SP01,reinhard,v3_test,1.1,1.0,1.1,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,5,5,1981813971,897304369,3095987153,106,115,125,136,252,144,17.44421906693712,26.16632860040568,0.04349537141821102,0.08584418150320773,0.33729450604197914,0.27653180259279647,0.7068627450980391,0.6666666666666667,2.0257727290923997,0.6590650609135651,1.735432106144741,False,False,False,0.1424067438030274,0.47059999999999996,0.36685695746596614,0.5471972567513862,0.8792999999999996,0.8792999999999996,1.0,0.3915210400500921,0.11250194243964018,0.6197,0.3552427756077668,0.489800335648243,0.8442000000000001,0.8442000000000001,1.0,0.3947156303837634,933a58c1bb1e5e51541cc9ebe6b3bd840f875a7027a7fabd100b871563d9a99d
FR8_MB8_PD5_reinhard_v3_test_m1.1,SP01,reinhard,v3_test,1.1,1.0,1.1,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,8,5,1981813971,897304369,3095987153,106,114,125,182,199,182,7.708333333333333,25.416666666666668,0.017341266619625647,0.07038723223734916,0.26855676530220823,0.25724269496169433,0.6318181818181816,0.5714285714285714,1.9658487851505426,0.5296944529718172,1.7507109088727841,False,False,False,0.1618506921808423,0.4446,0.3716942893680601,0.5133697098015828,0.8667999999999999,0.8667999999999999,1.0,0.3911853412569718,0.1086427904179369,0.6415,0.34617860343704643,0.48710334426940116,0.8406,0.8406,1.0,0.3948105484536552,36e45ed26eb82eed90b616dfb3f1cf3a68d8fbd0b422ee484d3ad33634f8b60e
FR2_MB2_PD5_reinhard_v3_test_m1.2,SP01,reinhard,v3_test,1.2,1.0,1.2,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,2,5,1981813971,897304369,3095987153,110,118,129,136,418,164,2.34192037470726,17.330210772833723,0.0234192037470726,0.022730635559825702,0.11541150640353826,0.12492154162695686,0.2857142857142857,0.4358974358974359,2.2383896099084377,1.151451869625819,1.7210704256439255,False,False,False,0.023486866861826054,0.8255000000000001,0.39919994370852097,0.749887586110541,0.9993000000000001,0.9993000000000001,1.0,0.38745318648213084,0.10914773164138877,0.6465,0.3470187600415753,0.4785574115766999,0.9605000000000002,0.9605000000000002,1.0,0.36192353489660684,1a160158fc836001828aa5306bf74a22e43db74bc120c040214192e9f01f6aed
FR2_MB5_PD5_reinhard_v3_test_m1.2,SP01,reinhard,v3_test,1.2,1.0,1.2,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,5,5,1981813971,897304369,3095987153,110,118,129,136,462,134,2.217741935483871,21.169354838709676,0.02066532258064516,0.031135228288651146,0.15927268369389308,0.1834567870789117,0.5,0.4660714285714286,2.233494396077644,1.1229461779171945,1.7176205197074212,False,False,False,0.0247118439034978,0.8266,0.3838621460889986,0.7242649049502299,0.9973999999999994,0.9973999999999994,1.0,0.3874797561136756,0.11319625939659868,0.6295000000000001,0.3526197110419457,0.48437771019396836,0.9515000000000003,0.9515000000000003,1.0,0.36246042125450595,869715765ffe38b223d092642f2bd35cfc44d9a8a463ab69a9245de9de27510e
FR2_MB8_PD5_reinhard_v3_test_m1.2,SP01,reinhard,v3_test,1.2,1.0,1.2,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,8,5,1981813971,897304369,3095987153,110,118,129,136,339,121,4.662004662004662,27.272727272727273,0.028263259433559722,0.05283469221042292,0.18904191736846113,0.17924740495217753,0.5454545454545454,0.5353218210361065,2.224498651144416,1.1316668816541917,1.716839103256297,False,False,False,0.024058872989404713,0.8445999999999995,0.37516525602591877,0.6894679246922564,0.9926999999999998,0.9926999999999998,1.0,0.3864180873854188,0.10769603280539611,0.6355000000000001,0.3535307040249336,0.4912247322977721,0.9606999999999997,0.9606999999999997,1.0,0.3618384029713966,0a7f1cda35b68114b60510bba2520793ac634b871cb6b944cad3fdd776dabee2
FR5_MB2_PD5_reinhard_v3_test_m1.2,SP01,reinhard,v3_test,1.2,1.0,1.2,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,2,5,1981813971,897304369,3095987153,107,115,126,144,396,415,3.2537960954446854,1.735357917570499,0.02363069414316703,0.001168336097996681,0.16951126945689773,0.10826344382620376,0.5204945410251058,0.2941176470588235,2.0827711940692906,0.8764260760958362,1.7294900396598525,False,False,False,0.07691089843944557,0.7262000000000002,0.3464210308378822,0.4533767186637318,0.9623000000000006,0.9623000000000006,1.0,0.3635229699993941,0.1131539029784893,0.6330999999999998,0.3498021834642099,0.473949037424189,0.9679999999999996,0.9679999999999996,1.0,0.362230361604006,f2cfda5e3465b7315e53b8533c5acb71334956bbce8f650ebd940d7a4a4aa5cc
FR5_MB5_PD5_reinhard_v3_test_m1.2,SP01,reinhard,v3_test,1.2,1.0,1.2,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,5,5,1981813971,897304369,3095987153,107,116,126,198,310,299,6.962025316455696,9.915611814345992,0.02675787674686959,0.018179984926095946,0.20834059141818315,0.14925066572143678,0.5714285714285714,0.44127155172413757,2.0783928086805323,0.8751024958796234,1.72820344942598,False,False,False,0.09715508392178705,0.6690000000000004,0.34693232222304965,0.46021287804882166,0.9603000000000003,0.9603000000000003,1.0,0.36409794347729746,0.11128826008053413,0.6251000000000001,0.3520598210113873,0.49058892259035575,0.959299999999999,0.959299999999999,1.0,0.3623565011336931,24dd4455189f8e9618a62259720351b9ebc7ce049f744a62f0d4fe10425bf913
FR5_MB8_PD5_reinhard_v3_test_m1.2,SP01,reinhard,v3_test,1.2,1.0,1.2,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,8,5,1981813971,897304369,3095987153,108,116,127,219,375,245,0.7905138339920948,15.41501976284585,0.0004745683378406487,0.05256726901062101,0.12270027711486492,0.19856661296506675,0.3560606060606061,0.5347644376899696,2.053524534604498,0.729916291113261,1.742390954784549,False,False,False,0.10039902159983745,0.6685000000000002,0.34037599770731075,0.4700438670345512,0.9587999999999997,0.9587999999999997,1.0,0.3651952816516762,0.11235192105068681,0.6305,0.3486865024564548,0.4916829845852922,0.9667999999999998,0.9667999999999998,1.0,0.3621578477144329,bb6d1dc4d534d98ddc0647f82880a7e1444bdf0a36afd84d7fd89b7cf9f477aa
FR8_MB2_PD5_reinhard_v3_test_m1.2,SP01,reinhard,v3_test,1.2,1.0,1.2,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,2,5,1981813971,897304369,3095987153,106,114,125,166,,304,0.0,9.873949579831933,0.0,0.03362848274852676,0.1194829181167068,0.1458971655942864,0.2857142857142857,0.5,2.071359265321614,0.6843788007308731,1.7278340902262606,False,False,False,0.15134573656422567,0.4523000000000001,0.36871093773300223,0.5368781499750991,0.9813744002112804,0.9813999999999997,0.9999733773510308,0.35906401390809395,0.10875261400776833,0.6439,0.34796302234646814,0.47139917224148525,0.9641000000000003,0.9641000000000003,1.0,0.3618504671670557,4a4c66eb7f2438b405a6968d284b767e9924227a89328dbd0db0621020af0f05
FR8_MB5_PD5_reinhard_v3_test_m1.2,SP01,reinhard,v3_test,1.2,1.0,1.2,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,5,5,1981813971,897304369,3095987153,106,115,125,136,352,257,1.016260162601626,7.723577235772358,0.0014151231737881285,0.037590735843005714,0.12220617102880087,0.14414918773489546,0.36363636363636365,0.5204945410251058,2.0257727290923997,0.6590650609135651,1.735432106144741,False,False,False,0.1424067438030274,0.47059999999999996,0.36685695746596614,0.5471972567513862,0.9672603840126845,0.9672999999999997,0.9999584630198035,0.3588942867125844,0.11250194243964018,0.6197,0.3552427756077668,0.489800335648243,0.9601999999999995,0.9601999999999995,1.0,0.3618226611851164,a5998ca5d2df575c90cd7cc75a70231755919afb29b4d93b76ec81ce6241a93d
FR8_MB8_PD5_reinhard_v3_test_m1.2,SP01,reinhard,v3_test,1.2,1.0,1.2,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,8,5,1981813971,897304369,3095987153,106,114,125,182,493,284,0.1976284584980237,9.486166007905139,0.0004940711462450595,0.037287390365638676,0.14176722533226865,0.1555666410626736,0.33333333333333337,0.5204945410251058,1.9658487851505426,0.5296944529718172,1.7507109088727841,False,False,False,0.1618506921808423,0.4446,0.3716942893680601,0.5133697098015828,0.9531264864907772,0.9531999999999993,0.9999230625789169,0.3585865628188909,0.1086427904179369,0.6415,0.34617860343704643,0.48710334426940116,0.9446999999999999,0.9446999999999999,1.0,0.3619096694158504,817f75d7013cdff07aa0df13b3073fd87fd59420d92ca0ce0542bc9964778bc4
FR2_MB2_PD5_reinhard_v3_test_m1.3,SP01,reinhard,v3_test,1.3,1.0,1.3,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,2,5,1981813971,897304369,3095987153,110,118,129,136,412,230,2.375296912114014,20.902612826603324,0.023752969121140142,0.04029255360523762,0.09150701979925895,0.13532521491688487,0.33333333333333337,0.5319148936170213,2.2383896099084377,1.151451869625819,1.7210704256439255,False,False,False,0.023486866861826054,0.8255000000000001,0.39919994370852097,0.749887586110541,0.9998998120888558,0.9999000000000001,0.9999998120888557,0.3576490952142746,0.10914773164138877,0.6465,0.3470187600415753,0.4785574115766999,0.9915548552451522,0.9932999999999997,0.9982427546061154,0.33408326298148305,5a742f0b09918d9d3b3fb723d77b8f9739cbcf4a3c607001f13f5971c5c0ecac
FR2_MB5_PD5_reinhard_v3_test_m1.3,SP01,reinhard,v3_test,1.3,1.0,1.3,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,5,5,1981813971,897304369,3095987153,110,118,129,136,425,134,2.304147465437788,6.451612903225806,0.02304147465437788,0.012101826965975216,0.1172443789548918,0.06991037349452668,0.5,0.38442004118050777,2.233494396077644,1.1229461779171945,1.7176205197074212,False,False,False,0.0247118439034978,0.8266,0.3838621460889986,0.7242649049502299,0.9989967228144662,0.9989999999999997,0.9999967228144665,0.35767362102800804,0.11319625939659868,0.6295000000000001,0.3526197110419457,0.48437771019396836,0.9947135327592589,0.9963999999999998,0.9983047872630503,0.3345788503887745,9f75528ba38f89ceb59582c1278da9b3b86fe56311ec8e429aa648754ea76552
FR2_MB8_PD5_reinhard_v3_test_m1.3,SP01,reinhard,v3_test,1.3,1.0,1.3,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,8,5,1981813971,897304369,3095987153,110,118,129,136,,152,0.0,33.18681318681319,0.0,0.08882388539253275,0.06088961911032295,0.24883131011487541,0.30000000000000004,0.6236263736263724,2.224498651144416,1.1316668816541917,1.716839103256297,False,False,False,0.024058872989404713,0.8445999999999995,0.37516525602591877,0.6894679246922564,0.9984780661852561,0.9984999999999994,0.9999779051415869,0.356693619125002,0.10769603280539611,0.6355000000000001,0.3535307040249336,0.4912247322977721,0.9914658580605186,0.9932999999999994,0.9981500083442814,0.33400467966590464,d24736f4fa09bc8f5c5aee90c848ecf538b66637919886d4f3bdaf4817c26419
FR5_MB2_PD5_reinhard_v3_test_m1.3,SP01,reinhard,v3_test,1.3,1.0,1.3,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,2,5,1981813971,897304369,3095987153,107,115,126,144,404,410,2.380952380952381,0.4329004329004329,0.021722325293753862,0.0012732365673542142,0.11948315043363794,0.06811891973418394,0.5,0.2592592592592593,2.0827711940692906,0.8764260760958362,1.7294900396598525,False,False,False,0.07691089843944557,0.7262000000000002,0.3464210308378822,0.4533767186637318,0.9916009147997858,0.9930999999999993,0.9984874827346114,0.33555966461482534,0.1131539029784893,0.6330999999999998,0.3498021834642099,0.473949037424189,0.9930854325102056,0.9947999999999995,0.9982750136012019,0.334366487634467,1cbb2d4e2be0ed8f266010b8da97f4a8faefb641dab61eece15ba89486a87623
FR5_MB5_PD5_reinhard_v3_test_m1.3,SP01,reinhard,v3_test,1.3,1.0,1.3,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,5,5,1981813971,897304369,3095987153,107,116,126,198,396,303,2.355460385438972,5.139186295503212,0.021747858672376875,0.006957095018137255,0.13670289497912433,0.08552064595790068,0.5,0.33437499999999964,2.0783928086805323,0.8751024958796234,1.72820344942598,False,False,False,0.09715508392178705,0.6690000000000004,0.34693232222304965,0.46021287804882166,0.9921980628551897,0.9935999999999992,0.9985848842550059,0.33609040936365936,0.11128826008053413,0.6251000000000001,0.3520598210113873,0.49058892259035575,0.989726690648617,0.9914000000000002,0.9983082187639247,0.3344829241234091,2f04f540b565b9b984d38285dff023b2001827333059f3ced5dcec7415329b47
FR5_MB8_PD5_reinhard_v3_test_m1.3,SP01,reinhard,v3_test,1.3,1.0,1.3,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,8,5,1981813971,897304369,3095987153,108,116,127,219,483,249,1.8581081081081081,17.56756756756757,0.01706081081081081,0.0383564348238261,0.16174595086916874,0.14621467015266307,0.5204945410251058,0.5,2.053524534604498,0.729916291113261,1.742390954784549,False,False,False,0.10039902159983745,0.6685000000000002,0.34037599770731075,0.4700438670345512,0.9952544593885075,0.9964999999999992,0.9987497516794321,0.33710333690923955,0.11235192105068681,0.6305,0.3486865024564548,0.4916829845852922,0.9939666774857503,0.9956999999999999,0.9982557944067103,0.3342995517363997,a26e0f720f54fe676bfed154efea3bc1379f467c570257856c28726cb78c28c9
