odw_posture_bias_k_effective,run_count,first_contact_tick_mean,cut_tick_mean,pocket_tick_mean,first_deep_pursuit_tick_A_mean,pct_ticks_deep_pursuit_A_mean,mean_enemy_collapse_signal_A_mean,precontact_ar_forward_p90_A_mean,precontact_wedge_ratio_p10_A_mean,precontact_split_separation_p90_A_mean,precontact_net_axis_push_abs_p90_mean,event_order_anomaly_rate
0.0,18,107.5,126.5,163.33333333333334,191.83333333333334,22.126749308100898,0.32677123916524736,2.031009773665134,0.8055191119620893,1.7274382937768824,0.006832913897396787,0.0
0.25,18,107.38888888888889,129.22222222222223,159.0,213.88888888888889,16.69061367487366,0.30047836146354157,2.019246962306865,0.8013683624798947,1.7286442773967758,0.007483891528600324,0.0
0.5,18,107.27777777777777,126.44444444444444,169.83333333333334,202.94444444444446,15.652867791770607,0.29144474930828435,2.029275213629025,0.8112872317430697,1.7290144579311286,0.007282593498346295,0.0
0.75,18,107.38888888888889,126.77777777777777,155.5,206.77777777777777,19.321424377986816,0.30294101013379904,2.0222047996051815,0.8284659468639722,1.726641120016115,0.007414916766989674,0.0
1.0,18,107.27777777777777,130.33333333333334,165.94444444444446,201.77777777777777,17.292569431874973,0.2998538239608239,2.0239929992378216,0.817339611857762,1.7260857027732013,0.0075536310952160944,0.05555555555555555
