seed_profile_id,cell_FR,cell_MB,cell_PD,opponent_archetype_name,runtime_decision_source_requested_v2,runtime_decision_source_effective_v2,runtime_decision_source_requested_v3_test,runtime_decision_source_effective_v3_test,effective_source_match_pair,cohesion_gap_mean_abs_A,cohesion_gap_mean_abs_B,cohesion_gap_max_abs_A,cohesion_gap_max_abs_B,cohesion_gap_differs_A,cohesion_gap_differs_B,delta_first_deep_pursuit_tick_A,delta_first_deep_pursuit_tick_B,delta_mean_enemy_collapse_signal_A,delta_mean_enemy_collapse_signal_B,delta_pct_ticks_deep_pursuit_A,delta_pct_ticks_deep_pursuit_B,observable_runtime_difference
SP01,5,5,2,muller,v2,v2,v3_test,v3_test,True,0.19042759711538884,0.24576027089739078,0.7904778214528878,0.7298267031499857,True,True,0.0,0.0,-0.3438377719102583,-0.21537302911564593,-54.815074877016116,-42.1309125257566,True
SP01,5,5,2,reinhard,v2,v2,v3_test,v3_test,True,0.2360482032290792,0.2545643175124183,0.7904778214528878,0.6988292591259597,True,True,0.0,0.0,-0.1562027117854342,-0.11779850585665685,-60.71172441740494,8.85149924417938,True
SP01,5,5,2,reuenthal,v2,v2,v3_test,v3_test,True,0.2536058366039901,0.15061379597977612,0.7904778214528878,0.509570969551232,True,True,0.0,0.0,-0.11918105493939901,-0.2648242325247647,-62.92602662760481,-62.27438271914599,True
SP01,5,5,5,bittenfeld,v2,v2,v3_test,v3_test,True,0.1768367102338065,0.2721721393877273,0.7992798539497576,0.6533927970866814,True,True,0.0,0.0,-0.2064843332778632,-0.18526842941644506,-23.29317861232755,-0.20790020790020947,True
SP01,5,5,5,kircheis,v2,v2,v3_test,v3_test,True,0.17220559388827011,0.20075110614457775,0.7992798539497576,0.9980384627874745,True,True,0.0,0.0,-0.23447798902956019,-0.22128376742834455,-37.6088644954176,-20.28788898669289,True
SP01,5,5,5,mittermeyer,v2,v2,v3_test,v3_test,True,0.18667507907365474,0.14110657234611165,0.7992798539497576,0.5982655368858558,True,True,0.0,0.0,-0.15571107200185497,-0.21433502843372942,-9.753875799246742,-3.265306122448976,True
SP01,5,5,5,muller,v2,v2,v3_test,v3_test,True,0.16016180152833648,0.2301676278536902,0.7992798539497576,0.9999553482941297,True,True,0.0,0.0,-0.3412986384601082,-0.21730814007155808,-57.96755986629404,-34.58819661351306,True
SP01,5,5,5,reinhard,v2,v2,v3_test,v3_test,True,0.22462859188455073,0.17974799724341772,1.0,0.9622488459592808,True,True,0.0,0.0,-0.19603044232434497,-0.1676523747830223,-15.985130111524157,2.906951486678551,True
SP01,5,5,5,reuenthal,v2,v2,v3_test,v3_test,True,0.2540716059521054,0.1586376409398097,0.9983573725992888,0.46753770228559466,True,True,0.0,0.0,-0.10183675769801548,-0.21466575816835087,-1.459854014598534,-42.27292502537826,True
SP01,5,5,8,bittenfeld,v2,v2,v3_test,v3_test,True,0.2593347594522565,0.22175680679278045,0.9999290910497021,0.6682604422158086,True,True,0.0,0.0,-0.24232328099069134,-0.17359590916872558,-0.8510638297872362,0.6002421726344949,True
SP01,5,5,8,kircheis,v2,v2,v3_test,v3_test,True,0.1761137228540352,0.19702438077551754,0.8080658352062515,1.0,True,True,0.0,0.0,-0.2262830891026636,-0.15652173914115908,0.05934532733633091,-10.170956188572376,True
SP01,5,5,8,mittermeyer,v2,v2,v3_test,v3_test,True,0.1927584103935316,0.1616945410139324,0.8080658352062515,0.5982239675585284,True,True,0.0,0.0,-0.169664487191431,-0.17057312853249096,1.0320969671747378,-1.4669926650366705,True
SP01,5,5,8,muller,v2,v2,v3_test,v3_test,True,0.16377309088204875,0.258059870413621,0.8080658352062515,1.0,True,True,0.0,0.0,-0.3832520686715682,-0.20326086725287174,-5.5320459285317725,-34.57890292208852,True
SP01,5,5,8,reinhard,v2,v2,v3_test,v3_test,True,0.15833116861972155,0.18926366442770934,0.8080658352062515,0.6752385799677743,True,True,0.0,0.0,-0.22294738304042927,-0.1823787777785102,2.19560878243513,-1.5801354401805838,True
SP01,5,5,8,reuenthal,v2,v2,v3_test,v3_test,True,0.22937287098233622,0.1402110656625168,0.9998431198435611,0.4923052261806492,True,True,0.0,0.0,-0.12829147984087286,-0.19038500071301168,0.0,-41.27202423662601,True
SP01,5,8,2,bittenfeld,v2,v2,v3_test,v3_test,True,0.17402113042625558,0.1878992955302624,0.7907799539800742,0.6314093933367814,True,True,0.0,0.0,-0.19074104323902596,-0.2128420892211217,-52.60877581120944,2.0833333333333286,True
SP01,5,8,2,kircheis,v2,v2,v3_test,v3_test,True,0.18447705035553177,0.17409202954621752,0.9996194305381138,0.6143786158221104,True,True,0.0,0.0,-0.24966960457740395,-0.21276384245229907,-62.860717264386984,-23.71476230191827,True
SP01,5,8,2,mittermeyer,v2,v2,v3_test,v3_test,True,0.219117004877791,0.11751826404379725,1.0,0.5103031113241261,True,True,0.0,0.0,-0.12217572989831438,-0.1470532262464388,-59.73824504106432,0.9807405984342807,True
SP01,5,8,2,muller,v2,v2,v3_test,v3_test,True,0.22594483245331423,0.22176192881240825,0.9955451720977665,0.6350467564018262,True,True,0.0,0.0,-0.3729801222598429,-0.21679177918311243,-63.61642318667746,-47.72243281230036,True
SP01,5,8,2,reinhard,v2,v2,v3_test,v3_test,True,0.20010654586112298,0.17522428901844483,0.7907799539800742,0.6295632561220637,True,True,0.0,0.0,-0.2179806398155929,-0.18773441375541045,-60.84212747994934,-1.5618404390038023,True
SP01,5,8,2,reuenthal,v2,v2,v3_test,v3_test,True,0.17971684987084954,0.1334382959445483,0.7907799539800742,0.4389102543579354,True,True,0.0,0.0,-0.13285894085980676,-0.20536735478000734,-71.55362022616694,-48.731199040234614,True
