metric_x,metric_y,pearson_r
precontact_net_axis_push_abs_p90,precontact_ar_forward_p90_A,0.04457997864443317
precontact_net_axis_push_abs_p90,precontact_wedge_ratio_p10_A,0.014715475904640727
precontact_net_axis_push_abs_p90,first_deep_pursuit_tick_A,-0.32026914664168965
precontact_net_axis_push_abs_p90,mean_enemy_collapse_signal_A,0.46178865876889164
