run_id,seed_profile_id,runtime_decision_source_requested,runtime_decision_source_effective,movement_model_requested,movement_model_effective,movement_v3a_experiment_effective,centroid_probe_scale_effective,v2_connect_radius_multiplier_effective,v3_connect_radius_multiplier_effective,v3_r_ref_radius_multiplier_effective,cell_FR,cell_MB,cell_PD,opponent_archetype_name,opponent_archetype_index,random_seed_effective,background_map_seed_effective,metatype_random_seed_effective,winner,end_tick,remaining_units_A,remaining_units_B,first_contact_tick,first_kill_tick,cut_tick,pocket_tick,first_deep_pursuit_tick,first_deep_pursuit_tick_A,first_deep_pursuit_tick_B,pct_ticks_deep_pursuit_A,pct_ticks_deep_pursuit_B,mean_pursuit_intensity_A,mean_pursuit_intensity_B,mean_enemy_collapse_signal_A,mean_enemy_collapse_signal_B,p95_enemy_collapse_signal_A,p95_enemy_collapse_signal_B,collapse_prediction_error,ar_forward_p90_A,ar_forward_p90_B,wedge_ratio_p10_A,wedge_ratio_p10_B,split_separation_p90_A,split_separation_p90_B,collapse_signal_jitter_A,collapse_signal_jitter_B,missing_cut,pocket_without_cut,event_order_anomaly,determinism_digest,cohesion_gap_mean_abs_A,cohesion_gap_mean_abs_B,cohesion_gap_max_abs_A,cohesion_gap_max_abs_B,cohesion_gap_differs_A,cohesion_gap_differs_B,phase_label
confirm_FR2_MB2_PD5_reinhard_SP02_v2,SP02,v2,v2,baseline,v3a,exp_precontact_centroid_probe,0.5,1.0,1.0,1.0,2,2,5,reinhard,3,104729,130363,181081,A,416,32,0,112,119,131,136,1,1,1,98.5576923076923,100.0,0.7478704825543059,0.9125665037959927,0.8799296161779819,0.9417110025306619,0.98448832827211,0.9881616473550228,-135,2.2829831829435645,2.1361652797398363,1.0678814098657519,0.818659758661508,1.7241107585908144,1.7076581239326407,0.01342736047779627,0.009384565059001856,False,False,False,2b62cc40b42b54b57727c987e02e0f7ef1218cd828ff451afc69747bb1e01619,0.20430858010212785,0.24454004202001217,0.8081665525866378,0.9982445465558403,True,True,confirmation
confirm_FR2_MB2_PD5_reinhard_SP02_v3_test,SP02,v3_test,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,1.0,1.1,1.0,2,2,5,reinhard,3,104729,130363,181081,A,432,31,0,110,118,129,141,41,314,41,3.009259259259259,36.342592592592595,0.023921849838969406,0.07336766066776532,0.19206478738988927,0.22782003952232285,0.5,0.5556055900621117,-100,2.2296346801687306,1.9689376294690069,1.0858120874126442,0.8392246197163046,1.717548212187556,1.7231713707277798,0.045959595959595985,0.03606060606060607,False,False,False,5a4f95b2afdb548719cbf2e493893b5b5dec59882ebfda4c4149421d2c24bbfb,0.0,0.0,0.0,0.0,False,False,confirmation
confirm_FR2_MB5_PD5_mittermeyer_SP01_v2,SP01,v2,v2,baseline,v3a,exp_precontact_centroid_probe,0.5,1.0,1.0,1.0,2,5,5,mittermeyer,1,1981813971,897304369,3095987153,A,412,26,0,113,120,132,137,1,1,1,98.30097087378641,100.0,0.7781401326190608,0.9284463248854269,0.8919565637961739,0.9522975499236185,0.9902369532045838,0.9896847028502525,-136,2.27434942422128,2.1535146232758744,1.0959567735915492,0.8478126316092928,1.725378488750061,1.7100789437425468,0.008091315906948213,0.008308863131343075,False,False,False,000059deeb01cf906933f541d93fab5296320e2279c2e4fef1f3048dab91856a,0.15052130729696694,0.159312692655539,0.8089071200244382,0.9941620814045115,True,True,confirmation
confirm_FR2_MB5_PD5_mittermeyer_SP01_v3_test,SP01,v3_test,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,1.0,1.1,1.0,2,5,5,mittermeyer,1,1981813971,897304369,3095987153,A,438,28,0,111,119,130,158,69,300,69,8.904109589041095,39.04109589041096,0.034756864871356194,0.09883081177254696,0.2969778296683559,0.28350764031319436,0.6379679144385024,0.6142379679144385,-89,2.239634780045534,2.0380865250045965,1.0690910654220318,0.8347720078704581,1.7138531678543518,1.725803603573618,0.051010101010101006,0.05141414141414141,False,False,False,95e94e44e145a608d2a216bb62f10a27a0c58f9f82d90b3e84a23d239bd3afa1,0.0,0.0,0.0,0.0,False,False,confirmation
confirm_FR2_MB5_PD5_mittermeyer_SP02_v2,SP02,v2,v2,baseline,v3a,exp_precontact_centroid_probe,0.5,1.0,1.0,1.0,2,5,5,mittermeyer,1,104729,130363,181081,A,412,26,0,113,120,132,137,1,1,1,98.30097087378641,100.0,0.7781401326190608,0.9284463248854269,0.8919565637961739,0.9522975499236185,0.9902369532045838,0.9896847028502525,-136,2.27434942422128,2.1535146232758744,1.0959567735915492,0.8478126316092928,1.725378488750061,1.7100789437425468,0.008091315906948213,0.008308863131343075,False,False,False,000059deeb01cf906933f541d93fab5296320e2279c2e4fef1f3048dab91856a,0.15052130729696694,0.159312692655539,0.8089071200244382,0.9941620814045115,True,True,confirmation
confirm_FR2_MB5_PD5_mittermeyer_SP02_v3_test,SP02,v3_test,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,1.0,1.1,1.0,2,5,5,mittermeyer,1,104729,130363,181081,A,438,28,0,111,119,130,158,69,300,69,8.904109589041095,39.04109589041096,0.034756864871356194,0.09883081177254696,0.2969778296683559,0.28350764031319436,0.6379679144385024,0.6142379679144385,-89,2.239634780045534,2.0380865250045965,1.0690910654220318,0.8347720078704581,1.7138531678543518,1.725803603573618,0.051010101010101006,0.05141414141414141,False,False,False,95e94e44e145a608d2a216bb62f10a27a0c58f9f82d90b3e84a23d239bd3afa1,0.0,0.0,0.0,0.0,False,False,confirmation
confirm_FR2_MB5_PD5_muller_SP01_v2,SP01,v2,v2,baseline,v3a,exp_precontact_centroid_probe,0.5,1.0,1.0,1.0,2,5,5,muller,2,1981813971,897304369,3095987153,A,468,24,0,111,119,130,136,1,1,1,98.71794871794872,99.57264957264957,0.6991276434162352,0.8091370955904205,0.8591564455069303,0.9362135567370264,0.9903992334179501,0.991387086804286,-135,2.26828548249399,2.0732738665367627,1.0690480717915372,0.8410723644789457,1.7207355483278441,1.7027608791545057,0.019061519071610678,0.008005009811273674,False,False,False,7c89dcbfd6896c88c3a67a0fd82d223f4fc5399524a8f0177739ebe836318cfb,0.17354813236410083,0.2927760184445627,0.8089071200244382,0.9999988621313634,True,True,confirmation
confirm_FR2_MB5_PD5_muller_SP01_v3_test,SP01,v3_test,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,1.0,1.1,1.0,2,5,5,muller,2,1981813971,897304369,3095987153,B,394,0,28,109,117,128,136,108,320,108,1.2690355329949239,13.197969543147208,0.0027442893401015225,0.060321248165350845,0.14607356017901393,0.4037091619986052,0.4285714285714286,0.8269607843137252,-28,2.2273527197944163,2.0620071902657684,1.0917035925369973,0.8224124034071548,1.7187750139413642,1.7322156183527433,0.031414141414141415,0.06979797979797978,False,False,False,215bcfed505f784ce55495ee41c1b2215707b7284bf4a091ee287c8116924c11,0.0,0.0,0.0,0.0,False,False,confirmation
confirm_FR2_MB5_PD5_muller_SP02_v2,SP02,v2,v2,baseline,v3a,exp_precontact_centroid_probe,0.5,1.0,1.0,1.0,2,5,5,muller,2,104729,130363,181081,A,468,24,0,111,119,130,136,1,1,1,98.71794871794872,99.57264957264957,0.6991276434162352,0.8091370955904205,0.8591564455069303,0.9362135567370264,0.9903992334179501,0.991387086804286,-135,2.26828548249399,2.0732738665367627,1.0690480717915372,0.8410723644789457,1.7207355483278441,1.7027608791545057,0.019061519071610678,0.008005009811273674,False,False,False,7c89dcbfd6896c88c3a67a0fd82d223f4fc5399524a8f0177739ebe836318cfb,0.17354813236410083,0.2927760184445627,0.8089071200244382,0.9999988621313634,True,True,confirmation
confirm_FR2_MB5_PD5_muller_SP02_v3_test,SP02,v3_test,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,1.0,1.1,1.0,2,5,5,muller,2,104729,130363,181081,B,394,0,28,109,117,128,136,108,320,108,1.2690355329949239,13.197969543147208,0.0027442893401015225,0.060321248165350845,0.14607356017901393,0.4037091619986052,0.4285714285714286,0.8269607843137252,-28,2.2273527197944163,2.0620071902657684,1.0917035925369973,0.8224124034071548,1.7187750139413642,1.7322156183527433,0.031414141414141415,0.06979797979797978,False,False,False,215bcfed505f784ce55495ee41c1b2215707b7284bf4a091ee287c8116924c11,0.0,0.0,0.0,0.0,False,False,confirmation
