run_id,seed_profile_id,random_seed_effective,background_map_seed_effective,metatype_random_seed_effective,opponent_archetype_id,runtime_decision_source_requested,runtime_decision_source_effective,movement_model_requested,movement_model_effective,movement_v3a_experiment_effective,centroid_probe_scale_effective,odw_posture_bias_enabled_effective,odw_posture_bias_k_effective,side_a_odw,side_a_fixed_vector,opponent_vector,end_tick,remaining_units_A,remaining_units_B,first_contact_tick,first_kill_tick,cut_tick,pocket_tick,missing_cut,pocket_without_cut,event_order_anomaly,event_order_anomaly_label,first_deep_pursuit_tick_A,first_deep_pursuit_tick_B,pct_ticks_deep_pursuit_A,pct_ticks_deep_pursuit_B,mean_pursuit_intensity_A,mean_pursuit_intensity_B,mean_enemy_collapse_signal_A,mean_enemy_collapse_signal_B,p95_enemy_collapse_signal_A,p95_enemy_collapse_signal_B,precontact_ar_forward_p90_A,precontact_wedge_ratio_p10_A,precontact_split_separation_p90_A,precontact_net_axis_push_mean,precontact_net_axis_push_abs_mean,precontact_net_axis_push_abs_p90,precontact_net_axis_push_abs_max,precontact_c_conn_mean_A,precontact_rho_mean_A,precontact_c_scale_mean_A,determinism_digest
ODW2_K0p0_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,False,0.0,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",551,5,0,107,115,126,188,False,False,False,,261,4,16.33393829401089,96.91470054446461,0.04914569673917939,0.2766753446831423,0.28091474914468983,0.2766753446831423,0.6666666666666667,0.6,2.0311733183486607,0.8395140541117845,1.7229471143397304,-0.00010531747316010166,0.0010892714167546607,0.002001063932942344,0.0023776741562181237,0.8672,0.4343221956026453,1.0,bd792babfc7ead334bc0f807e4c1ac347eaa3413ee9746c42a3bdba676d84497
ODW2_K0p25_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.25,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",463,14,0,106,115,125,169,False,False,False,,236,4,16.198704103671705,98.48812095032397,0.05912585985675532,0.3093287611048988,0.2694083343525377,0.3093287611048988,0.7058823529411764,0.6581818181818181,2.033191164006205,0.8614915991235548,1.7263818177041708,-0.0037694994494912068,0.0038183081217923872,0.005176509511481573,0.006270668433984561,0.8438999999999998,0.4365043683720028,1.0,2c74d66ddc9480fc662ffe628b7fd690e8bde0320031209f7b9ba8623d57b6ba
ODW2_K0p5_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.5,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",441,17,0,107,116,126,136,False,False,False,,250,9,12.01814058956916,97.05215419501134,0.04246110646964198,0.3093483960110545,0.2637150037581055,0.3093483960110545,0.6666666666666667,0.6,2.03755056523667,0.8012576154585119,1.7178189704083506,-0.005799938093055424,0.005799938093055424,0.008908380571586189,0.010205113251300002,0.8270000000000002,0.4388544343824342,1.0,481fb9ee80a3b09d6710255063aed781220bd654c946b76ef7396f6180b939b5
ODW2_K0p75_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.75,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",607,0,2,107,116,126,136,False,False,False,,287,11,26.359143327841846,97.36408566721582,0.0807025381141994,0.36899839209803165,0.316035119046363,0.36899839209803165,0.7083333333333333,0.7,2.0309165833611864,1.0164711797626973,1.7163345257570688,-0.004677642571514407,0.004677642571514407,0.006680382374273092,0.008356696578025158,0.8304999999999997,0.43768413164621456,1.0,2d43d944478dee094d51843bf1c6dead602dde28f8474f0a96d5c402d0fdc74e
ODW2_K1p0_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,1.0,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",446,19,0,107,116,126,154,False,False,False,,325,7,7.174887892376682,97.53363228699551,0.028448080381343086,0.2964524756418661,0.2416144208137861,0.2964524756418661,0.5280112044817927,0.6400375939849623,2.0302711208067032,0.9497146086203669,1.7222627128119257,-0.005973806224094961,0.005973806224094961,0.00902738248918757,0.010058673199008439,0.8129999999999998,0.43797942280176727,1.0,c03baea0f27caad5c283bce52d601e926a1217072bec64dbee02777a586396af
ODW5_K0p0_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,False,0.0,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",551,5,0,107,115,126,188,False,False,False,,261,4,16.33393829401089,96.91470054446461,0.04914569673917939,0.2766753446831423,0.28091474914468983,0.2766753446831423,0.6666666666666667,0.6,2.0311733183486607,0.8395140541117845,1.7229471143397304,-0.00010531747316010166,0.0010892714167546607,0.002001063932942344,0.0023776741562181237,0.8672,0.4343221956026453,1.0,bd792babfc7ead334bc0f807e4c1ac347eaa3413ee9746c42a3bdba676d84497
ODW5_K0p25_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.25,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",582,0,4,106,115,125,166,False,False,False,,281,4,11.512027491408935,98.10996563573883,0.03726681394207167,0.32442754571024096,0.2501034762554866,0.32442754571024096,0.6666666666666667,0.75,2.026126054284056,0.7761371139326175,1.7284552861837785,-0.001355080756666163,0.0014895109477992216,0.002835501772741864,0.003454579222329901,0.8582999999999997,0.4348413295346262,1.0,ed439a3e74143e659112f2a75f0ef99572ce80ac0726c7a17e706f7304e70914
ODW5_K0p5_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.5,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",506,9,0,106,115,125,180,False,False,False,,287,4,8.102766798418973,97.82608695652173,0.03034516179142312,0.2680628985984248,0.23205373254200282,0.2680628985984248,0.5714285714285714,0.5792307692307692,2.0239577619568845,0.7657645325990579,1.7325671076694826,-0.0019491382605223663,0.001975086441115776,0.0032251595125337928,0.004732979100756385,0.8600999999999999,0.4353374936197957,1.0,8f47d42e93ed820f4aaccd821d95f9aa833bbef75e1d39bf7a3848ff91ed1544
ODW5_K0p75_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.75,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",491,10,0,107,115,126,136,False,False,False,,246,4,10.386965376782078,98.37067209775968,0.0374342500715682,0.3008462487720145,0.25605137185856813,0.3008462487720145,0.6339712918660287,0.6817279046673288,2.0211303414663524,0.7415650432179532,1.727503260059492,-0.0017421815658176017,0.0018377903859722205,0.0043735021408190106,0.00532197945679389,0.8462000000000001,0.4347537651611247,1.0,c37f56137e158118d707d49b52c31633f0c57367d8e50fed90d049ae5e2a3556
ODW5_K1p0_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,1.0,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",425,22,0,106,115,125,137,False,False,False,,244,4,10.117647058823529,97.41176470588235,0.039579160693761835,0.2631950419254864,0.26772986125151,0.2631950419254864,0.6287037037037035,0.6336328626444158,2.0142633507132572,0.8057783191992213,1.7407615215764747,-0.002125770417149477,0.0021362589558834248,0.0035573118714268053,0.004046675663606258,0.8613,0.4350970682792955,1.0,dee0ac43d94c963ee591ca57ea5357ae6c025967d24de9c37f8bd14ba63d2177
ODW8_K0p0_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,False,0.0,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",551,5,0,107,115,126,188,False,False,False,,261,4,16.33393829401089,96.91470054446461,0.04914569673917939,0.2766753446831423,0.28091474914468983,0.2766753446831423,0.6666666666666667,0.6,2.0311733183486607,0.8395140541117845,1.7229471143397304,-0.00010531747316010166,0.0010892714167546607,0.002001063932942344,0.0023776741562181237,0.8672,0.4343221956026453,1.0,bd792babfc7ead334bc0f807e4c1ac347eaa3413ee9746c42a3bdba676d84497
ODW8_K0p25_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.25,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",521,8,0,106,115,125,159,False,False,False,,318,4,7.869481765834933,96.16122840690979,0.02606078003535049,0.2368118449858955,0.23255478233305044,0.2368118449858955,0.5416666666666667,0.5789473684210527,1.9945039348653066,0.7848367530109579,1.7239588492854927,-0.000894784653554517,0.0009461763339639657,0.0019913366085951797,0.0029197488617608513,0.8644000000000002,0.4321564253659207,1.0,163e92f55b304fa0dbc6d1d87fb50babc45d648e1ba52d510f37178538ab5805
ODW8_K0p5_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.5,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",506,0,9,106,114,125,145,False,False,False,,298,4,6.324110671936759,96.24505928853755,0.016168933580471983,0.274072832020059,0.20387354765508522,0.274072832020059,0.553030303030303,0.6666666666666667,2.024264757083424,0.7749831791516942,1.7321410273327424,-0.0010635029666572608,0.0011768968145513604,0.0021938562117870945,0.0030858481810369653,0.8852000000000002,0.4328603197146715,1.0,1e2ee7dc1da21ce5f77d081f5fd6e2ba2fa67c372b78a2e4e8d7998f6653e99f
ODW8_K0p75_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.75,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",520,0,7,106,115,125,147,False,False,False,,140,4,7.3076923076923075,95.57692307692308,0.016481125809886345,0.2542701693235174,0.19742795480186476,0.2542701693235174,0.5559027777777775,0.6666666666666667,2.007503407242256,0.7919496254496858,1.7330660847883028,-0.0007807744263495939,0.0010146680464969827,0.001662844115670241,0.002427109648852088,0.9015,0.43239799679623464,1.0,049326a38d1d858085be6aa514b1cf4404489f8b546afc09270fae4d06f5dc69
ODW8_K1p0_bittenfeld,SP01,1981813971,897304369,3095987153,bittenfeld,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,1.0,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 8.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 9.0, ""perception_radius"": 4.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 6.0, ""risk_appetite"": 8.0, ""targeting_logic"": 3.0, ""time_preference"": 7.0}",485,12,0,106,114,125,154,False,False,False,,311,4,17.11340206185567,97.31958762886597,0.06501502206889645,0.257259184911857,0.2504914626735749,0.257259184911857,0.7481481481481478,0.6666666666666667,2.01170962308677,0.7462983795979021,1.7294122867455082,-0.0011280334360173746,0.0017931405210001269,0.0030263155887744735,0.0039721388172533345,0.8806000000000002,0.4324273432833106,1.0,93c1fa78594521a279cb3072b4844c888c2284244a7131cdb0f524b5757be5b1
ODW2_K0p0_muller,SP01,1981813971,897304369,3095987153,muller,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,False,0.0,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 3.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 3.0, ""offense_defense_weight"": 1.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 9.0, ""risk_appetite"": 2.0, ""targeting_logic"": 6.0, ""time_preference"": 3.0}",529,6,0,106,115,125,143,False,False,False,,235,237,11.1531190926276,14.366729678638942,0.03319277728473335,0.024004851647867576,0.24975503855652723,0.34185512946807245,0.6111111111111112,0.7058823529411764,2.026392151704592,0.7470546137968533,1.733984609921231,-0.00011560624666853493,0.0007283901632036404,0.0013130110919036487,0.0018739925340964803,0.8547,0.43518828723813735,1.0,582dfda43383f5166c41763413b160ef8aa312d1cf6de3f3a4cb24347621f448
ODW2_K0p25_muller,SP01,1981813971,897304369,3095987153,muller,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.25,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 3.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 3.0, ""offense_defense_weight"": 1.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 9.0, ""risk_appetite"": 2.0, ""targeting_logic"": 6.0, ""time_preference"": 3.0}",517,0,8,107,116,174,175,False,False,False,,256,194,4.6421663442940035,8.123791102514506,0.010676631976774943,0.031361161319320895,0.2170122481157903,0.30582737881419325,0.5,0.7,2.0251059350183103,0.8338841246120261,1.7360248685375987,0.002259359692368905,0.002315211340394877,0.003751411341983701,0.0048479425680159945,0.8323000000000002,0.4366645647358435,1.0,e9354d59c9d7e46598a2b4a8e9c0a203bc0746856a524821293aee34f89ebf60
ODW2_K0p5_muller,SP01,1981813971,897304369,3095987153,muller,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.5,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 3.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 3.0, ""offense_defense_weight"": 1.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 9.0, ""risk_appetite"": 2.0, ""targeting_logic"": 6.0, ""time_preference"": 3.0}",453,16,0,107,115,126,179,False,False,False,,285,303,9.050772626931566,5.739514348785872,0.03493270955263207,0.013854714907952663,0.25475889705646465,0.28788414276601126,0.6044444444444442,0.631578947368421,2.0327535642421104,1.0006742342902837,1.7198317224574442,0.0009856275444726187,0.0014318880243393065,0.0031457256731950607,0.004316910105186267,0.8305999999999999,0.4379124183817143,1.0,77ef054c676940e40d93a14f76270f19027178c2788b2e5d893a44e0a0dbbfc8
ODW2_K0p75_muller,SP01,1981813971,897304369,3095987153,muller,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.75,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 3.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 3.0, ""offense_defense_weight"": 1.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 9.0, ""risk_appetite"": 2.0, ""targeting_logic"": 6.0, ""time_preference"": 3.0}",502,0,7,106,115,125,142,False,False,False,,245,244,15.338645418326694,13.944223107569721,0.043204770512695494,0.04249003559540446,0.2887054107517819,0.3762667559697012,0.6666666666666667,0.7294932432432432,2.0268587923248345,0.9734623628665724,1.7131685673623926,0.0005640582555843734,0.0013778278977022902,0.002834974299367296,0.0035203496285717505,0.8277,0.43797220599042497,1.0,afaec2826f7339c06bf598899565d4bc0dd367569cca107da1420aae7145c52b
ODW2_K1p0_muller,SP01,1981813971,897304369,3095987153,muller,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,1.0,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 3.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 3.0, ""offense_defense_weight"": 1.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 9.0, ""risk_appetite"": 2.0, ""targeting_logic"": 6.0, ""time_preference"": 3.0}",537,0,6,106,115,125,179,False,False,False,,194,280,14.8975791433892,10.242085661080074,0.04327493390863745,0.03866373757266185,0.2750253237466313,0.3441687583460586,0.6666666666666667,0.7204444444444444,2.029163008887255,0.9039680881106413,1.7338573911324469,0.0007050984945355902,0.0014596177603016618,0.0023031395469145103,0.0029887484250711084,0.8094999999999999,0.43838342237449496,1.0,f40d0e7079a9baccd2e6bd551a47f97d24b1152543b93e6f01b5dd044eef916d
ODW5_K0p0_muller,SP01,1981813971,897304369,3095987153,muller,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,False,0.0,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 3.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 3.0, ""offense_defense_weight"": 1.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 9.0, ""risk_appetite"": 2.0, ""targeting_logic"": 6.0, ""time_preference"": 3.0}",529,6,0,106,115,125,143,False,False,False,,235,237,11.1531190926276,14.366729678638942,0.03319277728473335,0.024004851647867576,0.24975503855652723,0.34185512946807245,0.6111111111111112,0.7058823529411764,2.026392151704592,0.7470546137968533,1.733984609921231,-0.00011560624666853493,0.0007283901632036404,0.0013130110919036487,0.0018739925340964803,0.8547,0.43518828723813735,1.0,582dfda43383f5166c41763413b160ef8aa312d1cf6de3f3a4cb24347621f448
