run_id,seed_profile_id,random_seed_effective,background_map_seed_effective,metatype_random_seed_effective,opponent_archetype_id,runtime_decision_source_requested,runtime_decision_source_effective,movement_model_requested,movement_model_effective,movement_v3a_experiment_effective,centroid_probe_scale_effective,odw_posture_bias_enabled_effective,odw_posture_bias_k_effective,side_a_odw,side_a_fixed_vector,opponent_vector,end_tick,remaining_units_A,remaining_units_B,first_contact_tick,first_kill_tick,cut_tick,pocket_tick,missing_cut,pocket_without_cut,event_order_anomaly,event_order_anomaly_label,first_deep_pursuit_tick_A,first_deep_pursuit_tick_B,pct_ticks_deep_pursuit_A,pct_ticks_deep_pursuit_B,mean_pursuit_intensity_A,mean_pursuit_intensity_B,mean_enemy_collapse_signal_A,mean_enemy_collapse_signal_B,p95_enemy_collapse_signal_A,p95_enemy_collapse_signal_B,precontact_ar_forward_p90_A,precontact_wedge_ratio_p10_A,precontact_split_separation_p90_A,precontact_net_axis_push_mean,precontact_net_axis_push_abs_mean,precontact_net_axis_push_abs_p90,precontact_net_axis_push_abs_max,precontact_c_conn_mean_A,precontact_rho_mean_A,precontact_c_scale_mean_A,determinism_digest
ODW5_K1p0_reuenthal,SP01,1981813971,897304369,3095987153,reuenthal,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,1.0,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 6.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 8.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 4.0, ""targeting_logic"": 5.0, ""time_preference"": 4.0}",410,0,27,110,118,132,138,False,False,False,,55,307,36.58536585365854,4.878048780487805,0.08113662612859414,0.028389469608981803,0.3976242533857388,0.26953558020906393,0.7142857142857143,0.6206730769230765,2.045756076854302,0.8330957537984152,1.7198001373841894,-0.0065503005145595705,0.0065503005145595705,0.008449846888473892,0.011088940678481762,0.8499999999999998,0.435032912792193,1.0,8122b8632ca558bfe8f519387b3aaa1ae772412788e0f73fdf3c03fc5a86675d
ODW8_K0p0_reuenthal,SP01,1981813971,897304369,3095987153,reuenthal,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,False,0.0,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 6.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 8.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 4.0, ""targeting_logic"": 5.0, ""time_preference"": 4.0}",437,17,0,110,118,129,136,False,False,False,,75,212,37.986270022883296,2.059496567505721,0.13525737648477834,0.002749298833393439,0.4189586504954064,0.22716645268616814,0.7894736842105263,0.5376623376623375,2.0267460997460196,0.7790425788376714,1.7271420056752975,-0.005516322216793986,0.005516322216793986,0.007608909351181348,0.008926022411469248,0.8587999999999996,0.4348851025493823,1.0,b1d8d33989312310ad53b58e703693383b17906751343ce0484cc151fd02f518
ODW8_K0p25_reuenthal,SP01,1981813971,897304369,3095987153,reuenthal,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.25,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 6.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 8.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 4.0, ""targeting_logic"": 5.0, ""time_preference"": 4.0}",435,0,22,110,118,129,136,False,False,False,,114,349,39.310344827586206,4.137931034482759,0.0712064885897549,0.025746411953308505,0.3976269122548367,0.24744719998828613,0.6760930232558137,0.568749999999999,2.0012864732561435,0.7716694297861988,1.7402467513916722,-0.004926165178018812,0.004926165178018812,0.007641929601995692,0.008329345592689209,0.8718,0.4323406017961682,1.0,9337be053861c1343c93070571c03a004e68f9ce377e983cb0d1c3c67c9ef9a4
ODW8_K0p5_reuenthal,SP01,1981813971,897304369,3095987153,reuenthal,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.5,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 6.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 8.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 4.0, ""targeting_logic"": 5.0, ""time_preference"": 4.0}",459,18,0,109,118,128,136,False,False,False,,81,,28.540305010893245,0.0,0.08207261603997362,0.0,0.3649129709137467,0.18143251439079125,0.7333333333333334,0.3917087967644083,2.0195037731912855,0.7919607088475025,1.731430785172952,-0.0056320298698792634,0.0056320298698792634,0.007562648844135369,0.008182959519566246,0.8912999999999996,0.4327971764103761,1.0,cbb913ff56a960145228b6f074374637dc01d83a3a9e775f6c8cf436c825dad9
ODW8_K0p75_reuenthal,SP01,1981813971,897304369,3095987153,reuenthal,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.75,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 6.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 8.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 4.0, ""targeting_logic"": 5.0, ""time_preference"": 4.0}",397,0,30,110,118,133,135,False,False,False,,86,267,41.05793450881612,6.54911838790932,0.08525026215997263,0.03265235289275238,0.3976753797053942,0.2534290687358479,0.7068111455108358,0.6666666666666667,2.0180195394956284,0.7577697361793129,1.7236021847380607,-0.005499106681827046,0.005499106681827046,0.006643033748705528,0.008856786423929907,0.8960999999999999,0.4327545541868974,1.0,768fe89e915523a4e55277f5f2bbf359821ee177e99e28db3e9383316133bf8f
ODW8_K1p0_reuenthal,SP01,1981813971,897304369,3095987153,reuenthal,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,1.0,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 6.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 8.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 4.0, ""targeting_logic"": 5.0, ""time_preference"": 4.0}",439,0,21,110,118,129,136,False,False,False,,70,303,23.006833712984054,5.694760820045558,0.04351951196463131,0.02752676328986125,0.3371358003573649,0.25874301052087656,0.6457966764418375,0.6666666666666667,2.011648431658505,0.7431761556284714,1.7294783784191514,-0.004866724164486062,0.004866724164486062,0.006314015226653477,0.0069708155649374605,0.8838999999999995,0.43220176908887986,1.0,4bdf3b7ed434fc9ebacf215aa8ebff2ef9188980f8363b413e01700c1145a0ad
ODW2_K0p0_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,False,0.0,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",540,0,6,109,117,128,192,False,False,False,,54,63,32.22222222222222,53.51851851851852,0.0862517333461342,0.16769905401963223,0.4049319463356924,0.3290063803941479,0.7142857142857143,0.6666666666666667,2.034550161111623,0.8491054680669712,1.720203091447841,0.010414486954629942,0.010414486954629942,0.012746082717114382,0.013607221127405821,0.8578000000000001,0.4357993501119973,1.0,e9306b7758a56b462cc93d5b248ebcd7024866ee2533164d6bbc0531a5aa5822
ODW2_K0p25_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.25,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",494,9,0,109,118,128,169,False,False,False,,143,46,24.291497975708502,58.097165991902834,0.07950898239530368,0.17008252413301084,0.3814301455948442,0.3407506471649026,0.75,0.6923076923076923,2.025971561119562,0.8372293556096345,1.7275663808327275,0.007689752698408042,0.007689752698408042,0.011627991588959762,0.012909601107245549,0.8376,0.43739983590967546,1.0,6c169d179368747f0ae5bb8ac8dd63dd86bcf3739d5e6b4a5204f3fb377432bc
ODW2_K0p5_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.5,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",575,5,0,109,117,128,185,False,False,False,,57,39,27.82608695652174,57.91304347826087,0.08417878725708247,0.1698021839809274,0.38760260697778015,0.33859454131253147,0.7110599078341012,0.7272727272727273,2.0243910691554126,0.9245627619956855,1.7196311675699705,0.005576762087353841,0.005576762087353841,0.008831253393810697,0.011266909003248227,0.8290000000000001,0.4375379314087989,1.0,894092863776a3a5cba60cbb72c5d7013e9fce64ae5ee432b0efc677213461f9
ODW2_K0p75_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.75,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",501,10,0,109,117,128,138,False,False,False,,164,36,38.72255489021956,57.28542914171657,0.14952618222640907,0.16830084586794572,0.4426097191514655,0.3423035489919864,0.8333333333333334,0.6875,2.0172483284455676,0.9253616182780353,1.736271294057755,0.0059758007761606426,0.0059758007761606426,0.008976050771862027,0.010394036932864382,0.8253999999999997,0.43809146217071676,1.0,8c6545496a8e3b739758ab5c3fe03e36a7beba0a7000c09f298a8c8d5d1edf0f
ODW2_K1p0_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,1.0,2.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",478,12,0,108,117,127,210,False,False,False,,54,30,29.497907949790793,53.97489539748954,0.10011071253718055,0.1326073462891592,0.39270434832787776,0.3075432093210294,0.75,0.6692982456140347,2.0232855966428573,0.8482925855730323,1.7196383453933357,0.0056433265164342675,0.0056433265164342675,0.009963002568795258,0.012583986108572453,0.8078,0.4384087232115826,1.0,a064af78b204699d4e08581152dcba1522d6f0810ea2deee324dd75640cea0df
ODW5_K0p0_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,False,0.0,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",540,0,6,109,117,128,192,False,False,False,,54,63,32.22222222222222,53.51851851851852,0.0862517333461342,0.16769905401963223,0.4049319463356924,0.3290063803941479,0.7142857142857143,0.6666666666666667,2.034550161111623,0.8491054680669712,1.720203091447841,0.010414486954629942,0.010414486954629942,0.012746082717114382,0.013607221127405821,0.8578000000000001,0.4357993501119973,1.0,e9306b7758a56b462cc93d5b248ebcd7024866ee2533164d6bbc0531a5aa5822
ODW5_K0p25_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.25,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",427,21,0,108,117,127,187,False,False,False,,63,48,18.26697892271663,37.002341920374704,0.0631052872437296,0.07660946748101356,0.35412928441792635,0.24341198488668667,0.7099999999999999,0.5714285714285714,2.0407805210723673,0.7491474643807429,1.7401864406796261,0.010651979823877463,0.010651979823877463,0.012542325083421419,0.0133229841983451,0.8722,0.43533602458330484,1.0,f563b68d614a422a421b4ce3c8567eb20c61d025201ebc667ae0dcab579c145f
ODW5_K0p5_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.5,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",452,18,0,108,116,127,199,False,False,False,,79,45,19.24778761061947,32.9646017699115,0.06534006573428948,0.07535506003506165,0.3394778545899553,0.23237520083410645,0.7172757475083056,0.5666666666666667,2.0381970239506693,0.8176872512071186,1.7364188457615721,0.009239175406745253,0.009239175406745253,0.012317966949178513,0.012857068244846026,0.8697,0.43482729486337085,1.0,337fc49f27cb95ef82ea003a2ce16746c069700e37cd928d21db4bf8c527951d
ODW5_K0p75_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.75,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",541,6,0,108,116,127,144,False,False,False,,143,35,35.12014787430684,59.33456561922366,0.10685177732180523,0.1573596291797698,0.4153331328274711,0.325815619415661,0.7580645161290323,0.6666666666666667,2.036004415231863,0.7480948087560828,1.7315459713330583,0.009311167235122446,0.009311167235122446,0.012275065179030493,0.01398890562386379,0.8642999999999997,0.4350564140805258,1.0,5c6b58a99a9c769e19c501896322fc264b25a3afc10b3cd1682bae548a34cd17
ODW5_K1p0_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,1.0,5.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",491,10,0,108,116,127,199,False,False,False,,169,49,23.625254582484725,49.490835030549896,0.07486069762596459,0.0983857709533499,0.3691894210874617,0.27784629859410065,0.7196428571428571,0.6,2.038290978717746,0.7824478601403932,1.7280642859453883,0.00900380169632956,0.00900380169632956,0.012191454490903357,0.013745762161556652,0.8472000000000003,0.43498810138314886,1.0,0ed936c9e14954ace1b070fd2eeaf03bbf6c0c3cc6d374ff991d083a338fae88
ODW8_K0p0_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,False,0.0,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",540,0,6,109,117,128,192,False,False,False,,54,63,32.22222222222222,53.51851851851852,0.0862517333461342,0.16769905401963223,0.4049319463356924,0.3290063803941479,0.7142857142857143,0.6666666666666667,2.034550161111623,0.8491054680669712,1.720203091447841,0.010414486954629942,0.010414486954629942,0.012746082717114382,0.013607221127405821,0.8578000000000001,0.4357993501119973,1.0,e9306b7758a56b462cc93d5b248ebcd7024866ee2533164d6bbc0531a5aa5822
ODW8_K0p25_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.25,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",444,17,0,108,116,127,146,False,False,False,,173,44,17.34234234234234,31.53153153153153,0.05932550780220536,0.0635454690926767,0.3529489213182571,0.22066584220908803,0.6842105263157895,0.5285714285714285,1.9933883943006354,0.7793269842304826,1.7353934088963823,0.011325373349781771,0.011325373349781771,0.014935389530494447,0.016158804152582994,0.8797999999999999,0.432791484734102,1.0,26906600e58061a045da7a2b507fc536fea54953a4a140259027cd9bc7bb6d18
ODW8_K0p5_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.5,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",602,3,0,107,116,126,183,False,False,False,,169,49,25.74750830564784,47.009966777408636,0.07582525419624728,0.14428275325599585,0.3739196877004682,0.3006382779526039,0.7385375494071138,0.6666666666666667,2.0201299049872166,0.7873383910966307,1.7285841569790559,0.00954190190042848,0.00954190190042848,0.011373772516814897,0.01219374846767236,0.8949000000000004,0.4328086340178644,1.0,7c8fa609c6fe8189096f30a558c078eca6beeb052d36828b740f07b1c075e249
ODW8_K0p75_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,0.75,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",514,9,0,107,116,126,236,False,False,False,,126,48,20.038910505836576,39.494163424124515,0.06491536268439316,0.10001700816246045,0.36024390442475435,0.2602335638451442,0.6934782608695651,0.6103703703703693,2.011742915404055,0.7981180658367277,1.7270200283131796,0.009129310091458783,0.009129310091458783,0.012105732924236357,0.012871697703906814,0.8766000000000002,0.43239033696944795,1.0,610b4e65a09e0aaaf72546ab8d63ec382a4e61cf82bd275fb472d14d34d7f14d
ODW8_K1p0_mittermeyer,SP01,1981813971,897304369,3095987153,mittermeyer,baseline,v3_test,baseline,v3a,exp_precontact_centroid_probe,0.5,True,1.0,8.0,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 4.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 7.0, ""perception_radius"": 6.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 6.0, ""targeting_logic"": 4.0, ""time_preference"": 8.0}",552,5,0,108,116,127,137,False,False,False,,38,118,24.63768115942029,54.166666666666664,0.07134627529505684,0.13572573149120437,0.39498296147908046,0.30298847012900143,0.7222222222222222,0.6666666666666667,2.0151887700395177,0.7997525625338701,1.723471567107217,0.010194480444746854,0.010194480444746854,0.013806755137919,0.01467915855727826,0.8798999999999998,0.43191484567021976,1.0,9f9396ea1c47c94d06bebd94894d0c9862516018e361c58f0b832cf58e4312a1
