run_id,seed_profile_id,cell_FR,cell_MB,cell_PD,cell_ODW,movement_model,movement_model_requested,movement_model_effective,runtime_decision_source_requested,runtime_decision_source_effective,movement_v3a_experiment_effective,centroid_probe_scale_effective,odw_posture_bias_enabled_effective,odw_posture_bias_k_effective,odw_posture_bias_clip_delta_effective,random_seed_effective,background_map_seed_effective,metatype_random_seed_effective,opponent_archetype_id,side_a_vector,opponent_vector,winner,end_tick,remaining_units_A,remaining_units_B,first_contact_tick,first_kill_tick,tactical_cut_tick_T,tactical_pocket_tick_T,first_damage_tick,missing_cut,pocket_without_cut,event_order_anomaly,event_order_anomaly_label,first_deep_pursuit_tick_A,first_deep_pursuit_tick_B,pct_ticks_deep_pursuit_A,pct_ticks_deep_pursuit_B,mean_pursuit_intensity_A,mean_pursuit_intensity_B,mean_enemy_collapse_signal_A,mean_enemy_collapse_signal_B,p95_enemy_collapse_signal_A,p95_enemy_collapse_signal_B,precontact_ar_forward_p90_A,precontact_wedge_ratio_p10_A,precontact_split_separation_p90_A,precontact_c_conn_mean_A,precontact_rho_mean_A,precontact_c_scale_mean_A,front_profile_A,wedge_present_A,local_penetration_A,structural_fragility_A,posture_coherence_A,fire_eff_contact_to_cut_mean_A,fire_eff_contact_to_cut_p90_A,front_profile_B,wedge_present_B,local_penetration_B,structural_fragility_B,posture_coherence_B,fire_eff_contact_to_cut_mean_B,fire_eff_contact_to_cut_p90_B,runtime_collapse_sig_mean_A,runtime_collapse_sig_p95_A,runtime_c_conn_mean_A,runtime_rho_mean_A,runtime_c_scale_mean_A,runtime_collapse_sig_mean_B,runtime_collapse_sig_p95_B,runtime_c_conn_mean_B,runtime_rho_mean_B,runtime_c_scale_mean_B,precontact_wedge_p50_A,precontact_frontcurv_p50_A,precontact_cw_pshare_p50_A,precontact_pospersist_max_abs_A,first_alive_lead_tick,first_alive_lead_side,first_alive_lead_change_tick,first_major_divergence_tick,first_major_divergence_side,max_alive_lead_A,max_alive_lead_B,contact_ticks,mean_in_contact_count_contact_phase,mean_damage_events_count_contact_phase,damage_events_per_contact_pair_proxy,determinism_digest,cell_id,variant_id,variant_experiment
SP09_FR2_MB8_PD8_ODW8,SP09,2,8,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,1049858353,1430962147,825265366,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,433,0,16,106,114,125,156,106,False,False,False,,2,424,39.030023094688225,2.3094688221709005,0.07282838276114934,0.023094688221709007,0.13940848637095515,0.2245098732081605,0.4596153846153846,0.6666666666666667,2.263494110731943,0.5823996298601241,1.7387674513917972,0.9404999999999997,0.4162134127285183,1.0,unstable_penetration_wedge,True,True,False,False,0.3050389590824982,0.5216032785533951,unstable_penetration_wedge,True,True,False,False,0.36910281894495606,0.5649952093462941,0.06152380952380953,0.148,0.9384761904761905,0.418216573639614,1.0,0.02104761904761906,0.06000000000000005,0.9789523809523809,0.41891575393763963,1.0,0.6270143444284715,0.8567151172112486,0.0005460829381167104,0.0,114,B,252,288,B,1,16,318,62.19496855345912,62.19496855345912,1.0,69aae55065010a0a8a768ddb1b7722c74f3dcd56e7e8fc190fbdd6cce25c0e07,FR2_MB8_PD8_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP18_FR2_MB8_PD8_ODW8,SP18,2,8,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,1383636782,1153110224,1272470450,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,433,0,16,106,114,125,156,106,False,False,False,,2,424,39.030023094688225,2.3094688221709005,0.07282838276114934,0.023094688221709007,0.13940848637095515,0.2245098732081605,0.4596153846153846,0.6666666666666667,2.263494110731943,0.5823996298601241,1.7387674513917972,0.9404999999999997,0.4162134127285183,1.0,unstable_penetration_wedge,True,True,False,False,0.3050389590824982,0.5216032785533951,unstable_penetration_wedge,True,True,False,False,0.36910281894495606,0.5649952093462941,0.06152380952380953,0.148,0.9384761904761905,0.418216573639614,1.0,0.02104761904761906,0.06000000000000005,0.9789523809523809,0.41891575393763963,1.0,0.6270143444284715,0.8567151172112486,0.0005460829381167104,0.0,114,B,252,288,B,1,16,318,62.19496855345912,62.19496855345912,1.0,69aae55065010a0a8a768ddb1b7722c74f3dcd56e7e8fc190fbdd6cce25c0e07,FR2_MB8_PD8_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP01_FR5_MB2_PD8_ODW8,SP01,5,2,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,464,0,20,110,118,129,135,110,False,False,False,,2,455,59.05172413793103,2.1551724137931036,0.10921528818569574,0.021551724137931036,0.19142712344818136,0.23671061961331277,0.5357142857142857,0.5690476190476185,2.0278055237250485,0.7595328352898656,1.7295375762589729,0.9154999999999994,0.43260242789704534,1.0,unstable_penetration_wedge,True,True,False,False,0.3308031746828792,0.44349176251986433,flat_holding_front,False,True,False,False,0.5058044928786183,0.7163569225435675,0.08211009174311927,0.176,0.9178899082568808,0.43369208074689586,1.0,0.06330275229357799,0.23199999999999987,0.936697247706422,0.4576558306196043,1.0,0.8817809760527965,0.3994702826670915,0.0017304879446268556,0.0,118,B,,131,B,0,20,345,54.85217391304348,54.85217391304348,1.0,7fc0596db0788d576849547e6a5c5a93f614602d3ad146c9fda45b5ec5bbc14f,FR5_MB2_PD8_ODW8,baseline,exp_precontact_centroid_probe
SP09_FR5_MB2_PD8_ODW8,SP09,5,2,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,1049858353,1430962147,825265366,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,464,0,20,110,118,129,135,110,False,False,False,,2,455,59.05172413793103,2.1551724137931036,0.10921528818569574,0.021551724137931036,0.19142712344818136,0.23671061961331277,0.5357142857142857,0.5690476190476185,2.0278055237250485,0.7595328352898656,1.7295375762589729,0.9154999999999994,0.43260242789704534,1.0,unstable_penetration_wedge,True,True,False,False,0.3308031746828792,0.44349176251986433,flat_holding_front,False,True,False,False,0.5058044928786183,0.7163569225435675,0.08211009174311927,0.176,0.9178899082568808,0.43369208074689586,1.0,0.06330275229357799,0.23199999999999987,0.936697247706422,0.4576558306196043,1.0,0.8817809760527965,0.3994702826670915,0.0017304879446268556,0.0,118,B,,131,B,0,20,345,54.85217391304348,54.85217391304348,1.0,7fc0596db0788d576849547e6a5c5a93f614602d3ad146c9fda45b5ec5bbc14f,FR5_MB2_PD8_ODW8,baseline,exp_precontact_centroid_probe
SP18_FR5_MB2_PD8_ODW8,SP18,5,2,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,1383636782,1153110224,1272470450,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,464,0,20,110,118,129,135,110,False,False,False,,2,455,59.05172413793103,2.1551724137931036,0.10921528818569574,0.021551724137931036,0.19142712344818136,0.23671061961331277,0.5357142857142857,0.5690476190476185,2.0278055237250485,0.7595328352898656,1.7295375762589729,0.9154999999999994,0.43260242789704534,1.0,unstable_penetration_wedge,True,True,False,False,0.3308031746828792,0.44349176251986433,flat_holding_front,False,True,False,False,0.5058044928786183,0.7163569225435675,0.08211009174311927,0.176,0.9178899082568808,0.43369208074689586,1.0,0.06330275229357799,0.23199999999999987,0.936697247706422,0.4576558306196043,1.0,0.8817809760527965,0.3994702826670915,0.0017304879446268556,0.0,118,B,,131,B,0,20,345,54.85217391304348,54.85217391304348,1.0,7fc0596db0788d576849547e6a5c5a93f614602d3ad146c9fda45b5ec5bbc14f,FR5_MB2_PD8_ODW8,baseline,exp_precontact_centroid_probe
SP01_FR5_MB2_PD8_ODW8,SP01,5,2,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,472,0,11,105,113,124,161,105,False,False,False,,2,463,38.559322033898304,2.1186440677966103,0.04666214481172194,0.0211864406779661,0.11607950043722301,0.2042392747415168,0.36363636363636365,0.625,2.369493594109534,0.651476902114516,1.7382510666517854,0.9776999999999996,0.4245601910869393,1.0,unstable_penetration_wedge,True,True,False,False,0.3431569452568925,0.5742545375708534,unstable_penetration_wedge,True,True,False,False,0.3654538639960448,0.6238985476471068,0.021538461538461555,0.06000000000000005,0.9784615384615385,0.42582093957100176,1.0,0.017884615384615395,0.06000000000000005,0.9821153846153846,0.41867840470672035,1.0,0.6674638968065567,0.3522821299334207,0.002267152423621287,0.0,119,A,122,328,B,2,11,358,56.701117318435756,56.701117318435756,1.0,e7980ba5140f086aeafcbd1e2cb8b5da89337cfbe7aa0b782b470b0f6c141244,FR5_MB2_PD8_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP09_FR5_MB2_PD8_ODW8,SP09,5,2,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,1049858353,1430962147,825265366,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,472,0,11,105,113,124,161,105,False,False,False,,2,463,38.559322033898304,2.1186440677966103,0.04666214481172194,0.0211864406779661,0.11607950043722301,0.2042392747415168,0.36363636363636365,0.625,2.369493594109534,0.651476902114516,1.7382510666517854,0.9776999999999996,0.4245601910869393,1.0,unstable_penetration_wedge,True,True,False,False,0.3431569452568925,0.5742545375708534,unstable_penetration_wedge,True,True,False,False,0.3654538639960448,0.6238985476471068,0.021538461538461555,0.06000000000000005,0.9784615384615385,0.42582093957100176,1.0,0.017884615384615395,0.06000000000000005,0.9821153846153846,0.41867840470672035,1.0,0.6674638968065567,0.3522821299334207,0.002267152423621287,0.0,119,A,122,328,B,2,11,358,56.701117318435756,56.701117318435756,1.0,e7980ba5140f086aeafcbd1e2cb8b5da89337cfbe7aa0b782b470b0f6c141244,FR5_MB2_PD8_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP18_FR5_MB2_PD8_ODW8,SP18,5,2,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,1383636782,1153110224,1272470450,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,472,0,11,105,113,124,161,105,False,False,False,,2,463,38.559322033898304,2.1186440677966103,0.04666214481172194,0.0211864406779661,0.11607950043722301,0.2042392747415168,0.36363636363636365,0.625,2.369493594109534,0.651476902114516,1.7382510666517854,0.9776999999999996,0.4245601910869393,1.0,unstable_penetration_wedge,True,True,False,False,0.3431569452568925,0.5742545375708534,unstable_penetration_wedge,True,True,False,False,0.3654538639960448,0.6238985476471068,0.021538461538461555,0.06000000000000005,0.9784615384615385,0.42582093957100176,1.0,0.017884615384615395,0.06000000000000005,0.9821153846153846,0.41867840470672035,1.0,0.6674638968065567,0.3522821299334207,0.002267152423621287,0.0,119,A,122,328,B,2,11,358,56.701117318435756,56.701117318435756,1.0,e7980ba5140f086aeafcbd1e2cb8b5da89337cfbe7aa0b782b470b0f6c141244,FR5_MB2_PD8_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP01_FR5_MB8_PD2_ODW8,SP01,5,8,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,485,12,0,110,118,129,136,110,False,False,False,,476,,2.0618556701030926,0.0,0.020618556701030927,0.0,0.3612161958732356,0.17651366704470095,0.6666666666666667,0.47515151515151466,1.9808266174571256,0.6350927308794978,1.7576389416004121,0.8791000000000001,0.4340187496067825,1.0,unstable_penetration_wedge,True,True,True,False,0.3253192798220081,0.5235813812010691,flat_holding_front,False,True,False,False,0.4210873488487203,0.5913991258961397,0.1171559633027523,0.22599999999999992,0.8828440366972478,0.435877381372223,1.0,0.04807339449541285,0.14,0.9519266055045872,0.4583530380450925,1.0,0.7534110865333132,0.28092865071158224,0.001730811005274034,0.0,118,B,238,187,B,12,6,366,54.221311475409834,54.221311475409834,1.0,2dcdfef51ba68f4185dc93c498cb4a94fc365ff2ad7900bb81ecc993a98a1321,FR5_MB8_PD2_ODW8,baseline,exp_precontact_centroid_probe
SP09_FR5_MB8_PD2_ODW8,SP09,5,8,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,1049858353,1430962147,825265366,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,485,12,0,110,118,129,136,110,False,False,False,,476,,2.0618556701030926,0.0,0.020618556701030927,0.0,0.3612161958732356,0.17651366704470095,0.6666666666666667,0.47515151515151466,1.9808266174571256,0.6350927308794978,1.7576389416004121,0.8791000000000001,0.4340187496067825,1.0,unstable_penetration_wedge,True,True,True,False,0.3253192798220081,0.5235813812010691,flat_holding_front,False,True,False,False,0.4210873488487203,0.5913991258961397,0.1171559633027523,0.22599999999999992,0.8828440366972478,0.435877381372223,1.0,0.04807339449541285,0.14,0.9519266055045872,0.4583530380450925,1.0,0.7534110865333132,0.28092865071158224,0.001730811005274034,0.0,118,B,238,187,B,12,6,366,54.221311475409834,54.221311475409834,1.0,2dcdfef51ba68f4185dc93c498cb4a94fc365ff2ad7900bb81ecc993a98a1321,FR5_MB8_PD2_ODW8,baseline,exp_precontact_centroid_probe
SP18_FR5_MB8_PD2_ODW8,SP18,5,8,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,1383636782,1153110224,1272470450,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,485,12,0,110,118,129,136,110,False,False,False,,476,,2.0618556701030926,0.0,0.020618556701030927,0.0,0.3612161958732356,0.17651366704470095,0.6666666666666667,0.47515151515151466,1.9808266174571256,0.6350927308794978,1.7576389416004121,0.8791000000000001,0.4340187496067825,1.0,unstable_penetration_wedge,True,True,True,False,0.3253192798220081,0.5235813812010691,flat_holding_front,False,True,False,False,0.4210873488487203,0.5913991258961397,0.1171559633027523,0.22599999999999992,0.8828440366972478,0.435877381372223,1.0,0.04807339449541285,0.14,0.9519266055045872,0.4583530380450925,1.0,0.7534110865333132,0.28092865071158224,0.001730811005274034,0.0,118,B,238,187,B,12,6,366,54.221311475409834,54.221311475409834,1.0,2dcdfef51ba68f4185dc93c498cb4a94fc365ff2ad7900bb81ecc993a98a1321,FR5_MB8_PD2_ODW8,baseline,exp_precontact_centroid_probe
SP01_FR5_MB8_PD2_ODW8,SP01,5,8,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,456,0,13,105,114,124,167,105,False,False,False,,,447,0.0,2.192982456140351,0.0,0.021929824561403508,0.14271173932487582,0.19212263662807494,0.41921664626682986,0.5614035087719298,2.28399657902513,0.5308422894147637,1.756414282788635,0.9339999999999999,0.4242316915775987,1.0,unstable_penetration_wedge,True,True,False,False,0.28207784010512305,0.5184551893293055,unstable_penetration_wedge,True,True,False,False,0.3397389451702258,0.5763973093654725,0.0673076923076923,0.14,0.9326923076923077,0.42564526325813534,1.0,0.019038461538461553,0.050000000000000044,0.9809615384615384,0.4185564476481177,1.0,0.621504955313605,0.7828820016464137,0.0034201547903947305,0.0,114,B,145,190,B,1,13,342,58.9766081871345,58.9766081871345,1.0,a6a1618687d58e1ea1593a44515cd7c9f9fc0d7960e68d54f313d4c6e3e191cb,FR5_MB8_PD2_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP09_FR5_MB8_PD2_ODW8,SP09,5,8,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,1049858353,1430962147,825265366,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,456,0,13,105,114,124,167,105,False,False,False,,,447,0.0,2.192982456140351,0.0,0.021929824561403508,0.14271173932487582,0.19212263662807494,0.41921664626682986,0.5614035087719298,2.28399657902513,0.5308422894147637,1.756414282788635,0.9339999999999999,0.4242316915775987,1.0,unstable_penetration_wedge,True,True,False,False,0.28207784010512305,0.5184551893293055,unstable_penetration_wedge,True,True,False,False,0.3397389451702258,0.5763973093654725,0.0673076923076923,0.14,0.9326923076923077,0.42564526325813534,1.0,0.019038461538461553,0.050000000000000044,0.9809615384615384,0.4185564476481177,1.0,0.621504955313605,0.7828820016464137,0.0034201547903947305,0.0,114,B,145,190,B,1,13,342,58.9766081871345,58.9766081871345,1.0,a6a1618687d58e1ea1593a44515cd7c9f9fc0d7960e68d54f313d4c6e3e191cb,FR5_MB8_PD2_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP18_FR5_MB8_PD2_ODW8,SP18,5,8,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,1383636782,1153110224,1272470450,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,456,0,13,105,114,124,167,105,False,False,False,,,447,0.0,2.192982456140351,0.0,0.021929824561403508,0.14271173932487582,0.19212263662807494,0.41921664626682986,0.5614035087719298,2.28399657902513,0.5308422894147637,1.756414282788635,0.9339999999999999,0.4242316915775987,1.0,unstable_penetration_wedge,True,True,False,False,0.28207784010512305,0.5184551893293055,unstable_penetration_wedge,True,True,False,False,0.3397389451702258,0.5763973093654725,0.0673076923076923,0.14,0.9326923076923077,0.42564526325813534,1.0,0.019038461538461553,0.050000000000000044,0.9809615384615384,0.4185564476481177,1.0,0.621504955313605,0.7828820016464137,0.0034201547903947305,0.0,114,B,145,190,B,1,13,342,58.9766081871345,58.9766081871345,1.0,a6a1618687d58e1ea1593a44515cd7c9f9fc0d7960e68d54f313d4c6e3e191cb,FR5_MB8_PD2_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
