origin_a,origin_b,aspect_ratio,fleet_size,first_contact_tick,frontcurve_diff_t1_20,frontcurve_diff_t21_50,frontcurve_diff_t51_120,cws_diff_t1_20,cws_diff_t21_50,cws_diff_t51_120,remaining_a,remaining_b,remaining_gap_pct_initial,end_tick
30.0,170.0,1.0,50,91,0.12754090786999592,0.20322823402458023,0.5689330864641026,0.01625112800506883,0.006131864388308891,0.015406559377026263,42,43,2.0,120
30.0,170.0,1.0,75,89,0.13912489319434154,0.12135496212154026,0.42318790850366117,0.004110630224625473,0.003747944585889941,0.034564941191831663,64,64,0.0,120
30.0,170.0,1.0,100,88,0.143127700133067,0.12957972725219435,0.3301038145654924,0.004223343747144447,0.003480070937130267,0.015529234066674117,84,85,1.0,120
30.0,170.0,1.0,125,86,0.15257254986740837,0.16644404873485255,0.2753823838396301,0.010013298783828112,0.0018627784620790385,0.015448034871289307,108,106,1.6,120
30.0,170.0,1.0,150,84,0.17315506769051886,0.15355600350190388,0.25780984284265274,0.005051689473601074,0.002484227449915609,0.03036176960616418,131,131,0.0,120
30.0,170.0,1.5,50,91,0.09197996333582356,0.04767765498988695,0.26149374596155717,0.005566934824461715,0.007990932467845525,0.02394231627846572,42,42,0.0,120
30.0,170.0,1.5,75,89,0.25283780581571047,0.4506344848023021,0.4290351764617016,0.006145830665465671,0.0021685681002599167,0.016437228988263986,64,64,0.0,120
30.0,170.0,1.5,100,87,0.2067923510816362,0.20682005240312706,0.31037013532836216,0.004660138007146794,0.0037256504540127302,0.008153518359203908,86,86,0.0,120
30.0,170.0,1.5,125,85,0.07695490409119521,0.13156522077924443,0.35967212383196795,0.0048532483622734475,0.003382818102332544,0.04201360987822959,108,109,0.8,120
30.0,170.0,1.5,150,84,0.08964572303190839,0.18833366043111854,0.2923123515626641,0.003403492151285535,0.0011048535635118058,0.07883669483043494,129,129,0.0,120
30.0,170.0,2.0,50,90,0.19735738543106396,0.21719539637792132,0.3430299057998949,0.005503728656930749,0.0031183284530570464,0.040420836723255055,42,42,0.0,120
30.0,170.0,2.0,75,89,0.1822431990254496,0.27405021972102384,0.3428982099686207,0.007091624586236043,0.0015365405103282955,0.012982188144318476,65,65,0.0,120
30.0,170.0,2.0,100,86,0.1273486525550654,0.169803981090718,0.34001847920618966,0.0057513718271809825,0.003929726809750936,0.02460699851582473,86,87,1.0,120
30.0,170.0,2.0,125,85,0.15469253232703245,0.12081745182036865,0.4116420789655438,0.008398559582148496,0.003698274075187596,0.033523189375493055,108,107,0.8,120
30.0,170.0,2.0,150,84,0.10840198718784363,0.22098076883653586,0.2821440293378987,0.004074317863230129,0.0029650910907753148,0.028496848926606623,131,130,0.6666666666666667,120
30.0,170.0,2.5,50,88,0.12966658820583618,0.10341649738420973,0.35270098920694326,0.007568306133355024,0.0033796252524044747,0.026366662782588805,42,43,2.0,120
30.0,170.0,2.5,75,86,0.07666917056170476,0.03235879267602655,0.3015134548734897,0.004342425023950799,0.0032980946682854622,0.036044492656955696,65,63,2.666666666666667,120
