run_id,fixture_id,min_separation,config_id,mode,attack_range,repulsion_v1_enabled,repulsion_v1_strength,repulsion_v1_radius_multiplier,v2_radius_multiplier,v2_repulsion_max_disp_ratio,v2_forward_damping_strength,first_contact_tick,fc_diff_t1_20,fc_diff_t21_50,fc_diff_t51_120,cws_diff_t1_20,cws_diff_t21_50,hostile_overlap_pairs_t21_120,hostile_deep_pairs_t21_120,hostile_deep_intermix_ratio_t21_120,hostile_intermix_severity_t21_120,remaining_a,remaining_b,remaining_gap_pct_initial,end_tick
exception_2to1_close__sep200__hybrid_v2_r100_d065_p005,exception_2to1_close,2.0,hybrid_v2_r100_d065_p005,hybrid_v2,5.0,0,0.35,1.5,1.0,0.05,0.65,18,0.15017274369382386,0.36695415675930293,0.5250684933922939,0.006455992959868205,0.20324972999420898,153.88,10.89,0.06277924010703392,0.07727009995798301,157,18,46.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r100_d065_p010,exception_2to1_close,2.0,hybrid_v2_r100_d065_p010,hybrid_v2,5.0,0,0.35,1.5,1.0,0.1,0.65,18,0.1501759873669753,0.4443523862691165,0.5396626077583769,0.006455890615919581,0.14598813844501538,149.85,7.96,0.04485335598176133,0.06902981610126202,159,19,46.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r100_d065_p015,exception_2to1_close,2.0,hybrid_v2_r100_d065_p015,hybrid_v2,5.0,0,0.35,1.5,1.0,0.15,0.65,18,0.1501792310428221,0.592587398471223,0.5314697487455781,0.006455788271553406,0.03689284181319314,152.71,6.4,0.034630218587444916,0.06403625065557603,156,19,45.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r100_d065_p020,exception_2to1_close,2.0,hybrid_v2_r100_d065_p020,hybrid_v2,5.0,0,0.35,1.5,1.0,0.2,0.65,18,0.15018247472136445,0.2517858807707857,0.9537704363945932,0.006455685926769698,0.0584841739713012,137.44,3.8,0.02565608134019768,0.05743224335904849,152,24,42.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r100_d080_p005,exception_2to1_close,2.0,hybrid_v2_r100_d080_p005,hybrid_v2,5.0,0,0.35,1.5,1.0,0.05,0.8,18,0.1501786541405638,0.5550147761037338,0.5274517559601453,0.006455807757889423,0.15577645909973267,145.69,10.48,0.06633846537944744,0.07910815210859892,158,22,45.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r100_d080_p010,exception_2to1_close,2.0,hybrid_v2_r100_d080_p010,hybrid_v2,5.0,0,0.35,1.5,1.0,0.1,0.8,18,0.15018189781374475,0.5501196552992776,0.474628932087825,0.0064557054133613945,0.14171175070966122,151.62,8.88,0.04799957848446504,0.0702898573761203,160,19,47.0,120
exception_2to1_close__sep200__hybrid_v2_r100_d080_p015,exception_2to1_close,2.0,hybrid_v2_r100_d080_p015,hybrid_v2,5.0,0,0.35,1.5,1.0,0.15,0.8,18,0.1501851414896212,0.514314511054373,0.5409335666044902,0.006455603068415842,0.16381137549153674,150.51,6.76,0.03884531652566828,0.06611106880060584,157,20,45.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r100_d080_p020,exception_2to1_close,2.0,hybrid_v2_r100_d080_p020,hybrid_v2,5.0,0,0.35,1.5,1.0,0.2,0.8,18,0.15018838516819294,0.39774542923629397,0.7270461837416884,0.006455500723052709,0.1232293226777506,149.19,6.67,0.035096761958124424,0.06391378619982296,158,19,46.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r100_d095_p005,exception_2to1_close,2.0,hybrid_v2_r100_d095_p005,hybrid_v2,5.0,0,0.35,1.5,1.0,0.05,0.95,18,0.15018456458730395,0.5485908367205891,0.4742962966971639,0.006455622554807146,0.1878480735482012,152.85,12.61,0.06709551326654767,0.07561332245511529,163,18,48.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r100_d095_p010,exception_2to1_close,2.0,hybrid_v2_r100_d095_p010,hybrid_v2,5.0,0,0.35,1.5,1.0,0.1,0.95,18,0.15018780826051437,0.4962592210951853,0.484423240527837,0.006455520209699766,0.18010226416514719,150.06,10.73,0.060042125621034045,0.07417646791255206,155,18,45.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r100_d095_p015,exception_2to1_close,2.0,hybrid_v2_r100_d095_p015,hybrid_v2,5.0,0,0.35,1.5,1.0,0.15,0.95,18,0.1501910519364202,0.6585502616618074,0.4829586192722841,0.00645541786417479,0.09437020256212428,148.92,8.94,0.05268148171362307,0.07214805626360296,155,20,45.0,120
exception_2to1_close__sep200__hybrid_v2_r100_d095_p020,exception_2to1_close,2.0,hybrid_v2_r100_d095_p020,hybrid_v2,5.0,0,0.35,1.5,1.0,0.2,0.95,18,0.1501942956150215,0.49972571973972296,0.5519144728023416,0.006455315518232249,0.18642822777922655,148.29,8.2,0.044290073733988536,0.06946248246251663,157,20,45.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r125_d020_p005,exception_2to1_close,2.0,hybrid_v2_r125_d020_p005,hybrid_v2,5.0,0,0.35,1.5,1.25,0.05,0.2,18,0.1502323525535452,0.349861555395963,0.7170765563706823,0.006454167213924528,0.09714224902725227,142.85,7.46,0.047714646675347396,0.07084594057977935,155,20,45.0,120
exception_2to1_close__sep200__hybrid_v2_r125_d020_p010,exception_2to1_close,2.0,hybrid_v2_r125_d020_p010,hybrid_v2,5.0,0,0.35,1.5,1.25,0.1,0.2,18,0.1502622119162313,0.4983129917703117,0.5451362342201694,0.00645323723200531,0.04463073114938441,142.03,3.88,0.02316209775828904,0.05684219202189654,155,19,45.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r125_d020_p015,exception_2to1_close,2.0,hybrid_v2_r125_d020_p015,hybrid_v2,5.0,0,0.35,1.5,1.25,0.15,0.2,18,0.1502920772578235,0.2859838040181833,0.6508914604054032,0.006452307022066649,0.028209248833692295,135.52,1.73,0.01015747101828986,0.04124034752162566,154,19,45.0,120
exception_2to1_close__sep200__hybrid_v2_r125_d020_p020,exception_2to1_close,2.0,hybrid_v2_r125_d020_p020,hybrid_v2,5.0,0,0.35,1.5,1.25,0.2,0.2,18,0.15032194857438919,0.607058364525922,0.6058885910044436,0.006451376584204502,0.09752932571074784,128.96,2.17,0.011658635565780475,0.0413233216511951,158,18,46.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r125_d035_p005,exception_2to1_close,2.0,hybrid_v2_r125_d035_p005,hybrid_v2,5.0,0,0.35,1.5,1.25,0.05,0.35,18,0.15027634579503854,0.321282096507464,0.7423962800934929,0.006452815327810638,0.0724349404054309,141.8,8.0,0.04844069375755884,0.06849627067705029,154,21,44.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r125_d035_p010,exception_2to1_close,2.0,hybrid_v2_r125_d035_p010,hybrid_v2,5.0,0,0.35,1.5,1.25,0.1,0.35,18,0.15030621636495034,0.4545937284730554,0.59647336730118,0.006451884943281115,0.0968761196549684,141.95,5.2,0.027483996767044386,0.05588708829717901,158,20,46.0,120
exception_2to1_close__sep200__hybrid_v2_r125_d035_p015,exception_2to1_close,2.0,hybrid_v2_r125_d035_p015,hybrid_v2,5.0,0,0.35,1.5,1.25,0.15,0.35,18,0.15033609290647804,0.44369637050265126,0.5985455131413324,0.006450954330909292,0.053494752484656405,144.32,3.95,0.022917487318269977,0.05345623239605222,157,20,45.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r125_d035_p020,exception_2to1_close,2.0,hybrid_v2_r125_d035_p020,hybrid_v2,5.0,0,0.35,1.5,1.25,0.2,0.35,18,0.15036597541568522,0.5069305296917125,0.9768593265390925,0.006450023490791376,0.1649571472479594,126.58,3.15,0.01696010063304356,0.0413723642546661,153,24,43.0,120
exception_2to1_close__sep200__hybrid_v2_r125_d050_p005,exception_2to1_close,2.0,hybrid_v2_r125_d050_p005,hybrid_v2,5.0,0,0.35,1.5,1.25,0.05,0.5,18,0.15032035932384294,0.4962845989461971,0.4483276521389086,0.0064514627255171,0.13702114220644304,152.37,11.53,0.06945136580963986,0.07893702312931952,155,20,45.0,120
exception_2to1_close__sep200__hybrid_v2_r125_d050_p010,exception_2to1_close,2.0,hybrid_v2_r125_d050_p010,hybrid_v2,5.0,0,0.35,1.5,1.25,0.1,0.5,18,0.15035024108796952,0.5906211844890897,0.4700807676513436,0.0064505319386908375,0.14109357873174944,144.27,8.15,0.04580313582943005,0.06411884952530564,157,21,45.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r125_d050_p015,exception_2to1_close,2.0,hybrid_v2_r125_d050_p015,hybrid_v2,5.0,0,0.35,1.5,1.25,0.15,0.5,18,0.15038012881641724,0.4682404724683663,0.6163339971547055,0.006449600924199767,0.15848438043673355,135.73,5.97,0.03305501737454432,0.05452462273979235,157,19,46.0,120
exception_2to1_close__sep200__hybrid_v2_r125_d050_p020,exception_2to1_close,2.0,hybrid_v2_r125_d050_p020,hybrid_v2,5.0,0,0.35,1.5,1.25,0.2,0.5,18,0.1504100225052448,0.5112064733028634,0.6852882493931963,0.006448669682140221,0.16698686666392148,121.35,3.31,0.02099503442790123,0.04286268877266195,155,24,43.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r125_d065_p005,exception_2to1_close,2.0,hybrid_v2_r125_d065_p005,hybrid_v2,5.0,0,0.35,1.5,1.25,0.05,0.65,18,0.15036439311778127,0.626097450231463,0.9160723202395127,0.006450109407569853,0.13640118612067478,144.75,14.72,0.08615239652995264,0.0849682548916654,155,20,45.0,120
exception_2to1_close__sep200__hybrid_v2_r125_d065_p010,exception_2to1_close,2.0,hybrid_v2_r125_d065_p010,hybrid_v2,5.0,0,0.35,1.5,1.25,0.1,0.65,18,0.15039428606310584,0.6756743604495713,0.9378935090929519,0.006449178218760903,0.11310960649897404,141.07,10.5,0.0652029999920177,0.07363971562287326,154,21,44.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r125_d065_p015,exception_2to1_close,2.0,hybrid_v2_r125_d065_p015,hybrid_v2,5.0,0,0.35,1.5,1.25,0.15,0.65,18,0.1504241849654508,0.5399825365539404,0.5941673738328833,0.006448246802464806,0.17662132911588493,133.53,8.44,0.051215784974686186,0.06507746239882317,157,21,45.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r125_d065_p020,exception_2to1_close,2.0,hybrid_v2_r125_d065_p020,hybrid_v2,5.0,0,0.35,1.5,1.25,0.2,0.65,18,0.15045408982087066,0.5375131256333552,0.9355781482974811,0.00644731515877827,0.18779470574499452,117.47,5.56,0.03373216454994087,0.0478886411685949,155,19,45.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r125_d080_p005,exception_2to1_close,2.0,hybrid_v2_r125_d080_p005,hybrid_v2,5.0,0,0.35,1.5,1.25,0.05,0.8,18,0.1504084471546677,0.7072236742353568,0.5622831506859161,0.006448755374495388,0.18465824191134,153.29,19.12,0.10547975699142413,0.09335964039004258,157,19,46.0,120
exception_2to1_close__sep200__hybrid_v2_r125_d080_p010,exception_2to1_close,2.0,hybrid_v2_r125_d080_p010,hybrid_v2,5.0,0,0.35,1.5,1.25,0.1,0.8,18,0.15043835126816624,0.7168988360170213,0.6812296188992191,0.006447823784018161,0.17371277526230094,141.89,12.55,0.08056397091634902,0.08026149070872864,155,20,45.0,120
exception_2to1_close__sep200__hybrid_v2_r125_d080_p015,exception_2to1_close,2.0,hybrid_v2_r125_d080_p015,hybrid_v2,5.0,0,0.35,1.5,1.25,0.15,0.8,18,0.15046826133138008,0.6508658037722904,0.6438008032312093,0.006446891966231794,0.07368098202666372,131.06,10.7,0.06910849823757928,0.07315933739156838,155,21,44.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r125_d080_p020,exception_2to1_close,2.0,hybrid_v2_r125_d080_p020,hybrid_v2,5.0,0,0.35,1.5,1.25,0.2,0.8,18,0.15049817734035875,0.9550567274013003,0.4554487514473061,0.006445959921233227,0.2657011890661521,120.23,6.54,0.04332277287526405,0.055352617831493055,156,21,45.0,120
exception_2to1_close__sep200__hybrid_v2_r125_d095_p005,exception_2to1_close,2.0,hybrid_v2_r125_d095_p005,hybrid_v2,5.0,0,0.35,1.5,1.25,0.05,0.95,18,0.15045252141230764,0.7726341189973891,0.6861951952559414,0.006447400626820835,0.2032520555996488,146.28,19.55,0.11971273309302292,0.10021572947438351,157,20,45.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r125_d095_p010,exception_2to1_close,2.0,hybrid_v2_r125_d095_p010,hybrid_v2,5.0,0,0.35,1.5,1.25,0.1,0.95,18,0.15048243668095126,0.7166854693484598,0.6291971214110108,0.006446468634990189,0.1905677977257882,141.76,14.67,0.09530680040866185,0.08747048467513023,158,19,46.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r125_d095_p015,exception_2to1_close,2.0,hybrid_v2_r125_d095_p015,hybrid_v2,5.0,0,0.35,1.5,1.25,0.15,0.95,18,0.15051235789199885,0.9354184715217921,0.5473766822484747,0.006445536416028688,0.16056904398043018,106.22,9.69,0.08422996384662133,0.07958621966469678,154,24,43.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r125_d095_p020,exception_2to1_close,2.0,hybrid_v2_r125_d095_p020,hybrid_v2,5.0,0,0.35,1.5,1.25,0.2,0.95,18,0.15054228504149506,0.7190616244136641,0.5217839297527619,0.0064446039700334235,0.2016533103619492,109.16,8.4,0.07373025936498341,0.07484219807533121,156,21,45.0,120
exception_2to1_close__sep200__hybrid_v2_r150_d020_p005,exception_2to1_close,2.0,hybrid_v2_r150_d020_p005,hybrid_v2,5.0,0,0.35,1.5,1.5,0.05,0.2,18,0.15036937554107158,0.3896608685652217,0.5031656275111406,0.0064505934386809224,0.16106157682071337,142.42,6.8,0.03921620189423889,0.060756052658828344,158,20,46.0,120
exception_2to1_close__sep200__hybrid_v2_r150_d020_p010,exception_2to1_close,2.0,hybrid_v2_r150_d020_p010,hybrid_v2,5.0,0,0.35,1.5,1.5,0.1,0.2,18,0.15045273687512928,0.425367513227324,0.5220533867728891,0.006448192486255648,0.06524925836613793,123.36,3.15,0.020719760115806743,0.04921412873934524,157,19,46.0,120
exception_2to1_close__sep200__hybrid_v2_r150_d020_p015,exception_2to1_close,2.0,hybrid_v2_r150_d020_p015,hybrid_v2,5.0,0,0.35,1.5,1.5,0.15,0.2,18,0.1505365824884163,0.4079056853889144,0.649867213793482,0.006445775663379468,0.16426675739481528,111.51,2.71,0.017090494991523982,0.03958657039872046,156,19,45.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r150_d020_p020,exception_2to1_close,2.0,hybrid_v2_r150_d020_p020,hybrid_v2,5.0,0,0.35,1.5,1.5,0.2,0.2,18,0.15062089903684422,0.48636145203760417,0.8464789358067699,0.006443343386208019,0.16113401431579116,80.25,1.9,0.015393878565207655,0.031010181425866427,154,22,44.0,120
exception_2to1_close__sep200__hybrid_v2_r150_d035_p005,exception_2to1_close,2.0,hybrid_v2_r150_d035_p005,hybrid_v2,5.0,0,0.35,1.5,1.5,0.05,0.35,18,0.15047922166122094,0.6236111940372678,1.0061271753956853,0.006447559617489958,0.06358554197974321,129.06,8.22,0.053691347573951526,0.06840228708428918,153,21,44.0,120
exception_2to1_close__sep200__hybrid_v2_r150_d035_p010,exception_2to1_close,2.0,hybrid_v2_r150_d035_p010,hybrid_v2,5.0,0,0.35,1.5,1.5,0.1,0.35,18,0.15056345838340698,0.5666490539529655,0.5532333491351268,0.006445130023534963,0.10119070139462144,113.1,6.64,0.04663440823975812,0.06191436479070381,155,22,44.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r150_d035_p015,exception_2to1_close,2.0,hybrid_v2_r150_d035_p015,hybrid_v2,5.0,0,0.35,1.5,1.5,0.15,0.35,18,0.1506481562302813,0.9152710249827952,0.5012090875101932,0.006442685282537171,0.060889137660427986,97.81,3.22,0.02266132377843055,0.04054349260555638,155,17,46.0,120
exception_2to1_close__sep200__hybrid_v2_r150_d035_p020,exception_2to1_close,2.0,hybrid_v2_r150_d035_p020,hybrid_v2,5.0,0,0.35,1.5,1.5,0.2,0.35,18,0.1507333019907229,0.7712523453761352,0.7022324517717704,0.006440225807130344,0.09962633926494095,85.77,3.15,0.026391634026095546,0.040281497095952065,155,22,44.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r150_d050_p005,exception_2to1_close,2.0,hybrid_v2_r150_d050_p005,hybrid_v2,5.0,0,0.35,1.5,1.5,0.05,0.5,18,0.15059065002175892,0.7686218430577487,0.6218902707560294,0.006444473958067512,0.21661254553053919,144.44,15.1,0.09180172759998753,0.086145868254538,157,22,45.0,120
exception_2to1_close__sep200__hybrid_v2_r150_d050_p010,exception_2to1_close,2.0,hybrid_v2_r150_d050_p010,hybrid_v2,5.0,0,0.35,1.5,1.5,0.1,0.5,18,0.1506757225365186,0.7205514023221048,0.8651447283881686,0.006442016961841733,0.13009114286380197,130.39,10.65,0.06627815503314227,0.07094399062583501,157,20,45.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r150_d050_p015,exception_2to1_close,2.0,hybrid_v2_r150_d050_p015,hybrid_v2,5.0,0,0.35,1.5,1.5,0.15,0.5,18,0.1507612332644367,1.0821689670920536,0.6689602115482385,0.006439545535397176,0.09100836479935895,101.89,5.88,0.04644054467622369,0.05737496929231317,158,22,45.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r150_d050_p020,exception_2to1_close,2.0,hybrid_v2_r150_d050_p020,hybrid_v2,5.0,0,0.35,1.5,1.5,0.2,0.5,18,0.15084716913847399,1.282191537270445,0.9635091513191568,0.006437060087460441,0.10881632746767121,64.83,3.32,0.03998100606188941,0.050494993217702955,153,32,40.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r150_d065_p005,exception_2to1_close,2.0,hybrid_v2_r150_d065_p005,hybrid_v2,5.0,0,0.35,1.5,1.5,0.05,0.65,18,0.15070359447627701,0.7991187621368901,0.5620996183694521,0.00644133853383108,0.26875360873230686,131.82,15.09,0.10187824253515493,0.0905366074157437,151,26,41.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r150_d065_p010,exception_2to1_close,2.0,hybrid_v2_r150_d065_p010,hybrid_v2,5.0,0,0.35,1.5,1.5,0.1,0.65,18,0.15078946361116907,1.0782406340990736,0.7715849510224575,0.0064388553629711135,0.2786492383834242,118.84,12.84,0.08667494887889785,0.07997873598184027,156,22,44.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r150_d065_p015,exception_2to1_close,2.0,hybrid_v2_r150_d065_p015,hybrid_v2,5.0,0,0.35,1.5,1.5,0.15,0.65,18,0.15087574830501763,0.7618911164769918,0.7997560991203105,0.006436358471625284,0.2060317677984932,89.66,7.52,0.06788764767915297,0.07190915833416259,155,23,44.0,120
exception_2to1_close__sep200__hybrid_v2_r150_d065_p020,exception_2to1_close,2.0,hybrid_v2_r150_d065_p020,hybrid_v2,5.0,0,0.35,1.5,1.5,0.2,0.65,18,0.1509624356449371,0.7784467255867832,0.7135598450687386,0.006433848264261631,0.10992081801424135,68.98,3.88,0.04960687238497968,0.05695637917054101,156,23,44.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r150_d080_p005,exception_2to1_close,2.0,hybrid_v2_r150_d080_p005,hybrid_v2,5.0,0,0.35,1.5,1.5,0.05,0.8,18,0.15081798959406661,0.574967863906151,0.6177051032651779,0.006438155398343077,0.1837328071787722,128.83,18.55,0.13189422334014683,0.10275647882888826,153,26,42.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r150_d080_p010,exception_2to1_close,2.0,hybrid_v2_r150_d080_p010,hybrid_v2,5.0,0,0.35,1.5,1.5,0.1,0.8,18,0.15090461661966909,0.7816856957322813,0.5648121631481364,0.006435647268145825,0.3536480339956694,110.56,13.18,0.12367379643691238,0.0998073043936569,153,25,42.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r150_d080_p015,exception_2to1_close,2.0,hybrid_v2_r150_d080_p015,hybrid_v2,5.0,0,0.35,1.5,1.5,0.15,0.8,18,0.15099163682014843,1.6623322092537682,0.8271703894382508,0.0064331261196473545,0.14445766451257394,77.73,7.61,0.10041306883159302,0.08924956057950593,149,29,40.0,120
exception_2to1_close__sep200__hybrid_v2_r150_d080_p020,exception_2to1_close,2.0,hybrid_v2_r150_d080_p020,hybrid_v2,5.0,0,0.35,1.5,1.5,0.2,0.8,18,0.15107903744598802,0.9101511836873082,0.6305335469758866,0.0064305923527338184,0.15919905382903643,50.63,3.76,0.06506911299805164,0.0688153116709168,150,36,38.0,120
exception_2to1_close__sep200__hybrid_v2_r150_d095_p005,exception_2to1_close,2.0,hybrid_v2_r150_d095_p005,hybrid_v2,5.0,0,0.35,1.5,1.5,0.05,0.95,18,0.15093377069210928,0.9422491738167761,1.0500795670417638,0.0064349265841554095,0.4254405263642501,94.3,12.01,0.1036894831355268,0.08588544412912189,154,29,41.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r150_d095_p010,exception_2to1_close,2.0,hybrid_v2_r150_d095_p010,hybrid_v2,5.0,0,0.35,1.5,1.5,0.1,0.95,18,0.15102111733955714,1.0694144926882094,0.9691342652004593,0.006432394696938758,0.1151428353531582,79.6,10.49,0.12165596431584982,0.09901491559790365,149,37,37.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r150_d095_p015,exception_2to1_close,2.0,hybrid_v2_r150_d095_p015,hybrid_v2,5.0,0,0.35,1.5,1.5,0.15,0.95,18,0.15110883505944595,1.307307450195619,0.5021434740762156,0.0064298504856420465,0.2276068233494822,65.38,4.95,0.06303575068699004,0.06716640542721725,152,31,40.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r150_d095_p020,exception_2to1_close,2.0,hybrid_v2_r150_d095_p020,hybrid_v2,5.0,0,0.35,1.5,1.5,0.2,0.95,18,0.1511969112742167,1.6083605292637844,0.9776969040108255,0.006427294345267594,0.21994724636422652,54.2,5.81,0.1004588564108565,0.08392369352746369,150,34,38.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r175_d020_p005,exception_2to1_close,2.0,hybrid_v2_r175_d020_p005,hybrid_v2,5.0,0,0.35,1.5,1.75,0.05,0.2,18,0.15060577343583498,0.5385026478677283,0.7464502948965973,0.006444278601921004,0.056781667657129636,129.39,6.64,0.043221724315984804,0.061830149398702974,154,22,44.0,120
exception_2to1_close__sep200__hybrid_v2_r175_d020_p010,exception_2to1_close,2.0,hybrid_v2_r175_d020_p010,hybrid_v2,5.0,0,0.35,1.5,1.75,0.1,0.2,18,0.15077364796778917,0.538565655871069,1.0741094110394158,0.006439538158214487,0.17199325173667193,90.45,3.04,0.025458150866092332,0.045686201610505156,152,20,44.0,120
exception_2to1_close__sep200__hybrid_v2_r175_d020_p015,exception_2to1_close,2.0,hybrid_v2_r175_d020_p015,hybrid_v2,5.0,0,0.35,1.5,1.75,0.15,0.2,18,0.1509410363354107,0.7503419341635025,0.8096333503961818,0.006434806482479899,0.15472237037423528,70.88,2.46,0.0234126299339387,0.0411279736134322,151,26,41.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r175_d020_p020,exception_2to1_close,2.0,hybrid_v2_r175_d020_p020,hybrid_v2,5.0,0,0.35,1.5,1.75,0.2,0.2,18,0.15110841552168014,0.8236683882366163,0.5260361611683129,0.006430068654654871,0.14740261969095297,42.53,1.75,0.02653740276252078,0.038582505024923226,155,33,40.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r175_d035_p005,exception_2to1_close,2.0,hybrid_v2_r175_d035_p005,hybrid_v2,5.0,0,0.35,1.5,1.75,0.05,0.35,18,0.1508280862995636,0.478342233265301,0.8355054935704033,0.006438262116345529,0.14343057376351354,117.87,8.95,0.05835475419622609,0.06933624469316273,151,28,41.0,120
exception_2to1_close__sep200__hybrid_v2_r175_d035_p010,exception_2to1_close,2.0,hybrid_v2_r175_d035_p010,hybrid_v2,5.0,0,0.35,1.5,1.75,0.1,0.35,18,0.15099555780660368,0.6487193967371372,0.7759535934567425,0.006433521492006921,0.05031746939819828,110.33,6.49,0.04413569088992416,0.05920521648090374,154,21,44.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r175_d035_p015,exception_2to1_close,2.0,hybrid_v2_r175_d035_p015,hybrid_v2,5.0,0,0.35,1.5,1.75,0.15,0.35,18,0.15116305597859356,0.7507607181113776,0.849701456938032,0.006428773717460433,0.0610587649298182,59.87,1.98,0.028651892854756188,0.04660446876962254,155,23,44.0,120
exception_2to1_close__sep200__hybrid_v2_r175_d035_p020,exception_2to1_close,2.0,hybrid_v2_r175_d035_p020,hybrid_v2,5.0,0,0.35,1.5,1.75,0.2,0.35,18,0.15132982418958402,1.1437207429277707,0.727697168752521,0.006424043097229155,0.1617624759188657,43.3,2.61,0.037645956756555736,0.04427283332687696,156,21,45.0,120
exception_2to1_close__sep200__hybrid_v2_r175_d050_p005,exception_2to1_close,2.0,hybrid_v2_r175_d050_p005,hybrid_v2,5.0,0,0.35,1.5,1.75,0.05,0.5,18,0.15105006378800673,0.5249882219703507,0.6713566732515004,0.006432230371141984,0.1857752561775911,133.37,14.37,0.09718692172468871,0.08980552158322429,154,21,44.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r175_d050_p010,exception_2to1_close,2.0,hybrid_v2_r175_d050_p010,hybrid_v2,5.0,0,0.35,1.5,1.75,0.1,0.5,18,0.1512176438960775,1.0457432436498673,0.5446378798548249,0.00642747393195435,0.20300699748415976,113.2,8.14,0.054669906996442974,0.06339699903488831,154,18,45.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r175_d050_p015,exception_2to1_close,2.0,hybrid_v2_r175_d050_p015,hybrid_v2,5.0,0,0.35,1.5,1.75,0.15,0.5,18,0.15138424694765487,0.7786237175168456,0.5142947980684616,0.006422742701098582,0.12440615235527468,70.05,5.97,0.056005379051102526,0.06191394768044709,154,29,41.666666666666664,120
exception_2to1_close__sep200__hybrid_v2_r175_d050_p020,exception_2to1_close,2.0,hybrid_v2_r175_d050_p020,hybrid_v2,5.0,0,0.35,1.5,1.75,0.2,0.5,18,0.15155007894331718,1.0223210579714734,0.5843059664579151,0.006418030206975704,0.22141079369574998,46.51,3.73,0.045960229172035315,0.049654548956436624,155,31,41.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r175_d065_p005,exception_2to1_close,2.0,hybrid_v2_r175_d065_p005,hybrid_v2,5.0,0,0.35,1.5,1.75,0.05,0.65,18,0.15127215867638757,0.7829155956577982,0.955003465624624,0.006426170025562218,0.34897339918904907,120.98,14.85,0.1175152724764218,0.097667915289365,150,24,42.0,120
exception_2to1_close__sep200__hybrid_v2_r175_d065_p010,exception_2to1_close,2.0,hybrid_v2_r175_d065_p010,hybrid_v2,5.0,0,0.35,1.5,1.75,0.1,0.65,18,0.1514385704106895,0.8002600724350377,0.9273127784354243,0.006421439120814205,0.12195126037572926,98.95,11.12,0.09562119305791503,0.08515769492726583,151,28,41.0,120
exception_2to1_close__sep200__hybrid_v2_r175_d065_p015,exception_2to1_close,2.0,hybrid_v2_r175_d065_p015,hybrid_v2,5.0,0,0.35,1.5,1.75,0.15,0.65,18,0.1516040653676512,1.029664720407418,0.6086276645267881,0.006416731758273423,0.20411438099484103,62.06,4.23,0.049510432612841784,0.061141482042745325,151,30,40.333333333333336,120
exception_2to1_close__sep200__hybrid_v2_r175_d065_p020,exception_2to1_close,2.0,hybrid_v2_r175_d065_p020,hybrid_v2,5.0,0,0.35,1.5,1.75,0.2,0.65,18,0.15147822339694408,0.8746239928425528,0.70130327800248,0.006421405890819715,0.15554132480313546,28.11,2.23,0.04302299179140193,0.05027525087352641,144,42,34.0,120
