run_id,fixture_id,min_separation,config_id,mode,attack_range,repulsion_v1_enabled,repulsion_v1_strength,repulsion_v1_radius_multiplier,v2_radius_multiplier,v2_repulsion_max_disp_ratio,v2_forward_damping_strength,first_contact_tick,fc_diff_t1_20,fc_diff_t21_50,fc_diff_t51_120,cws_diff_t1_20,cws_diff_t21_50,hostile_overlap_pairs_t21_120,hostile_deep_pairs_t21_120,hostile_deep_intermix_ratio_t21_120,hostile_intermix_severity_t21_120,remaining_a,remaining_b,remaining_gap_pct_initial,end_tick
exception_2to1_close__sep100__hybrid_v2_r100_d065_p005,exception_2to1_close,1.0,hybrid_v2_r100_d065_p005,hybrid_v2,5.0,0,0.35,1.5,1.0,0.05,0.65,22,0.2964243229355776,0.33641232060612064,0.5871438373002384,0.005200958073230541,0.07459435911766588,139.08,16.68,0.10603184111908563,0.09471368016183555,166,1,55.0,120
exception_2to1_close__sep100__hybrid_v2_r100_d065_p010,exception_2to1_close,1.0,hybrid_v2_r100_d065_p010,hybrid_v2,5.0,0,0.35,1.5,1.0,0.1,0.65,22,0.2964243229355776,0.46532744489377814,0.6122527563652561,0.005200958073230541,0.070752931685763,138.22,13.84,0.09553575294572901,0.09054636152948942,167,1,55.333333333333336,120
exception_2to1_close__sep100__hybrid_v2_r100_d065_p015,exception_2to1_close,1.0,hybrid_v2_r100_d065_p015,hybrid_v2,5.0,0,0.35,1.5,1.0,0.15,0.65,22,0.2964243229355776,0.28373289654351785,0.4668393080828098,0.005200958073230541,0.05195034651230095,143.75,11.5,0.06784669149245912,0.08202341275040625,167,2,55.0,120
exception_2to1_close__sep100__hybrid_v2_r100_d065_p020,exception_2to1_close,1.0,hybrid_v2_r100_d065_p020,hybrid_v2,5.0,0,0.35,1.5,1.0,0.2,0.65,22,0.2964243229355776,0.3970343285931591,0.5657280314880416,0.005200958073230541,0.13071580873485847,141.2,10.9,0.06380193023958779,0.07708572595323719,168,0,56.0,120
exception_2to1_close__sep100__hybrid_v2_r100_d080_p005,exception_2to1_close,1.0,hybrid_v2_r100_d080_p005,hybrid_v2,5.0,0,0.35,1.5,1.0,0.05,0.8,22,0.2964243229355776,0.3114356865983579,0.5491725513048392,0.005200958073230541,0.09233837960398648,145.13,18.93,0.11563276305638306,0.09930596190529845,164,3,53.666666666666664,120
exception_2to1_close__sep100__hybrid_v2_r100_d080_p010,exception_2to1_close,1.0,hybrid_v2_r100_d080_p010,hybrid_v2,5.0,0,0.35,1.5,1.0,0.1,0.8,22,0.2964243229355776,0.45205585094457984,0.5207115480111982,0.005200958073230541,0.14950276771027346,142.07,16.11,0.10246982377523367,0.09152010472411193,164,3,53.666666666666664,120
exception_2to1_close__sep100__hybrid_v2_r100_d080_p015,exception_2to1_close,1.0,hybrid_v2_r100_d080_p015,hybrid_v2,5.0,0,0.35,1.5,1.0,0.15,0.8,22,0.2964243229355776,0.43468001600292633,0.49772108362190765,0.005200958073230541,0.09630088595958831,139.4,12.39,0.07477004832602567,0.08274406832605831,167,2,55.0,120
exception_2to1_close__sep100__hybrid_v2_r100_d080_p020,exception_2to1_close,1.0,hybrid_v2_r100_d080_p020,hybrid_v2,5.0,0,0.35,1.5,1.0,0.2,0.8,22,0.2964243229355776,0.3061566326116762,0.5385846728628911,0.005200958073230541,0.11462976647690169,142.89,12.89,0.0734163942054349,0.08316571993917296,165,2,54.333333333333336,120
exception_2to1_close__sep100__hybrid_v2_r100_d095_p005,exception_2to1_close,1.0,hybrid_v2_r100_d095_p005,hybrid_v2,5.0,0,0.35,1.5,1.0,0.05,0.95,22,0.2964243229355776,0.5409909460179981,0.5341602409962047,0.005200958073230541,0.19935777963328677,142.51,18.56,0.12439953190043046,0.09981988771309093,165,2,54.333333333333336,120
exception_2to1_close__sep100__hybrid_v2_r100_d095_p010,exception_2to1_close,1.0,hybrid_v2_r100_d095_p010,hybrid_v2,5.0,0,0.35,1.5,1.0,0.1,0.95,22,0.2964243229355776,0.4412817824069399,0.5428305757275534,0.005200958073230541,0.14743079857849514,146.54,17.22,0.10315773963829346,0.09430539286096877,166,2,54.666666666666664,120
exception_2to1_close__sep100__hybrid_v2_r100_d095_p015,exception_2to1_close,1.0,hybrid_v2_r100_d095_p015,hybrid_v2,5.0,0,0.35,1.5,1.0,0.15,0.95,22,0.2964243229355776,0.3626192758355611,0.628421275579607,0.005200958073230541,0.15285802755009412,144.85,16.67,0.10075537392954396,0.09222516035231033,164,3,53.666666666666664,120
