cell_FR,cell_ODW,n_runs,A_win_rate_pct,mean_remaining_units_A,mean_remaining_units_B,median_end_tick,mean_first_alive_lead_tick,mean_first_major_divergence_tick,mean_precontact_ar_forward_p90_A,mean_precontact_wedge_ratio_p10_A,mean_runtime_c_conn_A,mean_runtime_collapse_sig_A,wedge_present_rate_A_pct,structural_fragility_rate_A_pct,posture_coherence_rate_A_pct,mean_fire_eff_contact_to_cut_A
2,2,162,33.333333333333336,3.2222222222222223,10.88888888888889,446.0,121.88888888888889,175.25,2.20118452902478,1.0565440690897208,0.7984126984126967,0.2015873015873016,0.0,66.66666666666667,0.0,0.5242382553277999
2,8,162,11.11111111111111,0.5555555555555556,13.222222222222221,474.0,121.11111111111111,245.22222222222223,2.2153936758144663,0.9342067202865371,0.8704229229229242,0.12957707707707702,0.0,66.66666666666667,0.0,0.47431529709252845
5,2,162,0.0,0.0,17.555555555555557,483.0,119.22222222222223,147.11111111111111,2.047997957276912,0.9280322078264243,0.809661755166342,0.1903382448336578,0.0,100.0,0.0,0.28620362325826854
5,8,162,44.44444444444444,7.666666666666667,5.666666666666667,500.0,120.11111111111111,149.125,2.013038079664423,0.7319917199428089,0.8992660550458712,0.10073394495412842,55.55555555555556,66.66666666666667,0.0,0.32589989644153056
8,2,162,88.88888888888889,14.777777777777779,1.3333333333333333,469.0,116.77777777777777,172.77777777777777,1.9897851776913353,0.6856425240246214,0.8435088073535645,0.15649119264643668,77.77777777777777,100.0,0.0,0.22389447609300878
8,8,162,88.88888888888889,18.444444444444443,0.2222222222222222,435.0,118.0,203.55555555555554,2.28676258000922,0.6146078014422657,0.940987654320988,0.05901234567901229,100.0,0.0,0.0,0.2814749223918263
