origin_a,origin_b,aspect_ratio,fleet_size,min_separation,attack_range,first_contact_tick,frontcurve_diff_t1_20,frontcurve_diff_t21_50,frontcurve_diff_t51_120,cws_diff_t1_20,cws_diff_t21_50,cws_diff_t51_120,remaining_a,remaining_b,remaining_gap_pct_initial,end_tick
50.0,150.0,2.0,100,2.0,3.0,61,0.14087349343498495,0.15201656738282832,0.30582482558893886,0.00752355722037134,0.002648113338427694,0.07870838877120617,78,80,2.0,120
50.0,150.0,2.0,100,2.0,5.0,60,0.14087349343498495,0.15201656738282832,0.4753093936407596,0.00752355722037134,0.002648113338427694,0.08200975365957072,69,71,2.0,120
50.0,150.0,2.0,100,2.0,7.0,59,0.14087349343498495,0.15201656738282832,0.2825429107442267,0.00752355722037134,0.002648113338427694,0.04803333184483136,65,67,2.0,120
50.0,150.0,2.0,100,3.0,3.0,59,0.23434010664597912,0.188834360950965,0.3048265843792381,0.004175687371375446,0.002550122244228014,0.07107848839174065,82,85,3.0,120
50.0,150.0,2.0,100,3.0,5.0,58,0.23434010664597912,0.188834360950965,0.39190671108553027,0.004175687371375446,0.002550122244228014,0.030837656200412393,76,76,0.0,120
50.0,150.0,2.0,100,3.0,7.0,57,0.23434010664597912,0.188834360950965,0.5053860951907833,0.004175687371375446,0.002550122244228014,0.0766950942530669,70,67,3.0,120
50.0,150.0,2.0,125,1.0,3.0,64,0.20445478329697325,0.24030801311434455,0.39707061229319335,0.004332651145878154,0.002328800187154684,0.09353554887942069,89,87,1.6,120
50.0,150.0,2.0,125,1.0,5.0,63,0.20445478329697325,0.24030801311434455,0.38085481855888154,0.004332651145878154,0.002328800187154684,0.10313822284348849,86,84,1.6,120
50.0,150.0,2.0,125,1.0,7.0,62,0.20445478329697325,0.24030801311434455,0.34809625330812133,0.004332651145878154,0.002328800187154684,0.06435934005011092,86,88,1.6,120
50.0,150.0,2.0,125,2.0,3.0,59,0.11708377234596748,0.09997963421272456,0.3629904137858374,0.010486647978960699,0.004438409825806254,0.13908361387044857,97,99,1.6,120
50.0,150.0,2.0,125,2.0,5.0,58,0.11708377234596748,0.09997963421272456,0.46531978789354006,0.010486647978960699,0.004438409825806254,0.12602016232415508,83,84,0.8,120
50.0,150.0,2.0,125,2.0,7.0,58,0.11708377234596748,0.09997963421272456,0.33227023937408806,0.010486647978960699,0.004438409825806254,0.041976842302817265,84,83,0.8,120
50.0,150.0,2.0,125,3.0,3.0,58,0.14087448639457045,0.19390457876268163,0.18611258060098942,0.0040732278412461366,0.003262709888040062,0.08855469402345503,107,109,1.6,120
50.0,150.0,2.0,125,3.0,5.0,55,0.14087448639457045,0.19390457876268163,0.2384598596474492,0.0040732278412461366,0.003262709888040062,0.09785822912138482,91,88,2.4,120
50.0,150.0,2.0,125,3.0,7.0,54,0.14087448639457045,0.19390457876268163,0.3513328266355797,0.0040732278412461366,0.003262709888040062,0.1395349140215811,85,81,3.2,120
50.0,150.0,2.0,150,1.0,3.0,63,0.2023520111258374,0.3643214999472378,0.3909994476071057,0.004689294461303506,0.003161188792475988,0.09730358983736749,105,106,0.6666666666666667,120
50.0,150.0,2.0,150,1.0,5.0,62,0.2023520111258374,0.3643214999472378,0.34432033270440343,0.004689294461303506,0.003161188792475988,0.11927495088329029,104,105,0.6666666666666667,120
50.0,150.0,2.0,150,1.0,7.0,61,0.2023520111258374,0.3643214999472378,0.3861361360085903,0.004689294461303506,0.003161188792475988,0.051808618702424106,105,105,0.0,120
50.0,150.0,2.0,150,2.0,3.0,58,0.16838192894619833,0.17019297254770852,0.2889485369758441,0.004799653900967851,0.002401928961243473,0.07347668570418128,117,119,1.3333333333333335,120
50.0,150.0,2.0,150,2.0,5.0,58,0.16838192894619833,0.17019297254770852,0.263874095505255,0.004799653900967851,0.002401928961243473,0.07992328887069824,106,105,0.6666666666666667,120
50.0,150.0,2.0,150,2.0,7.0,57,0.16838192894619833,0.17019297254770852,0.4379569589949769,0.004799653900967851,0.002401928961243473,0.06589242753918839,102,99,2.0,120
50.0,150.0,2.0,150,3.0,3.0,56,0.0859918918894921,0.08694546430697812,0.23670254885572437,0.004928073133168294,0.0035275177945072425,0.05927986735513638,131,129,1.3333333333333335,120
50.0,150.0,2.0,150,3.0,5.0,54,0.0859918918894921,0.08694546430697812,0.3446343950852938,0.004928073133168294,0.0035275177945072425,0.08260343897954633,110,111,0.6666666666666667,120
50.0,150.0,2.0,150,3.0,7.0,53,0.0859918918894921,0.08694546430697812,0.3313895009562278,0.004928073133168294,0.0035275177945072425,0.125858096038676,101,99,1.3333333333333335,120
50.0,150.0,2.5,50,1.0,3.0,65,0.20335227806813438,0.1694628184766692,0.5478692657071558,0.005465022705703627,0.0022849582591026136,0.11962962205712328,34,35,2.0,120
50.0,150.0,2.5,50,1.0,5.0,64,0.20335227806813438,0.1694628184766692,0.4582399260735453,0.005465022705703627,0.0022849582591026136,0.09361511522937212,33,33,0.0,120
50.0,150.0,2.5,50,1.0,7.0,63,0.20335227806813438,0.1694628184766692,0.5406656942152144,0.005465022705703627,0.0022849582591026136,0.08101320646712643,33,32,2.0,120
50.0,150.0,2.5,50,2.0,3.0,63,0.16429550239805668,0.3548957646841427,0.44498428872455686,0.007510044051758754,0.00291163953168279,0.07675307801828686,38,39,2.0,120
50.0,150.0,2.5,50,2.0,5.0,62,0.16429550239805668,0.3548957646841427,0.41877117737045555,0.007510044051758754,0.00291163953168279,0.09691245675519278,35,33,4.0,120
50.0,150.0,2.5,50,2.0,7.0,61,0.16429550239805668,0.3548957646841427,0.4174910158701917,0.007510044051758754,0.00291163953168279,0.036339157905405636,31,33,4.0,120
50.0,150.0,2.5,50,3.0,3.0,63,0.11023542703284082,0.07673429430471723,0.5089631455173906,0.009072521431860058,0.0039001137332990436,0.08020819145760444,46,45,2.0,120
50.0,150.0,2.5,50,3.0,5.0,60,0.11023542703284082,0.07673429430471723,0.27726167397919727,0.009072521431860058,0.0039001137332990436,0.08389591360766502,37,37,0.0,120
50.0,150.0,2.5,50,3.0,7.0,60,0.11023542703284082,0.07673429430471723,0.5212456498502034,0.009072521431860058,0.0039001137332990436,0.08774152683104756,33,33,0.0,120
50.0,150.0,2.5,75,1.0,3.0,64,0.09281761078948589,0.29787979752171767,0.3766630811490667,0.00402392520177778,0.0020053384471523917,0.12915553476423894,51,51,0.0,120
50.0,150.0,2.5,75,1.0,5.0,63,0.09281761078948589,0.29787979752171767,0.33280430425986407,0.00402392520177778,0.0020053384471523917,0.11653274289110137,49,51,2.666666666666667,120
50.0,150.0,2.5,75,1.0,7.0,62,0.09281761078948589,0.29787979752171767,0.39712747716711,0.00402392520177778,0.0020053384471523917,0.08018324926233447,51,50,1.3333333333333335,120
50.0,150.0,2.5,75,2.0,3.0,62,0.15818295306434385,0.20342895811405468,0.45422207822258404,0.006185664384384608,0.0030014625094612734,0.07750287083539166,57,59,2.666666666666667,120
50.0,150.0,2.5,75,2.0,5.0,61,0.15818295306434385,0.20342895811405468,0.6172622697068676,0.006185664384384608,0.0030014625094612734,0.050116323730331265,51,49,2.666666666666667,120
50.0,150.0,2.5,75,2.0,7.0,60,0.15818295306434385,0.20342895811405468,0.3391070740174046,0.006185664384384608,0.0030014625094612734,0.0968014542638189,49,50,1.3333333333333335,120
50.0,150.0,2.5,75,3.0,3.0,61,0.15349726312436543,0.10414368127182455,0.37075068852638954,0.005377792582058182,0.0033518252931834095,0.0752521308824958,69,68,1.3333333333333335,120
50.0,150.0,2.5,75,3.0,5.0,59,0.15349726312436543,0.10414368127182455,0.2611619826058213,0.005377792582058182,0.0033518252931834095,0.042690573780589644,55,56,1.3333333333333335,120
50.0,150.0,2.5,75,3.0,7.0,58,0.15349726312436543,0.10414368127182455,0.2687042196525064,0.005377792582058182,0.0033518252931834095,0.046798306201965435,50,47,4.0,120
50.0,150.0,2.5,100,1.0,3.0,63,0.11258334747299188,0.2841437258175597,0.3937861552764057,0.004719755054656001,0.0020343008483251486,0.09647147647017762,67,68,1.0,120
50.0,150.0,2.5,100,1.0,5.0,63,0.11258334747299188,0.2841437258175597,0.2710216200030395,0.004719755054656001,0.0020343008483251486,0.050218067013258615,67,68,1.0,120
50.0,150.0,2.5,100,1.0,7.0,62,0.11258334747299188,0.2841437258175597,0.44141095210153475,0.004719755054656001,0.0020343008483251486,0.060460278859354316,70,69,1.0,120
50.0,150.0,2.5,100,2.0,3.0,61,0.04972822049214859,0.07332472104934819,0.25399419539075685,0.004075651811701345,0.0020587399363664587,0.0592538580301494,77,78,1.0,120
50.0,150.0,2.5,100,2.0,5.0,60,0.04972822049214859,0.07332472104934819,0.28884241133153415,0.004075651811701345,0.0020587399363664587,0.03935713016129162,70,73,3.0,120
50.0,150.0,2.5,100,2.0,7.0,59,0.04972822049214859,0.07332472104934819,0.307529908298835,0.004075651811701345,0.0020587399363664587,0.025414501461361386,64,66,2.0,120
50.0,150.0,2.5,100,3.0,3.0,60,0.10604207387322312,0.1724518889618265,0.3685734247893766,0.007430548126081665,0.0024973708838833403,0.0826753081905953,91,91,0.0,120
50.0,150.0,2.5,100,3.0,5.0,58,0.10604207387322312,0.1724518889618265,0.217489292124517,0.007430548126081665,0.0024973708838833403,0.057162929249131945,72,73,1.0,120
50.0,150.0,2.5,100,3.0,7.0,57,0.10604207387322312,0.1724518889618265,0.26787308534110316,0.007430548126081665,0.0024973708838833403,0.12456627195178749,66,63,3.0,120
50.0,150.0,2.5,125,1.0,3.0,63,0.1638172558717625,0.23990306301973574,0.40115987726178,0.002972133119591618,0.0028383059592748516,0.12861183167349455,89,89,0.0,120
50.0,150.0,2.5,125,1.0,5.0,62,0.1638172558717625,0.23990306301973574,0.31942207969647174,0.002972133119591618,0.0028383059592748516,0.06916559239266537,85,86,0.8,120
50.0,150.0,2.5,125,1.0,7.0,61,0.1638172558717625,0.23990306301973574,0.37181323444999975,0.002972133119591618,0.0028383059592748516,0.08767307010905152,89,84,4.0,120
50.0,150.0,2.5,125,2.0,3.0,60,0.08163294429624553,0.15109901207548798,0.3244248380046754,0.004380989673596917,0.001970220527196242,0.06855223547173464,98,94,3.2,120
50.0,150.0,2.5,125,2.0,5.0,59,0.08163294429624553,0.15109901207548798,0.3824570846667108,0.004380989673596917,0.001970220527196242,0.09710277732131682,83,82,0.8,120
50.0,150.0,2.5,125,2.0,7.0,58,0.08163294429624553,0.15109901207548798,0.3528210945282781,0.004380989673596917,0.001970220527196242,0.055622172367624206,82,81,0.8,120
50.0,150.0,2.5,125,3.0,3.0,59,0.06576801547487893,0.019731034360755344,0.2694710157051773,0.003255767007746284,0.0016234706248585407,0.030890000254281128,111,110,0.8,120
50.0,150.0,2.5,125,3.0,5.0,56,0.06576801547487893,0.019731034360755344,0.21591549331273244,0.003255767007746284,0.0016234706248585407,0.032575923562601077,93,93,0.0,120
50.0,150.0,2.5,125,3.0,7.0,55,0.06576801547487893,0.019731034360755344,0.2699754044888653,0.003255767007746284,0.0016234706248585407,0.09511848623416373,84,83,0.8,120
50.0,150.0,2.5,150,1.0,3.0,62,0.15579317116475896,0.1297083268696407,0.41405559158107635,0.003774926782642784,0.001626726089056865,0.10334017690450102,106,107,0.6666666666666667,120
50.0,150.0,2.5,150,1.0,5.0,61,0.15579317116475896,0.1297083268696407,0.5697816413932972,0.003774926782642784,0.001626726089056865,0.11656324135592852,104,104,0.0,120
50.0,150.0,2.5,150,1.0,7.0,61,0.15579317116475896,0.1297083268696407,0.3532247418896083,0.003774926782642784,0.001626726089056865,0.06172252579789215,103,106,2.0,120
50.0,150.0,2.5,150,2.0,3.0,59,0.1361544758624144,0.15826433597642817,0.36322208716897203,0.004224389055270407,0.0018690475839528292,0.05831785105562209,119,116,2.0,120
50.0,150.0,2.5,150,2.0,5.0,58,0.1361544758624144,0.15826433597642817,0.380687003298372,0.004224389055270407,0.0018690475839528292,0.07682306053407507,104,105,0.6666666666666667,120
50.0,150.0,2.5,150,2.0,7.0,57,0.1361544758624144,0.15826433597642817,0.32027292176239514,0.004224389055270407,0.0018690475839528292,0.057100635411178984,98,103,3.3333333333333335,120
50.0,150.0,2.5,150,3.0,3.0,57,0.06248725924180796,0.19355129190641807,0.3240393110512983,0.004081837664607344,0.003779397507521295,0.0743853322046652,135,133,1.3333333333333335,120
50.0,150.0,2.5,150,3.0,5.0,56,0.06248725924180796,0.19355129190641807,0.30777125298203284,0.004081837664607344,0.003779397507521295,0.11039083497693256,109,111,1.3333333333333335,120
50.0,150.0,2.5,150,3.0,7.0,55,0.06248725924180796,0.19355129190641807,0.26223704204474707,0.004081837664607344,0.003779397507521295,0.10729896229011895,104,100,2.666666666666667,120
50.0,150.0,3.0,50,1.0,3.0,65,0.20335227806813438,0.1694628184766692,0.5478692657071558,0.005465022705703627,0.0022849582591026136,0.11962962205712328,34,35,2.0,120
50.0,150.0,3.0,50,1.0,5.0,64,0.20335227806813438,0.1694628184766692,0.4582399260735453,0.005465022705703627,0.0022849582591026136,0.09361511522937212,33,33,0.0,120
50.0,150.0,3.0,50,1.0,7.0,63,0.20335227806813438,0.1694628184766692,0.5406656942152144,0.005465022705703627,0.0022849582591026136,0.08101320646712643,33,32,2.0,120
50.0,150.0,3.0,50,2.0,3.0,63,0.16429550239805668,0.3548957646841427,0.44498428872455686,0.007510044051758754,0.00291163953168279,0.07675307801828686,38,39,2.0,120
50.0,150.0,3.0,50,2.0,5.0,62,0.16429550239805668,0.3548957646841427,0.41877117737045555,0.007510044051758754,0.00291163953168279,0.09691245675519278,35,33,4.0,120
50.0,150.0,3.0,50,2.0,7.0,61,0.16429550239805668,0.3548957646841427,0.4174910158701917,0.007510044051758754,0.00291163953168279,0.036339157905405636,31,33,4.0,120
50.0,150.0,3.0,50,3.0,3.0,63,0.11023542703284082,0.07673429430471723,0.5089631455173906,0.009072521431860058,0.0039001137332990436,0.08020819145760444,46,45,2.0,120
50.0,150.0,3.0,50,3.0,5.0,60,0.11023542703284082,0.07673429430471723,0.27726167397919727,0.009072521431860058,0.0039001137332990436,0.08389591360766502,37,37,0.0,120
50.0,150.0,3.0,50,3.0,7.0,60,0.11023542703284082,0.07673429430471723,0.5212456498502034,0.009072521431860058,0.0039001137332990436,0.08774152683104756,33,33,0.0,120
50.0,150.0,3.0,75,1.0,3.0,64,0.09281761078948589,0.29787979752171767,0.3766630811490667,0.00402392520177778,0.0020053384471523917,0.12915553476423894,51,51,0.0,120
50.0,150.0,3.0,75,1.0,5.0,63,0.09281761078948589,0.29787979752171767,0.33280430425986407,0.00402392520177778,0.0020053384471523917,0.11653274289110137,49,51,2.666666666666667,120
50.0,150.0,3.0,75,1.0,7.0,62,0.09281761078948589,0.29787979752171767,0.39712747716711,0.00402392520177778,0.0020053384471523917,0.08018324926233447,51,50,1.3333333333333335,120
50.0,150.0,3.0,75,2.0,3.0,62,0.15818295306434385,0.20342895811405468,0.45422207822258404,0.006185664384384608,0.0030014625094612734,0.07750287083539166,57,59,2.666666666666667,120
50.0,150.0,3.0,75,2.0,5.0,61,0.15818295306434385,0.20342895811405468,0.6172622697068676,0.006185664384384608,0.0030014625094612734,0.050116323730331265,51,49,2.666666666666667,120
50.0,150.0,3.0,75,2.0,7.0,60,0.15818295306434385,0.20342895811405468,0.3391070740174046,0.006185664384384608,0.0030014625094612734,0.0968014542638189,49,50,1.3333333333333335,120
50.0,150.0,3.0,75,3.0,3.0,61,0.15349726312436543,0.10414368127182455,0.37075068852638954,0.005377792582058182,0.0033518252931834095,0.0752521308824958,69,68,1.3333333333333335,120
50.0,150.0,3.0,75,3.0,5.0,59,0.15349726312436543,0.10414368127182455,0.2611619826058213,0.005377792582058182,0.0033518252931834095,0.042690573780589644,55,56,1.3333333333333335,120
50.0,150.0,3.0,75,3.0,7.0,58,0.15349726312436543,0.10414368127182455,0.2687042196525064,0.005377792582058182,0.0033518252931834095,0.046798306201965435,50,47,4.0,120
50.0,150.0,3.0,100,1.0,3.0,63,0.26123470320746817,0.25034569109367577,0.3583081928426764,0.004205806536525426,0.0021215893541250887,0.06317143172221679,73,70,3.0,120
50.0,150.0,3.0,100,1.0,5.0,62,0.26123470320746817,0.25034569109367577,0.3704504186665493,0.004205806536525426,0.0021215893541250887,0.13360593377977076,69,69,0.0,120
50.0,150.0,3.0,100,1.0,7.0,61,0.26123470320746817,0.25034569109367577,0.3545111834778954,0.004205806536525426,0.0021215893541250887,0.09346287961892022,68,70,2.0,120
50.0,150.0,3.0,100,2.0,3.0,61,0.13960261170065486,0.13531344559947478,0.3263133997770236,0.005553259589052796,0.0021037527487086267,0.13907531983718777,78,81,3.0,120
50.0,150.0,3.0,100,2.0,5.0,60,0.13960261170065486,0.13531344559947478,0.37552389632531374,0.005553259589052796,0.0021037527487086267,0.02313835759048642,68,71,3.0,120
50.0,150.0,3.0,100,2.0,7.0,60,0.13960261170065486,0.13531344559947478,0.5550440960471846,0.005553259589052796,0.0021037527487086267,0.03197656374045301,65,64,1.0,120
50.0,150.0,3.0,100,3.0,3.0,60,0.10850915043036183,0.1477020883518025,0.3016800697149778,0.0036731331452540144,0.002024262402016639,0.06921764401172953,89,88,1.0,120
50.0,150.0,3.0,100,3.0,5.0,58,0.10850915043036183,0.1477020883518025,0.3792038793291686,0.0036731331452540144,0.002024262402016639,0.047131563110073715,78,76,2.0,120
50.0,150.0,3.0,100,3.0,7.0,58,0.10850915043036183,0.1477020883518025,0.27609886106790954,0.0036731331452540144,0.002024262402016639,0.033650839723756355,65,65,0.0,120
50.0,150.0,3.0,125,1.0,3.0,63,0.11678587510372966,0.22895773106958398,0.49161738730844906,0.004431689874222384,0.001528675834331435,0.04403461531735562,91,91,0.0,120
50.0,150.0,3.0,125,1.0,5.0,62,0.11678587510372966,0.22895773106958398,0.532665849728986,0.004431689874222384,0.001528675834331435,0.05045396219002227,84,85,0.8,120
50.0,150.0,3.0,125,1.0,7.0,61,0.11678587510372966,0.22895773106958398,0.4482993022754197,0.004431689874222384,0.001528675834331435,0.09493590108962993,87,84,2.4,120
50.0,150.0,3.0,125,2.0,3.0,61,0.10452052930869704,0.07567038690855461,0.4149190046273801,0.0034088673509395165,0.0021084478812127463,0.09025326824896937,93,99,4.8,120
50.0,150.0,3.0,125,2.0,5.0,60,0.10452052930869704,0.07567038690855461,0.4334839285146837,0.0034088673509395165,0.0021084478812127463,0.03523367522461716,86,87,0.8,120
50.0,150.0,3.0,125,2.0,7.0,59,0.10452052930869704,0.07567038690855461,0.2828292968119506,0.0034088673509395165,0.0021084478812127463,0.13088309507768608,82,83,0.8,120
50.0,150.0,3.0,125,3.0,3.0,60,0.09668389448904534,0.0988897188204168,0.3393470650970559,0.003224298820020807,0.002081243181292867,0.026006084967497612,114,114,0.0,120
50.0,150.0,3.0,125,3.0,5.0,58,0.09668389448904534,0.0988897188204168,0.3078064273317727,0.003224298820020807,0.002081243181292867,0.07314184555119617,91,87,3.2,120
50.0,150.0,3.0,125,3.0,7.0,58,0.09668389448904534,0.0988897188204168,0.28532914153696254,0.003224298820020807,0.002081243181292867,0.08403021619356146,82,84,1.6,120
50.0,150.0,3.0,150,1.0,3.0,62,0.13939688483986545,0.09858008172564682,0.4116786925545323,0.003786013724599901,0.0025045990589877536,0.06607591459460775,112,112,0.0,120
50.0,150.0,3.0,150,1.0,5.0,61,0.13939688483986545,0.09858008172564682,0.36293610200326293,0.003786013724599901,0.0025045990589877536,0.048396413178807426,102,105,2.0,120
50.0,150.0,3.0,150,1.0,7.0,61,0.13939688483986545,0.09858008172564682,0.3662816134584826,0.003786013724599901,0.0025045990589877536,0.0653918754243969,103,103,0.0,120
50.0,150.0,3.0,150,2.0,3.0,60,0.11412790790584852,0.10956831975029165,0.3275935379152453,0.005547129212528802,0.002074422650687685,0.034967355978534245,120,121,0.6666666666666667,120
50.0,150.0,3.0,150,2.0,5.0,60,0.11412790790584852,0.10956831975029165,0.45437817204880343,0.005547129212528802,0.002074422650687685,0.09188828918061195,102,101,0.6666666666666667,120
50.0,150.0,3.0,150,2.0,7.0,59,0.11412790790584852,0.10956831975029165,0.2997529034860883,0.005547129212528802,0.002074422650687685,0.05871581014901936,100,100,0.0,120
50.0,150.0,3.0,150,3.0,3.0,59,0.08197283846557343,0.07969164893092746,0.37937879381760253,0.0035313559851880357,0.0012037201434330594,0.058429133597873446,136,137,0.6666666666666667,120
50.0,150.0,3.0,150,3.0,5.0,57,0.08197283846557343,0.07969164893092746,0.21016253816338631,0.0035313559851880357,0.0012037201434330594,0.05632046881240391,105,109,2.666666666666667,120
50.0,150.0,3.0,150,3.0,7.0,56,0.08197283846557343,0.07969164893092746,0.3882277321800129,0.0035313559851880357,0.0012037201434330594,0.07131579321778583,100,99,0.6666666666666667,120
70.0,130.0,1.0,50,1.0,3.0,39,0.18023499287171665,0.33103516652947196,0.40545582083211046,0.005646481887309908,0.005952186371330152,0.21006748095029146,27,25,4.0,120
70.0,130.0,1.0,50,1.0,5.0,38,0.18023499287171665,0.34974060983741434,0.381930198193472,0.005646481887309908,0.005584511901517555,0.246382144524463,27,26,2.0,120
70.0,130.0,1.0,50,1.0,7.0,37,0.18023499287171665,0.3199645659282387,0.36181920131262246,0.005646481887309908,0.03558051868668072,0.21266298820916585,26,26,0.0,120
70.0,130.0,1.0,50,2.0,3.0,36,0.2135537919913153,0.24010309711737665,0.460514695821268,0.009490972777280782,0.006030912114653227,0.2627608734525007,31,29,4.0,120
70.0,130.0,1.0,50,2.0,5.0,35,0.2135537919913153,0.2884201050601509,0.4350094019354453,0.009490972777280782,0.007050634295952142,0.21850022223548307,27,27,0.0,120
70.0,130.0,1.0,50,2.0,7.0,34,0.2135537919913153,0.28973902184437544,0.6169473718269869,0.009490972777280782,0.01003101688301626,0.16794459220751887,26,26,0.0,120
70.0,130.0,1.0,50,3.0,3.0,34,0.1660065303266949,0.2169750218484321,0.38750286011433926,0.004480676813284534,0.026046109898338218,0.18113016556834124,40,37,6.0,120
70.0,130.0,1.0,50,3.0,5.0,32,0.1660065303266949,0.26591242321035247,0.4573754774640602,0.004480676813284534,0.009447157423714164,0.13171438649597228,29,29,0.0,120
70.0,130.0,1.0,50,3.0,7.0,31,0.1660065303266949,0.25442245875822644,0.4942490177623201,0.004480676813284534,0.024462149505912804,0.21550526253513685,26,25,2.0,120
70.0,130.0,1.0,75,1.0,3.0,38,0.18697965807027034,0.38673169813962666,0.4413077054218027,0.004442273645104841,0.0152289081020092,0.17750437518652928,40,40,0.0,120
70.0,130.0,1.0,75,1.0,5.0,37,0.18697965807027034,0.3645644928680224,0.3459486640895467,0.004442273645104841,0.013708959946877753,0.17204841692250053,40,41,1.3333333333333335,120
70.0,130.0,1.0,75,1.0,7.0,36,0.18697965807027034,0.3932977912378905,0.32762627560455987,0.004442273645104841,0.012756831155613125,0.1512951474552172,42,39,4.0,120
70.0,130.0,1.0,75,2.0,3.0,33,0.2102300903995314,0.21497502401789426,0.45064860627536335,0.004188331197738898,0.007320187443802791,0.1185425405652674,42,44,2.666666666666667,120
70.0,130.0,1.0,75,2.0,5.0,32,0.2102300903995314,0.24767010011814639,0.43296402613631696,0.004188331197738898,0.04000717295238625,0.1628924194357053,39,39,0.0,120
70.0,130.0,1.0,75,2.0,7.0,31,0.2102300903995314,0.2394570997053599,0.45501320816557267,0.004188331197738898,0.021864403304602945,0.12436395963812402,39,39,0.0,120
70.0,130.0,1.0,75,3.0,3.0,31,0.09168908070502102,0.26642714814258195,0.423280976819197,0.0029454723511364604,0.011009220959540227,0.0713643858543349,55,51,5.333333333333334,120
70.0,130.0,1.0,75,3.0,5.0,29,0.09168908070502102,0.23502969022878467,0.38072991460044353,0.0029454723511364604,0.01984433019649217,0.045194129539393196,43,41,2.666666666666667,120
70.0,130.0,1.0,75,3.0,7.0,28,0.09168908070502102,0.33556535504465224,0.35410781223952553,0.0029454723511364604,0.03757556963645355,0.07894295897654567,40,39,1.3333333333333335,120
70.0,130.0,1.0,100,1.0,3.0,36,0.25023219726731616,0.3382541956317138,0.36705879351108794,0.0071114394958321945,0.006267072761115219,0.1533716106626404,54,54,0.0,120
70.0,130.0,1.0,100,1.0,5.0,36,0.25023219726731616,0.3389664234299815,0.39930011875385274,0.0071114394958321945,0.004641018876387284,0.09522371582528007,55,53,2.0,120
70.0,130.0,1.0,100,1.0,7.0,35,0.25023219726731616,0.3249750095676714,0.33795823838189104,0.0071114394958321945,0.007059040139554237,0.16757458662986136,55,56,1.0,120
70.0,130.0,1.0,100,2.0,3.0,32,0.21037063970849632,0.27839252537423465,0.32442101728077455,0.0036282828868041224,0.03775231294808292,0.16130778042055227,59,60,1.0,120
70.0,130.0,1.0,100,2.0,5.0,31,0.21037063970849632,0.14407089746657614,0.36433653659263554,0.0036282828868041224,0.01109350012590957,0.10521439447904482,53,52,1.0,120
70.0,130.0,1.0,100,2.0,7.0,30,0.21037063970849632,0.26387046349483045,0.4227252629858155,0.0036282828868041224,0.03881080935718665,0.17695543554247292,53,53,0.0,120
70.0,130.0,1.0,100,3.0,3.0,29,0.23884136373125275,0.18655753310562292,0.34722692483656215,0.004056242351837912,0.021899795609617526,0.03555829936719922,67,69,2.0,120
70.0,130.0,1.0,100,3.0,5.0,27,0.23884136373125275,0.24571362677606845,0.37241024839303827,0.004056242351837912,0.06233821177002825,0.10024276276126431,61,62,1.0,120
70.0,130.0,1.0,100,3.0,7.0,26,0.23884136373125275,0.20125841355147428,0.32502567862715276,0.004056242351837912,0.0515925531966991,0.08262488118640145,54,52,2.0,120
70.0,130.0,1.0,125,1.0,3.0,36,0.2792943975216412,0.21011173295191365,0.30399954128876877,0.004502908959550418,0.03514063239137247,0.12973195275275187,67,68,0.8,120
70.0,130.0,1.0,125,1.0,5.0,35,0.2792943975216412,0.21312672240117586,0.29368788371331306,0.004502908959550418,0.004406761533815124,0.14062058721514875,69,69,0.0,120
70.0,130.0,1.0,125,1.0,7.0,34,0.2792943975216412,0.21337211116749832,0.2880189360837156,0.004502908959550418,0.010040699661234985,0.17204557817774188,72,70,1.6,120
70.0,130.0,1.0,125,2.0,3.0,31,0.12282436479237294,0.22849843527379277,0.37040387121260554,0.006865574231943207,0.01388937484270475,0.12134361168403374,72,74,1.6,120
70.0,130.0,1.0,125,2.0,5.0,30,0.12282436479237294,0.27100384750060674,0.30896095134431406,0.006865574231943207,0.01096776245135936,0.1352570077323285,67,67,0.0,120
70.0,130.0,1.0,125,2.0,7.0,29,0.12282436479237294,0.25032169557512884,0.3538547397414888,0.006865574231943207,0.006473268473426669,0.08980856657895853,65,64,0.8,120
70.0,130.0,1.0,125,3.0,3.0,28,0.07361186918411254,0.2322944598884232,0.3013503758298294,0.003958177728334325,0.04258062883298888,0.10460029104329573,91,89,1.6,120
70.0,130.0,1.0,125,3.0,5.0,26,0.07361186918411254,0.2477449844345171,0.5134183847296652,0.003958177728334325,0.03949661519496437,0.13929567602291978,71,69,1.6,120
70.0,130.0,1.0,125,3.0,7.0,25,0.07361186918411254,0.20936729669863316,0.4060761211219679,0.003958177728334325,0.04227896770889093,0.0528691791038103,64,65,0.8,120
70.0,130.0,1.0,150,1.0,3.0,35,0.12468318303067902,0.24085886381238322,0.3082280856408994,0.004098863307429289,0.007886299747901901,0.13170932042702696,82,81,0.6666666666666667,120
70.0,130.0,1.0,150,1.0,5.0,34,0.12468318303067902,0.2757000452357643,0.34649052683279474,0.004098863307429289,0.0035530478550912766,0.14137956144395977,84,83,0.6666666666666667,120
70.0,130.0,1.0,150,1.0,7.0,33,0.12468318303067902,0.2447107044837783,0.30729568882711983,0.004098863307429289,0.0050013719839278065,0.12151364344972605,87,87,0.0,120
70.0,130.0,1.0,150,2.0,3.0,30,0.11592561270297899,0.2354064235651329,0.29145086276869636,0.005411327954393853,0.021582563532929613,0.08262020791814266,96,93,2.0,120
