cell_ODW,n_runs,A_win_rate_pct,mean_remaining_units_A,mean_remaining_units_B,median_end_tick,mean_first_major_divergence_tick,mean_precontact_ar_forward_p90_A,mean_precontact_wedge_ratio_p10_A,mean_runtime_c_conn_A,mean_runtime_collapse_sig_A,wedge_present_rate_A_pct,structural_fragility_rate_A_pct,posture_coherence_rate_A_pct,mean_fire_eff_contact_to_cut_A
2,486,40.74074074074074,6.0,9.925925925925926,469.0,164.65384615384616,2.0796558879976796,0.8900729336469257,0.8171944203108698,0.1828055796891319,25.925925925925927,88.88888888888889,0.0,0.34477878489302605
8,486,48.148148148148145,8.88888888888889,6.37037037037037,474.0,201.23076923076923,2.1717314451627,0.7602687472238709,0.9035588774299269,0.09644112257007274,51.851851851851855,44.44444444444444,0.0,0.36056337197529537
