run_id,movement_model,movement_v3a_experiment,movement_v3a_variant_id,centroid_probe_scale,runtime_decision_source_effective,cell_FR,cell_MB,cell_PD,opponent_archetype_name,opponent_archetype_index,injected_test_vector,injected_opponent_vector,winner,end_tick,remaining_units_A,remaining_units_B,first_contact_tick,first_kill_tick,tactical_cut_tick_T,tactical_pocket_tick_T,precontact_window_last_tick,precontact_ar_p90_A,precontact_ar_p90_B,precontact_wedge_p10_A,precontact_wedge_p10_B,precontact_split_p90_A,precontact_split_p90_B,precontact_persistent_outlier_p90,precontact_max_persistence_max,precontact_ar_p90_gap_AB,precontact_wedge_p10_gap_AB,precontact_split_p90_gap_AB,precontact_ar_jitter_A,precontact_ar_jitter_B,precontact_wedge_jitter_A,precontact_wedge_jitter_B,precontact_split_jitter_A,precontact_split_jitter_B,cut_before_contact,pocket_before_contact,determinism_digest,rep_index,precontact_outlier_total_p90,movement_model_effective,movement_v3a_experiment_effective,centroid_probe_scale_effective,cut_exists,pocket_exists,hit_runtime_cap,boundary_enabled_effective,boundary_soft_strength_effective,boundary_hard_enabled_effective,random_seed_effective,background_map_seed_effective,metatype_random_seed_effective
FR2_MB5_PD2_vs_reuenthal_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,2,reuenthal,3,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,495,0,9,114,122,133,137,100,2.2603349226959035,2.23785146364717,1.1237952186294866,0.8486694470410048,1.7225895679839625,1.716347152096584,0.0,0.0,0.0224834590487335,0.27512577158848184,0.006242415887378394,0.004580454911879282,0.0034120468344412363,0.01375097541383543,0.005975761342749084,0.0013090553453307897,0.0014531213744820345,False,False,61257b6b9a3af4b4dd855bb5a73ffedfd591e793e0c0f2ee82d51d5d6e3de230,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD2_vs_mittermeyer_base_rep01,v1,base,base,1.0,v2,2,5,2,mittermeyer,4,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,409,34,0,111,119,130,137,100,2.2246304178682395,2.0001701714845574,1.1032388846635357,0.8493412222945308,1.7135065969065604,1.7338801537851893,0.0,0.0,0.224460246383682,0.2538976623690049,0.020373556878628962,0.010609031836215846,0.01494780762061112,0.020341459807091754,0.017864140516204576,0.0028111295488507265,0.0036479061759242177,False,False,5e2e69cb15d083e04b073381f745c708f87267d8081f391b67edc08309ea4805,1,0.0,v1,N/A,N/A,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD2_vs_mittermeyer_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,2,mittermeyer,4,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,430,23,0,113,121,132,137,100,2.2540648998729726,2.171880922442251,1.124810514460514,0.8311359332187992,1.7199594345419067,1.7089061399408871,0.0,0.0,0.08218397743072181,0.29367458124171486,0.011053294601019559,0.00380001664700198,0.00967834288529447,0.010877372950082528,0.004759795276041385,0.0013943793871235763,0.0030144036344490386,False,False,b961ed61d88cbcc2aa54c7cc9784c5a52854acf5e74b7b862914b53c4f57f194,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD2_vs_bittenfeld_base_rep01,v1,base,base,1.0,v2,2,5,2,bittenfeld,5,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,453,27,0,108,117,155,137,100,2.1915563167296916,1.9650547388537307,1.0214685832412729,0.8224935228456162,1.7102148371930714,1.72143023435731,1.0,34.0,0.22650157787596092,0.1989750603956567,0.011215397164238583,0.012641863528190448,0.020253331454159453,0.01853351204932859,0.02100465156826137,0.0041393625462669385,0.004215197617408172,False,False,4f8bbc5548ee197b9bb88b1484833ba1c5f4870e765fee53d87a3f4783c5ba6f,1,3.0,v1,N/A,N/A,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD2_vs_bittenfeld_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,2,bittenfeld,5,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,429,26,0,111,119,130,136,100,2.252585663887305,2.1189482547257477,1.1280539589642904,0.8385175947690652,1.717971884496083,1.7053915673557836,0.0,0.0,0.1336374091615573,0.2895363641952252,0.01258031714029939,0.004532839016380388,0.011575663632993338,0.01279137497707926,0.010776436350070083,0.0014803195336760124,0.0024156028280602083,False,False,fea0bbad96c592b9f08bea14d7bde74e5a27ab42490773a7edbba8f631fc9459,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD2_vs_muller_base_rep01,v1,base,base,1.0,v2,2,5,2,muller,6,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 3.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,456,22,0,108,118,154,173,100,2.1902345234197362,2.1855025068019502,1.0688614824610208,0.8260132968017817,1.7127201961585925,1.7211988185424036,2.0,50.0,0.004732016617785995,0.24284818565923905,0.00847862238381114,0.012940493471863828,0.02313224475233113,0.025402157883712074,0.028517302189809583,0.0034984786565180927,0.0031220584503196705,False,False,80811f6beed0bf474a3e84d674bbaacd7c4670da5052db86a7f03e89687394d4,1,2.0,v1,N/A,N/A,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD2_vs_muller_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,2,muller,6,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 3.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,434,24,0,111,119,130,135,100,2.249095778761359,2.0725399443882293,1.069657313486976,0.8366575112060523,1.7180791972963028,1.7036918802463603,0.0,0.0,0.17655583437312972,0.23299980228092376,0.01438731704994245,0.005154063913740379,0.011518207808699688,0.033375110735252365,0.013931148250216985,0.002148952826999353,0.002067760933804791,False,False,a140557685b2c348bf75557f1ed41e008621dcfa6e60cc560080b7d34a307574,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_reinhard_base_rep01,v1,base,base,1.0,v2,2,5,5,reinhard,1,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 6.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,483,24,0,110,118,129,179,100,2.2618349084678053,1.9390612489094696,1.1250867790013257,0.8384925040396107,1.7222126770339337,1.7402684916343254,0.0,15.0,0.3227736595583357,0.28659427496171497,0.01805581460039174,0.008329958634523191,0.01798143983988971,0.011519977556942698,0.016250688955529172,0.0027136788181698107,0.003974234313131565,False,False,619716048a9afc12d1612521180eefdeb02048d56c1d6c1cb68d7a84f130b863,1,2.0,v1,N/A,N/A,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_reinhard_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,5,reinhard,1,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 6.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,444,24,0,112,120,131,136,100,2.2677954625255174,2.1301492486333067,1.0533718292415855,0.8375969371310709,1.7197841118210406,1.7038613796529125,0.0,0.0,0.13764621389221077,0.2157748921105146,0.015922732168128118,0.004494371260744264,0.011097286535877724,0.010138375204923241,0.0054555108926110174,0.001941725859558183,0.0019005365188282306,False,False,0745b1e7300f868d04690d46cffe6afb9b5bfd9f6153f792bc4265e30a54008d,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_kircheis_base_rep01,v1,base,base,1.0,v2,2,5,5,kircheis,2,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 7.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,451,28,0,110,118,129,186,100,2.254381751989441,1.8913765618980467,1.0601037409775562,0.8241460541673604,1.7175905040403108,1.7282616149159522,3.0,45.0,0.3630051900913942,0.2359576868101958,0.010671110875641432,0.00792272380903775,0.019569237883437837,0.02535584861717089,0.02360808152199926,0.0024028714702214043,0.007872097252701627,False,False,901cf0b4330bc079e331770e1dcb3939ad849364c6925ff69746fe0c27c11a42,1,5.0,v1,N/A,N/A,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_kircheis_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,5,kircheis,2,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 7.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,434,23,0,111,119,130,136,100,2.2568062523132806,2.0772776271600137,1.036725326334697,0.8398358187099235,1.7213941286663097,1.7046910409158231,0.0,0.0,0.17952862515326684,0.19688950762477342,0.016703087750486567,0.004003633995207335,0.011679654475914597,0.010848518109032212,0.01577144358740449,0.0015919623652093915,0.003387496762758513,False,False,6e180f8f66e57c9f8cc316e5188cad7d10976eb0cbf00bfc88072df970334622,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_reuenthal_base_rep01,v1,base,base,1.0,v2,2,5,5,reuenthal,3,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,530,0,6,113,122,133,137,100,2.2530100566960485,2.1885099272938513,1.0623007315034687,0.8446483826207305,1.7176183520581347,1.7127347995781987,0.0,0.0,0.06450012940219718,0.2176523488827382,0.004883552479935993,0.006825926889038994,0.006561548829684494,0.023303091066035786,0.009620186031812037,0.002440344904679981,0.0020308075813258177,False,False,bf54c5f0d30e021cdda175c710e935d2f35567594ea3d79af795bd0bb592cb52,1,0.0,v1,N/A,N/A,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_reuenthal_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,5,reuenthal,3,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,536,6,0,114,122,133,137,100,2.262882902170765,2.2314023064165682,1.0133731063357267,0.8616266651754056,1.7193559563311316,1.715791820106091,0.0,0.0,0.031480595754196816,0.1517464411603211,0.0035641362250404818,0.004102722872609002,0.003984982831033921,0.011425122864130728,0.006581452672324673,0.001386477889000865,0.0016469015269822342,False,False,2979d63d1752ff8baeb2c7775b35327867959882b7caa7cbcb4fbbe32e83e3b6,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_mittermeyer_base_rep01,v1,base,base,1.0,v2,2,5,5,mittermeyer,4,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,437,30,0,112,120,131,137,100,2.2471949234579798,2.017556290732376,1.1083043842568832,0.8433600480420229,1.7190864160277488,1.7369405980175254,0.0,0.0,0.22963863272560392,0.26494433621486024,0.01785418198977662,0.008042459224523837,0.0161312369829126,0.013885573537849477,0.021882471988111746,0.003210639018732636,0.0037752814278645577,False,False,9848990cba1f1e94c829eb41fbe12a1c5c2809208e714c1593769c106eae900a,1,0.0,v1,N/A,N/A,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_mittermeyer_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,5,mittermeyer,4,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,507,0,9,113,121,132,137,100,2.263099463433615,2.150147155314745,1.0781187203926907,0.8173875396951621,1.721047122211611,1.7101596209043317,0.0,0.0,0.11295230811886992,0.26073118069752865,0.010887501307279335,0.004122520773337436,0.00973047293776466,0.009506039657566136,0.00901898054492957,0.001487161900442579,0.0025173838903662627,False,False,ddbf71c298bff39a649e0226b76a2e07f66a03f3ca18946c30d8efd3e88c0d0f,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_bittenfeld_base_rep01,v1,base,base,1.0,v2,2,5,5,bittenfeld,5,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,464,30,0,110,118,129,159,100,2.2520148842854693,1.9372486822896935,1.0775608703566912,0.8229569569695172,1.716466559701301,1.7261325063769224,0.0,28.0,0.31476620199577576,0.25460391338717403,0.009665946675621484,0.009303237745717988,0.020173346989864754,0.009396649162119682,0.0178998555614507,0.0021119210306739804,0.0037797040952281,False,False,4acb324476e5792f535a2ec150f22772e932c393e685486629f17a4ea81762bb,1,3.0,v1,N/A,N/A,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_bittenfeld_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,5,bittenfeld,5,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 4.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 9.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,491,18,0,112,120,131,136,100,2.2546164239973048,2.103521602757728,1.042826513743959,0.8505416684212322,1.7181653404497017,1.7074571617606131,0.0,0.0,0.15109482123957685,0.19228484532272672,0.010708178689088577,0.0041016578992034095,0.0108800651098045,0.0131646778123248,0.009330037414022193,0.0015960906728783933,0.002621803204880936,False,False,8d3bfec24028557de1c88ac5a15ce434e7d42d255b5ab95dec10237206bc2333,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_muller_base_rep01,v1,base,base,1.0,v2,2,5,5,muller,6,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 3.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,532,8,0,109,117,132,144,100,2.252154158306218,2.184937970346849,1.0560503418010703,0.8311785736789621,1.718061758260093,1.7263518412238998,2.0,46.0,0.06721618795936912,0.22487176812210818,0.008290082963806844,0.009047107664143718,0.023836648811726216,0.018760724780712144,0.020481362898739915,0.0030656485464747294,0.003804758803571785,False,False,20dbbceaa6820bc09b8a86843e26a6e9c908acca62bb61d96707721030a6d0b4,1,3.0,v1,N/A,N/A,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD5_vs_muller_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,5,muller,6,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 3.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,431,33,0,111,119,130,136,100,2.272514028544922,2.0887326182147437,1.0818283586106405,0.8314082570427533,1.721133313053636,1.703781821375644,0.0,0.0,0.18378141033017847,0.2504201015678872,0.017351491677991993,0.004171931696746943,0.011015960206643098,0.007722444865805392,0.011607789903396643,0.001754881807177237,0.002185861248939674,False,False,d8b34aea72a987452cdb2dd91e847ca9f6414262e39ced8ca0ce8ade0b0d763a,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD8_vs_reinhard_base_rep01,v1,base,base,1.0,v2,2,5,8,reinhard,1,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 6.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,427,28,0,110,120,129,136,100,2.2607016033876612,1.9285091327300736,1.1179466526113007,0.8358610140893069,1.717884531104915,1.7415893063531995,0.0,20.0,0.3321924706575876,0.28208563852199375,0.023704775248284626,0.007928630721229492,0.018579858717408484,0.01493044920786117,0.019997751235426898,0.002803693409896605,0.004647571479922312,False,False,649d9428e7f61a5951b1750b89495effc1a1ace29a288f793063732dfc01a8f8,1,2.0,v1,N/A,N/A,True,True,False,False,1.0,False,1981813971,897304369,3095987153
FR2_MB5_PD8_vs_reinhard_probe_0.50_rep01,v3a,exp_precontact_centroid_probe,probe_0.50,0.5,v2,2,5,8,reinhard,1,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 6.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,460,24,0,113,120,132,137,100,2.2674136735930683,2.1349029137747735,1.062930114203534,0.8365572970963712,1.7231721959458068,1.7052514697196859,0.0,0.0,0.13251075981829485,0.22637281710716273,0.017920726226120953,0.00329540059735787,0.01084838251595704,0.013436833164056373,0.00738687851183019,0.0016237947624675856,0.0018622056757344988,False,False,ba6cc85c29849b9cabf9b7a4ede2564f2bd4341ea48279c6fc273e26b3200159,1,0.0,v3a,exp_precontact_centroid_probe,0.5,True,True,False,False,1.0,False,1981813971,897304369,3095987153
