cell_FR,cell_MB,cell_PD,opponent_archetype_name,delta_end_tick,delta_first_contact_tick,delta_cut_tick,delta_pocket_tick,delta_ar_p90_A,delta_wedge_p10_A,delta_split_p90_A,delta_persistent_outlier_p90,delta_max_persistence,delta_mirror_ar_gap,delta_mirror_wedge_gap,delta_jitter_ar_A,delta_jitter_wedge_A,cut_exists_v1,cut_exists_v3a,pocket_exists_v1,pocket_exists_v3a
8,2,2,muller,184.0,7.0,7.0,0.0,-0.7043149613821149,0.18387179460325798,-0.6010799937868829,-11.0,-79.0,-0.3513896121966926,-0.1764924481558522,-0.01171222823872901,-0.013517338771198652,True,True,True,True
8,2,2,reinhard,-33.0,9.0,9.0,-24.0,-0.7426125443668523,0.32377743250462987,-1.0200395726665108,-8.0,-76.0,-0.7588783408560835,-0.27541079324983264,-0.018128014960642827,-0.008244662454928178,True,True,True,True
8,2,2,reuenthal,-17.0,3.0,-4.0,-19.0,-0.24321616849266992,0.35078357335582766,-0.01760214364353141,-3.0,-55.0,-0.005882857026423771,-0.14623086729988466,-0.012898058742913021,-0.002486711972802872,True,True,True,True
8,2,5,bittenfeld,-29.0,5.0,5.0,-28.0,-0.17145692266288615,0.5028598356905215,-0.033872023680223684,-7.0,-60.0,-0.23170454001477925,0.06007728412866087,-0.013358789745913105,-0.0011391456362412448,True,True,True,True
8,2,5,kircheis,211.0,4.0,4.0,-26.0,-0.33663212585354163,0.38770786070566277,-0.011744254697983347,-9.0,-68.0,-0.385688101114011,-0.013128894073348718,-0.014522470445997514,-5.3018229941123596e-05,True,True,True,True
8,2,5,mittermeyer,24.0,3.0,5.0,-7.0,-0.08595043943504566,0.4487137178450281,-0.011915869971526938,-3.0,-38.0,-0.146267065938249,0.05399358618580852,-0.012765375006629547,-0.00423695233050533,True,True,True,True
8,2,5,muller,-25.0,7.0,7.0,40.0,-0.21371633064743012,0.4720183873353545,-0.040463648588398016,-8.0,-72.0,0.017808715116307994,-0.014361589463193325,-0.013763221062621902,-0.001735709372247242,True,True,True,True
8,2,5,reinhard,70.0,4.0,4.0,-37.0,-0.28951125943216427,0.461090406071094,-0.028069692598058582,-6.0,-58.0,-0.4518584230580951,0.012179223912203718,-0.014246444434169165,-0.002961668955495128,True,True,True,True
8,2,5,reuenthal,-44.0,2.0,2.0,0.0,-0.0009431312478858089,0.4915611470280188,-0.012691109540684309,-1.0,-30.0,0.093425462002517,0.05344829653254779,-0.011385337464264707,0.004396069252119161,True,True,True,True
8,2,8,bittenfeld,-42.0,5.0,5.0,-9.0,-0.06079004471068483,0.4941698447201597,-0.010170539458333128,-5.0,-51.0,-0.07994978090373417,0.1273959881976341,-0.01264828790857689,0.0018945207388702569,True,True,True,True
8,2,8,kircheis,-93.0,5.0,-245.0,-19.0,-0.08944047830194712,0.488505517426745,-0.022230036418578347,-9.0,-66.0,-0.12502305630302013,0.09907685057833171,-0.013081630962339176,-0.0027216845103357097,True,True,True,True
8,2,8,mittermeyer,-1.0,2.0,15.0,-1.0,-0.050683455224589835,0.4357127796656225,-0.02486075645999586,-3.0,-35.0,-0.144717156735217,0.07599386239998318,-0.01240845581291048,-0.0018846219309686107,True,True,True,True
8,2,8,muller,2.0,5.0,-68.0,-28.0,-0.09404385914534075,0.42497801184890327,-0.001822076119127214,-9.0,-71.0,-0.09022380208156822,0.049402867095309055,-0.012479827373209287,-0.004056501131296743,True,True,True,True
8,2,8,reinhard,111.0,4.0,4.0,-2.0,-0.11964014439628556,0.4598314097386267,-0.016913713236616612,-5.0,-45.0,-0.338341023385593,0.09353340094278795,-0.012660500549706903,0.00650510643880876,True,True,True,True
8,2,8,reuenthal,-43.0,2.0,2.0,-17.0,0.010726356520004199,0.4136048358729906,-0.012767045987679193,-1.0,-34.0,0.05909655212064591,0.09650614821307313,-0.012001871603549126,-0.0010086443084603852,True,True,True,True
8,5,2,bittenfeld,256.0,7.0,7.0,-13.0,-0.6213382349386842,0.16433920871572139,-1.2566809411284965,-8.0,-80.0,-0.49647655863040674,-0.17881802691000404,-0.014442609051246183,-0.013784987489551051,True,True,True,True
8,5,2,kircheis,-59.0,6.0,6.0,-23.0,-0.6435638358197111,0.17808570538409152,-1.0198099756572185,-11.0,-79.0,-0.5961951843054807,-0.16923667878190618,-0.012442355374024397,-0.023267128292271413,True,True,True,True
8,5,2,mittermeyer,-21.0,5.0,5.0,-16.0,-0.3885978990406649,0.23621891364064385,-1.151641775731897,-6.0,-75.0,-0.3123202775454661,-0.24260235535459118,-0.01716749595875787,-0.011776295970799641,True,True,True,True
8,5,2,muller,-32.0,9.0,9.0,-17.0,-0.6154153797349833,0.14042855370378782,-1.36752358832331,-10.400000000000006,-54.0,-0.23131785310825825,-0.13345478712217762,-0.010180180907653939,-0.017772649421488023,True,True,True,True
8,5,2,reinhard,70.0,7.0,7.0,-21.0,-0.633010882605253,0.2638609615075479,-0.9946769241562208,-8.0,-80.0,-0.6435777847256141,-0.27662722106333126,-0.015698036679510554,-0.015685088583865532,True,True,True,True
8,5,2,reuenthal,-65.0,2.0,-5.0,-35.0,-0.26416167888794195,0.26255149493623964,-0.021718002205183717,-4.0,-62.0,-0.0004675816381216613,-0.23792021423857757,-0.012528360943133967,-0.0050484791729151594,True,True,True,True
8,5,5,bittenfeld,71.0,5.0,5.0,-30.0,-0.18115274982353524,0.2770465416956476,-0.021131129731345677,-8.0,-66.0,-0.2137327380407017,-0.1951246419155943,-0.01204087223328393,-0.0016593493036002917,True,True,True,True
8,5,5,kircheis,76.0,6.0,6.0,8.0,-0.21022713896629996,0.2540190658346153,-0.01965996392646363,-8.0,-69.0,-0.26350245344221346,-0.264520705236043,-0.013459122458422136,0.00088995745679743,True,True,True,True
8,5,5,mittermeyer,10.0,4.0,4.0,-18.0,-0.06712786815190608,0.27158087844113543,-0.006245251795936824,-4.0,-55.0,-0.1780821828092547,-0.1438215861634603,-0.011324154760232637,-0.006831507179799388,True,True,True,True
8,5,5,muller,67.0,7.0,7.0,-14.0,-0.13815106786708498,0.24870310143908603,-0.04646118837023705,-10.0,-73.0,-0.11947740704475862,-0.2250778020426537,-0.010688105328367805,-0.006796802063390346,True,True,True,True
8,5,5,reinhard,25.0,5.0,5.0,-35.0,-0.2177882018373074,0.2854620738550365,-0.029150539031349565,-6.0,-63.0,-0.4083916309517739,-0.11497409966624306,-0.012134455407572336,-0.0064982073534581575,True,True,True,True
8,5,5,reuenthal,-130.0,3.0,3.0,-50.0,0.04951327102350067,0.48805088835303345,-0.009375761671896576,-2.0,-47.0,0.004831538250751333,0.06405282484471975,-0.009789630943363213,-0.006425395321694382,True,True,True,True
8,5,8,bittenfeld,67.0,4.0,4.0,-31.0,-0.10296227504916766,0.39953862806320983,-0.02512635633505278,-8.0,-58.0,-0.19103323837278552,-0.027295176783491137,-0.012391335008765146,-0.0016833800110172235,True,True,True,True
8,5,8,kircheis,72.0,4.0,4.0,-32.0,-0.09385732068846453,0.2979630735592823,0.0020180714017661305,-9.0,-65.0,-0.15322109451369625,-0.16762313702655862,-0.011147626667213502,0.0007408047649798168,True,True,True,True
8,5,8,mittermeyer,-3.0,3.0,5.0,-63.0,-0.015253702953644588,0.35546094854202026,-0.03238121592864851,-4.0,-49.0,-0.11259045854087013,-0.09172928267950964,-0.011317619035429353,-0.0018480174284064219,True,True,True,True
8,5,8,muller,-13.0,5.0,5.0,-35.0,-0.09116637599229582,0.2265364511190341,-0.004727616726414086,-9.0,-71.0,-0.10267730815887521,-0.13943461499638987,-0.010689678286239242,0.0003099469005305826,True,True,True,True
8,5,8,reinhard,86.0,4.0,4.0,-16.0,-0.053711398254040255,0.32865183443353285,-0.018716010051700982,-7.0,-55.0,-0.1728594875945788,-0.18319838784208675,-0.01000110327168748,0.0009755043273309005,True,True,True,True
8,5,8,reuenthal,22.0,2.0,0.0,-24.0,0.019766331341056986,0.229500987501162,-0.016241825288179523,-2.0,-44.0,0.0405357977504357,-0.15449135446395013,-0.009628434981794484,0.0016997221191287423,True,True,True,True
8,8,2,bittenfeld,64.0,8.0,8.0,-25.0,-0.581050590422882,0.12398080488298813,-1.6205971306813935,-8.0,-75.0,-0.41577578511581503,-0.11432046052331557,-0.0147830111035635,-0.015424161353352034,True,True,True,True
8,8,2,kircheis,127.0,9.0,9.0,-23.0,-0.5792628792833725,0.10204317993523948,-1.5184261147680227,-9.0,-66.0,-0.44988585659027636,-0.12157211126553646,-0.01187525387294773,-0.016911674754636074,True,True,True,True
8,8,2,mittermeyer,-22.0,7.0,11.0,-31.0,-0.4261412025835105,0.21703651690152592,-1.5945842043957084,-5.0,-78.0,-0.23990310563573836,-0.2067035417372134,-0.01606064055699693,-0.018774533326193363,True,True,True,True
8,8,2,muller,87.0,10.0,10.0,15.0,-0.47542301209994053,-0.03953712693216005,-1.7594734013762607,-8.0,-46.0,-0.06984554072876725,0.05601664918531568,-0.009942626147606094,-0.028657418428449013,True,True,True,True
8,8,2,reinhard,-113.0,9.0,9.0,-28.0,-0.5830013361984259,0.16966057616753027,-1.689478868839769,-7.200000000000003,-77.0,-0.5516390066132728,-0.1644353609844138,-0.015362984593332081,-0.01946140412869743,True,True,True,True
8,8,2,reuenthal,-49.0,3.0,-4.0,-35.0,-0.09639424764965332,0.3425173537675825,-0.01741172056844409,-4.0,-67.0,0.17292179203697255,-0.29735197471071584,-0.008161803784570668,-0.004406234795993429,True,True,True,True
8,8,5,bittenfeld,28.0,4.0,-52.0,-19.0,-0.022061656666752416,0.3366744882603523,-0.206603482475618,-8.0,-67.0,-0.011237403932658818,-0.21166969401549784,-0.00948691911966813,-0.0032204722771818316,True,True,True,True
8,8,5,kircheis,143.0,5.0,-92.0,29.0,-0.029935768096754245,0.3663486054294035,-0.1058289069717695,-10.0,-69.0,0.00847763747266983,-0.22494542623734182,-0.009405141559223484,-0.009123966513460941,True,True,True,True
8,8,5,mittermeyer,29.0,4.0,20.0,-28.0,0.051217873692246396,0.34440663539510474,-0.010341687636863828,-4.0,-59.0,-0.013811907514453825,-0.22793076672603596,-0.008901780648909318,-0.0044175641461597845,True,True,True,True
8,8,5,muller,40.0,8.0,-49.0,23.0,-0.05797147917086942,0.27497245459654973,-0.06860741182685204,-10.0,-74.0,-0.2247431203282697,-0.2581683910843837,-0.01006208455066377,-0.00406777688258176,True,True,True,True
8,8,5,reinhard,-49.0,5.0,5.0,-21.0,-0.06055692745615282,0.28888059932045895,-0.11062855045534481,-7.1000000000000085,-66.0,-0.15228126728118685,-0.17252331495454665,-0.01013989181697836,-0.00992338222379649,True,True,True,True
8,8,5,reuenthal,-42.0,2.0,2.0,-52.0,0.05730584212332879,0.35802863268272145,-0.049656900929328396,-3.1000000000000085,-52.0,0.022995833933632248,-0.2410222346754134,-0.008179511539779024,-0.005365617593303222,True,True,True,True
8,8,8,bittenfeld,80.0,3.0,3.0,-6.0,-0.021715971395787292,0.32434135712231027,-0.05134844757662971,-7.0,-61.0,-0.0880409039881811,-0.2655020949787973,-0.010527232369528943,-0.002188412150286617,True,True,True,True
8,8,8,kircheis,24.0,5.0,-264.0,-26.0,0.028053796501360306,0.29539089427474685,-0.018280782779079185,-9.0,-65.0,0.024957039328915798,-0.22235309580891194,-0.009203403656328888,0.0007816409197987685,True,True,True,True
8,8,8,mittermeyer,37.0,2.0,2.0,-32.0,0.0503983260493337,0.29726233036158034,-0.028316532348200196,-5.0,-49.0,-0.03389593444611183,-0.23935949502654996,-0.008144613309940122,-0.006886383810482632,True,True,True,True
8,8,8,muller,30.0,6.0,6.0,-18.0,0.004388520835449938,0.3319324578238898,-0.022086366059179907,-9.0,-70.0,-0.2764258454287174,-0.20425179642520197,-0.009621419867614075,-0.01004536530029472,True,True,True,True
8,8,8,reinhard,-67.0,5.0,5.0,-25.0,-0.008432208917851458,0.2769300994751429,-0.04558474606528451,-8.0,-62.0,-0.1881366719582358,-0.21097804854486968,-0.009161764506027596,0.0016072574185097901,True,True,True,True
8,8,8,reuenthal,-32.0,2.0,0.0,-1.0,0.15692106143633144,0.3222373509734062,-0.021098721382167618,-3.0,-52.0,-0.07512294522871943,-0.2190274850033127,-0.007599760577200854,-0.0008243628748798443,True,True,True,True
