cell_FR,cell_MB,cell_PD,opponent_archetype_name,delta_end_tick,delta_first_contact_tick,delta_cut_tick,delta_pocket_tick,delta_ar_p90_A,delta_wedge_p10_A,delta_split_p90_A,delta_persistent_outlier_p90,delta_max_persistence,delta_mirror_ar_gap,delta_mirror_wedge_gap,delta_jitter_ar_A,delta_jitter_wedge_A,cut_exists_v1,cut_exists_v3a,pocket_exists_v1,pocket_exists_v3a
5,8,2,muller,-64.0,6.0,6.0,-27.0,0.14203482747159146,0.41033970094037264,-0.20664959741895417,-10.0,-71.0,-0.4053582704021359,-0.1742295544099497,-0.007524631209680532,-0.0062565137542718065,True,True,True,True
5,8,2,reinhard,69.0,6.0,35.0,-10.0,0.1160491942366404,0.4941089077934733,-0.40413051194507377,-8.0,-67.0,-0.044475235052175544,0.006430843002726783,-0.011093947623941072,-0.019568547205528482,True,True,True,True
5,8,2,reuenthal,-13.0,1.0,1.0,-53.0,0.24183935874789242,0.475964277544044,-0.06569846362399145,0.0,-16.0,-0.1776892036311266,0.12921008930954225,-0.006507956595640069,-0.011069428173909424,True,True,True,True
5,8,5,bittenfeld,185.0,4.0,201.0,-31.0,0.21597400581477144,0.5368706297164433,-0.027248150383834435,-4.0,-44.0,0.044688026705099304,0.03858917471647605,-0.007265726968206994,-0.007734549748571108,True,True,True,True
5,8,5,kircheis,28.0,4.0,4.0,-22.0,0.216622835890244,0.5120192988976582,-0.02837401453871391,-6.0,-60.0,0.034095884064184956,0.058139554749869204,-0.0072049147647129455,-0.012313306528909152,True,True,True,True
5,8,5,mittermeyer,13.0,3.0,38.0,-52.0,0.19462879922911824,0.49498287343258396,-0.04032579845313777,0.0,-16.0,0.02447292432593917,0.009466884848147061,-0.007363710428702999,-0.003635297262157347,True,True,True,True
5,8,5,muller,-3.0,5.0,5.0,-60.0,0.21859985818399763,0.4779562898565751,-0.06264105524643604,-5.0,-65.0,-0.3177582575331772,-0.04916019468976329,-0.006256318567441348,-0.0021199365041721166,True,True,True,True
5,8,5,reinhard,-34.0,5.0,33.0,-23.0,0.18606861866066726,0.5336773062516198,-0.05185239156577959,-4.0,-38.0,-0.029423806596879487,0.08351170283660536,-0.007436991079345496,-0.008608278069040649,True,True,True,True
5,8,5,reuenthal,-31.0,2.0,2.0,0.0,0.2003666367472121,0.4388706345503952,-0.03653925900820143,0.0,-8.0,-0.14005485157735365,0.061925015992861154,-0.0049114659424902285,-0.011401446960763516,True,True,True,True
5,8,8,bittenfeld,173.0,4.0,22.0,4.0,0.1855578399614819,0.4328286294046927,-0.030269334081773014,-3.0,-43.0,0.002955759418999726,0.0961659539026728,-0.006339549583876057,-0.001811177559675678,True,True,True,True
5,8,8,kircheis,41.0,4.0,4.0,-7.0,0.18319901782982928,0.44777270156787885,-0.029130884449615868,-4.0,-53.0,0.07703157058466426,0.08746841325959631,-0.00692700182214873,-0.008035516553060887,True,True,True,True
5,8,8,mittermeyer,-38.0,2.0,155.0,-2.0,0.18397938804266367,0.38753673866345417,-0.026119356494033408,0.0,-17.0,0.007907061118850978,0.06353640980577024,-0.006008646341233043,-0.0024247763859639067,True,True,True,True
5,8,8,muller,58.0,5.0,19.0,-14.0,0.18537646891917614,0.4516882980897099,-0.03197672378758454,-5.0,-61.0,-0.26730023152605087,0.1661605051170324,-0.0074346674260628385,0.0022025968090426847,True,True,True,True
5,8,8,reinhard,53.0,4.0,95.0,-19.0,0.1710247497166062,0.49543943671150537,-0.01783027313833041,-1.1000000000000085,-31.0,-0.03547378434303683,0.13043156719856308,-0.006393256893575498,-0.009482651539900439,True,True,True,True
5,8,8,reuenthal,-15.0,2.0,2.0,-27.0,0.16163071590510603,0.3848745067325977,-0.019951488874129675,0.0,-3.0,-0.10537758438853828,0.00924590733575581,-0.005757103993672654,-0.011533336493607946,True,True,True,True
8,2,2,bittenfeld,153.0,7.0,7.0,-20.0,-0.7424642915031519,0.21467988251959236,-0.9028088925412281,-9.0,-82.0,-0.5714308643730859,-0.2262067532452352,-0.016476214012430195,-0.013493325758290431,True,True,True,True
8,2,2,kircheis,-33.0,7.0,7.0,15.0,-0.8313330558256733,0.17097544035416856,-1.2049825494111115,-10.0,-80.0,-0.74428280613142,-0.17731961379021421,-0.015431901684446851,-0.016058836679517782,True,True,True,True
8,2,2,mittermeyer,-2.0,5.0,5.0,-26.0,-0.5300691130217667,0.3137096924186217,-0.23092605101449504,-6.0,-74.0,-0.4524365754107551,-0.3000586885102221,-0.018338505272226014,-0.013628741077742415,True,True,True,True
