tick,side,alive_units,fleet_size_hp,fleet_size_ships_ceil,LCC_ratio,cohesion_v2,cohesion_v1_shadow_enemy,collapse_event_v2,collapse_event_vuln_shadow,deep_pursuit,damage_events_count,event_flags
152,B,88,8561.768654851026,8562,0.07954545454545454,0.02465397349683951,1.0,0,0,1,79,
153,A,82,7822.523213352593,7823,0.3048780487804878,0.17247691076393679,0.23499999999999932,0,0,1,84,
153,B,87,8534.072592423727,8535,0.12643678160919541,0.011006045137924692,1.0,0,0,1,84,
154,A,81,7782.180327236227,7783,0.5308641975308642,0.16354544772085944,0.22999999999999932,0,0,1,82,
154,B,87,8501.424217767868,8502,0.09195402298850575,0.01750172726981425,1.0,0,0,1,82,
155,A,81,7735.821869599911,7736,0.2839506172839506,0.2995002226332074,0.2249999999999993,0,0,1,77,
155,B,86,8471.847512576693,8472,0.09302325581395349,0.01277770211442708,1.0,0,0,1,77,
156,A,80,7695.467218637106,7696,0.5,0.1627968184010159,0.2199999999999993,0,0,1,76,
156,B,86,8444.325444122564,8445,0.11627906976744186,0.01248861095849485,1.0,0,0,1,76,
157,A,79,7659.7176843443685,7660,0.3670886075949367,0.2826717820890654,0.2149999999999993,0,0,1,73,
157,B,86,8414.569735903793,8415,0.11627906976744186,0.015465462618276526,1.0,0,0,1,73,
158,A,79,7617.225131553562,7618,0.5316455696202531,0.19372717834327557,0.2099999999999993,0,0,1,70,
158,B,86,8386.78937657053,8387,0.13953488372093023,0.015467501744789947,1.0,0,0,1,70,
159,A,79,7573.723393593724,7574,0.379746835443038,0.28676363977828,0.2049999999999993,0,0,1,71,
159,B,86,8358.837105289816,8359,0.09302325581395349,0.018267260709007527,1.0,0,0,1,71,
160,A,78,7530.707832499276,7531,0.358974358974359,0.20660161861063142,0.1999999999999993,0,0,1,71,
160,B,86,8331.747016420488,8332,0.10465116279069768,0.011915237086820518,1.0,0,0,1,71,
161,A,78,7485.764123326884,7486,0.5512820512820513,0.19701080200637366,0.19499999999999929,0,0,1,72,
161,B,86,8303.64771377365,8304,0.11627906976744186,0.013657116396431523,1.0,0,0,1,72,
162,A,78,7440.623422546994,7441,0.3717948717948718,0.30691862549604043,0.18999999999999928,0,0,1,70,
162,B,85,8278.984050220173,8279,0.12941176470588237,0.015002273286440437,1.0,0,0,1,70,
163,A,77,7401.80200636022,7402,0.16883116883116883,0.2048197410481687,0.18499999999999928,0,0,1,65,
163,B,85,8257.021169880352,8258,0.10588235294117647,0.0160872076961035,1.0,0,0,1,65,
164,A,75,7373.374138797992,7374,0.17333333333333334,0.10115651579063967,0.17999999999999927,0,0,1,66,
164,B,85,8231.616536506755,8232,0.07058823529411765,0.013189670746569293,1.0,0,0,1,66,
165,A,75,7338.001059593485,7339,0.48,0.10115660780369196,0.17499999999999927,0,0,1,56,
165,B,85,8210.08488260169,8211,0.047058823529411764,0.008910378774661054,1.0,0,0,1,56,
166,A,75,7301.378872994526,7302,0.41333333333333333,0.28192630100030946,0.16999999999999926,0,0,1,58,
166,B,85,8187.613521489008,8188,0.18823529411764706,0.0058693151422443135,1.0,0,0,1,58,
167,A,74,7272.182295182959,7273,0.3918918918918919,0.23346346038498167,0.16499999999999926,0,0,1,59,
167,B,85,8165.198802763927,8166,0.07058823529411765,0.02309093429025022,1.0,0,0,1,59,
168,A,74,7243.344366597077,7244,0.3918918918918919,0.2232206619940078,0.15999999999999925,0,0,1,49,
168,B,85,8144.767109935649,8145,0.11764705882352941,0.008739623534937846,1.0,0,0,1,49,
169,A,74,7213.746972918779,7214,0.3918918918918919,0.22240876833272827,0.15499999999999925,0,0,1,50,
169,B,85,8124.234900421912,8125,0.1411764705882353,0.014407228583257603,1.0,0,0,1,50,
170,A,74,7182.557796000863,7183,0.21621621621621623,0.22131502888423693,0.14999999999999925,0,0,1,51,
170,B,85,8103.871813789088,8104,0.08235294117647059,0.01713051560094958,1.0,0,0,1,51,
171,A,74,7151.536186159887,7152,0.33783783783783783,0.12178318365071927,0.14499999999999924,0,0,1,52,
171,B,85,8082.631782446727,8083,0.07058823529411765,0.009909178550321474,1.0,0,0,1,52,
172,A,74,7120.395109561988,7121,0.20270270270270271,0.19200913815727416,0.13999999999999924,0,0,1,52,
172,B,85,8061.493357428729,8062,0.09411764705882353,0.008603351261978864,1.0,0,0,1,52,
173,A,74,7089.483753128566,7090,0.3918918918918919,0.11500207683604158,0.13499999999999923,0,0,1,52,
173,B,85,8040.032564576271,8041,0.09411764705882353,0.011309260301715418,1.0,0,0,1,52,
174,A,74,7055.487895680145,7056,0.13513513513513514,0.2181693792369903,0.12999999999999923,0,0,1,56,
174,B,84,8019.615560660874,8020,0.11904761904761904,0.011226895481085797,1.0,0,0,1,56,
175,A,74,7023.61972101178,7024,0.16216216216216217,0.07744690837415269,0.12499999999999922,0,0,1,53,
175,B,84,7998.247356974951,7999,0.07142857142857142,0.014007847615914115,1.0,0,0,1,53,
176,A,74,6990.321800285719,6991,0.16216216216216217,0.09188179930054396,0.11999999999999922,0,0,1,53,
176,B,84,7978.053157195656,7979,0.07142857142857142,0.008159800512697601,1.0,0,0,1,53,
177,A,73,6965.566149076011,6966,0.0821917808219178,0.09042239569003274,0.11499999999999921,0,0,1,54,
177,B,84,7956.805054220044,7957,0.19047619047619047,0.008330374278023633,1.0,0,0,1,54,
178,A,73,6932.353210991366,6933,0.1780821917808219,0.04543515400365905,0.10999999999999921,0,0,1,53,
178,B,84,7936.575267392905,7937,0.14285714285714285,0.02176432227425107,1.0,0,0,1,53,
179,A,73,6899.978335955055,6900,0.3013698630136986,0.09944729544010256,0.1049999999999992,0,0,1,51,
179,B,82,7925.170269197576,7926,0.14634146341463414,0.016327504619178534,1.0,0,0,1,51,
180,A,72,6876.12010226125,6877,0.19444444444444445,0.1673949024042688,0.0999999999999992,0,0,1,51,
180,B,82,7905.920357900012,7906,0.0975609756097561,0.01633291329333475,1.0,0,0,1,51,
181,A,72,6844.845750225559,6845,0.16666666666666666,0.11520963533163286,0.0949999999999992,0,0,1,50,
181,B,82,7886.657726914715,7887,0.08536585365853659,0.01073173991345866,1.0,0,0,1,50,
182,A,71,6816.162336038407,6817,0.29577464788732394,0.10023432786770692,0.08999999999999919,0,0,1,52,
182,B,82,7865.645805335356,7866,0.2926829268292683,0.009481057317054842,1.0,0,0,1,52,
183,A,71,6784.1299661829635,6785,0.15492957746478872,0.1792973547837029,0.08499999999999919,0,0,1,52,
183,B,82,7844.24558744368,7845,0.10975609756097561,0.032127285036023356,1.0,0,0,1,52,
184,A,70,6750.128536898141,6751,0.2571428571428571,0.09482514023810273,0.07999999999999918,0,0,1,56,
184,B,81,7828.575750470902,7829,0.07407407407407407,0.012571746984131216,1.0,0,0,1,56,
185,A,70,6723.512354192191,6724,0.12857142857142856,0.1500370066665423,0.07499999999999918,0,0,1,45,
185,B,81,7809.74638889804,7810,0.1728395061728395,0.00866178708281995,1.0,0,0,1,45,
186,A,69,6698.786531932365,6699,0.2463768115942029,0.0765054839592123,0.06999999999999917,0,0,1,48,
186,B,81,7788.1545545351555,7789,0.09876543209876543,0.019691810479716576,1.0,0,0,1,48,
187,A,69,6674.373921168931,6675,0.36231884057971014,0.1455925669673861,0.06499999999999917,0,0,1,44,
187,B,81,7768.147376673947,7769,0.18518518518518517,0.011173510174807277,1.0,0,0,1,44,
188,A,69,6648.688725928723,6649,0.2463768115942029,0.22005641458067537,0.05999999999999917,0,0,1,46,
188,B,81,7747.370574849881,7748,0.13580246913580246,0.021122526543877695,1.0,0,0,1,46,
189,A,69,6621.09591852513,6622,0.2463768115942029,0.14851371630193844,0.054999999999999175,0,0,1,49,
189,B,81,7725.394329597985,7726,0.13580246913580246,0.015677318317953826,1.0,0,0,1,49,
190,A,69,6593.240231059352,6594,0.2898550724637681,0.15144323303999363,0.04999999999999918,0,0,1,48,
190,B,81,7704.715082155432,7705,0.16049382716049382,0.014952340368678985,1.0,0,0,1,48,
191,A,68,6572.638090696979,6573,0.35294117647058826,0.17991955691891115,0.04499999999999918,0,0,1,50,
191,B,81,7680.673669646175,7681,0.13580246913580246,0.018182045244944378,1.0,0,0,1,50,
192,A,68,6541.77116956413,6542,0.22058823529411764,0.1987079983017075,0.03999999999999918,0,0,1,53,
192,B,81,7655.610174511835,7656,0.18518518518518517,0.015677718082258374,1.0,0,0,1,53,
193,A,68,6506.322937136637,6507,0.39705882352941174,0.12098191533603841,0.034999999999999185,0,0,1,63,
193,B,80,7628.48534515206,7629,0.2125,0.020768070984799825,1.0,0,0,1,63,
194,A,67,6471.634360287009,6472,0.2537313432835821,0.2161942737066107,0.029999999999999184,0,0,1,65,
194,B,80,7601.447917091543,7602,0.125,0.02451139825038695,1.0,0,0,1,65,
195,A,67,6434.11846735219,6435,0.13432835820895522,0.13652245886972503,0.024999999999999183,0,0,1,67,
195,B,80,7571.221343085407,7572,0.2,0.01453589061205307,1.0,0,0,1,67,
196,A,67,6397.4509095806025,6398,0.23880597014925373,0.07107329206181368,0.01999999999999918,0,0,1,67,
196,B,80,7540.262813578251,7541,0.275,0.02368582262795005,1.0,0,0,1,67,
197,A,67,6360.848570891767,6361,0.40298507462686567,0.12226422627481426,0.01499999999999918,0,0,1,67,
197,B,80,7509.360491210178,7510,0.2125,0.03267323406074274,1.0,0,0,1,67,
198,A,67,6322.106542814484,6323,0.3283582089552239,0.19763489655030353,0.00999999999999918,0,0,1,69,
198,B,80,7478.303664583884,7479,0.2375,0.025552350053990258,1.0,0,0,1,69,
199,A,66,6294.722499512442,6295,0.3939393939393939,0.1666476790115734,0.00499999999999918,0,0,1,70,
199,B,80,7447.246717730726,7448,0.3,0.02879066635534855,1.0,0,0,1,70,
200,A,65,6258.483604753329,6259,0.47692307692307695,0.18502418505520468,0.0,0,0,1,69,
200,B,78,7425.339111551175,7426,0.3333333333333333,0.03650209943454086,1.0,0,0,1,69,
201,A,65,6213.033150558596,6214,0.6,0.24361313958895559,0.0,0,0,1,75,
201,B,78,7394.174273245046,7395,0.24358974358974358,0.0384004011911786,1.0,0,0,1,75,
202,A,65,6166.370544411669,6167,0.5846153846153846,0.29523499122903685,0.0,0,0,1,79,
202,B,77,7364.091357272137,7365,0.11688311688311688,0.028711546857952963,1.0,0,0,1,79,
203,A,63,6127.223170780032,6128,0.5079365079365079,0.2732172434526189,0.0,0,0,1,79,
203,B,77,7331.468134638437,7332,0.2597402597402597,0.014114116825439504,1.0,0,0,1,79,
204,A,63,6080.3434351986825,6081,0.5555555555555556,0.23009117812247237,0.0,0,0,1,78,
204,B,77,7300.027272414957,7301,0.2727272727272727,0.03223817205588786,1.0,0,0,1,78,
205,A,62,6033.614176649489,6034,0.532258064516129,0.2588341775231171,0.0,0,0,1,82,
205,B,77,7265.688974254809,7266,0.14285714285714285,0.03296445751416999,1.0,0,0,1,82,
206,A,62,5987.5570988019335,5988,0.46774193548387094,0.2326486410704527,0.0,0,0,1,80,
206,B,76,7235.052002615128,7236,0.11842105263157894,0.017779208741163233,1.0,0,0,1,80,
207,A,62,5940.68558708237,5941,0.532258064516129,0.20555869185517683,0.0,0,0,1,80,
207,B,76,7201.200474074088,7202,0.17105263157894737,0.01450757548320436,1.0,0,0,1,80,
208,A,61,5903.082108342345,5904,0.4918032786885246,0.23169188659178652,0.0,0,0,1,81,
208,B,76,7165.311253644637,7166,0.27631578947368424,0.02109493223842651,1.0,0,0,1,81,
209,A,61,5856.159028347191,5857,0.47540983606557374,0.21276260638553113,0.0,0,0,1,81,
209,B,76,7130.412713013903,7131,0.14473684210526316,0.035423245012898175,1.0,0,0,1,81,
210,A,61,5808.23772649844,5809,0.5409836065573771,0.20051884318071744,0.0,0,0,1,82,
210,B,76,7095.521563535716,7096,0.11842105263157894,0.018494829914238342,1.0,0,0,1,82,
211,A,61,5760.656509675211,5761,0.4918032786885246,0.22530828390929636,0.0,0,0,1,82,
211,B,76,7060.334482903644,7061,0.13157894736842105,0.015309344027747418,1.0,0,0,1,82,
212,A,60,5728.951015806919,5729,0.55,0.20183161334634725,0.0,0,0,1,80,
212,B,76,7027.341176719964,7028,0.06578947368421052,0.016751904372421023,1.0,0,0,1,80,
213,A,59,5684.142807221578,5685,0.5084745762711864,0.2316091552202949,0.0,0,0,1,77,
213,B,74,7005.86182991908,7006,0.16216216216216217,0.008341905800778981,1.0,0,0,1,77,
214,A,59,5643.381532976822,5644,0.4406779661016949,0.20307147734886266,0.0,0,0,1,70,
214,B,73,6977.761093377101,6978,0.2191780821917808,0.019614567611818456,1.0,0,0,1,70,
215,A,58,5616.428166759999,5617,0.3793103448275862,0.17751326085935326,0.0,0,0,1,68,
215,B,73,6949.012537314321,6950,0.136986301369863,0.026767508056446454,1.0,0,0,1,68,
216,A,58,5582.017182015668,5583,0.46551724137931033,0.13919226006488095,0.0,0,0,1,64,
216,B,73,6918.659549805569,6919,0.1095890410958904,0.016356199706375585,1.0,0,0,1,64,
217,A,58,5545.36879553057,5546,0.25862068965517243,0.16964942608209088,0.0,0,0,1,66,
217,B,73,6888.3870127694,6889,0.2465753424657534,0.012955492871278507,1.0,0,0,1,66,
218,A,57,5510.723284860344,5511,0.3684210526315789,0.09528453849698515,0.0,0,0,1,73,
218,B,72,6857.321147494272,6858,0.125,0.029670110728537646,1.0,0,0,1,73,
219,A,57,5476.977208932068,5477,0.49122807017543857,0.13222281874779584,0.0,0,0,1,64,
219,B,72,6827.562551500537,6828,0.1388888888888889,0.015161051957349736,1.0,0,0,1,64,
220,A,57,5441.716170194286,5442,0.3333333333333333,0.17320644535577767,0.0,0,0,1,64,
220,B,72,6799.672713927558,6800,0.16666666666666666,0.016621687590729017,1.0,0,0,1,64,
221,A,57,5403.9666336643195,5404,0.3684210526315789,0.12012594886838568,0.0,0,0,1,69,
221,B,72,6768.561901981786,6769,0.09722222222222222,0.020260499057144776,1.0,0,0,1,69,
222,A,57,5366.056136462776,5367,0.45614035087719296,0.13540344314999553,0.0,0,0,1,69,
222,B,70,6741.350489937797,6742,0.12857142857142856,0.011742585344712952,1.0,0,0,1,69,
223,A,56,5330.962292180945,5331,0.39285714285714285,0.1728545018689468,0.0,0,0,1,68,
223,B,69,6722.327565645914,6723,0.07246376811594203,0.015597776030297328,1.0,0,0,1,68,
224,A,55,5297.5675248968,5298,0.38181818181818183,0.17083751721635376,0.0,0,0,1,66,
224,B,69,6694.856631533275,6695,0.10144927536231885,0.008449637398223575,1.0,0,0,1,66,
225,A,55,5263.128596716936,5264,0.4909090909090909,0.1464941889001401,0.0,0,0,1,63,
225,B,69,6666.973381638562,6667,0.10144927536231885,0.011798983579459632,1.0,0,0,1,63,
226,A,55,5228.511336822539,5229,0.5818181818181818,0.19540212695318904,0.0,0,0,1,62,
226,B,69,6640.082082537769,6641,0.15942028985507245,0.011856857712895352,1.0,0,0,1,62,
227,A,55,5196.170069115241,5197,0.2727272727272727,0.2362929504734952,0.0,0,0,1,60,
227,B,69,6613.290850726862,6614,0.11594202898550725,0.018326599732311433,1.0,0,0,1,60,
228,A,55,5162.226228045968,5163,0.4,0.10980502648175727,0.0,0,0,1,60,
228,B,69,6587.774364364182,6588,0.10144927536231885,0.013500034330244826,1.0,0,0,1,60,
229,A,54,5129.281369792624,5130,0.35185185185185186,0.1634005834409461,0.0,0,0,1,61,
229,B,69,6561.0870345960075,6562,0.07246376811594203,0.011681186744451622,1.0,0,0,1,61,
230,A,54,5095.183506399218,5096,0.3888888888888889,0.13847656302413858,0.0,0,0,1,61,
230,B,69,6534.195097216424,6535,0.14492753623188406,0.008369543568676918,1.0,0,0,1,61,
231,A,53,5065.256819271497,5066,0.37735849056603776,0.15743019691853177,0.0,0,0,1,60,
231,B,68,6507.572917172963,6508,0.08823529411764706,0.01638820078087344,1.0,0,0,1,60,
232,A,53,5036.555483102668,5037,0.3584905660377358,0.14900765412231332,0.0,0,0,1,53,
232,B,68,6483.6892046027115,6484,0.14705882352941177,0.010019046310104862,1.0,0,0,1,53,
233,A,53,5006.055660375275,5007,0.39622641509433965,0.13791640008788097,0.0,0,0,1,56,
233,B,68,6458.469920062935,6459,0.07352941176470588,0.0167566902532178,1.0,0,0,1,56,
234,A,52,4979.419632467002,4980,0.19230769230769232,0.154820087462605,0.0,0,0,1,54,
234,B,67,6444.930579136864,6445,0.22388059701492538,0.008477667272263845,1.0,0,0,1,54,
235,A,52,4941.540128039442,4942,0.21153846153846154,0.06664393837555993,0.0,0,0,1,60,
235,B,66,6425.019289088383,6426,0.24242424242424243,0.024788040493558094,1.0,0,0,1,60,
236,A,52,4910.796443923746,4911,0.36538461538461536,0.07459229544411894,0.0,0,0,1,58,
236,B,66,6397.35158764039,6398,0.21212121212121213,0.025433930373446767,1.0,0,0,1,58,
237,A,52,4876.011655753748,4877,0.4423076923076923,0.12815815854388113,0.0,0,0,1,64,
237,B,66,6368.0089502685805,6369,0.15151515151515152,0.02290599695997464,1.0,0,0,1,64,
238,A,51,4841.133328707457,4842,0.4117647058823529,0.15424948517186698,0.0,0,0,1,62,
238,B,66,6341.8146110580465,6342,0.15151515151515152,0.016324736845165,1.0,0,0,1,62,
239,A,50,4810.826741636917,4811,0.36,0.16219321310175894,0.0,0,0,1,62,
239,B,66,6314.642975505047,6315,0.15151515151515152,0.01618548512852669,1.0,0,0,1,62,
240,A,50,4777.074825921176,4778,0.42,0.12700582256464998,0.0,0,0,1,59,
240,B,66,6289.646949186535,6290,0.13636363636363635,0.01595234116550026,1.0,0,0,1,59,
241,A,50,4743.202941668298,4744,0.54,0.14777777083108123,0.0,0,0,1,61,
241,B,66,6262.845325624897,6263,0.18181818181818182,0.014257207780521641,1.0,0,0,1,61,
242,A,50,4707.89763657014,4708,0.22,0.1990292611318789,0.0,0,0,1,64,
242,B,66,6235.291143425055,6236,0.12121212121212122,0.018441485730588902,1.0,0,0,1,64,
243,A,48,4679.049600504379,4680,0.4583333333333333,0.08085841215949485,0.0,0,0,1,66,
243,B,65,6206.876658481492,6207,0.1076923076923077,0.012401758938554885,1.0,0,0,1,66,
244,A,48,4649.913638105391,4650,0.2708333333333333,0.16956158456649084,0.0,0,0,1,55,
244,B,65,6181.460644032205,6182,0.2923076923076923,0.010564603825245045,1.0,0,0,1,55,
245,A,48,4616.870231003149,4617,0.2916666666666667,0.105323301611018,0.0,0,0,1,60,
245,B,64,6157.907875802866,6158,0.296875,0.02877227941396432,1.0,0,0,1,60,
246,A,47,4586.141892922012,4587,0.2553191489361702,0.1125710287269811,0.0,0,0,1,56,
246,B,64,6135.546271401832,6136,0.203125,0.02823584053680739,1.0,0,0,1,56,
247,A,47,4557.834304635912,4558,0.14893617021276595,0.09632487100942044,0.0,0,0,1,51,
247,B,64,6113.0297234943655,6114,0.234375,0.0192153724839369,1.0,0,0,1,51,
248,A,47,4528.339427945019,4529,0.19148936170212766,0.059114846189122994,0.0,0,0,1,53,
248,B,64,6089.730270348377,6090,0.15625,0.02196321323958572,1.0,0,0,1,53,
249,A,47,4498.756926256206,4499,0.2553191489361702,0.07446156672341753,0.0,0,0,1,54,
249,B,63,6072.695031164285,6073,0.20634920634920634,0.014521784647296254,1.0,0,0,1,54,
250,A,47,4470.221133866047,4471,0.3191489361702128,0.10065417821972489,0.0,0,0,1,45,
250,B,63,6055.925748332102,6056,0.15873015873015872,0.01822476900036607,1.0,0,0,1,45,
251,A,46,4446.464602027744,4447,0.2391304347826087,0.12601840291614563,0.0,0,0,1,46,
251,B,63,6039.464496972442,6040,0.23809523809523808,0.014108059482148771,1.0,0,0,1,46,
252,A,46,4416.385452604455,4417,0.15217391304347827,0.08493845803189137,0.0,0,0,1,52,
252,B,63,6016.199814860383,6017,0.2698412698412698,0.022032624417424596,1.0,0,0,1,52,
253,A,46,4387.406407439221,4388,0.3695652173913043,0.05261300132087576,0.0,0,0,1,53,
253,B,63,5992.552430636947,5993,0.31746031746031744,0.027095190972638017,1.0,0,0,1,53,
254,A,46,4358.680517569025,4359,0.391304347826087,0.1307681331593571,0.0,0,0,1,53,
254,B,63,5968.27581830241,5969,0.23809523809523808,0.029603485530267037,1.0,0,0,1,53,
255,A,46,4328.883267420441,4329,0.10869565217391304,0.1368576021685156,0.0,0,0,1,52,
255,B,62,5946.154092704454,5947,0.2903225806451613,0.02199037105875712,1.0,0,0,1,52,
256,A,46,4298.729520794083,4299,0.43478260869565216,0.03537226155638207,0.0,0,0,1,51,
256,B,62,5925.47528365529,5926,0.2903225806451613,0.026942011318969894,1.0,0,0,1,51,
257,A,45,4281.408065773881,4282,0.4222222222222222,0.1502529671228321,0.0,0,0,1,47,
257,B,62,5905.896718302161,5906,0.3225806451612903,0.02628344916162062,1.0,0,0,1,47,
258,A,45,4256.326493092743,4257,0.2,0.12325094131619752,0.0,0,0,1,47,
258,B,62,5882.1331560239405,5883,0.22580645161290322,0.029215029286200123,1.0,0,0,1,47,
259,A,45,4221.988188439961,4222,0.4,0.052632979145817105,0.0,0,0,1,62,
259,B,60,5863.279146634996,5864,0.18333333333333332,0.020408572068648212,1.0,0,0,1,62,DeepPenetration
260,A,44,4187.784775736172,4188,0.4772727272727273,0.10186926683304454,0.0,0,0,1,70,
260,B,60,5828.762277276255,5829,0.21666666666666667,0.015358441365753928,1.0,0,0,1,70,
261,A,44,4148.6443453837155,4149,0.4090909090909091,0.13845369699831045,0.0,0,0,1,70,
261,B,60,5798.038115543711,5799,0.31666666666666665,0.017722565371194654,1.0,0,0,1,70,
262,A,43,4117.462168290808,4118,0.5813953488372093,0.12312004169556923,0.0,0,0,1,72,
262,B,60,5766.450771801915,5767,0.23333333333333334,0.02728828737167266,1.0,0,0,1,72,
263,A,43,4077.1045693936408,4078,0.5116279069767442,0.1726971273998933,0.0,0,0,1,72,
263,B,60,5735.93681438261,5736,0.25,0.02064972005371213,1.0,0,0,1,72,
264,A,42,4037.7822172578162,4038,0.42857142857142855,0.15362830359206436,0.0,0,0,1,71,
264,B,59,5710.3741798722995,5711,0.1694915254237288,0.022312875750868377,1.0,0,0,1,71,
265,A,41,4007.5012913645596,4008,0.6097560975609756,0.13777063220690333,0.0,0,0,1,69,
265,B,59,5680.314424489684,5681,0.13559322033898305,0.014798336030069414,1.0,0,0,1,69,
266,A,41,3971.2880067681626,3972,0.5853658536585366,0.18610144967720732,0.0,0,0,1,66,
266,B,59,5651.27840464453,5652,0.1864406779661017,0.012197391477407948,1.0,0,0,1,66,
267,A,41,3935.8381128123356,3936,0.5365853658536586,0.18096395630387896,0.0,0,0,1,65,
267,B,59,5622.264959082849,5623,0.23728813559322035,0.01679684372061674,1.0,0,0,1,65,
268,A,41,3899.366952060008,3900,0.6585365853658537,0.17092378884365278,0.0,0,0,1,67,
268,B,59,5592.166193703396,5593,0.13559322033898305,0.022379446246253765,1.0,0,0,1,67,
269,A,41,3862.262447659343,3863,0.5853658536585366,0.18851876980096793,0.0,0,0,1,68,
269,B,58,5574.148692818099,5575,0.20689655172413793,0.012848229271981926,1.0,0,0,1,68,
270,A,41,3826.7821349668848,3827,0.4878048780487805,0.1768988308006354,0.0,0,0,1,65,
270,B,58,5544.956794594386,5545,0.25862068965517243,0.018607417518787472,1.0,0,0,1,65,
271,A,40,3799.658019629818,3800,0.55,0.1459858017753265,0.0,0,0,1,67,
271,B,58,5515.084532515371,5516,0.22413793103448276,0.02385842805746452,1.0,0,0,1,67,
272,A,40,3762.94701178838,3763,0.375,0.1399612856548348,0.0,0,0,1,72,
272,B,58,5480.604085715827,5481,0.1896551724137931,0.0212031351017804,1.0,0,0,1,72,
273,A,40,3731.2089674550107,3732,0.475,0.10057621518452908,0.0,0,0,1,64,
273,B,57,5465.4674165786855,5466,0.2982456140350877,0.01915402941935096,1.0,0,0,1,64,
274,A,40,3697.658132635691,3698,0.35,0.13648486864942666,0.0,0,0,1,63,
274,B,57,5435.329531446395,5436,0.2631578947368421,0.0293652420740792,1.0,0,0,1,63,
275,A,40,3664.74227062993,3665,0.425,0.10332399557813265,0.0,0,0,1,62,
275,B,56,5409.718771741362,5410,0.25,0.026704431800701478,1.0,0,0,1,62,
276,A,39,3638.332330806164,3639,0.41025641025641024,0.12456765649707369,0.0,0,0,1,64,
276,B,56,5378.451547695057,5379,0.19642857142857142,0.027174956147183238,1.0,0,0,1,64,
277,A,39,3606.722173174135,3607,0.46153846153846156,0.10782412613213832,0.0,0,0,1,64,
277,B,56,5345.25900653425,5346,0.5178571428571429,0.022356703284124757,1.0,0,0,1,64,
278,A,38,3586.796540731356,3587,0.5,0.11696462004693253,0.0,0,0,1,63,
278,B,56,5313.6727942947755,5314,0.44642857142857145,0.061286313387841185,1.0,0,0,1,63,
279,A,38,3550.650150984897,3551,0.6578947368421053,0.118940164036063,0.0,0,0,1,73,
279,B,56,5274.667465626585,5275,0.17857142857142858,0.05331544925030074,1.0,0,0,1,73,
280,A,38,3516.2674233870694,3517,0.5,0.14675932057163787,0.0,0,0,1,72,
280,B,55,5242.445303190891,5243,0.12727272727272726,0.020607147929659786,1.0,0,0,1,72,
281,A,38,3479.9219857826615,3480,0.2894736842105263,0.12204642125746168,0.0,0,0,1,68,
281,B,55,5211.052912554284,5212,0.18181818181818182,0.01571309231900786,1.0,0,0,1,68,
282,A,37,3452.5388891697203,3453,0.43243243243243246,0.0719593818194213,0.0,0,0,1,72,
282,B,55,5176.0572162284625,5177,0.2909090909090909,0.023239720434693356,1.0,0,0,1,72,
283,A,37,3420.0631040604044,3421,0.43243243243243246,0.12629373197320326,0.0,0,0,1,65,
283,B,55,5143.288681364399,5144,0.2545454545454545,0.03858558322934069,1.0,0,0,1,65,
284,A,37,3388.612372874031,3389,0.5675675675675675,0.12539410186015676,0.0,0,0,1,68,
284,B,54,5112.735053206597,5113,0.25925925925925924,0.033905319957985625,1.0,0,0,1,68,
285,A,36,3355.816688167544,3356,0.5555555555555556,0.15933519729001688,0.0,0,0,1,59,
285,B,54,5086.084990149804,5087,0.25925925925925924,0.034058506969556146,1.0,0,0,1,59,
286,A,35,3326.696696961184,3327,0.42857142857142855,0.16496318245437325,0.0,0,0,1,61,
286,B,54,5056.8993372075165,5057,0.07407407407407407,0.03380156680223034,1.0,0,0,1,61,
287,A,35,3293.2333149430724,3294,0.5142857142857142,0.1233903828220706,0.0,0,0,1,59,
287,B,53,5043.819072823724,5044,0.16981132075471697,0.00978162139812877,1.0,0,0,1,59,
288,A,35,3260.3082364670454,3261,0.6857142857142857,0.13930975789891398,0.0,0,0,1,60,
288,B,53,5017.140536940424,5018,0.24528301886792453,0.021855178478147774,1.0,0,0,1,60,
289,A,35,3227.2790695070885,3228,0.5428571428571428,0.2045414992684106,0.0,0,0,1,61,
289,B,53,4989.314087288105,4990,0.1320754716981132,0.031195927920343536,1.0,0,0,1,61,
290,A,35,3194.5818712676055,3195,0.45714285714285713,0.14841973226632288,0.0,0,0,1,62,
290,B,53,4960.223770623356,4961,0.07547169811320754,0.01666398627026544,1.0,0,0,1,62,
291,A,33,3168.27588583491,3169,0.45454545454545453,0.12178342631054162,0.0,0,0,1,64,
291,B,53,4930.559174899165,4931,0.16981132075471697,0.009629614865854896,1.0,0,0,1,64,
292,A,33,3137.873864525057,3138,0.2727272727272727,0.11140021307517867,0.0,0,0,1,58,
292,B,53,4902.618625465728,4903,0.1320754716981132,0.021689260469874516,1.0,0,0,1,58,
293,A,33,3106.5848377502602,3107,0.6666666666666666,0.07523504806175119,0.0,0,0,1,62,
293,B,52,4881.770769731722,4882,0.23076923076923078,0.017037240744439464,1.0,0,0,1,62,
294,A,33,3077.8489507119657,3078,0.42424242424242425,0.1904074135100604,0.0,0,0,1,57,
294,B,52,4854.582449824861,4855,0.19230769230769232,0.031448180522049896,1.0,0,0,1,57,
295,A,33,3046.324778411438,3047,0.45454545454545453,0.1333002922014136,0.0,0,0,1,60,
295,B,51,4829.330713999698,4830,0.1568627450980392,0.026929356101656143,1.0,0,0,1,60,
