tick,side,alive_units,fleet_size_hp,fleet_size_ships_ceil,LCC_ratio,cohesion_v2,cohesion_v1_shadow_enemy,collapse_event_v2,collapse_event_vuln_shadow,deep_pursuit,damage_events_count,event_flags
159,A,84,8064.520711297491,8065,0.6547619047619048,0.2911591573293464,1.0,0,0,1,124,
159,B,79,7748.605238357044,7749,0.7974683544303798,0.2432816044359224,1.0,0,0,1,124,
160,A,84,8002.46830675007,8003,0.6071428571428571,0.32572876382272287,1.0,0,0,1,121,
160,B,79,7687.632118113287,7688,0.7721518987341772,0.29220910277805767,1.0,0,0,1,121,
161,A,83,7937.937374742831,7938,0.7108433734939759,0.30927659615202696,1.0,0,0,1,138,
161,B,79,7619.9229730756015,7620,0.7974683544303798,0.26581418247437605,1.0,0,0,1,138,
162,A,81,7902.606708785863,7903,0.6172839506172839,0.3114327478981642,1.0,0,0,1,125,
162,B,79,7556.385411300935,7557,0.7721518987341772,0.29034626260406493,1.0,0,0,1,125,
163,A,81,7842.047170857758,7843,0.691358024691358,0.2974550955469941,1.0,0,0,1,124,
163,B,79,7493.781652876455,7494,0.5822784810126582,0.27310716774916566,1.0,0,0,1,124,
164,A,80,7783.682653436827,7784,0.4625,0.3122502512431542,1.0,0,0,1,128,
164,B,77,7434.046285165655,7435,0.7662337662337663,0.21217455586083356,1.0,0,0,1,128,
165,A,80,7727.289177188925,7728,0.6125,0.21976227375442692,1.0,0,0,1,116,
165,B,76,7380.885253939234,7381,0.7105263157894737,0.27549675216696157,1.0,0,0,1,116,
166,A,79,7672.021846465693,7673,0.6075949367088608,0.33654262140087854,1.0,0,0,1,127,
166,B,76,7314.6712072900245,7315,0.6710526315789473,0.2502345725963391,1.0,0,0,1,127,
167,A,79,7613.535746013469,7614,0.5443037974683544,0.30084214700846745,1.0,0,0,1,126,
167,B,75,7250.832122962601,7251,0.76,0.24831140941680874,1.0,0,0,1,126,
168,A,79,7545.656903997448,7546,0.620253164556962,0.2671814664211247,1.0,0,0,1,135,
168,B,75,7183.446019193129,7184,0.6933333333333334,0.29812552987226704,1.0,0,0,1,135,
169,A,78,7482.412167331617,7483,0.6282051282051282,0.28307675405058186,1.0,0,0,1,137,
169,B,75,7113.993543419263,7114,0.5866666666666667,0.2774848124743631,1.0,0,0,1,137,
170,A,77,7431.77613272432,7432,0.6753246753246753,0.22385213478124344,1.0,0,0,1,135,
170,B,74,7062.132765527985,7063,0.5675675675675675,0.2334675315373903,1.0,0,0,1,135,
171,A,77,7363.568779385907,7364,0.6753246753246753,0.25821115060278954,1.0,0,0,1,132,
171,B,73,6998.729155048863,6999,0.6575342465753424,0.2075411676500718,1.0,0,0,1,132,
172,A,77,7295.617483116984,7296,0.6883116883116883,0.27973848682553304,1.0,0,0,1,135,
172,B,73,6930.95812494377,6931,0.589041095890411,0.1981395697819308,1.0,0,0,1,135,
173,A,76,7236.509242815649,7237,0.6052631578947368,0.29337022801905266,1.0,0,0,1,138,
173,B,73,6858.989442077736,6859,0.6164383561643836,0.21125442953776186,1.0,0,0,1,138,
174,A,75,7186.1391847833165,7187,0.64,0.25127914744885294,1.0,0,0,1,129,
174,B,71,6801.493001551632,6802,0.6619718309859155,0.19437709837221573,1.0,0,0,1,129,
175,A,74,7122.230667374196,7123,0.581081081081081,0.28991019775780225,1.0,0,0,1,134,DeepPenetration
175,B,71,6731.600097440931,6732,0.4647887323943662,0.2160572862141782,1.0,0,0,1,134,
176,A,74,7059.978531319301,7060,0.527027027027027,0.23980567901296634,1.0,0,0,1,131,
176,B,70,6685.715413740993,6686,0.6428571428571429,0.1679928369818271,1.0,0,0,1,131,
177,A,73,6997.047228926735,6998,0.547945205479452,0.21868359499668444,1.0,0,0,1,128,
177,B,70,6623.995720610838,6624,0.6142857142857143,0.2596647339026126,1.0,0,0,1,128,
178,A,72,6935.911135674392,6936,0.5,0.21298297555818713,1.0,0,0,1,125,
178,B,70,6560.461038345428,6561,0.5,0.22903816108056174,1.0,0,0,1,125,
179,A,72,6876.202476006115,6877,0.5694444444444444,0.21653843831778752,1.0,0,0,1,124,
179,B,69,6497.870282862863,6498,0.5507246376811594,0.20402119140406716,1.0,0,0,1,124,
180,A,71,6813.839026566017,6814,0.5352112676056338,0.2633566634594575,1.0,0,0,1,125,
180,B,69,6434.97174636012,6435,0.6231884057971014,0.2105865040003988,1.0,0,0,1,125,
181,A,71,6756.929531193665,6757,0.5352112676056338,0.2397769177825544,1.0,0,0,1,121,
181,B,68,6380.826294057796,6381,0.6323529411764706,0.2538679131202193,1.0,0,0,1,121,
182,A,71,6694.730736116303,6695,0.4647887323943662,0.25562755840913065,1.0,0,0,1,122,
182,B,68,6322.423918967783,6323,0.5147058823529411,0.27208477758082017,1.0,0,0,1,122,
183,A,71,6632.094225175707,6633,0.5915492957746479,0.2278413858700552,1.0,0,0,1,127,
183,B,67,6268.512030188864,6269,0.5373134328358209,0.23792881963263235,1.0,0,0,1,127,
184,A,70,6579.649238245864,6580,0.44285714285714284,0.31241573662347566,1.0,0,0,1,118,
184,B,66,6212.00989727697,6213,0.5151515151515151,0.25583853757705444,1.0,0,0,1,118,
185,A,70,6524.577067876289,6525,0.6428571428571429,0.24229419223992,1.0,0,0,1,115,
185,B,65,6158.138974832344,6159,0.49230769230769234,0.2540721403495815,1.0,0,0,1,115,
186,A,69,6468.676425403082,6469,0.42028985507246375,0.3741205520224935,1.0,0,0,1,121,
186,B,64,6115.191656643054,6116,0.3125,0.2566914830450281,1.0,0,0,1,121,
187,A,68,6423.300696780656,6424,0.5735294117647058,0.23639749909338947,1.0,0,0,1,124,
187,B,63,6052.964570243505,6053,0.25396825396825395,0.16189942059343498,1.0,0,0,1,124,
188,A,68,6366.252000591673,6367,0.4411764705882353,0.30498420851430263,1.0,0,0,1,117,PocketStart
188,B,63,5993.102063572062,5994,0.5555555555555556,0.13917209616772475,1.0,0,0,1,117,
189,A,68,6307.481414558958,6308,0.47058823529411764,0.23835778702343802,1.0,0,0,1,123,
189,B,63,5930.256694179529,5931,0.5714285714285714,0.28276837113210473,1.0,0,0,1,123,
190,A,67,6266.656952813146,6267,0.47761194029850745,0.22408806828692196,1.0,0,0,1,120,
190,B,63,5868.128183562915,5869,0.4603174603174603,0.2681193989420345,1.0,0,0,1,120,
191,A,66,6219.797310763565,6220,0.5,0.2106903985392068,1.0,0,0,1,114,
191,B,63,5808.748715574044,5809,0.4444444444444444,0.2262729344889921,1.0,0,0,1,114,
192,A,66,6160.633814301154,6161,0.5303030303030303,0.22080259036604155,1.0,0,0,1,118,
192,B,61,5757.0833323601755,5758,0.39344262295081966,0.19734616161931873,1.0,0,0,1,118,
193,A,66,6100.741591775172,6101,0.45454545454545453,0.2234291749120214,1.0,0,0,1,117,
193,B,61,5699.956574781438,5700,0.4918032786885246,0.18051290130550324,1.0,0,0,1,117,
194,A,66,6045.513747467682,6046,0.48484848484848486,0.21222815997958977,1.0,0,0,1,114,
194,B,60,5645.958527320971,5646,0.5,0.22297888306051128,1.0,0,0,1,114,
195,A,65,5993.00297148766,5994,0.49230769230769234,0.23477340442619987,1.0,0,0,1,114,
195,B,60,5588.218443538757,5589,0.36666666666666664,0.23081813869680012,1.0,0,0,1,114,
196,A,64,5949.826429578727,5950,0.5,0.2673251182876677,1.0,0,0,1,111,
196,B,60,5529.745881113157,5530,0.31666666666666665,0.1502105774294289,1.0,0,0,1,111,
197,A,63,5898.011131187065,5899,0.4444444444444444,0.23976087236620214,1.0,0,0,1,111,
197,B,60,5473.0282689184905,5474,0.4166666666666667,0.12184453853930355,1.0,0,0,1,111,
198,A,62,5844.224226258417,5845,0.532258064516129,0.22760017829464474,1.0,0,0,1,112,
198,B,59,5423.013861410592,5424,0.5254237288135594,0.151609700741413,1.0,0,0,1,112,
199,A,61,5792.51424905026,5793,0.5737704918032787,0.22722656448112089,1.0,0,0,1,106,
199,B,58,5375.385929183798,5376,0.20689655172413793,0.16520327093793208,1.0,0,0,1,106,
200,A,61,5743.449120270008,5744,0.19672131147540983,0.2616820890152869,1.0,0,0,1,103,
200,B,57,5323.993882102576,5324,0.2807017543859649,0.06850200133378348,1.0,0,0,1,103,
201,A,61,5699.48302198598,5700,0.26229508196721313,0.0937756174498443,1.0,0,0,1,99,
201,B,57,5269.848358984289,5270,0.22807017543859648,0.09209738590648209,1.0,0,0,1,99,
202,A,60,5653.116836719893,5654,0.48333333333333334,0.12813939922980655,1.0,0,0,1,106,
202,B,57,5213.912260183212,5214,0.3333333333333333,0.07632724647619249,1.0,0,0,1,106,
203,A,60,5603.046600407986,5604,0.4166666666666667,0.21619090638597804,1.0,0,0,1,102,
203,B,57,5161.614090943885,5162,0.43859649122807015,0.11270640072987481,1.0,0,0,1,102,
204,A,60,5550.779666288879,5551,0.3,0.20460861060104218,1.0,0,0,1,107,
204,B,55,5120.050467443706,5121,0.5272727272727272,0.15147011426185764,1.0,0,0,1,107,
205,A,60,5497.918722926263,5498,0.3333333333333333,0.16252435612266058,1.0,0,0,1,102,
205,B,55,5072.084428840832,5073,0.509090909090909,0.2171259392957472,1.0,0,0,1,102,
206,A,60,5451.960227782873,5452,0.4,0.17021445841599725,1.0,0,0,1,96,
206,B,54,5033.870664952225,5034,0.42592592592592593,0.21821989086934857,1.0,0,0,1,96,
207,A,59,5407.14731545777,5408,0.2542372881355932,0.22426899225504782,1.0,0,0,1,99,
207,B,54,4982.029748472272,4983,0.42592592592592593,0.18187062462346726,1.0,0,0,1,99,
208,A,58,5359.707677940324,5360,0.3448275862068966,0.13951693175636715,1.0,0,0,1,101,
208,B,53,4930.28444082853,4931,0.2830188679245283,0.17648996537305983,1.0,0,0,1,101,
209,A,57,5324.094158766339,5325,0.5087719298245614,0.1661217595398894,1.0,0,0,1,101,
209,B,53,4876.941633242308,4877,0.4339622641509434,0.1267085997076628,1.0,0,0,1,101,
210,A,57,5275.626050339617,5276,0.5263157894736842,0.22834100371665622,1.0,0,0,1,98,
210,B,53,4826.580880562175,4827,0.22641509433962265,0.23190082735900197,1.0,0,0,1,98,
211,A,57,5226.0953201195025,5227,0.5614035087719298,0.23190949395628246,1.0,0,0,1,103,
211,B,52,4773.382338951112,4774,0.40384615384615385,0.12556523233245886,1.0,0,0,1,103,
212,A,54,5187.570852508122,5188,0.48148148148148145,0.23997365823014383,1.0,0,0,1,102,
212,B,52,4723.17369826779,4724,0.3269230769230769,0.20165812956209472,1.0,0,0,1,102,
213,A,54,5140.063593832894,5141,0.42592592592592593,0.19632945067046503,1.0,0,0,1,96,
213,B,51,4679.49530287754,4680,0.3333333333333333,0.15813012795713188,1.0,0,0,1,96,
214,A,54,5099.372646927826,5100,0.2962962962962963,0.18175546833302914,1.0,0,0,1,94,
214,B,50,4634.810110935226,4635,0.58,0.16355345882367456,1.0,0,0,1,94,
215,A,54,5053.216714032055,5054,0.4074074074074074,0.12615645201336256,1.0,0,0,1,93,
215,B,50,4587.747525760163,4588,0.62,0.28021082095279515,1.0,0,0,1,93,
216,A,54,5007.263892324699,5008,0.4444444444444444,0.15561460473708266,1.0,0,0,1,94,
216,B,50,4539.013786202191,4540,0.52,0.31541370396714674,1.0,0,0,1,94,
217,A,54,4959.226224843798,4960,0.5925925925925926,0.1892055600184105,1.0,0,0,1,92,
217,B,49,4494.9510469297575,4495,0.30612244897959184,0.28266304698371325,1.0,0,0,1,92,
218,A,54,4919.537776376756,4920,0.6666666666666666,0.22625699495867113,1.0,0,0,1,82,
218,B,47,4470.056755388747,4471,0.425531914893617,0.1569344393076374,1.0,0,0,1,82,
219,A,52,4889.8945034911685,4890,0.5,0.2788197512481201,1.0,0,0,1,85,
219,B,47,4425.220640621939,4426,0.5106382978723404,0.19493282735351236,1.0,0,0,1,85,
220,A,52,4848.87333151431,4849,0.6153846153846154,0.21254348249967325,1.0,0,0,1,84,
220,B,47,4382.166556812593,4383,0.5319148936170213,0.2162001673650501,1.0,0,0,1,84,
221,A,52,4810.074662112052,4811,0.6730769230769231,0.27803364035679057,1.0,0,0,1,83,
221,B,46,4350.33443304675,4351,0.5652173913043478,0.2424094875468814,1.0,0,0,1,83,
222,A,52,4767.838678770671,4768,0.5961538461538461,0.2762171372173199,1.0,0,0,1,84,
222,B,46,4307.471804424484,4308,0.5434782608695652,0.20577539369779907,1.0,0,0,1,84,
223,A,51,4725.08583291892,4726,0.5490196078431373,0.21597614970955192,1.0,0,0,1,84,
223,B,46,4266.281491243555,4267,0.32608695652173914,0.19269235336732848,1.0,0,0,1,84,
224,A,51,4679.790464375287,4680,0.6470588235294118,0.21617185084310742,1.0,0,0,1,89,
224,B,46,4222.656803870502,4223,0.5869565217391305,0.125101203375672,1.0,0,0,1,89,
225,A,50,4637.973467633932,4638,0.7,0.2528165391018482,1.0,0,0,1,86,
225,B,46,4177.870726211113,4178,0.5,0.2084210406290785,1.0,0,0,1,86,
226,A,50,4599.343146369426,4600,0.68,0.2648421038144215,1.0,0,0,1,82,
226,B,46,4133.315268285471,4134,0.5434782608695652,0.19543223023710832,1.0,0,0,1,82,
227,A,50,4559.050246694789,4560,0.64,0.2730875282342511,1.0,0,0,1,84,
227,B,46,4089.2330309793674,4090,0.7608695652173914,0.22865813163778448,1.0,0,0,1,84,
228,A,50,4515.319808619409,4516,0.66,0.22928210949554384,1.0,0,0,1,86,
228,B,44,4062.735417460094,4063,0.6363636363636364,0.29248500734293614,1.0,0,0,1,86,
229,A,49,4478.0297276559695,4479,0.6530612244897959,0.2210631238437939,1.0,0,0,1,77,
229,B,43,4027.986589654372,4028,0.6511627906976745,0.2274296306095126,1.0,0,0,1,77,
230,A,47,4442.833268400516,4443,0.7446808510638298,0.236246801537477,1.0,0,0,1,81,
230,B,42,3998.7692247018063,3999,0.7619047619047619,0.216811347800565,1.0,0,0,1,81,
231,A,47,4399.77390959748,4400,0.7872340425531915,0.2356334314559717,1.0,0,0,1,71,
231,B,42,3968.650358795026,3969,0.47619047619047616,0.2563889157729623,1.0,0,0,1,71,
232,A,46,4371.100148012918,4372,0.7608695652173914,0.2328438324140485,1.0,0,0,1,68,
232,B,42,3937.5297935101844,3938,0.7142857142857143,0.16466957615248756,1.0,0,0,1,68,
233,A,46,4337.888284577925,4338,0.7608695652173914,0.21694789258730252,1.0,0,0,1,67,
233,B,42,3903.790858355717,3904,0.7380952380952381,0.23268849779508516,1.0,0,0,1,67,
234,A,46,4300.82182457812,4301,0.8043478260869565,0.21785992318080472,1.0,0,0,1,70,
234,B,42,3869.810986266497,3870,0.5238095238095238,0.21875042524116273,1.0,0,0,1,70,
235,A,45,4265.981770255745,4266,0.7555555555555555,0.2423244316278783,1.0,0,0,1,73,
235,B,41,3834.769708543865,3835,0.6341463414634146,0.16766290773123627,1.0,0,0,1,73,
236,A,45,4230.357948362519,4231,0.7111111111111111,0.18784363559130735,1.0,0,0,1,70,
236,B,41,3800.3255708662364,3801,0.6829268292682927,0.22179646124636898,1.0,0,0,1,70,
237,A,45,4195.42897558268,4196,0.7555555555555555,0.19679190112449374,1.0,0,0,1,76,
237,B,40,3760.820260535567,3761,0.625,0.24993942149994086,1.0,0,0,1,76,
238,A,45,4158.598916932753,4159,0.5777777777777777,0.2439128063722361,1.0,0,0,1,76,
238,B,40,3721.788874837729,3722,0.45,0.2434994666205068,1.0,0,0,1,76,
239,A,45,4122.699116929493,4123,0.6444444444444445,0.17296840031967287,1.0,0,0,1,79,
239,B,40,3678.5192562203347,3679,0.575,0.1796368970141109,1.0,0,0,1,79,
240,A,44,4094.1569433590976,4095,0.5454545454545454,0.17716006462922684,1.0,0,0,1,77,
240,B,40,3640.203838847038,3641,0.525,0.20889657794827154,1.0,0,0,1,77,
241,A,43,4063.8860080278982,4064,0.32558139534883723,0.13409113547326124,1.0,0,0,1,72,
241,B,40,3600.4490670644586,3601,0.525,0.18571618465487583,1.0,0,0,1,72,
242,A,43,4027.6376497381293,4028,0.5348837209302325,0.07845173234964842,1.0,0,0,1,75,
242,B,40,3561.28457281523,3562,0.675,0.16745367732701533,1.0,0,0,1,75,
243,A,43,3993.9243897231117,3994,0.6744186046511628,0.13007378299365657,1.0,0,0,1,73,
243,B,39,3534.215994375258,3535,0.6410256410256411,0.21602173745671838,1.0,0,0,1,73,
244,A,43,3959.5698929522096,3960,0.6976744186046512,0.18091512527990838,1.0,0,0,1,68,
244,B,38,3502.385608681635,3503,0.5263157894736842,0.2092718605702404,1.0,0,0,1,68,
245,A,42,3932.207703164339,3933,0.6666666666666666,0.19566956706088712,1.0,0,0,1,70,
245,B,38,3463.6603287901153,3464,0.6842105263157895,0.2131545399537853,1.0,0,0,1,70,
246,A,42,3898.635722982771,3899,0.6190476190476191,0.2304199732632074,1.0,0,0,1,67,
246,B,37,3438.475213968779,3439,0.7027027027027027,0.26883311568176516,1.0,0,0,1,67,
247,A,42,3870.2849979990483,3871,0.6904761904761905,0.19446232803058172,1.0,0,0,1,67,
247,B,37,3401.7874523796236,3402,0.5135135135135135,0.24055990518027104,1.0,0,0,1,67,
248,A,42,3838.880725376139,3839,0.47619047619047616,0.22518813961389716,1.0,0,0,1,67,
248,B,37,3366.6653446723603,3367,0.7297297297297297,0.20114585609939284,1.0,0,0,1,67,
249,A,42,3804.9655766996916,3805,0.6428571428571429,0.1718396756508841,1.0,0,0,1,66,
249,B,37,3334.452128967998,3335,0.5675675675675675,0.3069389307651751,1.0,0,0,1,66,
250,A,41,3772.87891169495,3773,0.36585365853658536,0.22969618685684345,1.0,0,0,1,69,
250,B,37,3299.8560412300576,3300,0.5675675675675675,0.24874445676459178,1.0,0,0,1,69,
251,A,41,3740.470038554435,3741,0.6585365853658537,0.1234743244139136,1.0,0,0,1,65,
251,B,36,3266.2046756140558,3267,0.6388888888888888,0.25975938562912915,1.0,0,0,1,65,
252,A,40,3717.8546705234385,3718,0.675,0.2310774027612954,1.0,0,0,1,63,
252,B,35,3243.2181124625245,3244,0.5428571428571428,0.32987901329879143,1.0,0,0,1,63,
253,A,40,3688.844016059045,3689,0.325,0.2249923685461762,1.0,0,0,1,63,
253,B,35,3209.0431885726707,3210,0.4857142857142857,0.24669378737118786,1.0,0,0,1,63,
254,A,39,3670.5369229188072,3671,0.5897435897435898,0.12014090709062908,1.0,0,0,1,68,
254,B,34,3181.0094080597487,3182,0.6764705882352942,0.19389203332905436,1.0,0,0,1,68,
255,A,39,3639.8588246265545,3640,0.717948717948718,0.17999047479574404,1.0,0,0,1,65,
255,B,34,3145.647707133202,3146,0.7352941176470589,0.267472373299934,1.0,0,0,1,65,
256,A,39,3607.8452059596507,3608,0.6153846153846154,0.19158281634434982,1.0,0,0,1,63,
256,B,34,3114.8496223162433,3115,0.6176470588235294,0.25782467132952647,1.0,0,0,1,63,
257,A,39,3574.2362784189754,3575,0.5897435897435898,0.17182222107245693,1.0,0,0,1,68,
257,B,34,3080.457596470241,3081,0.6470588235294118,0.2580604323148217,1.0,0,0,1,68,
258,A,39,3543.046464679978,3544,0.5897435897435898,0.14652656655532548,1.0,0,0,1,68,
258,B,34,3043.6014669219844,3044,0.7352941176470589,0.24399884409002215,1.0,0,0,1,68,
259,A,38,3517.435299957681,3518,0.631578947368421,0.15003235721949804,1.0,0,0,1,67,
259,B,34,3011.1192803296904,3012,0.5294117647058824,0.2795222385537506,1.0,0,0,1,67,
260,A,38,3487.37936818647,3488,0.7105263157894737,0.1018478592559684,1.0,0,0,1,63,
260,B,33,2987.4441188667674,2988,0.6060606060606061,0.18135187755011717,1.0,0,0,1,63,
261,A,38,3464.5066950711225,3465,0.42105263157894735,0.11978706982791121,1.0,0,0,1,56,
261,B,33,2955.6974590796735,2956,0.7272727272727273,0.20685445512887624,1.0,0,0,1,56,
262,A,38,3436.2472336283836,3437,0.6578947368421053,0.07002936233569534,1.0,0,0,1,61,
262,B,33,2922.4384176167987,2923,0.6060606060606061,0.232061911775429,1.0,0,0,1,61,
263,A,37,3415.3860074223635,3416,0.5675675675675675,0.10599729343249298,1.0,0,0,1,60,
263,B,33,2890.4133086135944,2891,0.5454545454545454,0.19355305781769716,1.0,0,0,1,60,
264,A,37,3386.6845677176902,3387,0.7027027027027027,0.09737339999700145,1.0,0,0,1,58,
264,B,33,2860.097503715523,2861,0.36363636363636365,0.1811044525924168,1.0,0,0,1,58,
265,A,37,3354.146599861207,3355,0.8648648648648649,0.1175082975921039,1.0,0,0,1,64,
265,B,31,2837.549446605742,2838,0.22580645161290322,0.1276104205994283,1.0,0,0,1,64,
266,A,37,3328.4202559211817,3329,0.35135135135135137,0.15360208095263728,1.0,0,0,1,58,
266,B,31,2805.8010303701626,2806,0.3225806451612903,0.07333808638733252,1.0,0,0,1,58,
267,A,37,3299.0854324502448,3300,0.4864864864864865,0.06679706326338086,1.0,0,0,1,60,
267,B,30,2777.520532912424,2778,0.43333333333333335,0.09939010549434257,1.0,0,0,1,60,
268,A,37,3271.6553841792115,3272,0.4864864864864865,0.1117344319345891,1.0,0,0,1,58,
268,B,30,2746.5216953573376,2747,0.36666666666666664,0.11270633575056677,1.0,0,0,1,58,
269,A,37,3246.4396865024623,3247,0.1891891891891892,0.11671989850923092,1.0,0,0,1,56,
269,B,30,2716.9884323716733,2717,0.4,0.0858277323849631,1.0,0,0,1,56,
270,A,37,3220.841102273345,3221,0.5945945945945946,0.046320730924437004,1.0,0,0,1,55,
270,B,29,2690.4916011384316,2691,0.1724137931034483,0.09591909818700883,1.0,0,0,1,55,
271,A,36,3202.7850707258417,3203,0.2222222222222222,0.15089175784633846,1.0,0,0,1,55,
271,B,29,2661.187657755952,2662,0.27586206896551724,0.030773647980475327,1.0,0,0,1,55,
272,A,36,3176.548038445928,3177,0.3333333333333333,0.05696273768097415,1.0,0,0,1,55,
272,B,29,2633.629398612075,2634,0.3103448275862069,0.04929332672847031,1.0,0,0,1,55,
273,A,36,3149.270126793845,3150,0.19444444444444445,0.08311969234316052,1.0,0,0,1,56,
273,B,29,2604.944031946381,2605,0.13793103448275862,0.05537405478851887,1.0,0,0,1,56,
274,A,36,3125.0223653395346,3126,0.3055555555555556,0.052151932748937146,1.0,0,0,1,53,
274,B,29,2577.218197509183,2578,0.6206896551724138,0.027992171952728517,1.0,0,0,1,53,
275,A,35,3104.4147878262615,3105,0.2857142857142857,0.08168996334935585,1.0,0,0,1,56,
275,B,28,2554.933324916391,2555,0.5,0.12185686724180733,1.0,0,0,1,56,
276,A,34,3081.982987879603,3082,0.3235294117647059,0.0772070854888901,1.0,0,0,1,53,
276,B,27,2526.871641018839,2527,0.5185185185185185,0.10656648602278218,1.0,0,0,1,53,
277,A,34,3057.672301987201,3058,0.20588235294117646,0.0959515947994064,1.0,0,0,1,56,
277,B,27,2495.2359473184006,2496,0.37037037037037035,0.12358153917450865,1.0,0,0,1,56,
278,A,32,3040.21780578398,3041,0.21875,0.05310383143844144,1.0,0,0,1,52,
278,B,27,2469.240026975447,2470,0.18518518518518517,0.09508011081138001,1.0,0,0,1,52,
279,A,32,3018.011484322536,3019,0.28125,0.0390228347390702,1.0,0,0,1,50,
279,B,27,2441.706581847464,2442,0.4074074074074074,0.04264750900144121,1.0,0,0,1,50,
280,A,32,2996.6827239659797,2997,0.40625,0.04884543414592435,1.0,0,0,1,48,
280,B,27,2415.5709776306285,2416,0.25925925925925924,0.11085414059948673,1.0,0,0,1,48,
281,A,32,2975.5709863219304,2976,0.21875,0.08137054806515998,1.0,0,0,1,50,
281,B,27,2386.6255363888954,2387,0.5185185185185185,0.0666391573435986,1.0,0,0,1,50,
282,A,32,2951.0175893034466,2952,0.28125,0.04365673814106619,1.0,0,0,1,47,
282,B,27,2364.3932015925593,2365,0.2222222222222222,0.14435826067545454,1.0,0,0,1,47,
283,A,32,2926.411661500988,2927,0.3125,0.05621489993114548,1.0,0,0,1,51,
283,B,27,2337.645310988275,2338,0.4444444444444444,0.05927952398036884,1.0,0,0,1,51,
284,A,32,2901.4268052301218,2902,0.375,0.0733496897792788,1.0,0,0,1,51,
284,B,27,2312.068619585885,2313,0.5185185185185185,0.1139918030932201,1.0,0,0,1,51,
285,A,32,2877.3746951680782,2878,0.375,0.08271401778195842,1.0,0,0,1,50,
285,B,26,2290.90376898139,2291,0.3076923076923077,0.12864353629246372,1.0,0,0,1,50,
286,A,32,2854.3825961042953,2855,0.40625,0.09847137099830416,1.0,0,0,1,49,
286,B,26,2265.68692745896,2266,0.4230769230769231,0.061257045362714146,1.0,0,0,1,49,
287,A,32,2831.8502850958207,2832,0.375,0.09879490351076026,1.0,0,0,1,46,
287,B,25,2241.910444599561,2242,0.28,0.08771390667199264,1.0,0,0,1,46,
288,A,31,2807.001600820171,2808,0.5161290322580645,0.09579240250032617,1.0,0,0,1,50,
288,B,25,2217.043101500297,2218,0.36,0.050479786331865784,1.0,0,0,1,50,
289,A,31,2788.0098711161254,2789,0.4838709677419355,0.11277647780405431,1.0,0,0,1,46,
289,B,24,2195.4871377002064,2196,0.375,0.05773556637446775,1.0,0,0,1,46,
290,A,31,2766.1960081787656,2767,0.4838709677419355,0.11245871068169855,1.0,0,0,1,47,
290,B,24,2169.390222157791,2170,0.6666666666666666,0.06247453132321812,1.0,0,0,1,47,
291,A,31,2744.586411567884,2745,0.45161290322580644,0.12624010499267868,1.0,0,0,1,48,
291,B,23,2151.1864239589468,2152,0.34782608695652173,0.1195417645877539,1.0,0,0,1,48,
292,A,31,2725.1463727703676,2726,0.5161290322580645,0.10604095379727996,1.0,0,0,1,42,
292,B,23,2129.9252336507097,2130,0.391304347826087,0.0456749879517937,1.0,0,0,1,42,
293,A,30,2708.03159489906,2709,0.6666666666666666,0.1344977894791819,1.0,0,0,1,39,
293,B,23,2108.35885681027,2109,0.4782608695652174,0.05513982214356994,1.0,0,0,1,39,
294,A,30,2690.275313508012,2691,0.43333333333333335,0.2015836979409198,1.0,0,0,1,44,
294,B,22,2086.678807403716,2087,0.5454545454545454,0.07919243714968038,1.0,0,0,1,44,
295,A,30,2670.173239628016,2671,0.5666666666666667,0.13209725396979732,1.0,0,0,1,46,
295,B,22,2061.361350472027,2062,0.6818181818181818,0.09028217026762642,1.0,0,0,1,46,
296,A,30,2648.79824764391,2649,0.6,0.1967631007606765,1.0,0,0,1,46,
296,B,22,2037.2420146730324,2038,0.5909090909090909,0.11996900175913083,1.0,0,0,1,46,
297,A,30,2626.5014905722114,2627,0.4,0.18953465428342176,1.0,0,0,1,47,
297,B,22,2012.965709824511,2013,0.5,0.12012962715021791,1.0,0,0,1,47,
298,A,30,2604.4779450081733,2605,0.43333333333333335,0.1228146868301424,1.0,0,0,1,46,
298,B,22,1988.919476422321,1989,0.6363636363636364,0.11383251086677704,1.0,0,0,1,46,
299,A,30,2585.269261239394,2586,0.4666666666666667,0.12892428488950558,1.0,0,0,1,45,
299,B,22,1964.1150866413093,1965,0.6363636363636364,0.14669984713780615,1.0,0,0,1,45,
300,A,29,2567.3218252601755,2568,0.6551724137931034,0.11394074549738553,1.0,0,0,1,43,
300,B,22,1940.43118077926,1941,0.6363636363636364,0.12541297598754175,1.0,0,0,1,43,
