unit_id,emergence_tick,cum_delta_move_norm,cum_delta_fsr_norm,cum_delta_projection_norm,dominant_component,outlier_return_count,final_state
A100,69,7.000000000000003,0.5791228559969308,0.05483257459248248,move,1,OUTLIER
A3,186,6.999999999999999,0.723239869781514,1.2402435713375637,move,0,OUTLIER
A83,139,7.0,0.8977033889395969,2.2863256677458472,move,0,OUTLIER
A91,90,7.0000000000000036,0.2295983070790709,0.0,move,0,OUTLIER
A92,71,7.000000000000003,0.5525750339522,0.1678721023467463,move,0,OUTLIER
A95,51,7.000000000000007,0.8557473361860486,0.0,move,0,OUTLIER
A98,59,7.000000000000009,0.7311805919065647,0.5444496057361554,move,0,OUTLIER
