tick,cohesion_v1_A,cohesion_v1_B,cohesion_v2_A,cohesion_v2_B,enemy_collapse_v1_for_A,enemy_collapse_v1_for_B,enemy_collapse_v2_for_A,enemy_collapse_v2_for_B,alive_A,alive_B,pocket_count_A,pocket_count_B
1,1.0,1.0,0.04052646724512632,0.004912299060015335,0.0,0.0,0.9950877009399847,0.9594735327548737,100,100,0,0
2,1.0,1.0,0.11447783062982197,0.03055150033111642,0.0,0.0,0.9694484996688836,0.885522169370178,100,100,0,0
3,1.0,1.0,0.10248474119211537,0.0843492524953513,0.0,0.0,0.9156507475046487,0.8975152588078846,100,100,0,0
4,1.0,1.0,0.10749692460657545,0.0821689428440785,0.0,0.0,0.9178310571559215,0.8925030753934245,100,100,0,0
5,1.0,1.0,0.10100526066360993,0.04446669912503376,0.0,0.0,0.9555333008749662,0.8989947393363901,100,100,0,0
6,1.0,1.0,0.11062471099581395,0.06201375177292656,0.0,0.0,0.9379862482270734,0.889375289004186,100,100,0,0
7,1.0,1.0,0.10906753250961787,0.0736365459846351,0.0,0.0,0.9263634540153649,0.8909324674903821,100,100,0,0
8,1.0,1.0,0.1024788786329579,0.06119372095070119,0.0,0.0,0.9388062790492988,0.8975211213670421,100,100,0,0
9,1.0,1.0,0.10330108039886576,0.04671843790410002,0.0,0.0,0.9532815620959,0.8966989196011342,100,100,0,0
10,1.0,1.0,0.11852419569623995,0.08917284594910369,0.0,0.0,0.9108271540508963,0.88147580430376,100,100,0,0
11,1.0,1.0,0.11334991693687568,0.08458630749159024,0.0,0.0,0.9154136925084098,0.8866500830631243,100,100,0,0
12,1.0,1.0,0.11965396085333357,0.06960655844547925,0.0,0.0,0.9303934415545208,0.8803460391466664,100,100,0,0
13,1.0,1.0,0.13729061910299767,0.07651052952328319,0.0,0.0,0.9234894704767168,0.8627093808970023,100,100,0,0
14,1.0,1.0,0.12560838000451824,0.07163269532984495,0.0,0.0,0.928367304670155,0.8743916199954818,100,100,0,0
15,1.0,1.0,0.13351529034476162,0.06509025215194841,0.0,0.0,0.9349097478480516,0.8664847096552384,100,100,0,0
16,1.0,1.0,0.1336206844842871,0.0876538445630568,0.0,0.0,0.9123461554369432,0.8663793155157129,100,100,0,0
17,1.0,1.0,0.1615407777066451,0.08283006760809508,0.0,0.0,0.9171699323919049,0.8384592222933549,100,100,0,0
18,1.0,1.0,0.16649723705378328,0.08884693560136614,0.0,0.0,0.9111530643986339,0.8335027629462167,100,100,0,0
19,1.0,1.0,0.16111685295650924,0.0897913883759186,0.0,0.0,0.9102086116240814,0.8388831470434908,100,100,0,0
20,1.0,1.0,0.19771608144476527,0.0619540322121237,0.0,0.0,0.9380459677878763,0.8022839185552347,100,100,0,0
21,1.0,1.0,0.15882635221355235,0.07774771351775622,0.0,0.0,0.9222522864822438,0.8411736477864477,100,100,0,0
22,1.0,1.0,0.21091064858882103,0.0956859341646551,0.0,0.0,0.9043140658353449,0.789089351411179,100,100,0,0
23,1.0,1.0,0.1974531512370984,0.10231058645493574,0.0,0.0,0.8976894135450643,0.8025468487629016,100,100,0,0
24,1.0,1.0,0.18215221375237278,0.08292294923324328,0.0,0.0,0.9170770507667567,0.8178477862476272,100,100,0,0
25,1.0,1.0,0.2013390233468042,0.08058199539652677,0.0,0.0,0.9194180046034732,0.7986609766531958,100,100,0,0
26,1.0,1.0,0.19923081383818153,0.09388082474263582,0.0,0.0,0.9061191752573642,0.8007691861618185,100,100,0,0
27,1.0,1.0,0.2738917798985643,0.11092055593367289,0.0,0.0,0.8890794440663271,0.7261082201014357,100,100,0,0
28,1.0,1.0,0.26392709437459894,0.09276966445043866,0.0,0.0,0.9072303355495613,0.7360729056254011,100,100,0,0
29,1.0,1.0,0.2990343114583003,0.11093404094603743,0.0,0.0,0.8890659590539626,0.7009656885416997,100,100,0,0
30,1.0,1.0,0.2655893432708484,0.10365539369088472,0.0,0.0,0.8963446063091153,0.7344106567291516,100,100,0,0
31,1.0,1.0,0.3282128381991334,0.1451346391732915,0.0,0.0,0.8548653608267085,0.6717871618008666,100,100,0,0
32,1.0,1.0,0.3082378090758071,0.14150715272158998,0.0,0.0,0.85849284727841,0.6917621909241929,100,100,0,0
33,1.0,1.0,0.3258081556001178,0.1208094462749818,0.0,0.0,0.8791905537250182,0.6741918443998822,100,100,0,0
34,1.0,1.0,0.3818296992659975,0.13580161073063657,0.0,0.0,0.8641983892693634,0.6181703007340025,100,100,0,0
35,1.0,1.0,0.3095332113081197,0.16539793496326305,0.0,0.0,0.834602065036737,0.6904667886918803,100,100,0,0
36,1.0,1.0,0.31364986261170813,0.12524464815248304,0.0,0.0,0.874755351847517,0.6863501373882919,100,100,0,0
37,1.0,1.0,0.3226242962264485,0.1205870503546772,0.0,0.0,0.8794129496453228,0.6773757037735515,100,100,0,0
38,1.0,1.0,0.3152413533431123,0.17350494691114915,0.0,0.0,0.8264950530888509,0.6847586466568877,100,100,0,0
39,1.0,1.0,0.3304585722194804,0.18522328721106984,0.0,0.0,0.8147767127889302,0.6695414277805196,100,100,0,0
40,1.0,1.0,0.2622323700073629,0.16771100629189162,0.0,0.0,0.8322889937081084,0.7377676299926371,100,100,0,0
41,1.0,1.0,0.2590400110575122,0.17328679836861194,0.0,0.0,0.8267132016313881,0.7409599889424878,100,100,0,0
42,1.0,1.0,0.33390996546361773,0.18625296894304377,0.0,0.0,0.8137470310569562,0.6660900345363823,100,100,0,0
43,1.0,1.0,0.2971043732296008,0.19475188345422667,0.0,0.0,0.8052481165457733,0.7028956267703992,100,100,0,0
44,1.0,1.0,0.2617835008384437,0.1750320209571825,0.0,0.0,0.8249679790428175,0.7382164991615563,100,100,0,0
45,1.0,1.0,0.219525320870133,0.14280534499355724,0.0,0.0,0.8571946550064428,0.780474679129867,100,100,0,0
46,1.0,1.0,0.31306774984481534,0.17809603743445535,0.0,0.0,0.8219039625655447,0.6869322501551847,100,100,1,0
47,1.0,1.0,0.17604775491984992,0.2355643208606878,0.0,0.0,0.7644356791393122,0.8239522450801501,100,100,1,0
