tick,cohesion_v1_A,cohesion_v1_B,cohesion_v2_A,cohesion_v2_B,enemy_collapse_v1_for_A,enemy_collapse_v1_for_B,enemy_collapse_v2_for_A,enemy_collapse_v2_for_B,alive_A,alive_B,pocket_count_A,pocket_count_B
202,1.0,1.0,0.16184309547068854,0.08246660844639442,0.0,0.0,0.9175333915536056,0.8381569045293115,62,62,2,2
203,1.0,1.0,0.14398660141563424,0.06580615521716049,0.0,0.0,0.9341938447828395,0.8560133985843658,62,61,2,2
204,1.0,1.0,0.134733892373611,0.052482598501014444,0.0,0.0,0.9475174014989856,0.865266107626389,61,61,2,2
205,1.0,1.0,0.14427396520271096,0.1182193183289878,0.0,0.0,0.8817806816710122,0.855726034797289,60,60,1,2
206,1.0,1.0,0.13064374573963777,0.1061340903463146,0.0,0.0,0.8938659096536854,0.8693562542603622,59,60,1,2
207,1.0,1.0,0.12967398695627286,0.08473469905825037,0.0,0.0,0.9152653009417496,0.8703260130437271,59,60,1,2
208,1.0,1.0,0.12813192212182112,0.07203892383344868,0.0,0.0,0.9279610761665513,0.8718680778781789,59,59,1,2
209,1.0,1.0,0.17861252197174693,0.0860458036276115,0.0,0.0,0.9139541963723885,0.8213874780282531,59,59,1,2
210,1.0,1.0,0.16563650166991506,0.056143738484312644,0.0,0.0,0.9438562615156874,0.8343634983300849,58,58,1,2
211,1.0,1.0,0.16568973658194674,0.07270425040935302,0.0,0.0,0.927295749590647,0.8343102634180533,57,58,1,2
212,1.0,1.0,0.1351666829305893,0.05974184559036555,0.0,0.0,0.9402581544096345,0.8648333170694107,56,58,1,2
213,1.0,1.0,0.12183620009184848,0.04760158030836381,0.0,0.0,0.9523984196916362,0.8781637999081515,56,57,1,2
214,1.0,1.0,0.12208331709706255,0.056425716452432106,0.0,0.0,0.9435742835475679,0.8779166829029375,55,56,1,2
