tick,cohesion_v1_A,cohesion_v1_B,cohesion_v2_A,cohesion_v2_B,enemy_collapse_v1_for_A,enemy_collapse_v1_for_B,enemy_collapse_v2_for_A,enemy_collapse_v2_for_B,alive_A,alive_B,pocket_count_A,pocket_count_B
1,1.0,1.0,0.04052646724512632,0.004912299060015335,0.0,0.0,0.9950877009399847,0.9594735327548737,100,100,0,0
2,1.0,1.0,0.11449233937138736,0.030555642515344372,0.0,0.0,0.9694443574846556,0.8855076606286126,100,100,0,0
3,1.0,1.0,0.1050342124487671,0.08448811302287451,0.0,0.0,0.9155118869771255,0.8949657875512329,100,100,0,0
4,1.0,1.0,0.10628012569252632,0.08870534700526223,0.0,0.0,0.9112946529947378,0.8937198743074737,100,100,0,0
5,1.0,1.0,0.11422341877123443,0.06700643434039821,0.0,0.0,0.9329935656596018,0.8857765812287656,100,100,0,0
6,1.0,1.0,0.08532956085849541,0.0565321957050382,0.0,0.0,0.9434678042949618,0.9146704391415046,100,100,0,0
7,1.0,1.0,0.08687525263245421,0.07064380917210766,0.0,0.0,0.9293561908278923,0.9131247473675458,100,100,0,0
8,1.0,1.0,0.10287277030034137,0.06236604992998196,0.0,0.0,0.937633950070018,0.8971272296996586,100,100,0,0
9,1.0,1.0,0.1123602966995968,0.08193067994412451,0.0,0.0,0.9180693200558755,0.8876397033004032,100,100,0,0
10,1.0,1.0,0.12086059692828532,0.06731650619195739,0.0,0.0,0.9326834938080426,0.8791394030717147,100,100,0,0
11,1.0,1.0,0.12978965098464634,0.04921135055537795,0.0,0.0,0.950788649444622,0.8702103490153537,100,100,0,0
12,1.0,1.0,0.10778158205754007,0.08632113268444808,0.0,0.0,0.9136788673155519,0.8922184179424599,100,100,0,0
13,1.0,1.0,0.14571986568822315,0.07766591824444324,0.0,0.0,0.9223340817555568,0.8542801343117769,100,100,0,0
14,1.0,1.0,0.11494946731271305,0.09229038010269175,0.0,0.0,0.9077096198973083,0.885050532687287,100,100,0,0
15,1.0,1.0,0.14927969497462212,0.0886424167390446,0.0,0.0,0.9113575832609554,0.8507203050253779,100,100,0,0
16,1.0,1.0,0.15323230694177647,0.09464056931129927,0.0,0.0,0.9053594306887007,0.8467676930582235,100,100,0,0
17,1.0,1.0,0.14621264906354525,0.08158266217667687,0.0,0.0,0.9184173378233231,0.8537873509364547,100,100,0,0
18,1.0,1.0,0.17612644286128387,0.09406771895741173,0.0,0.0,0.9059322810425883,0.8238735571387161,100,100,0,0
19,1.0,1.0,0.19078844876905499,0.11324070483295123,0.0,0.0,0.8867592951670488,0.809211551230945,100,100,0,0
20,1.0,1.0,0.18645617453346452,0.11770679933731343,0.0,0.0,0.8822932006626866,0.8135438254665355,100,100,0,0
21,1.0,1.0,0.19608221949236126,0.1275572390057168,0.0,0.0,0.8724427609942832,0.8039177805076387,100,100,0,0
22,1.0,1.0,0.18512763586447634,0.12527464673542865,0.0,0.0,0.8747253532645713,0.8148723641355237,100,100,0,0
23,1.0,1.0,0.2093756437787616,0.0997523670292384,0.0,0.0,0.9002476329707616,0.7906243562212384,100,100,0,0
24,1.0,1.0,0.28519500076455606,0.13445540295281044,0.0,0.0,0.8655445970471896,0.7148049992354439,100,100,0,0
25,1.0,1.0,0.28448084855110345,0.11570404274964208,0.0,0.0,0.8842959572503579,0.7155191514488966,100,100,0,0
26,1.0,1.0,0.2879824909717299,0.14627681988626362,0.0,0.0,0.8537231801137364,0.7120175090282701,100,100,0,0
27,1.0,1.0,0.2915950864593163,0.1492359465205838,0.0,0.0,0.8507640534794162,0.7084049135406837,100,100,0,0
28,1.0,1.0,0.28390118824077437,0.1497026675587816,0.0,0.0,0.8502973324412184,0.7160988117592256,100,100,0,0
29,1.0,1.0,0.3308250922808502,0.18334937061332046,0.0,0.0,0.8166506293866795,0.6691749077191498,100,100,0,0
30,1.0,1.0,0.34159286409837686,0.19770339865152442,0.0,0.0,0.8022966013484756,0.6584071359016231,100,100,0,0
31,1.0,1.0,0.3089136292190775,0.17467865655316683,0.0,0.0,0.8253213434468332,0.6910863707809225,100,100,0,0
32,1.0,1.0,0.3971475237081903,0.20485696162969347,0.0,0.0,0.7951430383703065,0.6028524762918097,100,100,0,0
33,1.0,1.0,0.35709243181682027,0.24393707287329458,0.0,0.0,0.7560629271267054,0.6429075681831797,100,100,0,0
34,1.0,1.0,0.36901305405039,0.236299198666315,0.0,0.0,0.763700801333685,0.63098694594961,100,100,0,0
35,1.0,1.0,0.367972285826891,0.28180403120197717,0.0,0.0,0.7181959687980228,0.632027714173109,100,100,0,0
36,1.0,1.0,0.39311060037846435,0.3145233769331748,0.0,0.0,0.6854766230668252,0.6068893996215357,100,100,0,0
37,1.0,1.0,0.3639539432943524,0.2621013194682139,0.0,0.0,0.7378986805317861,0.6360460567056476,100,100,1,0
38,1.0,1.0,0.31133385906187305,0.3006563989837965,0.0,0.0,0.6993436010162035,0.688666140938127,100,100,1,0
39,1.0,1.0,0.29356787165847453,0.31913446518646815,0.0,0.0,0.6808655348135318,0.7064321283415255,100,100,1,0
40,1.0,1.0,0.2864108792141338,0.33651048728273014,0.0,0.0,0.6634895127172699,0.7135891207858662,100,100,2,0
41,1.0,1.0,0.27034384140844936,0.3402561368729702,0.0,0.0,0.6597438631270298,0.7296561585915506,100,100,2,0
42,1.0,1.0,0.23314554361255857,0.31450711130118225,0.0,0.0,0.6854928886988177,0.7668544563874414,100,100,2,0
43,1.0,1.0,0.24974168117845075,0.31629734548534216,0.0,0.0,0.6837026545146578,0.7502583188215493,100,100,2,0
44,1.0,1.0,0.23690146211408858,0.2876322138246534,0.0,0.0,0.7123677861753466,0.7630985378859114,100,100,2,0
45,1.0,1.0,0.2093423743527386,0.2957007611875424,0.0,0.0,0.7042992388124576,0.7906576256472614,100,100,3,0
46,1.0,1.0,0.21912387296971902,0.34553697449445375,0.0,0.0,0.6544630255055462,0.780876127030281,100,100,3,0
47,1.0,1.0,0.21131547412331997,0.29762375002911523,0.0,0.0,0.7023762499708848,0.78868452587668,100,100,3,0
48,1.0,1.0,0.18203093946630655,0.23692820705198692,0.0,0.0,0.7630717929480131,0.8179690605336934,100,100,3,0
49,1.0,1.0,0.19850041798343143,0.29354562272124807,0.0,0.0,0.7064543772787519,0.8014995820165686,100,100,3,0
