tick,legality_reference_surface_count,legality_feasible_surface_count,legality_middle_stage_active,legality_handoff_ready,expected_position_rms_error,projection_pairs_count,projection_mean_displacement,projection_max_displacement,corrected_unit_ratio
310,100,100,True,True,1.0999055384951735,0,0.0,0.0,0.0
311,100,100,True,True,1.0999056681729245,0,0.0,0.0,0.0
312,100,100,True,True,1.099905786480335,0,0.0,0.0,0.0
313,100,100,True,True,1.099905894780582,0,0.0,0.0,0.0
314,100,100,True,True,1.0999059941956792,0,0.0,0.0,0.0
315,100,100,True,True,1.099906085664982,0,0.0,0.0,0.0
316,100,100,True,True,1.099906169986677,0,0.0,0.0,0.0
317,100,100,True,True,1.0999062478475428,0,0.0,0.0,0.0
318,100,100,True,True,1.0999063198448336,0,0.0,0.0,0.0
319,100,100,True,True,1.0999063865026992,0,0.0,0.0,0.0
320,100,100,True,True,1.0999064482845147,0,0.0,0.0,0.0
321,100,100,True,True,1.099906505602741,0,0.0,0.0,0.0
322,100,100,True,True,1.0999065588263486,0,0.0,0.0,0.0
323,100,100,True,True,1.0999066082870668,0,0.0,0.0,0.0
324,100,100,True,True,1.0999066542842413,0,0.0,0.0,0.0
325,100,100,True,True,1.0999066970889888,0,0.0,0.0,0.0
326,100,100,True,True,1.0999067369475173,0,0.0,0.0,0.0
327,100,100,True,True,1.0999067740840471,0,0.0,0.0,0.0
328,100,100,True,True,1.0999068087031938,0,0.0,0.0,0.0
329,100,100,True,True,1.099906840992088,0,0.0,0.0,0.0
330,100,100,True,True,1.0999068711221298,0,0.0,0.0,0.0
331,100,100,True,True,1.0999068992506038,0,0.0,0.0,0.0
332,100,100,True,True,1.0999069255220202,0,0.0,0.0,0.0
333,100,100,True,True,1.0999069500692846,0,0.0,0.0,0.0
334,100,100,True,True,1.0999069730148576,0,0.0,0.0,0.0
335,100,100,True,True,1.0999069944716222,0,0.0,0.0,0.0
336,100,100,True,True,1.0999070145438057,0,0.0,0.0,0.0
337,100,100,True,True,1.0999070333275909,0,0.0,0.0,0.0
338,100,100,True,True,1.099907050911991,0,0.0,0.0,0.0
339,100,100,True,True,1.0999070673792972,0,0.0,0.0,0.0
340,100,100,True,True,1.0999070828057285,0,0.0,0.0,0.0
341,100,100,True,True,1.0999070972619036,0,0.0,0.0,0.0
342,100,100,True,True,1.0999071108132878,0,0.0,0.0,0.0
343,100,100,True,True,1.0999071235205755,0,0.0,0.0,0.0
344,100,100,True,True,1.0999071354401335,0,0.0,0.0,0.0
345,100,100,True,True,1.0999071466242956,0,0.0,0.0,0.0
346,100,100,True,True,1.0999071571216714,0,0.0,0.0,0.0
347,100,100,True,True,1.0999071669774545,0,0.0,0.0,0.0
348,100,100,True,True,1.0999071762336738,0,0.0,0.0,0.0
349,100,100,True,True,1.0999071849294255,0,0.0,0.0,0.0
350,100,100,True,True,1.099907193101112,0,0.0,0.0,0.0
351,100,100,True,True,1.0999072007826025,0,0.0,0.0,0.0
352,100,100,True,True,1.0999072080054704,0,0.0,0.0,0.0
353,100,100,True,True,1.099907214799125,0,0.0,0.0,0.0
354,100,100,True,True,1.0999072211909762,0,0.0,0.0,0.0
355,100,100,True,True,1.0999072272065775,0,0.0,0.0,0.0
356,100,100,True,True,1.0999072328698272,0,0.0,0.0,0.0
357,100,100,True,True,1.099907238202929,0,0.0,0.0,0.0
358,100,100,True,True,1.099907243226652,0,0.0,0.0,0.0
359,100,100,True,True,1.099907247960421,0,0.0,0.0,0.0
360,100,100,True,True,1.0999072524223386,0,0.0,0.0,0.0
361,100,100,True,True,1.0999072566293167,0,0.0,0.0,0.0
362,100,100,True,True,1.099907260597186,0,0.0,0.0,0.0
363,100,100,True,True,1.099907264340723,0,0.0,0.0,0.0
364,100,100,True,True,1.0999072678737438,0,0.0,0.0,0.0
365,100,100,True,True,1.0999072712092135,0,0.0,0.0,0.0
366,100,100,True,True,1.0999072743591827,0,0.0,0.0,0.0
367,100,100,True,True,1.0999072773350345,0,0.0,0.0,0.0
368,100,100,True,True,1.0999072801473235,0,0.0,0.0,0.0
369,100,100,True,True,1.099907282805977,0,0.0,0.0,0.0
370,100,100,True,True,1.0999072853202922,0,0.0,0.0,0.0
371,100,100,True,True,1.0999072876989877,0,0.0,0.0,0.0
372,100,100,True,True,1.099907289950231,0,0.0,0.0,0.0
373,100,100,True,True,1.0999072920816675,0,0.0,0.0,0.0
374,100,100,True,True,1.0999072941004646,0,0.0,0.0,0.0
375,100,100,True,True,1.0999072960133478,0,0.0,0.0,0.0
376,100,100,True,True,1.0999072978266375,0,0.0,0.0,0.0
377,100,100,True,True,1.0999072995462462,0,0.0,0.0,0.0
378,100,100,True,True,1.0999073011777531,0,0.0,0.0,0.0
379,100,100,True,True,1.0999073027263597,0,0.0,0.0,0.0
380,100,100,True,True,1.099907304196974,0,0.0,0.0,0.0
381,100,100,True,True,1.099907305594213,0,0.0,0.0,0.0
382,100,100,True,True,1.0999073069224043,0,0.0,0.0,0.0
383,100,100,True,True,1.0999073081856074,0,0.0,0.0,0.0
384,100,100,True,True,1.0999073093876772,0,0.0,0.0,0.0
385,100,100,True,True,1.099907310532196,0,0.0,0.0,0.0
386,100,100,True,True,1.0999073116225677,0,0.0,0.0,0.0
387,100,100,True,True,1.0999073126620165,0,0.0,0.0,0.0
388,100,100,True,True,1.0999073136535051,0,0.0,0.0,0.0
389,100,100,True,True,1.0999073145999125,0,0.0,0.0,0.0
390,100,100,True,True,1.0999073155038999,0,0.0,0.0,0.0
391,100,100,True,True,1.0999073163680306,0,0.0,0.0,0.0
392,100,100,True,True,1.0999073171946545,0,0.0,0.0,0.0
393,100,100,True,True,1.0999073179861036,0,0.0,0.0,0.0
394,100,100,True,True,1.0999073187444723,0,0.0,0.0,0.0
395,100,100,True,True,1.0999073194718225,0,0.0,0.0,0.0
396,100,100,True,True,1.0999073201700755,0,0.0,0.0,0.0
397,100,100,True,True,1.099907320841066,0,0.0,0.0,0.0
398,100,100,True,True,1.0999073214865864,0,0.0,0.0,0.0
399,100,100,True,True,1.0999073221082847,0,0.0,0.0,0.0
400,100,100,True,True,1.0999073227078056,0,0.0,0.0,0.0
401,100,100,True,True,1.0999073232866632,0,0.0,0.0,0.0
402,100,100,True,True,1.0999073238463757,0,0.0,0.0,0.0
403,100,100,True,True,1.0999073243883613,0,0.0,0.0,0.0
404,100,100,True,True,1.0999073249140854,0,0.0,0.0,0.0
405,100,100,True,True,1.0999073254249137,0,0.0,0.0,0.0
406,100,100,True,True,1.0999073259222198,0,0.0,0.0,0.0
407,100,100,True,True,1.0999073264073944,0,0.0,0.0,0.0
408,100,100,True,True,1.0999073268818,0,0.0,0.0,0.0
409,100,100,True,True,1.0999073273468496,0,0.0,0.0,0.0
410,100,100,True,True,1.0999073278040623,0,0.0,0.0,0.0
411,100,100,True,True,1.0999073282548733,0,0.0,0.0,0.0
412,100,100,True,True,1.099907328701003,0,0.0,0.0,0.0
413,100,100,True,True,1.0999073291442427,0,0.0,0.0,0.0
414,100,100,True,True,1.0999073295865647,0,0.0,0.0,0.0
415,100,100,True,True,1.0999073300302558,0,0.0,0.0,0.0
416,100,100,True,True,1.0999073304779596,0,0.0,0.0,0.0
417,100,100,True,True,1.0999073309329614,0,0.0,0.0,0.0
418,100,100,True,True,1.0999073313992447,0,0.0,0.0,0.0
419,100,100,True,True,1.0999073318818895,0,0.0,0.0,0.0
420,100,100,True,True,1.099907332387932,0,0.0,0.0,0.0
421,100,100,True,True,1.0999073329269629,0,0.0,0.0,0.0
422,100,100,True,True,1.0999073335133487,0,0.0,0.0,0.0
423,100,100,True,True,1.0999073341702137,0,0.0,0.0,0.0
424,100,100,True,True,1.0999073349381063,0,0.0,0.0,0.0
425,100,100,True,True,1.0999073359004958,0,0.0,0.0,0.0
