tick,unit_id,fleet_id,chosen_candidate_source,chosen_displacement_norm,realistic_min_displacement_threshold
422,A59,A,prev_window_next_window,6.000000000000048,0.2
422,A60,A,prev_window_next_window,6.000000000000035,0.2
422,A61,A,prev_window_next_window,6.000000000000001,0.2
422,A62,A,prev_window_next_window,6.000000000000048,0.2
422,A63,A,prev_window_next_window,6.000000000000062,0.2
422,A64,A,prev_window_next_window,6.000000000000048,0.2
422,A65,A,prev_window_next_window,6.000000000000048,0.2
422,A66,A,prev_window_next_window,6.000000000000041,0.2
422,A67,A,prev_window_next_window,6.000000000000048,0.2
422,A68,A,prev_window_next_window,6.000000000000048,0.2
422,A69,A,prev_window_next_window,6.000000000000048,0.2
422,A70,A,prev_window_next_window,6.000000000000074,0.2
422,A71,A,prev_window_next_window,6.000000000000048,0.2
422,A72,A,prev_window_next_window,6.000000000000048,0.2
422,A73,A,prev_window_next_window,5.999999999999965,0.2
422,A74,A,prev_window_next_window,6.000000000000048,0.2
422,A75,A,prev_window_next_window,6.000000000000048,0.2
422,A76,A,prev_window_next_window,6.000000000000048,0.2
422,A77,A,prev_window_next_window,6.000000000000048,0.2
422,A78,A,prev_window_next_window,6.0,0.2
422,A79,A,prev_window_next_window,6.000000000000048,0.2
422,A80,A,prev_window_next_window,6.000000000000092,0.2
422,A81,A,prev_window_next_window,6.000000000000049,0.2
422,A82,A,prev_window_next_window,6.000000000000045,0.2
422,A83,A,prev_window_next_window,5.999999999999988,0.2
422,A84,A,prev_window_next_window,6.000000000000048,0.2
422,A85,A,prev_window_next_window,6.000000000000022,0.2
422,A86,A,prev_window_next_window,6.000000000000048,0.2
422,A87,A,prev_window_next_window,6.000000000000048,0.2
422,A88,A,prev_window_next_window,5.999999999999978,0.2
422,A89,A,prev_window_next_window,6.00000000000001,0.2
422,A90,A,prev_window_next_window,6.000000000000023,0.2
422,A91,A,prev_window_next_window,6.000000000000018,0.2
422,A92,A,prev_window_next_window,6.000000000000051,0.2
422,A93,A,prev_window_next_window,5.999999999999978,0.2
422,A94,A,prev_window_next_window,5.999999999999928,0.2
422,A95,A,prev_window_next_window,5.999999999999995,0.2
422,A96,A,prev_window_next_window,6.000000000000019,0.2
422,A97,A,prev_window_next_window,5.999999999999973,0.2
422,A98,A,prev_window_next_window,6.000000000000077,0.2
422,A99,A,prev_window_next_window,5.999999999999926,0.2
422,A100,A,prev_window_next_window,5.999999999999964,0.2
423,A1,A,prev_window_next_window,6.0000000000000435,0.2
423,A2,A,prev_window_next_window,6.000000000000027,0.2
423,A3,A,prev_window_next_window,5.999999999999968,0.2
423,A4,A,prev_window_next_window,6.000000000000034,0.2
423,A5,A,prev_window_next_window,6.000000000000014,0.2
423,A6,A,prev_window_next_window,6.000000000000033,0.2
423,A7,A,prev_window_next_window,6.000000000000021,0.2
423,A8,A,prev_window_next_window,6.0000000000000435,0.2
423,A9,A,prev_window_next_window,6.000000000000013,0.2
423,A10,A,prev_window_next_window,6.000000000000024,0.2
423,A11,A,prev_window_next_window,6.0000000000000435,0.2
423,A12,A,prev_window_next_window,6.000000000000063,0.2
423,A13,A,prev_window_next_window,6.0000000000000435,0.2
423,A14,A,prev_window_next_window,5.999999999999981,0.2
423,A15,A,prev_window_next_window,6.0000000000000435,0.2
423,A16,A,prev_window_next_window,6.000000000000004,0.2
423,A17,A,prev_window_next_window,6.0000000000000435,0.2
423,A18,A,prev_window_next_window,6.000000000000013,0.2
423,A19,A,prev_window_next_window,6.0000000000000435,0.2
423,A20,A,prev_window_next_window,6.0000000000000435,0.2
423,A21,A,prev_window_next_window,6.000000000000029,0.2
423,A22,A,prev_window_next_window,6.0000000000000435,0.2
423,A23,A,prev_window_next_window,6.000000000000026,0.2
423,A24,A,prev_window_next_window,6.0000000000000275,0.2
423,A25,A,prev_window_next_window,5.999999999999956,0.2
423,A26,A,prev_window_next_window,6.0000000000000595,0.2
423,A27,A,prev_window_next_window,6.0000000000000435,0.2
423,A28,A,prev_window_next_window,6.0000000000000435,0.2
423,A29,A,prev_window_next_window,5.9999999999999805,0.2
423,A30,A,prev_window_next_window,6.000000000000048,0.2
423,A31,A,prev_window_next_window,6.0000000000000435,0.2
423,A32,A,prev_window_next_window,5.999999999999934,0.2
423,A33,A,prev_window_next_window,6.0000000000000435,0.2
423,A34,A,prev_window_next_window,6.00000000000004,0.2
423,A35,A,prev_window_next_window,6.0000000000000435,0.2
423,A36,A,prev_window_next_window,6.000000000000024,0.2
423,A37,A,prev_window_next_window,6.0000000000000435,0.2
423,A38,A,prev_window_next_window,5.999999999999977,0.2
423,A39,A,prev_window_next_window,6.0000000000000435,0.2
423,A40,A,prev_window_next_window,6.0000000000000435,0.2
423,A41,A,prev_window_next_window,5.999999999999937,0.2
423,A42,A,prev_window_next_window,6.0000000000000435,0.2
423,A43,A,prev_window_next_window,6.0000000000000435,0.2
423,A44,A,prev_window_next_window,5.999999999999972,0.2
423,A45,A,prev_window_next_window,6.0000000000000435,0.2
423,A46,A,prev_window_next_window,5.999999999999975,0.2
423,A47,A,prev_window_next_window,6.0000000000000435,0.2
423,A48,A,prev_window_next_window,6.0000000000000435,0.2
423,A49,A,prev_window_next_window,5.9999999999999805,0.2
423,A50,A,prev_window_next_window,5.999999999999976,0.2
423,A51,A,prev_window_next_window,6.0000000000000435,0.2
423,A52,A,prev_window_next_window,5.999999999999999,0.2
423,A53,A,prev_window_next_window,6.0000000000000435,0.2
423,A54,A,prev_window_next_window,6.000000000000017,0.2
423,A55,A,prev_window_next_window,6.0000000000000435,0.2
423,A56,A,prev_window_next_window,5.999999999999996,0.2
423,A57,A,prev_window_next_window,6.0000000000000435,0.2
423,A58,A,prev_window_next_window,6.0000000000000435,0.2
423,A59,A,prev_window_next_window,6.0000000000000435,0.2
423,A60,A,prev_window_next_window,6.000000000000034,0.2
423,A61,A,prev_window_next_window,5.999999999999971,0.2
423,A62,A,prev_window_next_window,6.0000000000000435,0.2
423,A63,A,prev_window_next_window,6.000000000000059,0.2
423,A64,A,prev_window_next_window,6.0000000000000435,0.2
423,A65,A,prev_window_next_window,6.0000000000000435,0.2
423,A66,A,prev_window_next_window,6.0000000000000275,0.2
423,A67,A,prev_window_next_window,6.0000000000000435,0.2
423,A68,A,prev_window_next_window,6.0000000000000435,0.2
423,A69,A,prev_window_next_window,6.0000000000000435,0.2
423,A70,A,prev_window_next_window,6.000000000000079,0.2
423,A71,A,prev_window_next_window,6.0000000000000435,0.2
423,A72,A,prev_window_next_window,6.0000000000000435,0.2
423,A73,A,prev_window_next_window,6.000000000000013,0.2
423,A74,A,prev_window_next_window,6.0000000000000435,0.2
423,A75,A,prev_window_next_window,6.0000000000000435,0.2
423,A76,A,prev_window_next_window,6.0000000000000435,0.2
423,A77,A,prev_window_next_window,6.0000000000000435,0.2
423,A78,A,prev_window_next_window,6.000000000000043,0.2
423,A79,A,prev_window_next_window,6.0000000000000435,0.2
423,A80,A,prev_window_next_window,6.00000000000006,0.2
423,A81,A,prev_window_next_window,6.000000000000041,0.2
423,A82,A,prev_window_next_window,6.000000000000081,0.2
423,A83,A,prev_window_next_window,5.999999999999964,0.2
423,A84,A,prev_window_next_window,6.0000000000000435,0.2
423,A85,A,prev_window_next_window,6.000000000000014,0.2
423,A86,A,prev_window_next_window,6.0000000000000435,0.2
423,A87,A,prev_window_next_window,6.0000000000000435,0.2
423,A88,A,prev_window_next_window,5.999999999999949,0.2
423,A89,A,prev_window_next_window,6.000000000000029,0.2
423,A90,A,prev_window_next_window,5.999999999999998,0.2
423,A91,A,prev_window_next_window,6.000000000000008,0.2
423,A92,A,prev_window_next_window,6.000000000000047,0.2
423,A93,A,prev_window_next_window,5.999999999999989,0.2
423,A94,A,prev_window_next_window,5.999999999999947,0.2
423,A95,A,prev_window_next_window,6.000000000000002,0.2
423,A96,A,prev_window_next_window,6.000000000000053,0.2
423,A97,A,prev_window_next_window,5.999999999999994,0.2
423,A98,A,prev_window_next_window,6.000000000000072,0.2
423,A99,A,prev_window_next_window,5.999999999999944,0.2
423,A100,A,prev_window_next_window,5.999999999999956,0.2
424,A1,A,prev_window_next_window,5.752433761026371,0.2
424,A2,A,prev_window_next_window,5.752433761026345,0.2
424,A3,A,prev_window_next_window,5.752433761026297,0.2
424,A4,A,prev_window_next_window,5.752433761026323,0.2
424,A5,A,prev_window_next_window,5.752433761026341,0.2
424,A6,A,prev_window_next_window,5.752433761026354,0.2
424,A7,A,prev_window_next_window,5.752433761026301,0.2
424,A8,A,prev_window_next_window,5.752433761026371,0.2
424,A9,A,prev_window_next_window,5.7524337610263085,0.2
424,A10,A,prev_window_next_window,5.752433761026349,0.2
424,A11,A,prev_window_next_window,5.752433761026371,0.2
424,A12,A,prev_window_next_window,5.752433761026378,0.2
424,A13,A,prev_window_next_window,5.752433761026371,0.2
424,A14,A,prev_window_next_window,5.752433761026327,0.2
424,A15,A,prev_window_next_window,5.752433761026371,0.2
424,A16,A,prev_window_next_window,5.7524337610263485,0.2
424,A17,A,prev_window_next_window,5.752433761026371,0.2
424,A18,A,prev_window_next_window,5.752433761026298,0.2
424,A19,A,prev_window_next_window,5.752433761026371,0.2
424,A20,A,prev_window_next_window,5.752433761026371,0.2
424,A21,A,prev_window_next_window,5.752433761026324,0.2
424,A22,A,prev_window_next_window,5.752433761026371,0.2
424,A23,A,prev_window_next_window,5.752433761026361,0.2
424,A24,A,prev_window_next_window,5.75243376102632,0.2
424,A25,A,prev_window_next_window,5.752433761026232,0.2
424,A26,A,prev_window_next_window,5.752433761026381,0.2
424,A27,A,prev_window_next_window,5.752433761026371,0.2
424,A28,A,prev_window_next_window,5.752433761026371,0.2
424,A29,A,prev_window_next_window,5.752433761026282,0.2
424,A30,A,prev_window_next_window,5.752433761026355,0.2
424,A31,A,prev_window_next_window,5.752433761026371,0.2
424,A32,A,prev_window_next_window,5.752433761026224,0.2
424,A33,A,prev_window_next_window,5.752433761026371,0.2
424,A34,A,prev_window_next_window,5.752433761026327,0.2
