tick,unit_id,fleet_id,x_pre,y_pre,x_post,y_post,realized_dx,realized_dy,realized_disp_norm,objective_reached_tick,centroid_x_pre,centroid_y_pre,centroid_to_objective_distance_pre,within_stop_radius_pre,axis_to_objective_x,axis_to_objective_y,target_dir_x,target_dir_y,forward_gain_effective,target_contrib_dx,target_contrib_dy,using_fixture_expected_position,expected_pos_x,expected_pos_y,cohesion_vector_x,cohesion_vector_y,cohesion_norm,cohesion_deadband_triggered,cohesion_contrib_dx,cohesion_contrib_dy,separation_dir_x,separation_dir_y,separation_norm,separation_contrib_dx,separation_contrib_dy,boundary_x,boundary_y,boundary_contrib_dx,boundary_contrib_dy,pre_projection_total_dx,pre_projection_total_dy,pre_projection_total_norm,projection_dx,projection_dy,projection_disp_norm,late_clamp_active_for_tick,late_clamp_overshoot,late_clamp_dx,late_clamp_dy,realized_minus_pre_projection_dx,realized_minus_pre_projection_dy,realized_minus_pre_projection_norm,dominant_contributor_label
420,A18,A,329.9757689556024,351.19261030280785,330.6830123099663,351.8995804844338,0.7072433543638681,0.706970181625934,1.0000000000000309,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.5657946803351088,0.5655761484579175,True,331.0836165876898,352.30002997932326,1.1078476320873847,1.1074196765154056,1.5664305652837316,False,0.14144867402874226,0.14139403316798993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707243354363851,0.7069701816259073,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1.709743457922741e-14,2.6645352591003757e-14,3.1659075853376894e-14,target
420,A19,A,329.50646764359635,353.29268758681155,330.21371099401523,353.99965777238396,0.707243350418878,0.706970185572402,0.9999999999999981,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.7072433504188859,0.7069701855723967,True,329.669676216545,353.714516680161,0.16320857294863345,0.4218290933494586,0.4523016938725254,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433504188859,0.7069701855723967,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,-7.882583474838611e-15,5.329070518200751e-15,9.514941661710554e-15,target
420,A2,A,353.2623739586438,329.2241258158307,353.9696173115741,329.9310959988907,0.7072433529302771,0.7069701830600366,1.0000000000000009,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.5657946803351087,0.5655761484579174,True,353.70666252600654,329.66824276591893,0.4442885673627188,0.4441169500882438,0.6281975775541487,False,0.14144867259518284,0.14139403460210329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433529302915,0.7069701830600206,0.9999999999999999,0.0,0.0,0.0,False,0.0,0.0,0.0,-1.4432899320127035e-14,1.5987211554602254e-14,2.1538326677728037e-14,target
420,A20,A,328.43405986915764,355.60227877603444,329.1413032195765,356.30924896160684,0.707243350418878,0.706970185572402,0.9999999999999981,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.7072433504188859,0.7069701855723967,True,328.25573584540024,355.1290033809988,-0.17832402375739775,-0.4732753950356141,0.5057559263074883,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433504188859,0.7069701855723967,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,-7.882583474838611e-15,5.329070518200751e-15,9.514941661710554e-15,target
420,A21,A,357.0769330791707,330.20933064470483,357.7841764313933,330.91630082847286,0.7072433522225765,0.7069701837680213,1.0000000000000087,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.9429911338918476,0.9426269140965287,True,356.5350895979891,329.6676964362259,-0.5418434811816155,-0.5416342084789108,0.766134435914212,False,-0.23574778166925975,-0.23565673032853124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433522225879,0.7069701837679976,0.9999999999999999,0.0,0.0,0.0,False,0.0,0.0,0.0,-1.1435297153639112e-14,2.375877272697835e-14,2.6367504669274963e-14,target
420,A22,A,354.8896122376293,330.5932731176601,355.5968555880482,331.3002433032325,0.707243350418878,0.706970185572402,0.9999999999999981,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.7072433504188859,0.7069701855723967,True,355.1211492268443,331.08218313706374,0.23153698921498744,0.4889100194036473,0.5409643097728499,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433504188859,0.7069701855723967,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,-7.882583474838611e-15,5.329070518200751e-15,9.514941661710554e-15,target
420,A23,A,352.9750230413918,331.7647668492146,353.6822663944212,332.47173703217544,0.707243353029412,0.7069701829608448,0.9999999999999879,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.5657946803351087,0.5655761484579174,True,353.70720885569955,332.4966698379015,0.7321858143077407,0.7319029886868975,1.0352671401731546,False,0.14144867269433054,0.1413940345029173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433530294392,0.7069701829608346,0.9999999999999999,0.0,0.0,0.0,False,0.0,0.0,0.0,-2.7200464103316335e-14,1.021405182655144e-14,2.905498411893008e-14,target
420,A24,A,351.27205179417,332.8903343294993,351.9792951478856,333.59730451177376,0.7072433537155689,0.7069701822744605,1.0000000000000147,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.5657946803351088,0.5655761484579175,True,352.29326848455474,333.91115653873925,1.0212166903847333,1.0208222092399524,1.4439395803141784,False,0.14144867338043784,0.14139403381654486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433537155467,0.7069701822744623,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,2.220446049250313e-14,-1.7763568394002505e-15,2.2275401441590598e-14,target
420,A25,A,350.2720473790888,334.7185970812308,350.9792907319036,335.42556726440637,0.7072433528147712,0.7069701831755424,0.9999999999999695,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.5657946803351087,0.5655761484579174,True,350.87932811340994,335.32564323957706,0.6072807343211366,0.6070461583462361,0.858658796403171,False,0.1414486724796788,0.14139403471765197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433528147875,0.7069701831755693,0.9999999999999999,0.0,0.0,0.0,False,0.0,0.0,0.0,-1.6209256159527285e-14,-2.6867397195928788e-14,3.137828894839512e-14,target
420,A26,A,347.8296988202169,335.1050729566182,348.5369421780585,335.81204313476496,0.7072433578416053,0.7069701781467757,0.9999999999999764,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.5657946803351088,0.5655761484579175,True,349.46538774226514,336.7401299404148,1.6356889220482458,1.6350569837966304,2.3127666527286075,False,0.1414486775065229,0.14139402968886522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433578416318,0.7069701781467828,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,-2.653433028854124e-14,-7.105427357601002e-15,2.7469215165263493e-14,target
420,A27,A,347.67597948468847,337.73974409084224,348.38322283510735,338.44671427641464,0.707243350418878,0.706970185572402,0.9999999999999981,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.7072433504188859,0.7069701855723967,True,348.05144737112033,338.1546166412526,0.37546788643186346,0.41487255041033677,0.5595492532615768,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433504188859,0.7069701855723967,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,-7.882583474838611e-15,5.329070518200751e-15,9.514941661710554e-15,target
420,A28,A,346.931275077206,339.73918310358516,347.6385184276249,340.44615328915756,0.707243350418878,0.706970185572402,0.9999999999999981,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.7072433504188859,0.7069701855723967,True,346.6375069999756,339.56910334209033,-0.29376807723042475,-0.17007976149483284,0.3394507452780153,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433504188859,0.7069701855723967,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,-7.882583474838611e-15,5.329070518200751e-15,9.514941661710554e-15,target
420,A29,A,344.78830737614703,340.54849891751377,345.49555072871783,341.25546910093345,0.7072433525707993,0.7069701834196849,1.0000000000000233,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.5657946803351087,0.5655761484579174,True,345.2235666288308,340.98359004292814,0.43525925268374976,0.4350911254143739,0.6154306658439785,False,0.14144867223567795,0.14139403496174707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433525707866,0.7069701834196644,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1.2656542480726785e-14,2.042810365310288e-14,2.4031135770669622e-14,target
420,A3,A,350.55440088239123,329.345079833024,351.26164424223117,330.0520500091717,0.7072433598399357,0.7069701761477063,0.9999999999999998,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.5657946803351088,0.5655761484579175,True,352.29272215486174,331.0827294667567,1.7383212724705004,1.7376496337327012,2.457882644866278,False,0.14144867950479995,0.14139402768981585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433598399088,0.7069701761477334,0.9999999999999999,0.0,0.0,0.0,False,0.0,0.0,0.0,2.6867397195928788e-14,-2.708944180085382e-14,3.815356980893988e-14,target
420,A30,A,342.68270744036613,341.27159324445586,343.38995079443765,341.97856342637425,0.7072433540715224,0.7069701819183933,1.0000000000000313,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.5657946803351087,0.5655761484579174,True,343.809626257686,342.3980767437659,1.1269188173198472,1.1264834993100408,1.59339608856284,False,0.1414486737363927,0.1413940334604524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433540715014,0.7069701819183697,0.9999999999999999,0.0,0.0,0.0,False,0.0,0.0,0.0,2.098321516541546e-14,2.3647750424515834e-14,3.1615050511082694e-14,target
420,A31,A,342.2051452545064,343.76004803679143,342.9123886049253,344.46701822236383,0.707243350418878,0.706970185572402,0.9999999999999981,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.7072433504188859,0.7069701855723967,True,342.3956858865412,343.81256344460365,0.1905406320347538,0.05251540781222275,0.19764513784529966,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433504188859,0.7069701855723967,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,-7.882583474838611e-15,5.329070518200751e-15,9.514941661710554e-15,target
420,A32,A,340.1898383084199,344.4354488343195,340.8970816615662,345.1424190171635,0.7072433531462821,0.7069701828439747,1.0000000000000198,425,344.51714277295133,344.5192604653296,7.752433761026221,False,0.7072433504188859,0.7069701855723967,0.7072433504188859,0.7069701855723967,1.0,0.5657946803351087,0.5655761484579174,True,340.98174551539637,345.2270501454414,0.7919072069764752,0.7916013111218945,1.1197096321061029,False,0.14144867281117302,0.14139403438602963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072433531462817,0.706970182843947,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,3.3306690738754696e-16,2.7755575615628914e-14,2.7757573945135965e-14,target
