run_id,movement_model,movement_v3a_experiment,movement_v3a_variant_id,centroid_probe_scale,runtime_decision_source_effective,cell_FR,cell_MB,cell_PD,opponent_archetype_name,opponent_archetype_index,injected_test_vector,injected_opponent_vector,winner,end_tick,remaining_units_A,remaining_units_B,first_contact_tick,first_kill_tick,tactical_cut_tick_T,tactical_pocket_tick_T,precontact_window_last_tick,precontact_ar_p90_A,precontact_ar_p90_B,precontact_wedge_p10_A,precontact_wedge_p10_B,precontact_split_p90_A,precontact_split_p90_B,precontact_persistent_outlier_p90,precontact_max_persistence_max,precontact_ar_p90_gap_AB,precontact_wedge_p10_gap_AB,precontact_split_p90_gap_AB,precontact_ar_jitter_A,precontact_ar_jitter_B,precontact_wedge_jitter_A,precontact_wedge_jitter_B,precontact_split_jitter_A,precontact_split_jitter_B,cut_before_contact,pocket_before_contact,determinism_digest,rep_index,precontact_outlier_total_p90,phase_label
FR8_MB2_PD5_vs_reinhard_probe_0.75_rep01,v3a,exp_precontact_centroid_probe,probe_0.75,0.75,v2,8,2,5,reinhard,1,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 6.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,465,0,13,107,115,126,171,100,1.9877664917357936,2.052036453773278,0.7603774657457489,0.8481914153769737,1.7249805023188565,1.718312431403818,0.0,0.0,0.06426996203748425,0.0878139496312248,0.006668070915038404,0.018060753533894126,0.015448960024304497,0.015948610073054526,0.011405842500097622,0.0024689330082065504,0.0030198516391578252,False,False,1a7c7147b67a251f539f1aa527bf883f9dac7039644b571f75e650301bdbd535,1,0.0,phase3_cv2_local_dense
FR8_MB2_PD5_vs_reinhard_probe_0.70_rep01,v3a,exp_precontact_centroid_probe,probe_0.70,0.7,v2,8,2,5,reinhard,1,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 6.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,414,20,0,107,116,126,167,100,2.009876672565259,2.0768079138874405,0.7617214661301063,0.8380632961120835,1.7338455145584717,1.7166345682124664,0.0,0.0,0.06693124132218164,0.07634182998197725,0.017210946346005285,0.01719257294762296,0.013590260672289689,0.019667376944463823,0.015186238964356783,0.0032235910627416244,0.0032034067086831016,False,False,2bd1402bea9bdcc1e21d579a3ede6d816ae8bb18099f4a1fda8515e8e4c98df5,1,0.0,phase3_cv2_local_dense
FR8_MB2_PD5_vs_reinhard_probe_0.65_rep01,v3a,exp_precontact_centroid_probe,probe_0.65,0.65,v2,8,2,5,reinhard,1,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 6.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,454,0,14,107,115,126,155,100,2.022838823926726,2.076012744562421,0.8397113589559012,0.8448143386898603,1.733817938037986,1.7240667815989112,0.0,0.0,0.05317392063569493,0.005102979733959123,0.009751156439074649,0.015213269350714749,0.013719330610919291,0.0160425769385234,0.010648654911417007,0.0022442876200113636,0.0036240256686149216,False,False,422ffaa451d5c38d3f2a828a80c43164e8e0b614b083035f6d91f8d02903a5bb,1,0.0,phase3_cv2_local_dense
FR8_MB2_PD5_vs_kircheis_probe_0.75_rep01,v3a,exp_precontact_centroid_probe,probe_0.75,0.75,v2,8,2,5,kircheis,2,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 7.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,484,10,0,106,114,125,214,100,1.9826211203552295,1.9818012799255993,0.7512887333132211,0.8391375995735466,1.7284139916622188,1.7294131758621045,0.0,21.0,0.0008198404296302364,0.08784886626032551,0.000999184199885761,0.01981694604072857,0.01915375233514918,0.015884943347845095,0.020459712711607323,0.0026438960437546876,0.004669740485708493,False,False,e9ba52e9453e747d069140e61583ffbf88729af1b6f3e23cb05ffd1434f460f0,1,2.0,phase3_cv2_local_dense
FR8_MB2_PD5_vs_kircheis_probe_0.70_rep01,v3a,exp_precontact_centroid_probe,probe_0.70,0.7,v2,8,2,5,kircheis,2,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 7.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,444,20,0,106,114,125,238,100,2.018115689440512,1.9890649861703489,0.8034638903003997,0.8244633407488702,1.733545363373691,1.7296829280392205,0.0,11.0,0.029050703270163236,0.020999450448470514,0.0038624353344705042,0.018425296083731172,0.01829874934054039,0.01847495717750109,0.01770168361688926,0.0029147250366130324,0.004714522308065309,False,False,0eb381d297c525a08b87bb5e7173b5a21455174e515250c3778a6872533f7731,1,1.0,phase3_cv2_local_dense
FR8_MB2_PD5_vs_kircheis_probe_0.65_rep01,v3a,exp_precontact_centroid_probe,probe_0.65,0.65,v2,8,2,5,kircheis,2,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 7.0, ""mobility_bias"": 7.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,516,0,9,107,115,126,276,100,2.028899384912283,2.0105207515260815,0.809939397835351,0.8190642855161009,1.72895579036,1.7366407381904925,0.0,1.0,0.018378633386201493,0.009124887680749927,0.007684947830492561,0.017232727670043073,0.01790887360579233,0.0180215299335832,0.013892877168700087,0.002978275501637888,0.0059015422776442245,False,False,f77e9ef63e33ccf0c763dd573dee40ce11693a5439714611e39ba9ac916209df,1,0.0,phase3_cv2_local_dense
FR8_MB2_PD5_vs_reuenthal_probe_0.75_rep01,v3a,exp_precontact_centroid_probe,probe_0.75,0.75,v2,8,2,5,reuenthal,3,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,473,15,0,110,118,139,136,100,2.0025696504135535,2.2101819705795385,0.8092241373152922,0.863481539443511,1.7302264909594691,1.7165252526505697,0.0,0.0,0.20761232016598496,0.054257402128218835,0.013701238308899466,0.015984128187667854,0.005783620730959126,0.01783641234556864,0.009349591634472642,0.0031915470799108413,0.001580889382836435,False,False,8a048a72790e66c93844b06a923fa48f46a07ab4797f44fc93a2108a07435a3e,1,0.0,phase3_cv2_local_dense
FR8_MB2_PD5_vs_reuenthal_probe_0.70_rep01,v3a,exp_precontact_centroid_probe,probe_0.70,0.7,v2,8,2,5,reuenthal,3,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,469,0,24,110,117,132,135,100,2.036649020869518,2.2205056493623894,0.7955315600322136,0.8723991986274554,1.733712961821076,1.7131809890622693,0.0,0.0,0.18385662849287154,0.07686763859524182,0.020531972758806694,0.014794978712812623,0.005190321504655238,0.019941083928525224,0.010635133620161505,0.003102039056454258,0.0019797703771692356,False,False,42a94d25ddb41784bd9f0eb8b364af912f2ad85672e8a2af13294b2e0053aad7,1,0.0,phase3_cv2_local_dense
FR8_MB2_PD5_vs_reuenthal_probe_0.65_rep01,v3a,exp_precontact_centroid_probe,probe_0.65,0.65,v2,8,2,5,reuenthal,3,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 4.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,438,0,25,110,118,135,135,100,2.0424708105520946,2.220199737879111,0.8506973003581342,0.8611046836700221,1.7189497802148694,1.7150599287159491,0.0,0.0,0.17772892732701662,0.010407383311887952,0.0038898514989202937,0.014319641519332467,0.005251665654046568,0.015021698336412906,0.004110701094792201,0.003116196547372115,0.0013426005477444756,False,False,a06663a2309771c7f80b5c2dee764b7528c318abe53d790ed72bb37a07d45a5f,1,0.0,phase3_cv2_local_dense
FR8_MB2_PD5_vs_mittermeyer_probe_0.75_rep01,v3a,exp_precontact_centroid_probe,probe_0.75,0.75,v2,8,2,5,mittermeyer,4,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 4.0, ""mobility_bias"": 9.0, ""offense_defense_weight"": 5.0, ""perception_radius"": 5.0, ""pursuit_drive"": 7.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,560,5,0,108,116,127,150,100,2.0035807157361907,2.1070557204209743,0.800381092343616,0.831508051939056,1.7273102815028551,1.7066681849702827,0.0,0.0,0.10347500468478366,0.031126959595439985,0.02064209653257243,0.017336856880264758,0.012504213594230368,0.02002871158501509,0.00932280814172557,0.002865719305249582,0.0033942389897098743,False,False,00abbf856eb06e62ee5783965f398fe74069237c343f92f676d21bb5739d9cbc,1,0.0,phase3_cv2_local_dense
