run_id,movement_model,cell_FR,cell_MB,cell_PD,opponent_archetype_name,opponent_archetype_index,runtime_decision_source_effective,winner,end_tick,remaining_units_A,remaining_units_B,first_contact_tick,first_kill_tick,tactical_cut_tick_T,tactical_pocket_tick_T,precontact_ar_p90_A,precontact_ar_max_A,precontact_wedge_p10_A,precontact_wedge_min_A,precontact_split_p90_A,overall_ar_p90_A,overall_wedge_p50_A,determinism_digest
precontact_FR8_MB5_PD5_vs_bittenfeld_v3b5,v3b5,8,5,5,bittenfeld,5,v2,A,421,20,0,103,112,349,170,2.0170199677103913,2.1840683277974993,0.6413663173100014,0.615319005534577,1.7348859166437802,1.9584827570924122,0.991109981053312,4066f7c8dbd44c8172faf11383aec4cd895ad1307cce486613dee2a46557ee5e
precontact_FR8_MB5_PD5_vs_muller_v3a,v3a,8,5,5,muller,6,v2,A,425,17,0,104,113,123,193,2.219601099000145,2.2798405064682217,0.5874607044413221,0.5654491683206513,1.745585252998354,2.0666618744365794,0.9177301859675785,b638ff4397085aefcc496a4ecb25e2e19761f587afeb7c2a986af14aa0a49325
precontact_FR8_MB5_PD5_vs_muller_v3b1,v3b1,8,5,5,muller,6,v2,B,370,0,33,103,113,298,171,2.4106840290825096,2.498731685759359,0.639849242565002,0.613317750885798,1.7352546430578637,2.3819611632675475,0.9719239664341257,16376f3927e855f1ec735d79ac6425bd3657a444d934b1ab6a1d92b88f811b5b
precontact_FR8_MB5_PD5_vs_muller_v3b2,v3b2,8,5,5,muller,6,v2,B,466,0,11,103,114,281,179,2.2816912363034825,2.310537294908694,0.5965702474170245,0.5804340650596342,1.7380481756798878,2.223502537816517,0.9412304923659078,010edc9fb0deefbd98e7b6e0ff470915d81c958fd6ecc06d96df2ccb9f72aa18
precontact_FR8_MB5_PD5_vs_muller_v3b3,v3b3,8,5,5,muller,6,v2,B,508,0,7,103,114,351,170,2.2264031877184394,2.256767208577817,0.5571657225315044,0.5254819955503357,1.7306220206821878,2.1597325541983254,0.9182265408904366,2c9c21b320f85a42fd7bf40d51fd79465c1ab4583b7f08b8ee7d523a141e7712
precontact_FR8_MB5_PD5_vs_muller_v3b4,v3b4,8,5,5,muller,6,v2,A,426,18,0,104,115,185,157,2.12071132182606,2.1840683277974993,0.6005463812293801,0.5700769181945592,1.7288559983196052,2.1690533718901244,0.9951965965962446,558e050ed5a6ef38f80cf83151d8c86483d8a4fc78f70f3bdffef54891fee04f
precontact_FR8_MB5_PD5_vs_muller_v3b5,v3b5,8,5,5,muller,6,v2,A,396,26,0,104,114,337,188,2.0264686995062795,2.1840683277974993,0.5993693600305955,0.5760744074932002,1.7265667338052513,1.9856623267936175,0.9406203367292947,14297deccdbc8f2f55332fb36f96931ed84fef05defe9e024f080fdf57718e8d
precontact_FR8_MB8_PD5_vs_reinhard_v3a,v3a,8,8,5,reinhard,1,v2,A,423,17,0,105,113,176,159,2.223338026799598,2.3411083138940345,0.5830627827823323,0.5504897600565943,1.7229487100622862,2.081363086640725,0.9819670292820812,a1cd03c6c7635003806c9988b1b97382e28aa69cfcc7f8c06706a57e144a948e
precontact_FR8_MB8_PD5_vs_reinhard_v3b1,v3b1,8,8,5,reinhard,1,v2,A,441,15,0,105,113,265,183,2.308916876743644,2.371578442906574,0.5523347921258073,0.5295645396715396,1.727345029120642,2.0751386206323517,0.9075029350643282,4ecb55d946df4c6f176664127b220f72b0de93a19611c1f03b1acdcef44cb6a8
precontact_FR8_MB8_PD5_vs_reinhard_v3b2,v3b2,8,8,5,reinhard,1,v2,A,391,28,0,104,112,339,205,2.2071697055703545,2.253278394406616,0.6428575348117297,0.5887719476304154,1.7032663541860427,2.1067586375220775,0.9516222047107349,0399f1f5398aa43f35948cc8b41b04b0c44ef93cfe8d3fa66f9787c16f2f0cc2
precontact_FR8_MB8_PD5_vs_reinhard_v3b3,v3b3,8,8,5,reinhard,1,v2,A,437,19,0,104,112,332,181,2.1859341937947683,2.2423044534876353,0.6039494440071886,0.5577509067194377,1.7068454753732274,2.0604749000483316,0.964963710708947,a1d94c71369f271bcf056d48d225f9682be0c0219b6de4bb8e14d92b8d587a8d
precontact_FR8_MB8_PD5_vs_reinhard_v3b4,v3b4,8,8,5,reinhard,1,v2,B,535,0,5,103,112,333,172,2.06852233811474,2.1811532090517765,0.6115916510719699,0.559558930527445,1.7021848351783098,2.044062876276192,0.9733058758267353,2e4020779daad7453e091fe645a6f62264fabc95a507cdac9c630c7d4ef7c1fd
precontact_FR8_MB8_PD5_vs_reinhard_v3b5,v3b5,8,8,5,reinhard,1,v2,A,428,20,0,105,113,124,191,2.0086459803065235,2.1811532090517765,0.6588335473994531,0.6068429845109474,1.70213056057383,1.9327813048012166,0.9483844949413127,43f2cec65652b12d0e4377e955191b778a0d3e01b0ab9943f6ec2a2375210e0d
precontact_FR8_MB8_PD5_vs_kircheis_v3a,v3a,8,8,5,kircheis,2,v2,B,465,0,11,105,114,353,195,2.192215506208359,2.2455492087965876,0.5491546480099884,0.504139751447752,1.7416029762356793,2.1834879361292643,0.9735200143498511,d6c6037670f4e132a47a23f473c6811a2be843c36b82b035d6c56279e18df7d2
precontact_FR8_MB8_PD5_vs_kircheis_v3b1,v3b1,8,8,5,kircheis,2,v2,B,424,0,15,103,113,302,179,2.3644488707789075,2.4471208766848904,0.5865878206922122,0.548393869006862,1.7314163288646633,2.1653988177680503,0.8721160177053537,3b7a880c045e4c974505f0a8c27c1d2d44e16f281a83eb072222d0e4576601b5
precontact_FR8_MB8_PD5_vs_kircheis_v3b2,v3b2,8,8,5,kircheis,2,v2,A,428,16,0,102,111,330,186,2.211856514383802,2.257530996152883,0.5667447806373115,0.5065531164865326,1.7222554948701787,2.0730941499793416,0.9502280836939208,a8b1ea26c26b110edeb25262c8fa2a1abb1cf0fca08b56bdd11d3d5c817ece8d
precontact_FR8_MB8_PD5_vs_kircheis_v3b3,v3b3,8,8,5,kircheis,2,v2,A,459,13,0,103,112,397,177,2.2096328015544375,2.2484846092533366,0.5897033904915039,0.5371915017683778,1.7072191206070022,2.0310681375621993,0.9851400182971801,643cbe33bdff7f75d5baefe7fa41a2bc9921e9a57e4f756d33876c9038c9cfac
precontact_FR8_MB8_PD5_vs_kircheis_v3b4,v3b4,8,8,5,kircheis,2,v2,B,395,0,26,103,113,327,188,2.0641127716251098,2.1811532090517765,0.5985690722210919,0.5530249461064852,1.7151672448249595,2.0488395965191777,1.0117777165625612,c64c633f7ad2afe01a36ad810019c13da1d28c2c3e3035fcac1bc18eab03ed6d
precontact_FR8_MB8_PD5_vs_kircheis_v3b5,v3b5,8,8,5,kircheis,2,v2,A,428,18,0,103,114,207,171,2.000249785071294,2.1811532090517765,0.6251509033894276,0.5572288972059203,1.7146238585171005,1.947723448440763,0.9675290838322683,301b35e99fb154d2e87252749b8df48e7f4bae502493ed70e3410e59df742244
precontact_FR8_MB8_PD5_vs_reuenthal_v3a,v3a,8,8,5,reuenthal,3,v2,B,573,0,3,109,117,133,139,2.107946319061816,2.1811532090517765,0.6346170056378607,0.5919066928833422,1.7210677700896437,2.345590209267486,0.7869202413898058,856a18b6990758a8f21693dbded93ce51719fc3cc7efdea24915018cb6bc7d02
precontact_FR8_MB8_PD5_vs_reuenthal_v3b1,v3b1,8,8,5,reuenthal,3,v2,A,548,5,0,108,117,134,149,2.139148759631536,2.224707531766519,0.634386189780725,0.5932709209366572,1.7294669541136845,2.0409340210839555,0.7519947040627231,2d6ff9b5fcb357385a2841f4bf57eb5d9a19a0a55c7f57ed11eadef3c9de19ff
precontact_FR8_MB8_PD5_vs_reuenthal_v3b2,v3b2,8,8,5,reuenthal,3,v2,A,399,27,0,108,117,135,144,2.0669352082065946,2.1768364132936817,0.6477874256358731,0.6305832106563227,1.7176598372943646,1.9692436725843092,0.9048580399177962,c12a9c4d6e31b28351b2a0d5ce66c4ac31e6639127c603869ee7f4284de1b71c
precontact_FR8_MB8_PD5_vs_reuenthal_v3b3,v3b3,8,8,5,reuenthal,3,v2,A,459,15,0,108,116,134,148,2.046416684163707,2.128350903611933,0.6091227815403495,0.5862828519180728,1.7182094242402823,1.9564329891337464,0.8990957184609951,e06ccfbfe12c7e101e3ffb0232b65410db3bce3aa3bba159f5a086af366ba423
precontact_FR8_MB8_PD5_vs_reuenthal_v3b4,v3b4,8,8,5,reuenthal,3,v2,B,485,0,12,107,115,135,144,2.0603827765932845,2.1811532090517765,0.6687265339016315,0.5900031822050809,1.7187080718641266,2.0817782657025345,0.9140368429709993,c44a31905e7b7ad310464988bb68c004b500072bb16b8adb7e4df1270848eafc
precontact_FR8_MB8_PD5_vs_reuenthal_v3b5,v3b5,8,8,5,reuenthal,3,v2,B,555,0,4,108,116,134,144,2.0027515248385734,2.1811532090517765,0.68319940368469,0.6367199340978074,1.7186786257003517,1.9765977155317884,0.8842010476505576,2e34e53dfae116c0c95ba4b4f3a4f5d975c635dff8e760796a52fa0c907af2c0
precontact_FR8_MB8_PD5_vs_mittermeyer_v3a,v3a,8,8,5,mittermeyer,4,v2,B,457,0,19,107,116,126,142,2.1537125735780425,2.207675514643578,0.647674786325031,0.5977584643339927,1.724797417884813,2.03566453034969,0.9097296988716519,0f45604659872deb72e709adf9f11f3ee0410ebe399f4e599763dbe25bdf51ea
precontact_FR8_MB8_PD5_vs_mittermeyer_v3b1,v3b1,8,8,5,mittermeyer,4,v2,A,427,19,0,107,115,314,142,2.2187038973552977,2.335200292331561,0.6256495702397785,0.5525191381012863,1.7206030459906037,2.031411345681102,0.9357041188947329,19c0845def6ffb235350183476fd85b5447b44cbaa026d4f092c929c2a4fb59e
precontact_FR8_MB8_PD5_vs_mittermeyer_v3b2,v3b2,8,8,5,mittermeyer,4,v2,A,415,19,0,106,115,125,190,2.147307145718305,2.246075806427221,0.6010692758920353,0.5755617092486154,1.723503548013047,1.983216511889323,0.9519238096717845,3b34ce313076ab5341cb3b0e49140af787d3af33c0ff40fe7c26520333aff9cd
precontact_FR8_MB8_PD5_vs_mittermeyer_v3b3,v3b3,8,8,5,mittermeyer,4,v2,A,409,22,0,107,115,126,142,2.130518516710724,2.197716371427335,0.6046918857752863,0.5765716230343798,1.728446187783783,2.0032469534231074,0.9927245817278882,1f031d7a9cb4fef36698e0fd36ed1bdef373e88f913a4db5009ddede8d48655b
precontact_FR8_MB8_PD5_vs_mittermeyer_v3b4,v3b4,8,8,5,mittermeyer,4,v2,A,425,20,0,105,113,256,237,2.0427650279509746,2.1811532090517765,0.6636296301458698,0.6125317855608509,1.7217819944320554,1.9670935266449276,0.988347382639605,21bb2b721d48d87b21419e2fbdca1fdf8ffb9532692d54793d35b8407d282fb2
precontact_FR8_MB8_PD5_vs_mittermeyer_v3b5,v3b5,8,8,5,mittermeyer,4,v2,A,414,22,0,106,115,125,194,1.9726113453794993,2.1811532090517765,0.6768696751398127,0.6530072133343333,1.7209054174463332,1.9415484171516404,1.0217656570857154,6df6da35394226c3d5ef1836242ebb31bc777f05ad083af0006749e370110972
precontact_FR8_MB8_PD5_vs_bittenfeld_v3a,v3a,8,8,5,bittenfeld,5,v2,A,444,14,0,105,114,124,175,2.2164788732913023,2.264617483499567,0.6286522771842209,0.5848180841615954,1.7175174252416192,2.0663555174565436,0.9490058854121145,00d6f8c998aa4c0fab3770fc993ade9c496e6bd9f5e836217ff5ecd5316af044
precontact_FR8_MB8_PD5_vs_bittenfeld_v3b1,v3b1,8,8,5,bittenfeld,5,v2,B,448,0,14,103,110,280,196,2.426507670710451,2.4656771339903916,0.5730598256294387,0.5591198773112702,1.7310810527619622,2.165218286270277,0.9881551392054768,3f923a31cf8718ab4f33453a73eeccf1966c2f8a8c412020765036a44a20a732
precontact_FR8_MB8_PD5_vs_bittenfeld_v3b2,v3b2,8,8,5,bittenfeld,5,v2,A,548,5,0,102,111,336,215,2.2082460626512557,2.256966449457654,0.5828981550862985,0.5538308732579417,1.709641207504722,2.022098335037992,1.0314766357620773,d1b7bf2b46900b653f7b99a32f791763e192c7e49925c9c2a600c9a8575e6289
precontact_FR8_MB8_PD5_vs_bittenfeld_v3b3,v3b3,8,8,5,bittenfeld,5,v2,A,385,27,0,103,110,318,152,2.21268010742023,2.2439733597216103,0.6159967387497557,0.5822623418749455,1.7182721447379343,2.122773663826991,0.9462650056862487,6b71f71a2131733b92c438eea82ec07669f623b3005a9688d35eda7089e31486
precontact_FR8_MB8_PD5_vs_bittenfeld_v3b4,v3b4,8,8,5,bittenfeld,5,v2,A,444,16,0,103,111,122,152,2.0611432829535286,2.1811532090517765,0.6308008604779726,0.5865410770939581,1.7062245691718039,2.019124160811647,0.9554234364526282,9bb0a0995155aabc1267bc61469a8b473867edc2323d1541fea9c087190f7504
precontact_FR8_MB8_PD5_vs_bittenfeld_v3b5,v3b5,8,8,5,bittenfeld,5,v2,A,396,27,0,103,111,366,171,2.0026994380936634,2.1811532090517765,0.6600477605376064,0.5719429664608152,1.706074792255566,1.9473699347091409,0.9685251983705421,41c1ab12c144659450bd73bc33fb5267fd4b439e6ed4ea2cb5bf0f6e6a72d53e
precontact_FR8_MB8_PD5_vs_muller_v3a,v3a,8,8,5,muller,6,v2,B,438,0,17,104,112,402,175,2.135862158053699,2.1811532090517765,0.585553093867951,0.5555302849502882,1.7381693274846404,2.1366486391666224,1.0,0966068cf30f2f35d1d3edb04a80695bebdb6a07441a17950e1099785f1e9c9f
precontact_FR8_MB8_PD5_vs_muller_v3b1,v3b1,8,8,5,muller,6,v2,B,384,0,27,102,115,187,168,2.2838411408266457,2.3988853901802254,0.560440637276756,0.5209152110380071,1.7300486319681334,2.23662726401378,0.8877538616180218,79a1e68a75dc07cfe0e681ce08b45267d868efb4d0b6aeb65a4200d82138b49b
precontact_FR8_MB8_PD5_vs_muller_v3b2,v3b2,8,8,5,muller,6,v2,B,472,0,9,103,114,328,172,2.1791651569566577,2.256009480409328,0.5688008998916401,0.5331082374014173,1.724081319553635,2.141936511333197,0.9262222941830927,44e2f6de8e3788c8756307548a3e7ea54f0792af57970306c1d292eb8a026a17
precontact_FR8_MB8_PD5_vs_muller_v3b3,v3b3,8,8,5,muller,6,v2,A,452,13,0,103,114,431,161,2.1949187656173,2.2452299584001745,0.5958417992253737,0.565182364697933,1.714331328108476,2.1137161497339125,0.933508086034643,2e154a5c7a8aaa7d0681d7869b52c99068ff431e4b51302d35f1c6746ba65195
precontact_FR8_MB8_PD5_vs_muller_v3b4,v3b4,8,8,5,muller,6,v2,B,602,0,3,103,115,425,222,2.0336163022198033,2.1811532090517765,0.5924936203366157,0.5699108071600745,1.7220927291273183,2.1721761060874822,0.9551554419135341,248d25d845b77c1d5de5555e65fdd3967e9c9c86276c77f132f0b9c8771db558
precontact_FR8_MB8_PD5_vs_muller_v3b5,v3b5,8,8,5,muller,6,v2,A,487,10,0,104,116,248,187,1.983129629044922,2.1811532090517765,0.5950169178425655,0.5656788454756709,1.72932890748746,1.8987739846125158,0.9745028060544083,04339abf83a76c7170ed590b34c59a8a16660d1bd07190470edb5105b679e280
