case_id,fr,mb,pd,tick,side,N_alive,LCC,C_conn,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
FR8_MB8_PD5,8.0,8.0,5.0,110,A,100,72,0.72,84.01856142415305,84.61919666138537,9.246924768269666,20.0,0.4623462384134833,1.0,0.72,0.07969998889959062,0.08592352326463859,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,110,B,100,77,0.77,116.04147085633588,115.55444284903942,9.297807894905024,20.0,0.4648903947452512,1.0,0.77,0.08592352326463859,0.07969998889959062,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,111,A,100,73,0.73,84.69612717121736,85.26593760627631,9.244498413357533,20.0,0.4622249206678767,1.0,0.73,0.08264677878916649,0.1011992397246847,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,111,B,100,86,0.86,115.41096043593288,114.88074237727365,9.285211650547996,20.0,0.4642605825273998,1.0,0.86,0.1011992397246847,0.08264677878916649,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,112,A,100,76,0.76,85.34977678768759,85.94867121989375,9.290936152722649,20.0,0.46454680763613243,1.0,0.76,0.08689912123884425,0.09679844897167222,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,112,B,100,82,0.82,114.79679902896824,114.18022656295432,9.3119376496809,20.0,0.46559688248404496,1.0,0.82,0.09679844897167222,0.08689912123884425,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,113,A,100,68,0.68,86.0341393371214,86.60356799384147,9.324776202352622,20.0,0.4662388101176311,1.0,0.68,0.07805405807461474,0.10030573509207619,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,113,B,100,81,0.81,114.22677991395832,113.45568780427075,9.32953486367234,20.0,0.466476743183617,1.0,0.81,0.10030573509207619,0.07805405807461474,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,114,A,100,78,0.78,86.75579071098058,87.23233154208778,9.366217332085359,20.0,0.46831086660426796,1.0,0.78,0.08738143270118937,0.09163321564733284,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,114,B,100,74,0.74,113.62694898712938,112.71667498533502,9.353681959745195,20.0,0.46768409798725974,1.0,0.74,0.09163321564733284,0.08738143270118937,0.5555555555555556,1
