case_id,fr,mb,pd,tick,side,N_alive,LCC,C_conn,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
reference_alpha_AB,4.0,5.0,5.0,53,B,100,7,0.07,149.8868487639143,149.0402338437055,9.721093259144002,20.0,0.4860546629572001,1.0,0.07,0.008344937806906483,0.07015456621192862,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,54,A,100,10,0.1,51.3322848095953,50.56173659765269,8.68567696230984,20.0,0.434283848115492,1.0,0.1,0.035693192989877054,0.010755592703384553,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,54,B,100,9,0.09,149.2242464403189,148.32025746491746,9.725229347533523,20.0,0.48626146737667614,1.0,0.09,0.010755592703384553,0.035693192989877054,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,55,A,100,10,0.1,52.00713669630538,51.260976234669435,8.694114944826724,20.0,0.4347057472413362,1.0,0.1,0.035719870545334986,0.0072017740396368435,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,55,B,100,6,0.06,148.5362154748419,147.62517345991787,9.72196831967319,20.0,0.4860984159836595,1.0,0.06,0.0072017740396368435,0.035719870545334986,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,56,A,100,16,0.16,52.689297579227876,51.955476885126984,8.705527155329102,20.0,0.4352763577664551,1.0,0.16,0.05879288911295433,0.011977073568336105,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,56,B,100,10,0.1,147.8575435802881,146.92715229877265,9.734610819546825,20.0,0.48673054097734125,1.0,0.1,0.011977073568336105,0.05879288911295433,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,57,A,100,16,0.16,53.379367365089145,52.64233850346678,8.70519357653589,20.0,0.4352596788267945,1.0,0.16,0.05970966997604987,0.009557891727292267,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,57,B,100,8,0.08,147.18001739565932,146.2276586518165,9.71506665274647,20.0,0.4857533326373235,1.0,0.08,0.009557891727292267,0.05970966997604987,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,58,A,100,13,0.13,54.06168603931641,53.338890302472,8.70291957586059,20.0,0.4351459787930295,1.0,0.13,0.04960562399529933,0.009638728273642982,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,58,B,100,8,0.08,146.4966621193101,145.5248139884039,9.704442738454372,20.0,0.4852221369227186,1.0,0.08,0.009638728273642982,0.04960562399529933,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,59,A,100,17,0.17,54.769625232915395,54.012414461508136,8.687689643035629,20.0,0.43438448215178144,1.0,0.17,0.0660615228321405,0.00595585759170425,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,59,B,100,5,0.05,145.79998407949367,144.82760720180733,9.695926983368604,20.0,0.48479634916843023,1.0,0.05,0.00595585759170425,0.0660615228321405,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,60,A,100,7,0.07,55.4686658433117,54.68934291552935,8.689087450008032,20.0,0.4344543725004016,1.0,0.07,0.02785045600548708,0.007299661321659934,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,60,B,100,6,0.06,145.11678176440148,144.1219073780616,9.700453358768682,20.0,0.48502266793843407,1.0,0.06,0.007299661321659934,0.02785045600548708,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,61,A,100,15,0.15,56.17344073228502,55.363874878859825,8.688305178571138,20.0,0.4344152589285569,1.0,0.15,0.060121823151619846,0.008607961896595961,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,61,B,100,7,0.07,144.42443079006347,143.41662917616964,9.703728705978822,20.0,0.4851864352989411,1.0,0.07,0.008607961896595961,0.060121823151619846,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,62,A,100,12,0.12,56.87959867269635,56.03954676765407,8.691886337554854,20.0,0.4345943168777427,1.0,0.12,0.049181057812659135,0.01234059573459334,0.5555555555555556,1
