case_id,fr,mb,pd,tick,side,N_alive,degenerate_n_lt_2,LCC_abs,C_conn_abs,LCC_rel,C_conn_rel,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,C_v3p1,d_nn_mean,d_ref,d_nn_p95,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
FR2_MB2_PD5,2.0,2.0,5.0,3,A,100,0,40,0.4,100,1.0,16.431567124485152,15.731104184966366,9.442657331295209,20.0,0.47213286656476045,1.0,0.4,1.0,1.9120241018796011,1.9566202345617651,2.0000000000000013,0.046629379970354656,0.03154924640293144,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,3,B,100,0,27,0.27,100,1.0,183.56698747020025,184.28182168552442,9.367841142784897,20.0,0.46839205713924487,1.0,0.27,1.0,1.9185615738767405,1.9546594099853887,2.0043885844227094,0.03154924640293144,0.046629379970354656,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,4,A,100,0,47,0.47,100,1.0,17.1155010196743,16.40530610484052,9.45692629777423,20.0,0.4728463148887115,1.0,0.47,1.0,1.9245292259843,1.9622741573257836,2.001126381442414,0.05408920765709602,0.04507806331325681,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,4,B,100,0,38,0.38,100,1.0,182.88450819948724,183.59831614758912,9.396363800384476,20.0,0.4698181900192238,1.0,0.38,1.0,1.936169300633824,1.9654415054447592,2.0018117307237877,0.04507806331325681,0.05408920765709602,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,5,A,100,0,40,0.4,100,1.0,17.785999495048156,17.10080101727649,9.461902520178072,20.0,0.4730951260089036,1.0,0.4,1.0,1.9334940468534294,1.9766612054654804,2.0080995236157113,0.046691999290687236,0.043539117184750564,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,5,B,100,0,37,0.37,100,1.0,182.20570834642137,182.9092872604336,9.402928172373159,20.0,0.4701464086186579,1.0,0.37,1.0,1.9199521145259226,1.9519128632160583,2.002792529262991,0.043539117184750564,0.046691999290687236,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,6,A,100,0,52,0.52,100,1.0,18.48699196960453,17.771052137452546,9.471499427896301,20.0,0.4735749713948151,1.0,0.52,1.0,1.9486221631639649,1.983076483060788,2.006372758302099,0.05995214278988459,0.0391417033191519,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,6,B,100,0,33,0.33,100,1.0,181.52240127993934,182.2325855619957,9.407729882444626,20.0,0.47038649412223127,1.0,0.33,1.0,1.9328079315312294,1.9789847404744432,2.020829362874983,0.0391417033191519,0.05995214278988459,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,7,A,100,0,54,0.54,100,1.0,19.163051396699924,18.46886845855198,9.467718202934266,20.0,0.47338591014671333,1.0,0.54,1.0,1.9356974610639417,1.9746796064019607,2.005094654560389,0.06388357920789434,0.030931640745884392,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,7,B,100,0,26,0.26,100,1.0,180.83162424125737,181.55598001669915,9.411565265770784,20.0,0.47057826328853924,1.0,0.26,1.0,1.9617824737592935,1.9845013491551862,2.0302522224460917,0.030931640745884392,0.06388357920789434,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,8,A,100,0,38,0.38,100,1.0,19.856345620763246,19.145200959007862,9.446413065447619,20.0,0.47232065327238093,1.0,0.38,1.0,1.9384379929685023,1.9727133866459696,2.0478437550129733,0.04440677681684091,0.02263574007759417,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,8,B,100,0,19,0.19,100,1.0,180.1374542771564,180.8668415642351,9.40959948980328,20.0,0.47047997449016404,1.0,0.19,1.0,1.9552642140879741,1.9855275636032985,2.029255910653675,0.02263574007759417,0.04440677681684091,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,9,A,100,0,47,0.47,100,1.0,20.5395446235106,19.83618422781331,9.453767460784224,20.0,0.4726883730392112,1.0,0.47,1.0,1.9382876542218614,1.9799140773743946,2.0535986157153334,0.05545960436962827,0.021783682194444598,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,9,B,100,0,18,0.18,100,1.0,179.44677793483865,180.17857681833976,9.402517566294586,20.0,0.4701258783147293,1.0,0.18,1.0,1.9581124540839545,1.9896948799901295,2.02888752972093,0.021783682194444598,0.05545960436962827,0.5555555555555556,1
