case_id,fr,mb,pd,tick,side,N_alive,degenerate_n_lt_2,LCC_abs,C_conn_abs,LCC_rel,C_conn_rel,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,C_v3p1,d_nn_mean,d_ref,d_nn_p95,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
reference_alpha_AB,4.0,5.0,5.0,10,A,100,0,38,0.38,100,1.0,21.095186884509655,20.38337204318138,9.16897892980566,20.0,0.45844894649028295,1.0,0.38,1.0,1.897845790839941,1.9231732191360822,2.0419760486383907,0.04821084079078164,0.018290292705993583,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,10,B,100,0,16,0.16,100,1.0,178.93194511136187,179.4844463662235,9.679327147912733,20.0,0.48396635739563665,1.0,0.16,1.0,1.9741579279264843,1.9889679195999652,2.0365406569844873,0.018290292705993583,0.04821084079078164,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,11,A,100,0,43,0.43,100,1.0,21.76859201620051,21.05753448776482,9.160033508059636,20.0,0.45800167540298176,1.0,0.43,1.0,1.914362286574147,1.925873847123282,2.0732452240079478,0.054989142289149306,0.024582672913844972,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,11,B,100,0,22,0.22,100,1.0,178.26033599541054,178.78645824784797,9.712035391317254,20.0,0.4856017695658627,1.0,0.22,1.0,1.988760548577936,1.9969332415332237,2.040276163147558,0.024582672913844972,0.054989142289149306,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,12,A,100,0,43,0.43,100,1.0,22.436005483790492,21.74746143860417,9.134721477187975,20.0,0.45673607385939874,1.0,0.43,1.0,1.9245365956106835,1.9417706194976048,2.0789264718628084,0.05562858262316217,0.016725656269634293,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,12,B,100,0,15,0.15,100,1.0,177.57852175265086,178.09581744053378,9.721879419375925,20.0,0.48609397096879625,1.0,0.15,1.0,1.9798455760585705,1.992084389924338,2.0412341965115877,0.016725656269634293,0.05562858262316217,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,13,A,100,0,55,0.55,100,1.0,23.101146111448607,22.436371952774525,9.098974113359214,20.0,0.4549487056679607,1.0,0.55,1.0,1.9172652452446144,1.9281237888891334,2.070575781751593,0.07294770672327278,0.010193282846202134,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,13,B,100,0,9,0.09,100,1.0,176.9288921799074,177.38513599506848,9.7421710001898,20.0,0.48710855000948994,1.0,0.09,1.0,1.9775203124685263,1.9970514689245544,2.066768728872431,0.010193282846202134,0.07294770672327278,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,14,A,100,0,46,0.46,100,1.0,23.77492494904559,23.117426097263515,9.080151363104175,20.0,0.45400756815520876,1.0,0.46,1.0,1.9330147235371826,1.967014453710643,2.0753309895156278,0.06285457517994597,0.010101192407705128,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,14,B,100,0,9,0.09,100,1.0,176.2536287541885,176.68189208218217,9.739495093962697,20.0,0.48697475469813484,1.0,0.09,1.0,1.988593561142355,1.9975989475209943,2.069144267675506,0.010101192407705128,0.06285457517994597,0.5555555555555556,1
